NQUEST,ENTEPEN,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE,NORD
55843,1,1,1990,700,13,2,0,110,1
55843,1,3,1983,700,12,2,0,,4
55876,1,1,1986,1300,13,2,0,70,1
55876,5,6,1989,300,13,2,0,,2
55885,1,1,1987,450,13,2,0,50,1
55885,1,1,1985,1100,13,2,0,60,2
55887,1,5,1969,750,13,2,0,,2
55891,1,1,1996,1800,13,2,0,80,1
55917,1,1,1989,1550,13,2,0,100,1
55917,1,1,1998,2100,13,2,0,70,2
56039,2,1,1993,1800,13,2,0,100,2
56215,1,4,1983,700,13,2,0,,5
56251,1,3,1984,350,13,2,0,,2
56251,1,4,1987,700,13,2,0,,2
56262,1,4,1985,1500,12,2,0,,1
56270,1,1,1988,2080,13,2,0,90,1
56276,1,1,1992,1200,13,2,0,90,1
56327,1,1,1978,1900,13,2,0,100,1
56457,1,1,1992,1800,13,2,0,72,1
56457,1,1,1982,680,13,2,0,70,4
56457,1,4,1953,300,13,2,0,,4
56458,1,1,1992,1900,13,2,0,70,1
56473,1,1,1976,650,13,2,0,1,1
56563,1,1,1995,1140,13,2,0,95,1
56563,4,3,1980,140,12,2,0,,1
56563,1,1,1995,700,13,2,0,95,2
56563,7,1,1995,700,13,2,0,95,2
56563,1,1,1984,650,13,2,0,90,4
56563,1,3,1997,500,12,2,0,,4
56568,1,1,1995,1000,13,2,0,100,1
56568,4,3,1996,225,12,2,0,,1
56572,1,1,1970,620,13,2,0,60,4
56572,1,4,1998,410,13,2,0,,4
56575,1,1,1988,1400,13,2,0,80,1
56575,1,1,1997,700,13,2,0,90,2
56577,3,1,1994,1685,13,2,0,85,1
56577,1,2,1971,650,13,1,1500,,3
56577,1,4,1997,340,13,2,0,,3
56589,1,1,1953,600,13,2,0,20,1
56589,1,1,1960,600,13,2,0,20,1
56593,4,3,1993,180,12,2,0,,1
56593,2,3,1995,320,12,2,0,,2
56610,1,2,1982,645,13,2,0,,1
56610,1,1,1983,1100,13,2,0,70,2
56610,1,3,1994,300,13,2,0,,3
56632,1,1,1977,2000,13,2,0,70,1
56632,2,4,1990,1000,13,2,0,,1
56642,2,3,1959,2000,13,2,0,,2
56643,1,1,1960,1800,13,2,0,90,1
56643,1,1,1985,700,13,2,0,50,2
56656,1,1,1993,700,13,2,0,50,2
56656,1,1,1992,700,13,2,0,50,3
56658,1,1,1984,750,13,2,0,70,2
56658,4,3,1985,350,13,2,0,,2
56658,1,4,1997,500,13,2,0,,2
56662,1,1,1960,580,13,2,0,60,1
56677,1,1,1985,280,13,2,0,50,1
56677,2,1,1981,1400,13,2,0,30,1
56677,2,1,1981,1500,13,2,0,30,2
56680,3,1,1990,2192,13,2,0,97,1
56699,1,1,1974,1920,13,2,0,60,1
56701,1,1,1989,480,13,2,0,50,1
56701,6,1,1989,800,12,2,0,50,1
56703,1,1,1972,300,13,2,0,90,1
56703,1,4,1989,150,13,2,0,,1
56709,1,1,1993,1500,13,2,0,80,1
56719,1,1,1989,245,13,2,0,55,1
56719,1,4,1988,800,13,2,0,,1
56720,1,1,1990,700,13,2,0,98,1
56720,1,1,1994,650,13,2,0,100,2
56721,1,1,1990,500,13,2,0,95,3
56721,1,4,1997,200,13,2,0,,3
56761,1,1,1973,1150,13,2,0,20,1
56761,1,3,1969,725,13,2,0,,2
56761,1,1,1991,1600,13,2,0,1,3
56761,1,3,1989,725,13,2,0,,4
56762,1,1,1993,1940,12,2,0,20,1
56765,1,1,1988,1880,13,2,0,90,1
56765,1,1,1996,690,13,2,0,12,2
56850,1,1,1993,600,13,2,0,100,1
56852,1,1,1986,800,13,2,0,50,1
56852,2,1,1995,1700,13,2,0,80,2
56926,1,1,1981,2300,13,2,0,70,1
56928,1,1,1985,700,13,2,0,50,1
56928,1,4,1998,350,13,2,0,,1
57038,1,3,1979,600,12,2,0,,1
57038,1,2,1987,400,12,2,0,,2
57073,1,1,1967,500,13,2,0,,1
57073,1,3,1996,500,13,2,0,,1
57094,1,1,1997,5000,15,2,0,85,1
57094,2,1,1990,2000,13,2,0,85,2
57116,3,1,1992,2000,13,2,0,80,1
57118,1,1,1992,2000,13,2,0,80,1
57143,1,3,1963,700,13,2,0,,1
57143,1,1,1966,900,13,2,0,100,2
57215,1,4,1975,600,13,2,0,,1
57217,2,1,1987,1800,13,2,0,74,1
57217,1,1,1986,700,13,2,0,50,2
57248,1,4,1990,600,13,1,3500,,1
57250,1,1,1968,750,13,2,0,20,2
57252,1,1,1990,460,12,2,0,60,1
57257,1,6,1980,600,13,1,600,,1
57280,1,1,1990,1250,12,2,0,50,1
57280,1,3,1977,1200,12,2,0,,2
57363,1,1,1984,700,3,2,0,60,1
57462,1,1,1988,2000,13,2,0,90,1
57496,1,3,1978,1300,13,2,0,,1
57496,5,7,1983,40,12,2,0,,1
57496,1,3,1983,1200,13,2,0,,2
57499,1,1,1987,1300,13,2,0,80,1
57499,4,3,1969,337,12,2,0,,1
57499,1,1,1989,650,13,2,0,120,2
57609,1,1,1991,860,13,2,0,90,1
57609,4,3,1992,298,12,2,0,,1
57611,1,1,1987,1000,13,2,0,72,1
57611,1,3,1975,800,13,2,0,,2
57613,1,1,1974,600,13,2,0,70,4
57613,1,4,1997,300,13,2,0,,4
57615,1,1,1996,680,13,2,0,75,1
57615,6,1,1997,1600,12,2,0,80,1
57617,3,1,1995,2000,13,1,2000,65,1
57624,4,3,1988,200,12,2,0,,1
57670,5,4,1989,2000,14,2,0,,2
57670,3,3,1985,750,12,2,0,,2
57699,1,2,1994,482,13,2,0,,1
57810,1,1,1992,2200,13,2,0,80,1
57810,1,1,1995,520,13,2,0,30,2
57815,1,4,1990,1900,13,2,0,,2
57829,7,4,1995,850,13,2,0,,1
57915,1,1,1989,600,13,2,0,1,1
57915,1,4,1989,800,13,2,0,,1
57960,3,1,1976,2100,13,2,0,80,1
58002,1,1,1988,870,13,2,0,70,1
58002,1,1,1989,690,13,2,0,70,2
58042,2,1,1992,1480,13,2,0,70,1
58060,1,3,1995,400,12,2,0,,1
58225,2,1,1998,2200,8,2,0,95,1
58253,1,1,1994,2100,13,2,0,100,1
58362,1,1,1983,1800,13,2,0,90,1
58362,1,1,1953,850,13,2,0,80,2
58365,1,1,1974,400,13,2,0,1,2
58365,1,4,1982,1300,13,2,0,,2
58395,1,1,1990,1900,13,2,0,80,1
60002,1,1,1998,1450,9,2,0,65,1
60002,1,4,1975,830,13,2,0,,2
60022,1,1,1992,1815,13,2,0,70,1
60022,1,1,1997,1340,13,2,0,60,2
60028,1,1,1990,600,13,2,0,80,1
60067,2,1,1986,1950,13,2,0,80,1
60067,1,4,1987,160,13,2,0,,1
60081,1,1,1995,2200,13,2,0,58,1
60108,1,1,1995,690,13,2,0,80,1
60108,1,4,1984,680,13,2,0,,1
60108,1,1,1991,1600,13,2,0,90,2
60117,1,1,1986,1300,13,2,0,70,1
60117,1,1,1993,700,13,2,0,60,2
60131,1,3,1972,180,12,2,0,,1
60131,1,1,1987,1500,13,2,0,85,2
60155,1,4,1993,1300,12,2,0,,1
60155,5,4,1993,150,12,2,0,,1
91006,2,1,1994,2200,13,1,1400,80,1
91010,1,1,1997,1600,13,2,0,80,1
91029,2,1,1997,1700,13,2,0,78,1
91047,1,2,1989,650,13,2,0,,1
91087,2,4,1989,600,13,2,0,,4
91087,2,1,1988,925,13,2,0,50,4
102006,2,1,1992,1200,13,2,0,80,1
102006,2,1,1988,1200,13,2,0,80,2
102006,3,2,1996,300,13,2,0,,3
103055,1,3,1977,650,6,2,0,,2
104002,1,4,1984,850,13,2,0,,3
107090,1,1,1994,700,13,2,0,50,1
107090,1,4,1996,1200,13,2,0,,1
111052,1,1,1995,1180,13,2,0,100,1
117017,7,4,1994,312,13,2,0,,1
117018,1,1,1977,1100,13,2,0,20,1
117018,2,4,1998,1500,13,2,0,,1
117018,5,1,1982,900,13,2,0,20,1
117019,1,1,1976,450,13,2,0,10,1
117019,1,1,1939,600,13,2,0,10,2
117054,1,2,1970,750,13,2,0,,5
119079,2,1,1998,3500,13,2,0,125,1
121067,3,1,1982,2851,13,2,0,92,1
123018,1,1,1987,1900,13,2,0,80,1
123019,1,1,1996,2690,12,2,0,100,1
123068,1,4,1982,500,13,2,0,,1
123071,1,1,1986,750,13,2,0,,1
124012,1,1,1960,1050,13,2,0,80,1
124012,1,1,1974,680,13,2,0,80,2
136004,1,1,1977,1000,12,2,0,75,1
136011,1,1,1997,1500,12,2,0,65,1
136039,3,2,1967,630,12,2,0,,1
138091,2,1,1994,2100,13,2,0,90,2
143090,1,1,1992,1830,13,2,0,75,1
145012,3,1,1983,2000,13,2,0,80,1
145015,1,1,1975,1120,13,2,0,100,1
145015,1,2,1965,700,13,2,0,,2
147034,2,1,1983,2000,13,2,0,45,1
147034,2,1,1991,1500,13,2,0,60,2
147068,1,1,1990,1400,13,2,0,80,1
147068,1,1,1988,700,13,2,0,80,2
147073,1,4,1992,500,13,2,0,,1
147073,1,1,1974,700,13,2,0,20,4
147073,2,4,1992,700,13,2,0,,4
147078,1,1,1989,715,13,2,0,85,1
147078,1,1,1992,715,13,2,0,90,2
151068,1,1,1989,2000,13,2,0,70,1
161007,1,1,1984,700,13,2,0,80,1
162067,1,3,1975,700,13,2,0,,2
162067,1,4,1978,700,13,2,0,,3
163044,1,1,1997,714,13,1,700,100,1
176012,1,4,1972,900,13,2,0,,1
176019,2,1,1989,460,13,2,0,,1
176057,1,1,1989,2100,13,2,0,50,1
176061,1,3,1993,300,13,2,0,,1
176061,1,1,1989,700,13,2,0,1,2
176068,5,6,1998,1750,12,2,0,,1
178042,1,1,1978,1500,13,2,0,80,1
178042,3,5,1968,450,13,2,0,,1
178042,5,6,1979,200,13,2,0,,1
193001,1,1,1992,1340,13,2,0,80,1
193001,4,3,1990,250,12,2,0,,1
193001,1,1,1989,827,13,2,0,50,2
193004,1,2,1990,800,13,2,0,,1
193007,1,1,1995,750,13,2,0,70,1
193007,1,1,1998,650,13,2,0,50,2
193007,1,3,1979,800,13,2,0,,3
193010,4,3,1994,135,12,2,0,,1
193015,3,1,1993,1950,13,2,0,80,1
193016,1,1,1995,920,13,2,0,80,1
193016,1,1,1990,700,13,2,0,70,2
193026,1,1,1998,1000,13,2,0,100,1
193052,1,1,1983,700,13,2,0,50,1
193052,1,4,1992,450,13,2,0,,1
193052,4,3,1984,350,13,2,0,,1
193070,1,1,1986,600,13,2,0,50,1
193070,1,4,1993,500,13,2,0,,1
196076,1,1,1996,2180,13,2,0,98,1
196076,1,1,1998,620,8,2,0,40,2
196076,1,1,1966,750,13,2,0,70,8
196076,1,3,1985,720,12,2,0,,8
202163,1,1,1993,1500,12,2,0,10,1
202163,1,4,1993,1050,12,2,0,,1
203027,1,1,1991,1100,13,2,0,70,2
213644,3,4,1990,800,13,2,0,,1
215007,3,1,1991,900,12,2,0,50,1
215011,1,1,1989,900,12,2,0,10,1
215011,3,3,1970,1600,12,2,0,,2
215015,2,1,1996,1700,13,2,0,10,1
215017,1,1,1998,1900,13,2,0,100,1
215018,1,1,1998,700,13,2,0,20,1
215023,1,1,1984,1200,13,2,0,10,1
215024,1,1,1973,2000,12,2,0,20,1
215036,1,1,1983,1000,13,2,0,30,1
215055,3,1,1998,700,12,2,0,100,1
216022,1,1,1986,2100,13,2,0,72,1
217081,1,4,1989,600,13,2,0,,3
224048,5,6,1997,500,12,2,0,,1
224048,1,1,1989,1200,13,2,0,60,2
230003,1,1,1994,1740,13,2,0,90,1
230023,1,1,1975,2500,13,2,0,80,1
230023,3,1,1986,2100,13,2,0,80,2
230029,1,1,1995,1900,13,2,0,80,1
230030,1,1,1990,580,13,2,0,90,1
230030,1,4,1992,750,13,2,0,,1
230033,3,1,1996,3500,13,2,0,70,1
230034,1,1,1971,450,13,2,0,50,1
230034,1,4,1971,700,13,2,0,,1
230043,3,1,1991,1400,13,2,0,85,1
230048,1,1,1985,1280,13,2,0,90,1
230048,4,3,1984,195,12,2,0,,1
230048,1,1,1991,690,13,2,0,80,2
230055,1,1,1950,800,13,2,0,60,1
230055,3,5,1951,600,12,2,0,,1
230055,1,1,1963,750,13,2,0,60,2
230055,3,3,1981,800,12,2,0,,2
230060,3,1,1995,1660,13,2,0,80,1
230060,1,1,1997,708,13,2,0,80,2
230087,1,1,1995,1500,13,2,0,80,1
233076,3,1,1992,3100,13,2,0,5,1
244004,1,4,1962,855,13,2,0,,1
244049,1,1,1990,900,13,2,0,60,1
244049,4,2,1988,615,13,2,0,,2
244056,1,3,1983,700,13,2,0,,1
244056,3,5,1944,600,13,2,0,,1
244058,1,3,1995,300,13,2,0,,2
244069,2,1,1987,1998,13,2,0,100,1
244069,2,4,1956,100,12,2,0,,1
244075,1,1,1968,940,13,2,0,,1
244075,4,1,1978,700,13,2,0,40,2
246013,1,1,1979,600,13,2,0,40,5
250010,1,1,1990,680,12,2,0,,1
250012,1,3,1984,1000,12,2,0,,1
250037,1,3,1980,730,12,2,0,,1
250037,1,3,1994,385,12,2,0,,2
250039,1,4,1984,650,12,2,0,,1
250039,4,1,1984,2000,12,2,0,100,1
250055,1,1,1989,700,12,2,0,100,1
250055,1,1,1995,300,12,2,0,100,2
250056,1,3,1971,650,12,2,0,,1
251047,3,1,1996,1800,13,2,0,80,1
251047,3,1,1996,1200,13,2,0,50,2
253016,1,4,1989,750,12,2,0,,1
256089,1,1,1981,930,12,2,0,80,1
262051,2,4,1995,2700,13,2,0,,1
264005,1,1,1982,650,12,2,0,1,1
264039,7,7,1998,,1,2,0,,2
264048,1,4,1973,700,12,2,0,,1
264071,1,1,1994,4000,13,2,0,60,1
264071,5,1,1994,900,13,2,0,,1
264083,1,1,1969,1500,12,2,0,3,1
266002,1,1,1963,1100,12,2,0,85,1
266005,1,3,1955,800,12,2,0,,1
266009,1,6,1986,1000,12,2,0,,1
266009,1,2,1990,700,12,2,0,,2
266015,1,1,1993,1600,12,2,0,80,1
266017,1,4,1994,700,12,2,0,,1
266018,1,3,1960,900,12,2,0,,1
266028,1,3,1974,700,12,2,0,,1
266043,1,4,1991,900,12,2,0,,1
266080,1,3,1995,1300,12,2,0,,1
266080,1,3,1989,750,12,2,0,,2
266082,1,3,1988,800,12,2,0,,1
266088,1,1,1993,1100,12,2,0,70,1
274053,1,1,1993,680,13,2,0,60,1
274053,1,1,1994,680,13,2,0,50,2
279054,1,1,1998,1250,12,2,0,2,1
282022,1,3,1980,600,13,2,0,,1
282074,3,1,1987,1300,13,2,0,90,2
282074,1,3,1997,350,13,2,0,,3
282081,4,3,1990,382,12,2,0,,1
284086,1,3,1994,639,12,2,0,,1
285054,1,1,1991,1850,13,2,0,85,1
289004,3,5,1992,1300,12,2,0,,1
289004,3,1,1963,300,13,2,0,10,1
289007,1,1,1986,1400,12,2,0,3,1
289011,1,4,1981,750,12,2,0,,1
289019,1,1,1975,800,12,2,0,2,3
289028,3,1,1997,1800,13,2,0,80,1
289041,1,2,1990,1800,13,2,0,,6
289073,1,2,1997,465,12,1,4700,,1
289089,1,5,1964,600,13,2,0,,1
294039,1,1,1997,960,13,1,1500,1,2
297007,1,1,1995,1380,13,1,5000,75,2
297048,1,1,1990,1850,13,2,0,70,1
299010,1,3,1974,670,13,2,0,,1
299010,1,1,1985,900,13,2,0,120,2
299032,2,1,1991,1700,13,2,0,75,2
299059,1,1,1969,690,13,2,0,,5
299059,1,2,1978,680,13,2,0,,6
305042,1,1,1925,1000,12,2,0,3,5
310001,1,1,1983,1100,13,2,0,,1
310005,1,1,1997,2100,13,2,0,98,1
310005,4,3,1978,500,13,2,0,,1
310007,1,1,1985,2536,13,1,100,92,1
310040,1,1,1994,3500,13,2,0,98,1
310047,1,1,1995,1282,13,2,0,90,1
310047,1,1,1974,750,13,2,0,1,2
310051,1,1,1998,2500,13,2,0,95,1
310066,1,1,1998,1300,13,1,8000,,1
310070,1,1,1992,2300,13,2,0,95,2
320025,1,1,1994,750,12,2,0,70,1
321009,1,1,1993,2000,13,2,0,20,1
321009,1,1,1990,700,13,2,0,10,2
321015,1,1,1973,700,13,2,0,10,1
321015,1,2,1986,350,13,2,0,,2
321022,2,3,1983,1200,12,2,0,,1
321062,1,3,1987,900,13,2,0,,4
323079,1,1,1988,3000,13,2,0,80,1
328051,1,1,1980,1300,13,2,0,90,1
328051,1,2,1982,500,13,2,0,,2
330057,1,4,1996,1000,12,2,0,,1
332080,1,3,1970,600,13,2,0,,5
332080,1,4,1985,100,13,2,0,,5
333081,2,1,1994,5500,13,2,0,70,1
341052,1,1,1981,1700,13,1,7000,70,1
341052,1,1,1981,1700,13,2,0,70,1
350021,1,1,1989,1498,13,2,0,80,1
350035,1,1,1983,2000,13,2,0,80,1
355021,1,1,1986,1100,12,2,0,40,2
355030,1,1,1968,800,12,2,0,60,1
355032,1,1,1974,550,12,2,0,30,1
355033,2,1,1979,2000,12,2,0,60,1
355033,1,1,1979,200,12,2,0,50,1
355042,1,6,1974,500,12,2,0,,1
355047,1,3,1979,1800,12,2,0,,1
355056,2,1,1992,1500,12,2,0,50,1
355063,1,4,1983,1200,12,2,0,,1
360020,1,1,1983,700,13,2,0,50,1
360020,1,4,1995,600,13,2,0,,1
366012,1,3,1965,2380,13,2,0,,1
366012,1,2,1983,400,12,2,0,,2
366019,1,1,1969,1500,13,2,0,50,1
366022,1,2,1982,500,13,1,1200,,1
366028,1,3,1980,529,13,2,0,,1
366053,1,3,1977,350,13,2,0,,1
366053,1,1,1990,350,13,2,0,60,2
367037,3,1,1972,1650,13,2,0,40,1
367037,1,1,1976,160,13,2,0,20,1
367037,3,1,1973,1800,13,2,0,30,2
367037,1,1,1975,200,13,2,0,20,2
369058,1,3,1982,700,1,2,0,,1
380060,1,1,1987,2950,13,2,0,100,1
389029,2,1,1993,2000,13,2,0,90,1
389029,1,6,1998,220,13,1,220,,2
389031,1,1,1992,706,13,2,0,50,1
389031,1,1,1993,706,13,2,0,60,2
389031,1,1,1990,710,13,2,0,65,3
500001,7,1,1991,2100,13,2,0,90,1
500002,1,1,1994,1670,13,2,0,68,1
500003,1,1,1991,300,13,2,0,40,1
500003,1,4,1978,1020,13,2,0,,1
500004,3,3,1970,390,13,2,0,,2
500004,3,3,1976,1200,12,2,0,,2
500004,3,3,1970,390,13,2,0,,3
500004,3,3,1976,1200,12,2,0,,3
500011,1,3,1975,687,13,2,0,,1
500011,1,4,1969,180,13,2,0,,1
500012,2,1,1991,1820,13,2,0,80,1
500012,1,6,1998,680,13,2,0,,2
500013,1,1,1976,1350,13,2,0,80,1
500023,1,1,1981,1150,13,2,0,75,1
500023,1,1,1984,780,13,2,0,65,2
500027,1,1,1997,1540,13,2,0,70,2
500040,1,1,1965,420,13,2,0,40,1
500040,2,4,1958,1200,13,2,0,,1
500048,1,2,1984,480,13,2,0,,2
500048,1,4,1984,680,13,2,0,,2
500067,1,1,1990,1950,13,2,0,70,1
500078,1,3,1996,911,13,2,0,,1
500081,1,1,1991,2700,13,2,0,74,1
500081,1,1,1989,800,13,2,0,45,2
500082,1,1,1991,2200,13,2,0,80,1
500082,1,1,1998,270,13,2,0,30,2
500085,1,6,1970,312,13,2,0,,1
500085,1,4,1987,1070,13,2,0,,1
500088,1,1,1983,1615,13,2,0,70,1
500088,1,1,1989,685,13,2,0,40,2
500090,1,1,1997,1250,13,2,0,60,1
500092,1,1,1990,1318,13,2,0,70,1
500092,1,1,1990,710,13,2,0,30,2
500096,1,1,1983,1620,13,2,0,70,1
500096,1,1,1987,850,13,2,0,40,2
500098,1,1,1987,1600,13,2,0,70,1
500100,1,1,1980,900,13,2,0,80,1
500101,1,1,1970,800,13,2,0,80,1
500101,1,3,1981,500,13,2,0,,1
500102,1,1,1992,1500,13,2,0,80,1
500102,1,1,1995,1500,13,2,0,80,2
500103,1,1,1991,1000,13,2,0,80,2
500104,1,1,1973,1000,13,2,0,80,1
500105,1,1,1989,700,13,2,0,40,1
500111,1,1,1998,1800,13,2,0,80,1
500119,1,1,1991,750,13,2,0,70,1
500119,1,1,1985,750,13,2,0,70,2
500121,1,1,1991,1200,13,2,0,80,1
500123,1,1,1992,2000,13,2,0,70,1
500123,1,1,1996,1600,13,2,0,80,2
500126,1,1,1985,800,13,2,0,70,1
500126,1,1,1990,500,12,2,0,70,2
500145,1,1,1987,1300,13,2,0,80,1
500145,1,1,1989,725,13,2,0,80,2
500145,1,4,1968,105,12,2,0,,3
500153,1,1,1996,850,13,2,0,50,2
500154,1,1,1996,1200,13,2,0,80,1
500155,1,1,1990,1980,13,2,0,80,1
500160,1,1,1993,1350,13,2,0,60,1
500167,1,1,1990,1380,13,2,0,80,2
500167,1,1,1988,1250,13,2,0,70,3
500180,1,3,1988,440,13,2,0,,2
500180,1,4,1992,1020,13,2,0,,2
500180,1,4,1974,1130,13,2,0,,3
500183,1,1,1981,1680,13,2,0,70,1
500190,1,1,1988,1400,13,2,0,90,1
500201,1,1,1983,680,13,2,0,40,1
500201,1,1,1992,680,13,2,0,30,2
500209,1,1,1959,1350,13,2,0,60,1
500220,1,1,1992,1150,13,2,0,60,1
500271,1,1,1994,1900,12,2,0,100,1
500271,1,1,1988,1700,12,2,0,90,2
500280,2,1,1996,1980,13,2,0,90,2
500281,1,1,1997,1700,13,2,0,70,1
500281,1,1,1997,1600,13,2,0,70,2
500282,1,1,1963,1800,12,2,0,100,1
500282,1,1,1965,600,12,2,0,50,2
500284,1,1,1988,1100,13,2,0,50,1
500284,1,1,1989,680,13,2,0,30,2
500284,3,3,1978,380,13,2,0,,3
500286,1,1,1996,1900,12,2,0,80,1
500286,1,4,1994,1300,12,2,0,,1
500286,1,1,1976,1200,12,2,0,80,2
500286,1,4,1994,700,12,2,0,,2
500293,1,4,1978,1500,12,2,0,,3
500297,1,1,1993,1650,13,2,0,80,1
500297,1,2,1993,800,12,2,0,,2
500301,1,1,1996,270,13,2,0,20,1
500325,1,1,1982,2400,13,2,0,80,1
500325,1,1,1983,1700,13,2,0,80,2
500328,1,1,1988,2600,13,2,0,100,1
500339,1,1,1970,1300,12,2,0,70,1
500342,1,4,1966,980,13,2,0,,1
500342,1,1,1983,800,13,2,0,40,1
500344,1,1,1996,980,13,2,0,60,1
500347,1,1,1996,2000,13,2,0,80,2
500348,1,3,1978,1200,13,2,0,,1
500356,1,1,1994,1630,13,2,0,70,1
500356,1,1,1994,720,13,2,0,40,2
500357,2,1,1979,1075,12,2,0,70,1
500357,1,1,1989,1300,12,2,0,45,2
500367,1,1,1978,900,13,2,0,45,4
500370,1,4,1987,920,13,2,0,,1
500380,2,1,1996,2000,12,2,0,90,1
500387,1,4,1990,800,13,2,0,,1
500389,1,1,1987,1700,12,2,0,90,1
500389,1,1,1987,900,12,2,0,60,2
500390,1,1,1989,650,13,2,0,80,1
500395,1,1,1977,320,13,2,0,30,1
500395,1,4,1974,980,13,2,0,,1
500411,1,3,1995,400,12,2,0,,1
500411,1,3,1996,600,12,2,0,,2
500412,1,1,1981,1050,13,2,0,50,1
500422,1,4,1998,770,13,2,0,,1
500430,1,1,1979,1400,12,2,0,70,2
500431,1,1,1998,709,13,2,0,50,1
500438,2,1,1991,3500,13,2,0,100,1
500439,1,1,1968,600,13,2,0,60,1
500440,1,1,1987,800,12,2,0,70,1
500440,1,4,1981,700,12,2,0,,1
500449,1,3,1998,1300,13,2,0,,1
500465,1,4,1980,980,13,2,0,,1
500469,1,1,1981,1800,12,2,0,90,1
500469,3,3,1965,300,12,2,0,,3
500478,1,1,1990,1600,12,2,0,80,1
500479,1,1,1993,1700,13,2,0,80,2
500487,1,1,1988,3000,13,2,0,75,1
500513,1,1,1966,1950,13,2,0,80,1
500523,1,1,1985,1640,13,2,0,70,1
500523,1,1,1986,680,13,2,0,40,2
500529,1,1,1972,930,13,2,0,50,1
500529,1,1,1988,1100,13,2,0,55,2
500537,1,1,1998,1880,13,2,0,80,1
500544,3,1,1972,2200,13,2,0,90,1
500559,1,1,1993,800,13,2,0,40,2
500566,1,1,1989,1600,13,2,0,80,1
500566,1,4,1982,500,13,2,0,,1
500567,1,3,1960,1000,13,2,0,,1
500568,7,1,1976,1300,13,2,0,90,1
500569,1,1,1990,1300,13,2,0,80,1
500570,1,4,1985,1800,13,2,0,,1
500571,1,1,1997,1000,13,2,0,,1
500572,1,1,1989,1000,13,2,0,90,1
500572,1,2,1990,450,13,2,0,,2
500574,1,1,1978,1200,13,2,0,,3
500576,1,1,1983,1600,13,2,0,95,1
500576,1,1,1996,1500,13,2,0,80,2
500577,1,1,1973,1200,13,2,0,90,1
500577,1,1,1980,1300,13,2,0,90,2
500578,1,1,1980,1400,13,2,0,90,1
500580,1,1,1988,1300,13,2,0,80,1
500580,1,1,1988,1200,13,2,0,70,2
500583,1,1,1979,1800,13,2,0,95,1
500583,1,1,1980,1700,13,2,0,90,2
500586,1,1,1995,1800,13,2,0,100,1
500588,1,1,1996,1700,13,2,0,90,1
500593,1,1,1982,1800,13,2,0,85,1
500593,1,1,1987,1700,13,2,0,90,2
500594,1,1,1978,1800,13,2,0,95,2
500605,1,3,1978,1100,12,2,0,,1
500605,1,1,1979,690,13,2,0,1,2
500607,1,1,1981,1782,13,2,0,1,1
500619,1,1,1978,600,13,2,0,1,1
500619,5,4,1998,940,13,2,0,,1
500620,1,1,1981,670,13,2,0,80,2
500620,1,4,1980,227,13,2,0,,2
500625,1,1,1993,697,13,2,0,1,1
500625,1,1,1989,898,13,2,0,47,2
500627,2,1,1977,1100,13,2,0,60,1
500638,1,3,1975,500,13,2,0,,3
500643,3,1,1987,2000,13,2,0,95,1
500643,3,1,1981,1700,13,2,0,100,2
500648,3,1,1998,2400,2,2,0,83,1
500650,1,1,1998,1300,13,2,0,80,1
500650,1,1,1995,1100,13,2,0,80,2
500652,1,1,1989,1300,13,2,0,80,1
500652,1,1,1988,1100,13,2,0,80,2
500658,1,1,1997,1070,13,2,0,40,1
500658,1,1,1998,1150,13,2,0,30,2
500665,1,1,1992,704,13,2,0,35,1
500674,2,1,1991,2200,13,2,0,90,2
500678,1,1,1993,1380,13,2,0,70,1
500689,2,4,1994,1000,12,1,1900,,1
500689,2,3,1994,500,12,2,0,,1
500689,2,2,1994,500,12,2,0,,2
500702,1,1,1996,4500,13,2,0,80,1
500702,1,1,1992,1900,13,2,0,80,2
500705,2,1,1997,1200,13,2,0,70,1
500705,2,1,1991,1500,13,2,0,70,2
500706,1,1,1996,1698,13,1,170,75,1
500706,2,1,1990,1620,13,2,0,70,2
500712,1,1,1994,2300,13,2,0,70,1
500720,3,1,1994,1800,2,2,0,,1
500724,1,1,1998,2000,13,2,0,80,1
500734,1,1,1965,850,13,2,0,60,1
500763,1,1,1991,1200,13,2,0,70,1
500779,1,1,1998,1500,13,2,0,80,1
500788,1,1,1997,1200,13,2,0,60,1
500791,1,1,1995,1500,13,2,0,80,1
500805,1,1,1998,1300,13,2,0,80,1
500805,1,3,1980,500,13,2,0,,2
500814,1,4,1996,1000,13,2,0,,1
500837,1,4,1982,697,13,2,0,,1
500844,1,2,1970,700,13,2,0,,1
500847,1,1,1960,880,13,2,0,10,1
500847,1,4,1989,100,13,2,0,,1
500874,1,2,1997,500,13,2,0,,1
500875,1,1,1988,1900,13,2,0,80,1
500875,1,1,1970,650,13,2,0,80,2
500875,3,3,1974,1500,13,2,0,,2
500875,1,1,1998,650,13,1,1200,80,3
500999,1,1,1985,800,13,2,0,50,1
500999,1,4,1995,700,13,2,0,,1
500999,1,3,1986,1100,13,2,0,,2
501019,2,1,1994,1410,13,2,0,70,1
501047,1,1,1996,2900,13,2,0,70,1
501048,1,1,1992,1600,13,2,0,70,1
501053,1,2,1994,1750,13,2,0,,3
501053,5,6,1996,1200,12,2,0,,3
501058,1,1,1996,1800,13,2,0,90,1
501076,1,4,1995,1100,13,2,0,,1
