NQUEST,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,POSS,IMPACQ,MUTUOAB,TMUTUOAB,MUTUOAG,AGEV1,AGEV2,AGEV3,AGEV4,AGEV5,MUTUOIN,MUTUODU,MUTUOVA1,MUTUOVA2,MUTUOVA3,MUTUOVA4,TIPOTAX,TFITTO,TIPOAFF,PROPRIET,ANABIT,TFITIMP,UBIC1,UBIC2,CATABIT,SUPAB,ANCOSTR,RISTRUT,BAGNI,RISCALD,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,VENDIM,NVENDIM,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,TAXFIS,TAXVAR
56761,1,1,,1969,3,4,,,,,6,20000,,,,,,,,,,,,,,,,,,,,1000,2,1,3,350,1969,2,2,1,500000,2,,2,,2,,2,,2,,2,,1,8000,,
56762,1,1,,1975,1,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,700,3,3,3,95,1973,2,1,1,500000,1,1,2,,2,,2,,2,,2,,2,,,
56765,1,1,,1980,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,1,3,5,110,1960,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
56776,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1993,1000,1,1,2,220,1890,2,2,1,700000,2,,2,,2,,2,,2,,2,,,,,
56850,1,1,,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,2,3,4,70,1951,2,1,2,70000,2,,2,,2,,2,,2,,2,,2,,,
56852,1,1,,1970,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,600,3,3,3,100,1920,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
56878,1,1,,1984,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,2000,4,1,2,1000,1700,1,2,1,3000000,1,3,1,2,1,6,2,,2,,2,,2,,,
56883,1,1,,1980,1,2,,,,,6,90000,,,,,,,,,,,,,,,,,,,,300,2,3,3,128,1980,1,1,1,120000,2,,2,,1,2,2,,2,,2,,2,,,
56926,1,1,,1961,1,2,,,,,1,30000,,,,,,,,,,,,,,,,,,,,1000,4,3,3,90,1955,2,2,1,300000,1,1,2,,2,,2,,2,,2,,1,2500,,
56928,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1996,250,1,1,5,60,1960,2,1,1,150000,2,,1,1,1,1,2,,2,,2,,1,5000,,
56997,1,1,,1969,1,,,,,,1,8000,,,,,,,,,,,,,,,,,,,,600,3,1,4,120,1968,2,1,1,140000,1,1,2,,2,,2,,2,,2,,2,,,
57019,1,1,,1991,1,,,,,,1,65000,2,,,,,,,,,,,,,,,,,,,500,3,3,3,100,1980,1,1,2,100000,2,,2,,2,,2,,2,,2,,2,,,
57027,1,1,,1986,1,,,,,,1,60000,,,,,,,,,,,,,,,,,,,,400,4,1,2,80,1930,1,2,2,120000,2,,2,,2,,2,,2,,2,,2,,,
57038,1,1,,1984,1,,,,,,6,25000,,,,,,,,,,,,,,,,,,,,150,2,3,4,60,1983,2,1,2,35000,2,,2,,2,,2,,2,,2,,2,,,
57042,1,1,,1970,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,300,1,3,4,100,1850,2,1,2,80000,2,,2,,2,,2,,2,,2,,2,,,
57043,1,1,,1980,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,1,3,80,1960,2,1,2,30000,2,,2,,2,,2,,2,,2,,2,,,
57073,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1970,200,4,3,3,40,1950,1,1,2,20000,2,,2,,2,,2,,2,,2,,,,,
57086,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,4,1,1991,,3,3,3,80,1960,2,1,1,80000,2,,2,,2,,2,,2,,1,10000,,,,
57094,1,1,,1970,1,2,,,,,6,12000,2,,,,,,,,,,,,,,,,,,,1000,3,3,2,147,1969,2,2,1,750000,1,1,2,,1,1,2,,2,,2,,2,,,
57115,1,1,,1996,1,2,,,,,1,111000,2,,,,,,,,,,,,,,,,,,,500,2,3,3,115,1961,1,2,1,200000,1,2,2,,2,,2,,2,,2,,1,80000,,
57116,1,1,,1989,1,2,,,,,1,40000,,,,,,,,,,,,,,,,,,,,300,4,2,4,80,1965,1,1,1,120000,2,,1,1,2,,2,,2,,2,,1,60000,,
57117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1,1,1996,,3,1,3,140,1991,2,1,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
57118,1,1,,1989,4,,,,,,6,100000,,,,,,,,,,,,,,,,,,,,600,5,1,5,110,1987,2,2,1,250000,1,2,2,,2,,2,,2,,2,,2,,,
57122,1,1,,1968,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,350,4,1,3,110,1954,1,1,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
57126,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1981,400,3,3,3,140,1880,2,2,1,150000,1,1,2,,1,2,1,1,2,,2,,1,3500,,
57138,1,1,,1991,2,,,,,,1,180000,1,18000,2,,,,,,1540,10,,,,,2,,,,,1500,2,1,3,180,1979,1,2,1,250000,1,1,1,1,1,1,2,,2,,2,,2,,,11
57142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,7,1,1998,,2,3,3,45,1990,2,1,1,80000,2,,2,,2,,2,,1,1,2,,,,,
57143,1,1,,1987,2,,,,,,1,40000,,,,,,,,,,,,,,,,,,,,500,2,3,4,100,1980,2,1,2,100000,2,,2,,2,,2,,2,,2,,1,9000,,
57202,1,1,,1998,1,2,,,,,5,,,,,,,,,,,,,,,,,,,,,350,2,3,3,80,1950,2,1,2,50000,2,,2,,2,,2,,2,,2,,2,,,
57207,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2,1,1997,,2,3,4,110,1960,2,1,2,160000,1,1,2,,2,,2,,2,,2,,2,,,
57215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,4,1974,,2,3,5,80,1965,2,1,2,40000,2,,2,,2,,2,,2,,2,,,,,
57217,1,1,,1961,1,,,,,,1,900,,,,,,,,,,,,,,,,,,,,400,3,3,3,120,1955,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
57232,2,,,,,,,,,,,,,,,,,,,,,,,,,,,150,4,1,1983,,2,2,6,40,1920,2,1,2,30000,2,,2,,2,,2,,2,,2,,,,,
57248,1,1,,1991,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,3,3,3,100,1940,1,1,2,50000,2,,2,,1,1,2,,2,,2,,2,,,
57250,1,1,,1963,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,150,3,3,4,30,1900,1,1,2,10000,2,,2,,2,,2,,2,,2,,2,,,
57252,1,1,,1960,1,,,,,,7,0,,,,,,,,,,,,,,,,,,,,600,4,3,3,70,1900,1,1,1,,2,,2,,2,,2,,2,,2,,2,,,
57257,1,1,,1937,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,3,6,50,1879,2,1,2,20000,2,,2,,2,,2,,2,,2,,2,,,
57265,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1992,200,4,3,4,50,1930,1,1,2,80000,2,,2,,2,,2,,2,,2,,,,,
57280,1,1,,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,4,3,3,90,1900,2,1,2,80000,2,,2,,1,1,2,,2,,2,,2,,,
57281,1,1,,1974,1,3,,,,,6,3000,,,,,,,,,,,,,,,,,,,,300,2,3,3,90,1973,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
57337,1,1,,1993,1,2,,,,,6,300000,,,,,,,,,,,,,,,,,,,,1500,4,1,2,250,1993,2,2,1,600000,1,1,2,,2,,2,,2,,2,,2,,,
57363,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,4,1,1990,,1,2,5,60,1890,2,1,1,100000,2,,2,,1,1,2,,2,,2,,2,,,
57374,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1974,1000,4,1,3,90,1956,1,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
57410,2,,,,,,,,,,,,,,,,,,,,,,,,,,,800,1,1,1963,,4,3,3,100,1900,2,2,1,300000,2,,2,,2,,2,,2,,2,,,,,
57462,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1953,200,1,3,3,150,1700,1,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
57496,1,1,,1977,1,2,,,,,3,30000,1,2050,1,0,0,1,0,0,520,20,,,,,1,,,,,550,3,3,4,87,1974,1,1,1,130000,2,,2,,2,,2,,2,,2,,2,,4,
57499,1,1,,1948,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,3,3,3,90,1948,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
57544,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,1,1,1979,,3,1,3,114,1974,1,2,1,180000,2,,2,,2,,2,,2,,2,,,,,
57546,1,1,,1979,1,,,,,,2,30000,1,2400,3,,,,,,14700,20,,,,,1,,,,,700,4,3,3,110,1978,1,2,1,200000,2,,2,,2,,2,,2,,2,,1,1500,10,
57547,1,1,,1990,1,,,,,,6,40000,,,,,,,,,,,,,,,,,,,,600,2,3,3,96,1966,2,1,1,150000,2,,2,,1,1,2,,2,,2,,2,,,
57609,1,1,,1967,1,,,,,,6,5000,,,,,,,,,,,,,,,,,,,,450,2,3,3,130,1967,2,2,1,130000,2,,2,,1,1,2,,2,,2,,2,,,
57611,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1950,300,3,3,5,50,1940,3,1,1,25000,2,,2,,2,,2,,2,,2,,,,,
57613,1,1,,1982,2,3,,,,,4,,,,,,,,,,,,,,,,,,,,,300,4,3,3,250,1900,2,2,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
57615,1,1,,1974,1,2,,,,,6,190000,,,,,,,,,,,,,,,,,,,,1500,4,3,3,180,1974,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
57616,1,1,,1890,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,700,6,3,4,120,1890,1,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
57617,2,,,,,,,,,,,,,,,,,,,,,,,,,,,120,2,5,1974,,2,3,5,85,1965,2,1,1,66000,2,,2,,2,,2,,2,,2,,,,,
57619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2,1,1995,,1,3,3,120,1995,2,2,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
57621,1,1,,1985,1,2,,,,,6,300000,,,,,,,,,,,,,,,,,,,,1000,6,1,2,300,1985,2,2,1,600000,2,,2,,1,1,2,,2,,2,,2,,,
57624,1,1,,1982,1,2,,,,,1,70000,,,,,,,,,,,,,,,,,,,,500,2,3,4,110,1968,2,2,1,110000,2,,2,,2,,2,,2,,2,,2,,,
57664,1,1,,1978,1,,,,,,1,80000,,,,,,,,,,,,,,,,,,,,600,3,1,3,120,1960,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
57670,1,1,,1957,1,2,,,,,4,,2,,,,,,,,,,,,,,,,,,,1000,3,1,4,110,1956,1,1,1,350000,2,,2,,2,,2,,2,,2,,2,,,
57673,2,,,,,,,,,,,,,,,,,,,,,,,,,,,175,4,1,1974,,4,3,4,50,1919,2,1,2,60000,2,,2,,2,,2,,2,,2,,,,,
57677,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,2,1,1992,,4,3,4,50,1920,2,1,2,60000,2,,2,,2,,2,,2,,2,,,,,
57678,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2,1,1997,,4,3,4,100,1910,2,1,2,150000,2,,2,,2,,2,,2,,2,,,,,
57680,1,2,50,1990,2,,,,,,4,,2,,,,,,,,,,,,,,,,,,,1500,4,1,3,150,1960,1,2,1,450000,2,,2,,2,,2,,2,,2,,2,,,
57683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,1,1998,,2,3,3,70,1960,3,1,2,100000,2,,2,,2,,2,,2,,2,,,,,
57692,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1,1,1978,,2,3,4,75,1958,2,1,2,80000,2,,2,,2,,2,,2,,2,,,,,
57699,2,,,,,,,,,,,,,,,,,,,,,,,,,,,375,4,1,1988,,3,3,5,40,1951,2,1,2,,2,,2,,2,,2,,2,,2,,,,,
57779,1,2,50,1957,1,,,,,,6,1000,1,14000,1,0,0,0,1,0,70000,10,,,,,2,,,,,800,2,1,3,90,1948,2,1,2,100000,2,,2,,2,,2,,2,,2,,2,,,
57785,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1975,500,1,3,4,90,1964,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
57786,1,1,,1971,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1000,4,1,2,110,1965,2,2,1,400000,1,2,1,1,1,1,2,,2,,2,,2,,,
57810,1,1,,1983,1,2,,,,,2,74000,,,,,,,,,,,,,,,,,,,,1000,4,1,2,126,1964,2,2,1,300000,2,,2,,2,,2,,2,,2,,1,1000,,
57815,1,1,,1990,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,900,4,1,1,220,1974,2,3,1,900000,2,,2,,2,,2,,2,,2,,2,,,
57829,2,,,,,,,,,,,,,,,,,,,,,,,,,,,90,6,4,1989,,4,3,5,70,1961,2,1,2,60000,2,,2,,2,,2,,2,,2,,,,,
57911,1,1,,1992,2,,,,,,1,330000,,,,,,,,,,,,,,,,,,,,1500,3,3,3,80,1958,2,1,1,300000,1,3,1,1,2,,2,,1,1,2,,2,,,
57915,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,2,1972,,3,3,2,177,1971,2,2,1,885000,1,1,2,,2,,2,,2,,2,,2,,,
57960,1,1,,1957,1,,,,,,1,5000,,,,,,,,,,,,,,,,,,,,2500,3,1,2,140,1956,2,2,1,450000,2,,2,,2,,2,,2,,2,,2,,,
57962,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1984,1000,4,1,3,70,1900,2,1,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
58002,1,1,,1954,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,6,3,3,120,1950,2,1,1,150000,2,,2,,1,1,2,,2,,2,,2,,,
58032,1,1,,1988,1,2,,,,,1,150000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,70,1973,1,1,1,350000,1,1,2,,2,,2,,2,,2,,2,,,
58042,1,1,,1985,1,,,,,,1,100000,2,,,,,,,,,,,,,,,,,,,1500,3,1,3,110,1962,2,2,1,550000,2,,2,,2,,2,,2,,2,,2,,,
58043,1,1,,1989,1,2,,,,,2,131000,,,,,,,,,,,,,,,,,,,,1200,3,3,3,75,1989,2,2,1,320000,2,,2,,2,,2,,2,,2,,2,,,
58053,1,1,,1994,1,,,,,,1,130000,,,,,,,,,,,,,,,,,,,,500,2,3,4,40,1950,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
58055,1,1,,1992,1,2,,,,,3,150000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,75,1992,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
58060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6,4,1998,,3,3,5,60,1953,2,1,1,120000,2,,2,,2,,2,,2,,2,,,,,
58064,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,1200,4,3,3,110,1930,1,2,1,400000,2,,2,,2,,2,,2,,2,,,,,
58071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,4,1,1992,,3,3,3,90,1955,2,2,1,300000,2,,2,,2,,2,,2,,2,,,,,
58225,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,2,1990,,2,2,4,100,1700,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
58252,1,1,,1989,1,2,,,,,1,104000,1,9000,2,,,,,,50000,10,,,,,2,,,,,700,3,3,3,70,1974,2,1,1,200000,2,,2,,1,1,2,,2,,2,,2,,,11.5
58253,1,1,,1972,1,2,,,,,1,11600,,,,,,,,,,,,,,,,,,,,1000,2,1,3,150,1960,2,2,1,350000,2,,2,,2,,2,,2,,2,,2,,,
58362,1,1,,1984,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,650,4,1,3,60,1600,2,1,2,200000,2,,2,,2,,2,,2,,2,,2,,,
58365,1,1,,1987,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1300,5,3,3,120,1954,1,1,1,300000,2,,2,,2,,2,,2,,2,,1,1000,,
58366,1,1,,1955,1,,,,,,2,3000,2,,,,,,,,,,,,,,,,,,,800,2,3,4,118,1955,1,1,1,300000,2,,2,,2,,2,,2,,2,,1,500,,
58395,2,,,,,,,,,,,,,,,,,,,,,,,,,,,160,6,5,1966,,2,3,3,47,1965,2,1,1,140000,1,1,2,,1,,2,,2,,2,,2,,,
60002,1,1,,1986,1,,,,,,3,35000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,70,1957,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
60019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1993,,4,1,3,120,1950,3,2,1,,2,,2,,2,,2,,2,,2,,,,,
60022,1,1,,1972,1,2,,,,,1,20000,,,,,,,,,,,,,,,,,,,,800,2,1,3,75,1972,1,1,1,170000,2,,2,,2,,2,,2,,2,,2,,,
60028,1,1,,1979,1,2,,,,,6,100000,,,,,,,,,,,,,,,,,,,,300,4,1,3,100,1979,2,1,2,120000,2,,2,,2,,2,,2,,2,,2,,,
60029,1,1,,1994,1,2,3,4,,,6,120000,,,,,,,,,,,,,,,,,,,,450,2,1,3,100,1994,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
60034,1,1,,1991,1,2,3,4,,,4,,,,,,,,,,,,,,,,,,,,,500,2,1,2,100,1972,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
60067,1,1,,1963,1,,,,,,3,5000,,,,,,,,,,,,,,,,,,,,600,3,3,3,110,1961,1,1,1,120000,2,,2,,2,,2,,2,,2,,1,4000,,
60069,3,1,,1991,1,2,,,,,1,95000,,,,,,,,,,,,,,,,,,,,450,2,3,3,98,1990,2,2,1,120000,2,,2,,2,,2,,2,,2,,,,,
60078,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1983,500,1,3,3,74,1980,2,2,1,200000,2,,2,,2,,2,,2,,2,,,,,
60081,1,1,,1963,1,2,,,,,2,12000,,,,,,,,,,,,,,,,,,,,1500,3,3,3,120,1962,1,2,1,550000,2,,2,,2,,2,,2,,2,,2,,,
60106,1,1,,1993,1,2,,,,,6,100000,,,,,,,,,,,,,,,,,,,,600,2,3,3,120,1993,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
60108,1,1,,1974,2,,,,,,6,30000,,,,,,,,,,,,,,,,,,,,1000,6,3,2,120,1974,1,1,1,350000,1,1,2,,2,,2,,2,,2,,1,13000,,
60116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,265,6,4,1979,,2,3,5,96,1975,2,2,2,70000,2,,2,,2,,2,,2,,2,,,,,
60117,1,1,,1979,1,2,,,,,1,25000,,,,,,,,,,,,,,,,,,,,800,3,3,2,70,1952,1,1,1,150000,2,,2,,2,,2,,2,,2,,1,700,,
60131,1,1,,1963,2,3,,,,,2,3000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,97,1963,2,1,1,700000,2,,2,,2,,2,,2,,2,,2,,,
60155,1,1,,1993,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,3,3,3,100,1931,1,1,1,450000,2,,2,,2,,2,,2,,2,,2,,,
91001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1998,400,4,3,4,70,1958,1,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
91003,1,1,,1996,1,,,,,,1,140000,,,,,,,,,,,,,,,,,,,,700,3,3,3,60,1959,1,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
91004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,4,1,1980,,3,3,3,90,1950,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
91006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,280,4,1,1981,,4,1,5,80,1960,2,1,2,80000,1,1,2,,1,1,2,,2,,2,,2,,,
91007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,850,4,1,1994,,4,1,2,110,1983,2,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,
91008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1,1994,,4,3,3,68,1980,2,1,1,100000,2,,1,1,2,,2,,2,,1,160000,2,,,
91009,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1995,1300,2,1,1,100,1957,2,2,1,400000,2,,2,,2,,2,,2,,2,,,,,
91010,1,1,,1985,1,,,,,,1,59000,,,,,,,,,,,,,,,,,,,,900,2,3,3,80,1970,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
91013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,700,2,1,1995,,2,3,3,110,1986,2,1,1,170000,2,,2,,2,,2,,2,,2,,,,,
91015,1,1,,1991,1,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,500,2,3,4,95,1985,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
91018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1995,,4,3,3,90,1930,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
91019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1992,800,1,3,2,130,1992,2,2,1,400000,2,,2,,2,,2,,2,,2,,,,,
91020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,300,3,3,4,40,1900,1,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
91022,1,1,,1993,1,2,,,,,2,160000,,,,,,,,,,,,,,,,,,,,850,4,3,3,75,1990,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
91025,1,1,,1994,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,400,2,3,3,130,1993,2,1,2,150000,2,,2,,1,1,2,,2,,2,,2,,,
91026,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,1,1995,,6,3,3,68,1930,2,1,1,110000,1,1,2,,2,,2,,2,,2,,2,,,
91028,1,1,,1990,1,,,,,,1,160000,1,9600,2,,,,,,60000,10,,,,,2,,,,,700,4,3,2,72,1979,1,1,1,220000,2,,2,,2,,2,,2,,2,,1,2500,,6.75
91029,1,2,50,1976,1,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,800,3,3,3,110,1970,2,1,1,250000,1,1,2,,2,,2,,2,,2,,2,,,
91032,1,1,,1994,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,1,1,2,120,1990,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,
91034,1,2,25,1985,1,,,,,,6,300000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,100,1984,2,2,1,350000,2,,2,,2,,2,,2,,2,,2,,,
91035,1,1,,1995,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,1200,4,1,1,130,1980,1,2,1,800000,1,1,2,,2,,2,,2,,2,,2,,,
91037,1,1,,1994,1,2,,,,,2,120000,,,,,,,,,,,,,,,,,,,,500,2,3,2,100,1970,2,2,1,170000,2,,2,,2,,2,,2,,2,,2,,,
91038,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,1,1,1998,,4,1,3,80,1980,3,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
91040,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2,3,1994,,3,3,3,90,1974,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
91042,1,1,,1992,2,,,,,,1,134000,2,,,,,,,,,,,,,,,,,,,800,2,3,3,60,1964,1,1,1,180000,1,1,2,,2,,2,,2,,2,,2,,,
91043,2,,,,,,,,,,,,,,,,,,,,,,,,,,,420,1,1,1995,,3,3,3,50,1950,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
91044,1,1,,1995,2,,,,,,1,255000,1,16000,1,0,0,1,0,0,100000,10,,,,,2,,,,,1500,1,3,3,220,1955,1,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,8.5
91045,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,,1,3,3,30,1900,2,1,1,10000,2,,2,,2,,2,,2,,2,,,,,
91046,2,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1,1,1995,,4,3,3,160,1969,2,2,1,250000,2,,2,,2,,2,,2,,2,,,,,
91047,1,1,,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,4,3,3,80,1930,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
91050,1,1,,1991,1,,,,,,1,60000,,,,,,,,,,,,,,,,,,,,500,4,1,3,100,1978,1,1,1,120000,2,,2,,1,1,1,1,2,,2,,2,,,
91053,1,1,,1998,2,,,,,,4,,2,,,,,,,,,,,,,,,,,,,1500,1,3,3,112,1500,1,1,1,500000,2,,2,,1,1,2,,2,,2,,2,,,
91056,1,1,,1995,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,500,4,3,3,64,1800,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
91057,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,500,6,3,2,120,1967,2,2,1,450000,2,,2,,2,,1,1,2,,1,60000,2,,,
91058,1,1,,1996,1,2,,,,,2,170000,1,9000,1,1,0,0,0,0,100000,10,,,,,1,,,,,700,6,1,3,120,1994,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,3,
91061,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,2,1,1995,,3,3,3,80,1965,2,1,1,180000,2,,2,,2,,2,,2,,2,,,,,
91064,1,1,,1986,1,,,,,,2,70000,1,2500,1,0,0,0,1,0,42000,15,,,,,1,,,,,650,2,3,4,70,1984,1,1,1,140000,2,,2,,2,,2,,2,,2,,2,,4,
91066,2,,,,,,,,,,,,,,,,,,,,,,,,,,,340,1,1,1994,,4,1,5,64,1970,2,1,1,80000,2,,2,,2,,2,,2,,2,,,,,
91067,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1995,600,6,3,3,90,1935,2,1,1,120000,1,1,2,,2,,2,,2,,2,,2,,,
91068,2,,,,,,,,,,,,,,,,,,,,,,,,,,,750,1,1,1995,,4,1,2,100,1960,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
91069,1,1,,1997,1,2,,,,,1,90000,2,,,,,,,,,,,,,,,,,,,600,2,3,3,65,1960,1,1,2,140000,2,,2,,2,,2,,2,,2,,2,,,
91070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,300,4,1,1995,,4,3,4,70,1956,2,1,2,100000,2,,2,,2,,2,,2,,2,,,,,
91071,1,1,,1994,1,2,,,,,1,220000,,,,,,,,,,,,,,,,,,,,500,2,3,3,100,1900,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
91073,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,800,4,1,3,80,1971,1,1,1,200000,1,1,1,1,1,1,2,,2,,1,100000,1,60000,,
91074,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,4,1,1995,,3,1,3,100,1950,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
91075,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,1000,3,1,3,106,1920,1,2,1,400000,2,,2,,2,,2,,2,,2,,,,,
