NQUEST,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,FERIEDI,FERIENO,PSTRA,ORESTRA,YLM,INTEG,YLNM,NORD
507931,1,1,1,,2,44,2,5,2,,10000,2,0,2
507939,1,1,1,,7,42,1,,1,4,38000,2,0,1
507942,1,1,1,,3,55,1,,1,15,28000,2,0,2
507945,1,1,2,2,3,40,2,2,2,,2000,2,0,1
507945,1,1,1,,3,40,1,,2,,26000,2,0,2
507954,1,2,1,,1,34,1,,2,,8000,2,0,1
507954,1,1,1,,6,38,2,5,2,,26000,2,0,2
507959,1,1,1,,6,40,2,8,1,0,31000,2,0,1
507962,1,1,1,,2,40,1,,1,2,24000,2,0,1
507962,1,1,1,,7,40,2,2,1,1,28000,2,0,2
507966,1,1,1,,2,48,1,,1,2,28189,2,0,1
507966,1,1,2,11,1,44,2,10,2,,21800,2,0,2
507967,1,1,1,,7,36,1,,1,3,25000,2,0,2
507969,1,2,3,,1,20,1,,2,,6000,2,0,1
507976,1,1,2,8,1,48,1,,2,,8500,2,0,3
507981,1,1,1,,7,36,2,15,2,,28000,2,0,1
507981,1,1,1,,6,50,2,30,2,,60000,1,,2
507982,1,1,1,,1,48,1,,2,,19000,2,0,1
507984,1,1,1,,3,40,2,7,2,,24000,2,0,1
507984,1,1,1,,3,40,1,,1,5,24000,2,0,2
507998,1,1,1,,7,38,1,,2,,32000,2,0,1
508000,1,1,1,,2,40,1,,1,3,30000,2,0,1
508010,1,1,1,,3,40,1,,2,,22000,2,0,3
508010,1,1,1,,3,40,1,,2,,23000,2,0,4
508011,1,1,1,,4,40,1,,2,,24000,2,0,1
508011,1,1,1,,6,40,2,5,2,,20000,2,0,2
508018,1,1,1,,6,45,1,,2,,26000,1,3000,1
508018,1,1,1,,6,45,1,,1,8,15600,1,3000,4
508022,1,1,1,,7,36,2,2,1,1,18000,1,200,1
508022,1,1,1,,7,36,2,3,2,,28000,2,0,2
508042,1,1,1,,2,39,1,,2,,26000,2,0,1
508042,1,1,3,,1,45,1,,2,,18000,2,0,2
508046,1,1,1,,1,40,2,10,2,,12000,2,0,3
508046,1,1,1,,1,40,2,10,2,,12000,2,0,4
508048,1,1,1,,3,40,1,,2,,30000,2,0,1
508062,1,1,1,,7,36,1,,2,,25000,2,0,1
508081,1,1,1,,7,40,1,,2,,36000,2,0,1
508154,1,1,1,,7,35,1,,2,,24000,2,0,1
508154,1,1,1,,7,44,1,,2,,32000,2,0,2
508157,1,1,1,,6,37,2,14,1,0,45000,1,1000,1
508172,1,1,1,,7,36,1,,1,1,28000,2,0,2
508182,1,1,1,,7,45,2,6,1,15,37000,2,0,1
508183,1,1,1,,5,35,1,,2,,25000,2,0,1
508183,1,2,1,,2,25,1,,2,,19000,2,0,2
508183,1,1,1,,6,40,1,,2,,25000,2,0,3
508189,1,1,1,,2,40,1,,2,,20000,2,0,1
508191,1,1,1,,2,44,1,,2,,19000,2,0,1
508191,1,1,1,,1,48,1,,2,,19000,1,2300,2
508192,1,1,2,6,6,38,2,15,2,,22000,2,0,1
508195,1,1,1,,3,40,1,,1,10,30000,2,0,1
508195,1,1,1,,6,40,2,11,1,1,30000,2,0,2
508198,1,1,1,,5,40,1,,1,7,35000,1,4000,2
508200,1,1,1,,7,40,1,,1,10,35000,1,500,1
508205,1,1,1,,7,36,2,10,1,4,60000,1,3000,1
508205,1,1,1,,7,36,1,,2,,25000,2,0,4
508208,1,1,1,,7,36,2,5,1,7,28000,2,0,1
508210,1,1,1,,6,36,2,2,2,,24000,2,0,1
508215,1,1,1,,3,50,1,,2,,25000,2,0,1
508219,1,2,1,,2,21,1,,2,,8000,2,0,2
508219,1,1,1,,2,35,1,,2,,20000,2,0,4
508220,1,1,1,,7,38,2,1,2,,30000,2,0,1
508220,1,1,1,,7,36,2,2,2,,30000,2,0,2
508222,1,1,1,,2,40,1,,2,,15000,2,0,1
508222,1,1,1,,7,40,1,,2,,22000,2,0,2
508225,1,1,1,,5,50,2,30,1,10,50000,2,0,1
508225,1,1,3,,2,40,1,,2,,7000,2,0,3
508225,2,1,3,,2,40,2,2,1,6,8000,2,0,4
508228,1,1,1,,7,40,1,,1,10,30000,1,500,1
508231,1,1,1,,1,36,1,,1,2,24000,2,0,2
508232,1,1,1,,6,38,1,,1,1,48000,2,0,1
508235,1,1,1,,6,36,1,,2,,30000,2,0,1
508236,1,1,1,,5,40,1,,2,,21000,2,0,1
508237,1,1,1,,5,44,1,,1,4,30000,2,0,1
508237,1,1,1,,2,42,1,,1,2,16000,2,0,2
508246,1,1,1,,1,40,1,,2,,17000,2,0,1
508247,1,2,1,,2,20,1,,1,0,10800,2,0,2
508252,1,1,1,,2,35,1,,2,,49400,2,0,1
508260,1,1,1,,2,35,2,6,2,,15000,2,0,1
508263,1,1,1,,2,46,2,15,1,6,26500,2,0,1
508268,1,1,1,,6,45,2,10,2,,42000,1,2400,1
508270,1,1,1,,5,40,1,,2,,35000,2,0,1
508270,1,1,1,,7,30,1,,2,,27000,2,0,2
508279,1,1,1,,7,40,1,,2,,28000,2,0,1
508280,1,1,1,,2,35,1,,2,,27000,2,0,1
508281,1,1,1,,7,50,2,10,1,12,53000,2,0,1
508283,1,1,1,,1,40,1,,2,,6000,2,0,2
508296,1,1,1,,6,40,1,,2,,30000,2,0,1
508298,1,2,2,9,7,9,2,18,1,0,6000,2,0,2
508305,1,1,1,,3,45,2,15,1,10,29000,2,0,3
508306,1,1,1,,7,50,1,,1,10,27000,2,0,1
508309,1,1,1,,7,40,1,,2,,60000,2,0,1
508309,1,1,1,,7,36,1,,2,,30000,2,0,2
508311,1,1,1,,7,40,1,,1,8,30000,1,3000,1
508320,1,1,1,,2,48,1,,2,,26000,2,0,2
508323,1,1,1,,7,50,1,,2,,33000,1,10000,1
508328,1,1,1,,4,36,2,15,1,8,40000,1,500,1
508332,1,2,1,,4,25,1,,2,,18000,2,0,1
508335,1,1,1,,6,38,2,10,1,2,60000,2,0,1
508335,1,1,1,,3,50,1,,2,,40000,2,0,2
508336,1,1,1,,7,40,2,25,1,4,38000,2,0,1
508336,1,1,1,,6,30,1,,2,,30000,2,0,2
508339,1,1,1,,7,36,1,,2,,29000,2,0,1
508342,1,1,1,,5,50,1,,2,,120000,2,0,1
508346,1,1,1,,7,35,1,,2,,27950,2,0,1
508349,1,1,1,,6,50,2,20,2,,80000,1,6000,1
508351,1,1,1,,7,36,1,,2,,30000,2,0,1
508353,1,1,1,,3,37,1,,2,,24000,2,0,1
508353,1,1,1,,7,37,1,,2,,27000,2,0,2
508354,1,1,1,,2,36,1,,2,,22000,2,0,2
508356,1,1,1,,7,35,1,,1,2,50000,2,0,1
508362,1,2,1,,6,30,2,30,1,1,20000,1,2640,1
508366,1,1,1,,4,50,1,,2,,150000,2,0,1
508372,1,1,1,,2,55,1,,1,7,25000,2,0,2
508375,1,1,1,,7,40,2,7,2,,32000,2,0,1
508375,1,2,2,7,7,12,1,,1,2,15000,2,0,2
508377,1,1,1,,5,42,1,,2,,25000,2,0,1
508380,1,1,1,,7,36,1,,1,6,21000,2,0,1
508380,1,1,3,,3,35,1,,1,10,10000,2,0,2
508385,1,1,1,,2,40,2,10,1,3,19500,2,0,1
508387,1,1,3,,2,60,1,,2,,20000,2,0,1
508395,1,1,1,,7,36,1,,2,,24000,2,0,3
508397,1,1,1,,3,18,1,,1,0,25000,2,0,2
508424,1,1,1,,4,,1,,2,,80000,1,,1
508424,1,1,1,,5,48,1,,2,,30000,2,0,2
508436,1,1,1,,7,42,1,,1,2,50000,2,0,1
508437,1,1,1,,6,38,1,,1,2,80000,2,0,1
508444,1,1,1,,6,40,1,,2,,24000,2,0,1
508446,1,1,1,,7,38,2,20,1,2,42000,2,0,1
508446,1,1,2,11,7,38,1,,1,3,30000,2,0,2
508446,2,2,3,,7,5,1,,2,,2500,2,0,2
508454,1,1,1,,3,55,1,,2,,55000,1,5000,1
508458,1,1,1,,7,40,2,6,1,1,33000,2,0,2
508465,1,1,1,,7,40,1,,1,2,27000,2,0,1
508471,1,1,1,,7,41,1,,1,15,60000,2,0,1
508475,1,1,1,,7,44,1,,2,,45000,2,0,1
508477,1,1,1,,7,42,1,,2,,47000,2,0,1
508478,1,1,1,,1,60,2,30,1,10,30000,2,0,1
508487,1,1,1,,7,55,2,20,1,20,40000,2,0,1
508487,1,2,1,,1,5,1,,2,,12000,2,0,2
508491,1,1,1,,6,38,2,5,1,0,26000,2,0,1
508495,1,1,1,,7,36,1,,2,,32000,2,0,2
508505,1,1,1,,7,40,1,,2,,35000,2,0,1
508507,1,1,1,,7,30,1,,2,,50000,2,0,1
508507,1,1,1,,7,24,1,,1,1,24000,2,0,2
508514,1,1,1,,3,48,2,10,1,10,31000,2,0,1
508514,1,2,1,,2,40,1,,1,5,20000,2,0,2
508515,1,2,3,,2,50,1,,2,,6400,2,0,3
508516,1,1,1,,5,42,1,,2,,36000,2,0,1
508517,1,2,1,,1,18,1,,2,,10000,2,0,1
508517,1,1,1,,1,48,1,,2,,24000,2,0,2
508523,1,1,1,,7,42,1,,2,,22000,2,0,1
508523,1,1,1,,7,38,2,7,2,,19000,2,0,4
508525,1,1,1,,5,40,1,,2,,15600,2,0,3
508525,1,1,1,,5,40,1,,2,,15600,2,0,4
508526,1,1,1,,7,30,1,,1,6,23000,2,0,2
508544,1,1,1,,5,42,2,2,2,,24000,2,0,1
508544,1,1,1,,7,36,2,2,2,,26000,2,0,2
508544,1,1,1,,7,36,1,,1,2,26000,2,0,3
508549,1,1,1,,6,40,1,,2,,80000,2,0,1
508549,1,1,1,,7,40,1,,2,,35000,2,0,3
508550,1,1,1,,7,40,1,,2,,24000,2,0,2
508553,1,1,1,,2,40,1,,2,,22000,1,5000,3
508559,1,2,1,,1,48,2,2,1,10,9000,2,0,3
508626,1,1,1,,2,48,1,,2,,30000,2,0,3
508628,1,1,1,,1,48,1,,1,0,25000,2,0,1
508631,1,1,1,,7,40,1,,2,,20000,2,0,1
508631,1,2,3,,7,5,1,,2,,2000,2,0,2
508633,1,1,1,,7,40,1,,2,,23000,2,0,3
508633,1,1,1,,7,36,1,,2,,27000,2,0,4
508638,1,1,1,,3,40,1,,2,,31000,2,0,1
508642,1,2,1,,1,25,1,,2,,21000,1,2000,2
508643,1,1,1,,7,24,1,,1,0,25000,2,0,2
508653,1,1,1,,3,42,1,,2,,24000,2,0,1
508658,1,1,1,,7,42,1,,2,,35000,2,0,1
508661,1,1,1,,1,40,1,,2,,21600,2,0,2
508674,1,1,1,,7,18,1,,2,,30000,2,0,2
508678,1,1,1,,3,48,1,,1,3,26000,2,0,1
508679,1,1,1,,2,48,1,,1,0,24000,2,0,1
508679,2,2,1,,1,25,1,,2,,8500,2,0,2
508691,1,1,2,11,2,40,1,,2,,22200,2,0,1
508729,1,1,1,,7,60,2,37,1,15,36000,1,,1
508731,1,1,1,,4,42,1,,2,,28000,2,0,1
508731,1,1,1,,2,35,1,,2,,15000,2,0,3
508731,1,2,1,,2,40,1,,1,4,20000,2,0,4
508794,1,1,1,,4,40,1,,2,,25000,2,0,1
508800,1,1,1,,4,38,1,,2,,33000,2,0,1
508803,1,1,1,,6,50,2,6,1,2,30000,2,0,1
508809,1,1,1,,3,40,1,,2,,22000,2,0,1
508821,1,1,1,,2,40,1,,2,,30000,2,0,1
508821,1,1,1,,2,40,1,,2,,28000,2,0,3
508823,1,1,1,,4,40,1,,2,,28000,2,0,1
508833,1,1,1,,7,44,2,18,1,5,50000,2,0,1
508839,1,1,1,,7,18,1,,2,,24000,2,0,2
508846,1,1,1,,4,40,2,5,2,,28000,2,0,1
508846,1,1,1,,4,40,1,,2,,26000,2,0,2
508852,1,1,1,,7,42,1,,1,3,26000,2,0,1
508852,1,1,1,,7,36,1,,2,,22000,2,0,2
508859,1,1,1,,4,40,1,,1,2,22000,2,0,1
508859,1,1,1,,2,40,2,4,1,3,23000,2,0,2
508861,1,1,1,,4,37,2,5,1,3,25000,2,0,1
508861,1,1,1,,3,39,1,,1,4,24000,2,0,2
508867,1,1,1,,7,36,1,,2,,30000,2,0,1
508869,1,1,1,,2,50,1,,1,10,20000,2,0,4
508870,1,1,1,,7,36,2,16,2,,28000,2,0,1
508871,1,1,1,,1,48,1,,2,,20000,2,0,1
508872,1,1,1,,1,40,1,,2,,22000,2,0,1
508872,1,1,1,,1,48,1,,2,,12000,2,0,2
508874,2,2,1,,1,30,1,,2,,10000,2,0,2
508881,1,1,1,,7,40,1,,2,,21000,2,0,1
508892,1,2,1,,5,24,1,,2,,15400,2,0,2
508906,1,1,2,5,2,48,1,,2,,7500,2,0,2
508909,1,1,2,4,7,36,1,,2,,6500,2,0,3
508912,1,1,1,,2,40,1,,2,,24000,2,0,3
508915,1,1,1,,5,40,1,,1,4,22000,1,,1
508922,1,1,1,,7,50,1,,1,8,33000,2,0,1
508924,1,1,1,,6,40,1,,2,,31600,2,0,1
508932,1,1,2,4,7,38,1,,1,2,11800,2,0,1
508934,1,1,1,,6,45,2,16,1,7,50000,1,1200,1
508934,1,1,1,,7,18,1,,2,,24500,2,0,2
508938,1,1,1,,7,36,2,10,2,,32000,2,0,2
508940,1,2,2,9,1,12,1,,1,2,2700,2,0,1
508940,1,1,1,,1,20,1,,1,2,6500,2,0,1
508940,1,2,2,3,3,18,1,,2,,2400,2,0,2
508943,1,1,1,,6,40,2,4,1,4,50000,2,0,1
508948,1,1,1,,6,50,2,10,1,10,42000,2,0,1
508948,1,1,1,,7,24,1,,2,,20000,2,0,2
508950,1,1,1,,6,40,1,,2,,30000,1,,1
508950,1,1,1,,7,18,1,,2,,24000,2,0,2
508956,1,1,1,,2,40,2,12,2,,20000,2,0,1
508956,1,1,1,,2,40,2,12,2,,16500,2,0,2
508976,1,1,1,,7,36,1,,1,3,30000,1,800,1
508978,1,1,1,,7,40,1,,1,4,25000,2,0,1
508980,1,1,1,,6,40,1,,1,4,40000,2,0,1
508980,1,1,1,,3,30,1,,2,,30000,2,0,2
508992,1,1,1,,1,40,1,,1,2,12000,2,0,1
508994,1,1,1,,3,36,1,,1,4,36000,2,0,1
508998,1,1,1,,7,18,1,,2,,26000,2,0,1
508998,1,1,1,,7,18,1,,2,,25000,2,0,2
508999,1,1,1,,7,36,1,,2,,35000,2,0,1
509003,1,1,1,,2,40,1,,1,3,30000,2,0,1
509003,1,1,1,,7,40,1,,2,,28000,2,0,2
509004,1,1,1,,7,40,1,,2,,26000,2,0,1
509005,1,1,1,,6,36,1,,2,,26000,2,0,1
509009,1,1,1,,3,40,1,,1,2,28000,2,0,1
509010,1,1,1,,7,18,1,,2,,21600,2,0,2
509011,1,1,1,,6,40,1,,2,,40000,2,0,1
509025,1,1,1,,5,48,1,,2,,24000,2,0,1
509028,1,1,1,,6,40,1,,2,,28000,2,0,1
509028,1,2,1,,1,15,1,,2,,6000,2,0,3
509028,1,1,1,,7,40,1,,2,,24000,2,0,4
509029,1,1,1,,3,40,1,,2,,25000,2,0,1
509039,1,1,1,,7,24,1,,2,,,2,0,2
509039,1,1,1,,7,40,1,,1,4,25000,2,0,3
509041,1,1,1,,2,48,1,,2,,25000,2,0,1
509043,1,1,1,,6,40,1,,2,,20000,2,0,2
509045,1,1,1,,5,40,1,,1,3,20000,2,0,1
509045,1,1,1,,5,36,2,20,2,,20000,2,0,2
509053,1,1,1,,7,18,1,,2,,25000,2,0,2
509054,1,1,1,,2,45,1,,2,,15000,2,0,1
509057,1,1,1,,3,40,1,,2,,20000,2,0,1
509058,1,1,1,,7,40,1,,2,,32000,2,0,1
509069,1,1,1,,7,36,1,,2,,19000,2,0,1
509074,1,1,1,,7,32,1,,2,,30000,2,0,1
509076,1,1,1,,2,40,1,,2,,22000,2,0,1
509083,1,1,1,,2,40,1,,2,,26000,2,0,1
509084,1,1,2,8,2,48,1,,2,,6000,2,0,3
509085,1,1,1,,7,36,1,,2,,26000,2,0,1
509085,1,1,3,,1,5,1,,2,,3200,2,0,2
509086,1,1,1,,7,48,2,15,2,,26000,2,0,1
509087,1,1,1,,7,40,1,,2,,28000,2,0,1
509088,1,1,1,,7,36,1,,2,,25000,2,0,1
509088,1,1,1,,7,40,1,,2,,28000,2,0,2
509089,1,1,2,6,2,10,1,,2,,10000,2,0,2
509089,1,1,3,,1,8,1,,2,,8000,2,0,5
509092,1,1,1,,2,48,1,,2,,12000,2,0,3
509092,1,1,1,,2,48,1,,2,,12000,2,0,4
509093,1,1,1,,7,39,1,,1,5,28000,2,0,1
509093,1,1,1,,2,36,1,,1,2,18000,2,0,2
509094,1,1,2,8,1,48,1,,2,,10000,2,0,2
509094,1,2,1,,1,20,1,,2,,3000,2,0,3
509097,1,1,1,,1,40,1,,2,,9000,2,0,5
509101,1,1,2,5,1,56,1,,2,,4000,2,0,2
509103,1,1,1,,2,39,1,,2,,10000,2,0,1
509103,1,1,2,4,2,30,1,,2,,4000,2,0,2
509104,1,1,1,,7,36,1,,1,5,36000,2,0,1
509105,1,1,1,,2,40,1,,2,,26000,1,1200,1
509105,1,1,1,,6,50,2,4,1,10,28000,2,0,3
509107,1,1,1,,7,40,1,,1,4,60000,2,0,1
509107,1,1,1,,7,36,1,,2,,26000,2,0,2
509109,1,1,3,,7,5,1,,1,0,8000,2,0,2
509111,1,1,1,,6,40,1,,2,,31000,2,0,1
509113,1,1,1,,6,36,1,,2,,30000,2,0,1
509114,1,1,1,,5,40,1,,1,0,35000,2,0,1
509114,1,1,1,,7,18,1,,2,,25000,2,0,2
509117,1,1,1,,1,36,1,,2,,16500,2,0,1
509117,1,2,3,,2,15,1,,2,,6000,2,0,2
509118,1,1,1,,5,36,1,,2,,25000,2,0,1
509119,1,1,1,,7,18,1,,2,,25000,2,0,2
509120,1,1,1,,5,40,1,,1,4,26000,2,0,1
509121,1,2,3,,2,20,1,,2,,20000,2,0,1
509125,1,1,1,,2,40,2,10,1,1,24000,2,0,1
509126,1,1,1,,6,36,1,,2,,28000,2,0,1
509127,1,1,1,,7,36,1,,2,,36000,2,0,1
509127,1,1,1,,7,18,1,,2,,25000,2,0,2
509128,1,1,1,,6,40,1,,2,,25000,2,0,1
509128,1,1,1,,6,36,1,,2,,25000,2,0,4
509131,1,1,1,,7,36,1,,2,,28000,2,0,1
509132,1,1,1,,2,30,1,,2,,18000,2,0,1
509132,1,1,1,,1,36,1,,2,,12000,2,0,2
509138,1,1,1,,7,36,1,,2,,29000,1,450,1
509139,1,1,1,,3,45,1,,2,,25000,2,0,1
509142,1,1,1,,7,18,1,,2,,24000,2,0,2
509163,1,1,1,,2,42,1,,2,,25000,2,0,1
509166,1,1,1,,2,42,1,,2,,24000,2,0,1
509167,1,1,1,,7,36,1,,2,,24000,2,0,1
509167,1,1,1,,7,36,1,,2,,24000,2,0,2
509170,1,1,1,,3,43,1,,2,,30000,2,0,1
509172,1,1,1,,3,43,1,,2,,30000,2,0,1
509184,1,1,1,,7,30,1,,2,,20800,2,0,1
509194,1,1,1,,7,40,1,,2,,32000,2,0,1
509197,1,1,1,,4,40,1,,2,,23000,2,0,1
509200,1,1,1,,7,25,1,,2,,28000,2,0,1
509201,1,1,1,,1,35,1,,2,,30000,2,0,1
509203,1,2,3,,1,25,1,,2,,20000,2,0,1
509231,1,1,1,,7,40,1,,2,,20000,2,0,1
509233,1,1,1,,5,40,1,,2,,21500,2,0,1
509238,1,2,3,,1,20,1,,2,,10000,2,0,1
509241,1,1,1,,7,30,1,,1,10,27000,2,0,1
509252,1,1,2,6,5,50,2,20,2,,40000,2,0,1
509264,1,1,1,,2,46,1,,2,,22000,2,0,1
509267,1,1,1,,2,48,1,,2,,25000,2,0,1
509272,1,1,1,,3,42,1,,2,,25000,2,0,1
509272,1,1,1,,2,40,1,,1,0,25000,2,0,2
509277,1,1,1,,2,38,1,,2,,25000,2,0,3
509277,1,1,1,,2,48,1,,2,,20000,2,0,4
509281,1,1,1,,2,48,1,,2,,25000,2,0,1
509286,1,1,1,,3,48,1,,2,,25000,2,0,1
509298,1,1,1,,3,43,1,,2,,24000,2,0,1
509313,1,1,1,,7,36,1,,2,,26000,2,0,1
509313,1,1,1,,3,48,1,,2,,20000,2,0,4
509318,1,1,1,,3,43,1,,1,8,25000,2,0,1
509318,1,1,1,,3,43,1,,2,,24000,2,0,2
509320,1,1,1,,1,48,1,,2,,23000,2,0,1
509322,1,1,1,,2,45,1,,2,,25000,2,0,1
509330,1,1,1,,6,42,1,,2,,40000,2,0,1
509338,1,1,1,,2,43,1,,2,,20000,2,0,1
509349,1,1,1,,2,43,1,,2,,25000,2,0,1
509357,1,1,1,,2,42,1,,2,,23000,2,0,1
509358,1,1,1,,2,42,1,,2,,25000,2,0,1
509366,1,1,1,,2,42,1,,2,,25000,2,0,1
509371,1,1,1,,6,40,1,,1,2,23000,2,0,1
509372,1,1,1,,5,40,1,,2,,22000,2,0,3
509373,1,1,1,,2,45,1,,1,8,21000,2,0,1
509373,1,1,1,,2,35,1,,2,,16000,2,0,2
509374,1,1,1,,3,36,1,,2,,27000,2,0,1
509375,1,2,1,,1,25,1,,2,,12000,2,0,2
509376,1,1,1,,7,36,1,,2,,26000,2,0,1
509377,1,1,1,,7,36,1,,1,4,28000,2,0,1
509377,1,1,1,,4,18,1,,2,,26000,2,0,2
509378,1,1,1,,7,30,1,,2,,18000,2,0,1
509378,1,1,1,,7,40,1,,1,6,18000,2,0,3
509378,1,2,2,10,2,30,1,,2,,10000,2,0,4
509380,1,1,1,,3,36,1,,2,,25000,2,0,2
509383,2,2,3,,7,10,2,3,1,3,15000,2,0,1
509383,1,2,1,,1,20,1,,2,,6000,2,0,6
509384,1,1,1,,7,36,1,,2,,25000,2,0,1
509385,1,1,1,,3,24,1,,1,0,23000,2,0,1
509386,1,2,2,2,2,36,1,,2,,12000,2,0,1
509387,1,1,1,,6,40,1,,1,4,24000,2,0,1
509389,1,1,1,,7,40,1,,2,,24000,2,0,1
509391,1,1,1,,2,30,1,,1,2,16000,2,0,2
509394,1,1,1,,3,40,1,,2,,25000,2,0,1
509396,1,1,1,,4,18,1,,2,,25000,2,0,2
509452,1,1,1,,7,40,2,5,1,5,30000,1,1400,1
509452,1,1,2,6,7,36,2,2,1,0,15000,1,1000,2
509490,1,1,1,,1,40,1,,2,,14000,2,0,2
509490,1,1,1,,1,40,1,,2,,10000,2,0,3
509496,1,1,1,,2,40,1,,2,,21000,2,0,1
509498,1,1,1,,1,40,1,,2,,20000,2,0,3
509507,1,1,1,,2,40,1,,2,,20000,2,0,1
509508,1,1,1,,7,30,1,,2,,27000,2,0,2
509509,1,2,3,,1,15,1,,2,,5000,2,0,1
509509,2,2,3,,1,10,1,,2,,4000,2,0,1
509512,1,1,1,,7,40,1,,2,,40000,2,0,1
509516,1,2,3,,2,24,1,,2,,6000,2,0,1
509519,1,1,1,,3,45,1,,2,,40000,2,0,1
509519,1,1,1,,7,30,1,,2,,12000,2,0,3
509520,1,1,1,,6,36,1,,1,2,24000,1,,1
509521,1,1,1,,1,40,1,,2,,24000,2,0,1
509521,1,1,1,,2,24,1,,2,,22000,2,0,2
509522,1,1,1,,6,40,1,,1,0,26000,2,0,1
509522,1,1,1,,6,40,1,,1,0,20000,2,0,3
509522,1,1,1,,6,40,1,,1,0,20000,2,0,4
509523,1,1,1,,6,40,1,,1,2,25000,2,0,1
509523,1,1,1,,6,36,1,,2,,25000,2,0,2
509525,1,1,1,,7,,1,,1,,32000,1,1000,1
509530,1,1,1,,2,18,1,,2,,24000,2,0,2
509531,1,1,1,,2,36,1,,2,,26000,2,0,1
509532,1,1,1,,2,36,1,,2,,26000,2,0,1
509533,1,1,1,,2,40,1,,2,,28000,2,0,1
509533,1,1,1,,2,40,1,,2,,22000,2,0,3
509535,1,1,1,,6,36,1,,2,,26000,2,0,1
509538,1,1,1,,4,45,1,,2,,45000,1,10000,1
509541,1,1,1,,5,36,1,,1,2,24500,2,0,1
509542,1,1,1,,2,40,1,,2,,15000,2,0,3
509544,1,1,1,,7,40,1,,1,3,24000,2,0,1
509547,1,2,2,6,7,5,1,,2,,2600,2,0,1
509547,1,1,1,,7,18,1,,2,,25000,2,0,3
509550,1,1,1,,7,38,1,,1,1,23000,1,3000,1
509550,1,1,1,,7,30,1,,1,3,24000,2,0,2
509551,1,2,3,,1,6,1,,2,,2400,2,0,3
509553,1,1,1,,7,40,1,,2,,23000,2,0,1
509553,1,1,1,,7,35,1,,2,,22000,2,0,2
509557,1,1,1,,7,38,2,30,2,,40000,2,0,1
509558,1,1,1,,7,50,1,,1,2,38000,2,0,1
509560,1,1,1,,7,36,1,,2,,30000,2,0,1
509560,1,1,1,,7,48,1,,1,8,32000,2,0,3
509562,1,1,1,,2,45,1,,2,,22000,2,0,1
509564,1,1,1,,7,48,1,,1,6,28000,2,0,1
509564,1,1,1,,7,30,1,,2,,24000,2,0,2
509575,1,1,1,,2,40,1,,2,,25000,2,0,1
509575,1,1,1,,2,40,1,,2,,28000,2,0,3
509576,1,1,1,,7,40,1,,2,,36000,2,0,1
509576,1,1,1,,7,25,1,,2,,24000,2,0,2
509578,1,1,1,,7,50,1,,2,,40000,2,0,1
509578,1,1,1,,3,45,1,,2,,25000,2,0,2
509582,1,1,1,,7,40,1,,2,,40000,2,0,1
509586,1,2,1,,7,36,1,,2,,9600,2,0,1
509588,1,1,1,,7,40,1,,1,2,31000,2,0,1
509590,1,1,1,,2,45,1,,2,,25000,2,0,1
509590,1,2,3,,7,5,1,,2,,,2,0,2
509598,1,2,2,8,2,40,1,,2,,2400,2,0,3
509601,1,1,1,,2,70,1,,1,3,35000,2,0,1
509627,1,1,1,,7,36,1,,1,0,32000,2,0,1
509636,1,1,1,,7,36,1,,1,2,22000,2,0,1
509636,1,1,1,,2,45,1,,2,,9000,2,0,3
509636,1,2,1,,1,18,1,,2,,6000,2,0,4
509636,1,1,1,,2,50,1,,2,,8000,2,0,5
509637,1,1,3,,,5,1,,2,,5000,2,0,1
509638,1,1,1,,1,10,1,,2,,5000,2,0,1
509641,1,1,1,,1,40,1,,2,,9000,2,0,1
509642,1,1,1,,7,45,2,15,2,,16000,2,0,3
509643,1,1,1,,7,38,2,3,1,1,26000,1,4000,2
509643,1,1,1,,7,37,1,,1,1,26000,1,2800,3
509648,1,1,1,,2,38,1,,1,3,24000,2,0,3
509648,1,1,1,,4,36,1,,2,,19000,2,0,4
509651,1,1,1,,2,40,1,,1,3,28000,2,0,1
509652,1,1,1,,7,32,1,,2,,26000,2,0,2
509653,1,2,1,,3,19,1,,2,,7000,2,0,3
509655,1,1,1,,7,36,1,,2,,36000,2,0,1
509659,1,1,1,,1,40,1,,2,,17000,2,0,2
509669,1,1,1,,7,40,2,3,1,3,40000,1,250,1
509669,1,2,1,,1,30,1,,2,,6000,2,0,2
509679,1,1,1,,7,36,1,,1,3,28000,2,0,1
509680,1,1,1,,1,36,1,,2,,12000,2,0,1
509684,1,1,1,,6,36,1,,1,10,26000,2,0,1
509684,1,1,1,,7,36,1,,2,,22000,2,0,2
509688,1,1,1,,1,30,1,,2,,4500,2,0,1
509688,1,1,1,,3,35,1,,2,,25000,2,0,2
509689,1,1,1,,3,30,1,,2,,23000,2,0,1
509691,1,1,1,,7,30,1,,2,,24000,2,0,1
509691,1,2,2,10,7,10,1,,2,,8000,2,0,2
509692,1,1,1,,3,36,1,,2,,24000,2,0,1
509692,1,2,2,8,3,20,1,,2,,12000,2,0,2
509695,1,1,1,,1,36,1,,2,,24000,2,0,1
509695,1,2,1,,1,24,1,,2,,10000,2,0,2
509697,1,1,1,,6,36,1,,2,,22000,2,0,2
509698,1,2,2,10,7,30,1,,2,,20000,2,0,3
509700,1,1,1,,5,36,1,,2,,26000,2,0,1
509701,1,1,1,,6,36,1,,2,,30000,2,0,1
509702,1,1,1,,6,36,1,,2,,28600,2,0,1
