NQUEST,Y,CN,CD1,CD2,CD,C,S
4297,36850,31200,0,0,0,31200,5650
4370,-74466,66000,22000,2500,24500,90500,-164966
4732,14000,13200,0,0,0,13200,800
4939,41234,38400,1000,700,1700,40100,1134
5027,13200,13200,0,0,0,13200,0
5028,20200,33900,0,0,0,33900,-13700
5416,15527.357575,23040,0,0,0,23040,-7512.642425
5816,46914.594194,39605.594194,0,9000,9000,48605.594194,-1691
6090,48450,10200,0,3700,3700,13900,34550
6501,48720,27000,0,500,500,27500,21220
6522,29258.927229,24000,-2000,2500,500,24500,4758.9272285
7015,37580,32500,0,0,0,32500,5080
7089,37628,31200,0,0,0,31200,6428
7091,74742.047161,25200,0,0,0,25200,49542.047161
7097,77075.935925,18000,0,0,0,18000,59075.935925
7098,36564,20400,0,0,0,20400,16164
7160,147020,60000,0,0,0,60000,87020
7165,67281.6,30000,0,0,0,30000,37281.6
7166,111560,81000,0,600,600,81600,29960
7781,18801.94778,15600,0,0,0,15600,3201.94778
7886,67560,68000,0,0,0,68000,-440
7895,49810.434535,39600,0,0,0,39600,10210.434535
8332,21100,19200,0,0,0,19200,1900
8481,5516.5479646,13196.547965,0,0,0,13196.547965,-7680
8754,20400,28800,0,0,0,28800,-8400
8868,174650,111900,0,500,500,112400,62250
8915,88630,40800,0,6000,6000,46800,41830
8952,34428.8,28800,0,900,900,29700,4728.8
8954,75739.206314,45600,62500,0,62500,108100,-32360.79369
8955,90680,44400,0,0,0,44400,46280
9248,68940.314145,18050,0,1000,1000,19050,49890.314145
9405,15446,12600,0,0,0,12600,2846
9411,50440,28800,0,0,0,28800,21640
9526,133255.05575,87000,0,1000,1000,88000,45255.055753
11940,56804,46000,0,0,0,46000,10804
11972,16244.373682,21800,0,1500,1500,23300,-7055.626318
20010,93560.576247,46000,0,0,0,46000,47560.576247
20019,31462.538506,16800,0,0,0,16800,14662.538506
20020,61340,44800,15000,2500,17500,62300,-960
20028,59822.923967,39050,0,0,0,39050,20772.923967
20033,15619.796104,15120,0,0,0,15120,499.7961037
20047,227539.7084,62400,0,0,0,62400,165139.7084
20154,126952,48500,0,150,150,48650,78302
20169,23400,11400,0,0,0,11400,12000
20170,50480.288255,14688,0,0,0,14688,35792.288255
20174,72184.5652,45600,0,0,0,45600,26584.5652
20178,66819.511469,13450,28000,0,28000,41450,25369.511469
20179,90960,51600,0,3000,3000,54600,36360
20223,43670.973282,24000,0,0,0,24000,19670.973282
20231,56851.61097,52173.164416,0,0,0,52173.164416,4678.4465548
20241,38360,30000,0,200,200,30200,8160
20258,28580,31728,0,2500,2500,34228,-5648
20284,59156,60100,5000,7000,12000,72100,-12944
20285,51788.623894,30000,0,0,0,30000,21788.623894
20297,35554,17760,0,500,500,18260,17294
20372,57390,49600,400,2800,3200,52800,4590
20375,41500,28800,0,0,0,28800,12700
20380,13000,13200,0,2000,2000,15200,-2200
20393,61126,48400,180,800,980,49380,11746
20499,45239.244284,17300,0,0,0,17300,27939.244284
20704,162237.38798,72000,0,0,0,72000,90237.387977
20711,156572,72000,24000,700,24700,96700,59872
20729,92861.407113,54336,0,0,0,54336,38525.407113
20766,58510.677768,42600,0,12000,12000,54600,3910.6777681
20767,69568.147915,48000,0,0,0,48000,21568.147915
20782,85812,36000,0,0,0,36000,49812
20784,167352,48000,0,0,0,48000,119352
20798,27556,24000,0,0,0,24000,3556
20837,19418.360169,28800,0,0,0,28800,-9381.639831
20839,194998.08268,179050,0,0,0,179050,15948.082684
20849,147650.08447,54500,-20000,0,-20000,34500,113150.08447
20862,54220,36000,0,0,0,36000,18220
20920,121966,69050,0,700,700,69750,52216
20936,27391.704057,52800,0,3000,3000,55800,-28408.29594
20944,73720,50400,0,3000,3000,53400,20320
20981,67278.235796,24550,0,0,0,24550,42728.235796
20990,36728,31200,0,0,0,31200,5528
21003,74113,35160,0,0,0,35160,38953
21368,103390,62700,0,2000,2000,64700,38690
21384,13132,18000,0,0,0,18000,-4868
21453,61146,18000,0,0,0,18000,43146
21456,89904,30650,0,0,0,30650,59254
21461,20043.594912,20400,0,0,0,20400,-356.4050884
21464,40568,9600,350,0,350,9950,30618
21466,19168,10800,0,2600,2600,13400,5768
21472,100102.94674,35400,24500,0,24500,59900,40202.946742
21474,84982,43000,0,1500,1500,44500,40482
21482,33650,18000,0,0,0,18000,15650
21627,24488,20400,0,0,0,20400,4088
21639,88770.985658,59480,1500,0,1500,60980,27790.985658
21693,68787.804884,38400,0,0,0,38400,30387.804884
21699,52293.756597,32700,0,0,0,32700,19593.756597
21761,31865.2,19200,0,4000,4000,23200,8665.2
21772,38542,28800,0,1500,1500,30300,8242
21926,24700,16900,0,0,0,16900,7800
21952,58051.670419,22800,0,0,0,22800,35251.670419
22021,12000,10200,0,0,0,10200,1800
22067,105149.7149,58000,0,0,0,58000,47149.714902
22074,45246.918039,34200,19000,350,19350,53550,-8303.081961
22099,18686.018901,16800,3200,0,3200,20000,-1313.981099
22155,53961.378559,40097.378559,0,1100,1100,41197.378559,12764
22167,95964.207328,53444.207328,18000,0,18000,71444.207328,24520
22168,20000,19800,0,500,500,20300,-300
22169,7800,15600,0,0,0,15600,-7800
22173,27155.464288,19200,0,300,300,19500,7655.4642882
22202,45664.599195,32400,0,0,0,32400,13264.599195
22203,226284.54037,157500,0,0,0,157500,68784.540375
22208,84901.391363,48000,0,2000,2000,50000,34901.391363
22222,57038,42000,0,0,0,42000,15038
22224,33335.266612,12000,0,0,0,12000,21335.266612
22225,179165,66000,33500,0,33500,99500,79665
22226,40840,21400,0,0,0,21400,19440
22251,36256,31200,0,2000,2000,33200,3056
22262,83452,51500,0,5000,5000,56500,26952
22263,61028.572095,39396,0,2000,2000,41396,19632.572095
22265,16559,15000,0,0,0,15000,1559
22266,51908,34200,50,600,650,34850,17058
22268,25198,24000,0,0,0,24000,1198
22272,40026,39600,0,1500,1500,41100,-1074
22273,38961,31250,0,0,0,31250,7711
22274,56832.4,33480,0,800,800,34280,22552.4
22276,50690,12000,0,0,0,12000,38690
22277,59377.833779,43800,0,0,0,43800,15577.833779
22278,56550.236515,43200,0,7000,7000,50200,6350.2365149
22279,68652.594409,32400,0,0,0,32400,36252.594409
22286,44885.398827,36000,0,0,0,36000,8885.3988265
22292,57959.413973,33200,0,2000,2000,35200,22759.413973
22353,35558,39600,0,0,0,39600,-4042
22373,13650,9800,0,0,0,9800,3850
22374,159196.14129,58400,0,2500,2500,60900,98296.141286
22393,24572,18000,0,1600,1600,19600,4972
22509,53250.167288,49200,0,2000,2000,51200,2050.1672875
22516,74864,30000,0,0,0,30000,44864
22550,57145.182435,54000,0,2350,2350,56350,795.18243521
22563,34188,22200,0,0,0,22200,11988
22570,53324.436328,31200,0,0,0,31200,22124.436328
22571,55080,43800,0,0,0,43800,11280
22587,137150,63000,0,20000,20000,83000,54150
22608,24794,22800,0,0,0,22800,1994
22624,22530.668239,26400,0,0,0,26400,-3869.331761
22657,64293.216156,33600,0,500,500,34100,30193.216156
22669,66005.045445,35760,0,0,0,35760,30245.045445
22685,103722.64536,36400,3500,10000,13500,49900,53822.645355
22690,59727.418542,51600,0,0,0,51600,8127.4185418
22805,116658.27156,69600,8000,2000,10000,79600,37058.271563
22807,37000,18240,0,0,0,18240,18760
22844,103505,60000,0,0,0,60000,43505
22850,65151,31200,0,8000,8000,39200,25951
22891,40210,10800,0,0,0,10800,29410
22904,18000,18000,0,0,0,18000,0
22961,32573.457901,22800,0,0,0,22800,9773.457901
22964,208548.45309,49744.192796,26000,0,26000,75744.192796,132804.26029
22972,35940,28800,0,3000,3000,31800,4140
22974,20330.4,30600,0,0,0,30600,-10269.6
22992,87103.992609,32400,0,14000,14000,46400,40703.992609
22993,185383.4194,67600,29000,200,29200,96800,88583.419397
22995,139112.21388,48300,0,0,0,48300,90812.213879
22996,205501.9369,45342.166229,30000,0,30000,75342.166229,130159.77067
23149,102619.55415,74030.154148,0,3000,3000,77030.154148,25589.4
23193,40020.2,34200,17900,0,17900,52100,-12079.8
23199,82392,60900,30000,3300,33300,94200,-11808
23267,43576.324282,18000,0,0,0,18000,25576.324282
23319,23800,9600,0,0,0,9600,14200
23342,19200,12000,0,0,0,12000,7200
23343,29035.357875,9935.3578748,0,0,0,9935.3578748,19100
23350,9660,6600,0,0,0,6600,3060
23362,14020,9000,0,0,0,9000,5020
23367,33745.635096,26300,0,0,0,26300,7445.6350957
23370,31142.827397,27560,0,0,0,27560,3582.8273973
23384,55130,34800,0,0,0,34800,20330
23386,49708,32400,0,0,0,32400,17308
23409,86820,42600,0,0,0,42600,44220
23445,68177.461788,40800,0,0,0,40800,27377.461788
23454,28532.4,27600,0,0,0,27600,932.4
23466,229598.8136,44000,0,6000,6000,50000,179598.8136
23469,64630.715443,39600,0,1000,1000,40600,24030.715443
23473,76510.267048,45106.12877,24500,25000,49500,94606.12877,-18095.86172
23474,127326.47968,85858.236673,0,0,0,85858.236673,41468.243008
23490,41500,16800,0,1200,1200,18000,23500
23527,42076,27360,0,0,0,27360,14716
23552,68442,56800,0,500,500,57300,11142
23681,29358.49462,16800,0,1000,1000,17800,11558.49462
23683,78276.049919,41000,4000,10000,14000,55000,23276.049919
23689,71274.443031,23400,0,35000,35000,58400,12874.443031
23732,66951.978364,17440,6000,5000,11000,28440,38511.978364
23797,29332,31200,4000,0,4000,35200,-5868
23798,54279.716987,22800,0,5000,5000,27800,26479.716987
23821,44865.074643,23400,0,0,0,23400,21465.074643
23823,71920,26400,0,0,0,26400,45520
23831,359220,90000,0,0,0,90000,269220
23835,62775.965357,42200,0,0,0,42200,20575.965357
23853,43903.41816,34800,0,0,0,34800,9103.4181601
23865,51088,42000,0,0,0,42000,9088
23888,76910.541172,50400,0,0,0,50400,26510.541172
23951,110553.95142,69100,0,3500,3500,72600,37953.951421
23958,180497.53814,122554.15976,0,600,600,123154.15976,57343.378381
23986,62378.740814,26400,0,0,0,26400,35978.740814
24010,37100,31200,0,0,0,31200,5900
24071,53060,36200,0,0,0,36200,16860
24080,42176,61700,0,0,0,61700,-19524
24085,17449.6,16800,0,0,0,16800,649.6
24116,40906.659304,25200,0,0,0,25200,15706.659304
24132,49904.297063,30000,0,0,0,30000,19904.297063
24138,86010.800399,42100,0,0,0,42100,43910.800399
24144,30640,33600,0,0,0,33600,-2960
24147,112693.15335,78700,0,5000,5000,83700,28993.153354
24149,9320,8640,0,600,600,9240,80
24150,34194.411211,21400,18000,0,18000,39400,-5205.588789
24158,31265.356315,24500,0,4000,4000,28500,2765.3563147
24170,77288,42000,0,0,0,42000,35288
24171,25201.390407,20400,0,0,0,20400,4801.3904069
24194,58948,35300,0,0,0,35300,23648
24195,61270,49680,-2500,5000,2500,52180,9090
24202,128395.44021,69360,0,0,0,69360,59035.440206
24304,165761.27177,120000,38000,2000,40000,160000,5761.2717705
24308,288798.24694,37200,0,2000,2000,39200,249598.24694
24312,74037.995209,45600,200,400,600,46200,27837.995209
24316,30214.194039,9600,0,500,500,10100,20114.194039
24322,39266,34400,0,7000,7000,41400,-2134
24326,44522.337956,32800,0,0,0,32800,11722.337956
24373,17800,16800,0,0,0,16800,1000
24374,24818,24000,0,0,0,24000,818
24379,20928,16800,-4500,0,-4500,12300,8628
24382,38264,24000,20000,0,20000,44000,-5736
24390,83054.592215,57600,0,3000,3000,60600,22454.592215
24393,36212,18000,1500,0,1500,19500,16712
24409,59742,43800,0,0,0,43800,15942
24415,60176,40400,0,5000,5000,45400,14776
24431,93638.873481,69600,-20000,0,-20000,49600,44038.873481
24434,46577.496634,36000,6000,1600,7600,43600,2977.4966339
24435,26410,17800,0,0,0,17800,8610
24438,91723.719488,35400,0,0,0,35400,56323.719488
24446,45790,40000,0,0,0,40000,5790
24450,63241.872089,39475.669398,26000,0,26000,65475.669398,-2233.79731
24529,73413.792179,26040,21000,500,21500,47540,25873.792179
24531,22037.97129,13800,0,700,700,14500,7537.9712899
24566,40488,22800,0,0,0,22800,17688
24571,37504,25200,0,0,0,25200,12304
24613,25736,21600,0,0,0,21600,4136
24616,66014,18336,0,620,620,18956,47058
24619,317755.11913,235650,0,0,0,235650,82105.119135
24623,68768.4,60400,0,915,915,61315,7453.4
24624,41602.574406,30000,0,0,0,30000,11602.574406
24630,78901.414992,62000,26000,1000,27000,89000,-10098.58501
24633,47955.632314,44600,0,400,400,45000,2955.6323142
24635,122380.78834,34500,0,0,0,34500,87880.788341
24646,33600,16560,0,0,0,16560,17040
24655,31970.086784,26400,0,0,0,26400,5570.0867838
24724,14400,9600,0,0,0,9600,4800
24727,42808,31200,0,0,0,31200,11608
24731,73160,43200,0,600,600,43800,29360
24760,869.4311094,14400,0,0,0,14400,-13530.56889
24764,31551.76835,28800,0,1000,1000,29800,1751.7683497
24790,56896.058738,28900,1800,290,2090,30990,25906.058738
24809,100379.20138,24500,-2000,0,-2000,22500,77879.201377
24835,77504.605744,45600,0,0,0,45600,31904.605744
24849,27500,19512,0,0,0,19512,7988
24853,43327.6,27950,11000,0,11000,38950,4377.6
24860,73705.892217,40100,0,0,0,40100,33605.892217
24885,8400,16800,0,10000,10000,26800,-18400
24909,53573.804473,30000,0,800,800,30800,22773.804473
24912,123240,57100,0,0,0,57100,66140
24919,40030.496693,46800,0,0,0,46800,-6769.503307
24920,56487,38400,0,0,0,38400,18087
24921,41604,32400,0,0,0,32400,9204
24924,23015.605584,31284,1000,9000,10000,41284,-18268.39442
24967,127055,108900,0,0,0,108900,18155
24974,90199.617242,50400,15000,0,15000,65400,24799.617242
24979,97105.069514,44400,0,0,0,44400,52705.069514
24984,53490.8413,58400,0,0,0,58400,-4909.1587
25007,70557.150575,30000,23000,1000,24000,54000,16557.150575
25079,107002.59359,26400,0,7000,7000,33400,73602.593586
25081,83913.144661,27600,0,3000,3000,30600,53313.144661
25085,25009.85598,10800,0,0,0,10800,14209.85598
25087,19200,13200,0,6000,6000,19200,0
25090,62255.519423,13200,0,0,0,13200,49055.519423
25128,47402.79599,34000,3500,5000,8500,42500,4902.79599
25133,18083.111262,16800,0,0,0,16800,1283.111262
25134,34700,28800,0,1300,1300,30100,4600
25137,10658.319645,18000,0,0,0,18000,-7341.680355
25138,42972.787095,40800,3500,1500,5000,45800,-2827.212905
25141,50996.794707,25600,0,3000,3000,28600,22396.794707
25142,63318.182785,44200,2300,0,2300,46500,16818.182785
25145,8200,7200,0,0,0,7200,1000
25148,89795.645574,33100,4100,3000,7100,40200,49595.645574
25238,41816,28200,0,0,0,28200,13616
25240,50402.383541,27600,3000,2000,5000,32600,17802.383541
25245,0,26400,0,0,0,26400,-26400
25309,20460,20000,0,0,0,20000,460
25373,94241.581218,74400,0,500,500,74900,19341.581218
25425,56388,32400,7000,5000,12000,44400,11988
25429,88440.576571,40800,5500,0,5500,46300,42140.576571
25435,93152,56400,20000,5000,25000,81400,11752
25444,28440,21600,0,0,0,21600,6840
25602,114079.59464,65819.594642,0,0,0,65819.594642,48260
25610,138171.26771,75303.669703,0,0,0,75303.669703,62867.598011
25625,48753.399278,44400,0,0,0,44400,4353.3992778
25649,706890.99916,687140,0,0,0,687140,19750.99916
25681,30308,43200,0,0,0,43200,-12892
25723,33652.517265,30000,4000,1700,5700,35700,-2047.482735
25727,47152,37200,0,0,0,37200,9952
25753,67320,42000,0,0,0,42000,25320
25760,33060,32400,0,0,0,32400,660
25768,38607.539404,32400,0,0,0,32400,6207.5394037
25842,37722.766149,21600,0,300,300,21900,15822.766149
25887,43216,17292,0,0,0,17292,25924
25897,41831.280815,19200,0,0,0,19200,22631.280815
25903,92647.593303,42000,23500,16000,39500,81500,11147.593303
25910,41692,29050,0,700,700,29750,11942
25914,98660,45600,2000,900,2900,48500,50160
25917,86499.587625,76000,0,6000,6000,82000,4499.5876248
25919,161707.96625,111000,0,500,500,111500,50207.966248
25923,67507.488035,34800,1500,2000,3500,38300,29207.488035
25927,17592.181738,14400,0,0,0,14400,3192.181738
25928,22548,19200,0,0,0,19200,3348
25930,31739.487246,13200,0,800,800,14000,17739.487246
25964,68600,15000,0,0,0,15000,53600
25968,66747.8,42000,0,5000,5000,47000,19747.8
25970,19005.617611,22920,0,0,0,22920,-3914.382389
25973,55132,45840,0,0,0,45840,9292
25974,44532.368981,30000,0,0,0,30000,14532.368981
25978,23152,18000,0,450,450,18450,4702
26006,22100,25200,0,0,0,25200,-3100
26020,19738,18000,0,0,0,18000,1738
26029,34132,16800,0,0,0,16800,17332
26047,62124,28800,0,0,0,28800,33324
26048,115634,31200,0,0,0,31200,84434
26161,47272,21700,0,0,0,21700,25572
26163,17777.8,15000,0,0,0,15000,2777.8
26166,54384,28800,0,0,0,28800,25584
26199,102180,50400,0,0,0,50400,51780
26201,54477.982177,40800,0,0,0,40800,13677.982177
26210,30131.872135,26400,0,0,0,26400,3731.8721347
26228,103600,77300,33000,15000,48000,125300,-21700
26239,49031.509706,28600,0,0,0,28600,20431.509706
26264,33810,23640,0,0,0,23640,10170
26267,28238.501848,26400,0,0,0,26400,1838.5018476
26281,28356.193101,22800,0,500,500,23300,5056.1931007
26283,93014.151326,47100,33500,0,33500,80600,12414.151326
26310,42217.037069,37000,19000,0,19000,56000,-13782.96293
26312,57250.88381,44400,19500,540,20040,64440,-7189.11619
26349,83212.518423,33600,0,3500,3500,37100,46112.518423
26357,30896,28800,0,0,0,28800,2096
26441,93848.4,44400,0,0,0,44400,49448.4
26499,39428.318537,27600,0,0,0,27600,11828.318537
26574,37000,32484,0,0,0,32484,4516
26634,42356,36300,0,2500,2500,38800,3556
26641,40535.632456,20400,0,0,0,20400,20135.632456
26653,28361,27600,0,0,0,27600,761
26683,133901.32514,64000,19000,600,19600,83600,50301.325138
26684,21433.650251,20400,0,0,0,20400,1033.650251
26687,44790.8,28250,0,0,0,28250,16540.8
26722,89396,51600,29000,0,29000,80600,8796
26875,56181.956414,37200,0,1400,1400,38600,17581.956414
26925,145285.17589,93200,0,500,500,93700,51585.175888
26926,13464.740099,12600,0,0,0,12600,864.7400993
26935,20400,13200,0,0,0,13200,7200
26938,50997.305374,25200,0,1000,1000,26200,24797.305374
26939,95892,43750,0,0,0,43750,52142
26941,75288,27200,0,0,0,27200,48088
27099,74169.54557,66000,3000,0,3000,69000,5169.5455699
27105,30476,28500,12000,0,12000,40500,-10024
27108,65151.2,33200,0,0,0,33200,31951.2
27109,24100,22800,0,550,550,23350,750
27112,34862.141632,28300,0,0,0,28300,6562.1416322
27114,22360,22900,0,0,0,22900,-540
27116,25132,20200,0,0,0,20200,4932
27123,42360,37000,0,0,0,37000,5360
27154,23200,20400,0,0,0,20400,2800
27155,98177.36907,24000,15000,0,15000,39000,59177.36907
27157,46912.296963,31800,19000,0,19000,50800,-3887.703037
27162,19200,9600,0,0,0,9600,9600
27178,30472,16560,0,0,0,16560,13912
27224,55500.068381,36800,2000,300,2300,39100,16400.068381
27229,48103,48000,0,0,0,48000,103
27238,56220,43000,21500,0,21500,64500,-8280
27291,13266,12000,0,0,0,12000,1266
27298,118761.65147,63000,16000,3000,19000,82000,36761.651472
27299,146848.27459,78300,17000,0,17000,95300,51548.274595
27300,43924,30000,0,0,0,30000,13924
27371,23300,22600,0,0,0,22600,700
27467,58360,25200,0,0,0,25200,33160
27503,43684,24000,0,0,0,24000,19684
27505,69789.047667,50400,0,0,0,50400,19389.047667
27509,41551.031518,29500,0,7000,7000,36500,5051.0315183
27516,152536.82317,69400,0,5000,5000,74400,78136.823166
27644,83741.792662,80800,7000,0,7000,87800,-4058.207338
27688,64116.517556,27600,0,0,0,27600,36516.517556
27730,34000.993576,30500,0,0,0,30500,3500.9935756
27734,61871.933348,44900,0,1000,1000,45900,15971.933348
27735,75809.019848,40400,0,3632.7743319,3632.7743319,44032.774332,31776.245516
27739,56852.324796,40350,0,0,0,40350,16502.324796
27741,49001.76976,39600,0,0,0,39600,9401.7697595
27742,47728.281454,37700,0,0,0,37700,10028.281454
27744,82519.67029,37300,0,0,0,37300,45219.67029
27746,27258.771098,22626.771098,0,0,0,22626.771098,4632
27773,53179.2,34200,0,0,0,34200,18979.2
27795,87017.353159,42000,0,0,0,42000,45017.353159
27799,66480.939826,37500,0,0,0,37500,28980.939826
27881,19716.090254,11760,0,0,0,11760,7956.0902537
27912,74866.081137,45733.63477,0,0,0,45733.63477,29132.446367
27923,46836.234843,46400,0,2000,2000,48400,-1563.765157
27929,39900,21600,0,0,0,21600,18300
27930,95368,57200,0,0,0,57200,38168
27935,46796,28800,0,0,0,28800,17996
27945,52130,31800,1500,0,1500,33300,18830
27947,56054,31200,11000,700,11700,42900,13154
28012,45760,18000,0,0,0,18000,27760
28074,84428,41780,53000,7500,60500,102280,-17852
28075,48132,22800,0,0,0,22800,25332
28100,53472,43000,0,0,0,43000,10472
28109,43094.992,44400,0,0,0,44400,-1305.008
28125,36342,31200,0,0,0,31200,5142
28146,110230.8925,54000,0,2000,2000,56000,54230.892504
28158,62282.540053,36600,0,800,800,37400,24882.540053
28221,54000,24500,0,0,0,24500,29500
28303,45977.2,27000,18000,2000,20000,47000,-1022.8
28306,39587,25050,0,0,0,25050,14537
28331,24508,12000,0,0,0,12000,12508
28332,40841.168043,16752,8700,0,8700,25452,15389.168043
28334,20035.2,19200,0,0,0,19200,835.2
28346,17540,13200,0,0,0,13200,4340
28354,88688.941103,54800,0,0,0,54800,33888.941103
28360,124105.33636,22800,14000,0,14000,36800,87305.336356
28362,71660,63600,0,0,0,63600,8060
28418,96995.571497,41920,0,13000,13000,54920,42075.571497
28439,31460,30000,0,4000,4000,34000,-2540
28441,71140.046168,40820.046168,0,490,490,41310.046168,29830
28444,37662.646623,26400,0,0,0,26400,11262.646623
28446,88360,40800,17000,0,17000,57800,30560
28448,20407.316218,21000,0,700,700,21700,-1292.683782
28460,85618.552742,48000,2000,700,2700,50700,34918.552742
28766,43231.36273,34800,0,3500,3500,38300,4931.3627298
28802,47960,37800,0,850,850,38650,9310
28807,33756.35277,26520,0,0,0,26520,7236.3527705
28859,42032,27600,0,0,0,27600,14432
28878,91480,48000,0,0,0,48000,43480
28897,45376,27000,0,0,0,27000,18376
28920,96580,56000,23000,0,23000,79000,17580
28923,62176,36000,0,0,0,36000,26176
28924,14421,10800,0,0,0,10800,3621
28927,43584,33600,0,0,0,33600,9984
28932,40040,26400,0,0,0,26400,13640
28935,8626,10200,0,0,0,10200,-1574
28936,30650,21600,0,0,0,21600,9050
28945,92340,70400,0,0,0,70400,21940
28954,66929.188333,43000,22000,6000,28000,71000,-4070.811667
28992,77130.231972,46600,0,750,750,47350,29780.231972
28999,42444,36000,0,0,0,36000,6444
29006,75005.353541,56400,0,2000,2000,58400,16605.353541
29048,42196,40800,27000,0,27000,67800,-25604
29062,70238.340655,25200,0,0,0,25200,45038.340655
29140,64619.571441,51000,9000,0,9000,60000,4619.5714413
29197,52176,25800,7000,1500,8500,34300,17876
29280,128240,70800,0,2500,2500,73300,54940
29283,70120,54000,0,0,0,54000,16120
29286,14709.856421,12800,0,0,0,12800,1909.8564211
29288,33400,22800,10000,0,10000,32800,600
29292,36275.856402,27600,0,0,0,27600,8675.8564025
29333,9100,12600,0,0,0,12600,-3500
29335,19376,18000,0,0,0,18000,1376
29341,176900,74600,3000,2000,5000,79600,97300
29359,56573.919385,31200,0,0,0,31200,25373.919385
29362,35400.376017,33600,0,0,0,33600,1800.3760166
29421,-23780.6758,21600,0,0,0,21600,-45380.6758
29428,37083.928061,21700,15000,0,15000,36700,383.92806079
29440,53749.116392,45600,7000,1000,8000,53600,149.1163924
29447,58274,38900,0,0,0,38900,19374
29452,39728.740171,34000,0,0,0,34000,5728.7401706
29454,39233.58718,30000,0,8000,8000,38000,1233.5871801
29457,45164.87662,39600,0,0,0,39600,5564.8766204
29463,78280.460899,30000,26000,0,26000,56000,22280.460899
29464,133260,72600,0,0,0,72600,60660
29553,45260.126069,34700,0,20000,20000,54700,-9439.873931
29570,28128,26400,0,0,0,26400,1728
29595,62704,36200,16000,0,16000,52200,10504
29597,39440,21600,10000,1500,11500,33100,6340
29601,48357.6,30000,1500,0,1500,31500,16857.6
29616,69400.425626,31200,0,0,0,31200,38200.425626
29678,35757,29200,0,0,0,29200,6557
29680,29884,22800,0,0,0,22800,7084
29684,108381.79871,41000,0,0,0,41000,67381.798713
29687,19000,24000,0,0,0,24000,-5000
29703,61296.045718,31800,0,0,0,31800,29496.045718
29704,28647.131154,26400,19000,16500,35500,61900,-33252.86885
29706,95047.028542,73000,0,20000,20000,93000,2047.0285421
29735,23203.082695,21600,0,0,0,21600,1603.0826951
29737,79738.764964,38400,0,0,0,38400,41338.764964
29742,70403.263642,40500,23200,1000,24200,64700,5703.2636415
29773,45226.090469,33400.110553,0,3000,3000,36400.110553,8825.9799167
29774,19022,18000,0,0,0,18000,1022
29777,36700,30000,0,0,0,30000,6700
29798,44769.248679,32527.248679,0,0,0,32527.248679,12242
29805,36492.134309,32880,0,0,0,32880,3612.1343092
29823,41900,24000,0,0,0,24000,17900
31025,41772,19200,0,2500,2500,21700,20072
31041,18511.136751,12312,0,0,0,12312,6199.1367507
31051,22154,41280,4800,0,4800,46080,-23926
31066,16505.084671,25800,11000,650,11650,37450,-20944.91533
31080,54857.613196,36000,0,0,0,36000,18857.613196
31081,108064,24000,25000,0,25000,49000,59064
31084,98458.59576,29520,0,0,0,29520,68938.59576
31085,44150,27000,0,0,0,27000,17150
31090,81182,73100,0,0,0,73100,8082
31092,71364,46400,11000,12000,23000,69400,1964
