NQUEST,NORD,IREG,NQUESTP,NCOMP,SEX,PARENT,ANASC,STACIV,STUDIO,TIPODIP,TIPOLAU,ANNOENUS,APQUAL,ASNONOC,APSETT,NORDP,MOTENT,ETA,CLETA,AREA5,AREA3,ACOM4C,PESOFL,NPERC,PERC,QUAL,Q,SETT,NASCREG,NASCAREA
38262,3,13,,3,2,4,1929,1,2,,,,15,1,1,3,,69,5,4,3,2,0.3588945836,3,1,6,3,5,13,3
38263,1,13,,2,1,1,1931,1,2,,,,15,1,9,1,,67,5,4,3,2,0.2990017197,2,1,6,3,5,13,3
38263,2,13,,2,2,2,1933,1,2,,,,15,1,8,2,,65,4,4,3,2,0.2990017197,2,1,6,3,5,13,3
38264,1,13,,2,1,1,1921,1,2,,,,15,8,2,1,,77,5,4,3,2,0.2990017197,2,1,6,3,5,13,3
38264,2,13,,2,2,2,1926,1,2,,,,15,8,2,2,,72,5,4,3,2,0.2990017197,2,1,6,3,5,13,3
38266,1,13,,2,1,1,1967,1,5,2,,,8,,2,1,,31,2,4,3,2,0.3034497553,2,1,5,2,2,13,3
38266,2,13,,2,2,2,1967,1,7,,8,,2,,9,,,31,2,4,3,2,0.3034497553,2,1,2,1,3,13,3
38271,1,13,,3,1,1,1939,1,5,3,,,5,,10,1,,59,4,4,3,2,0.2094844918,2,1,3,1,4,14,3
38271,2,13,,3,2,2,1946,1,5,5,,,3,,9,2,,52,4,4,3,2,0.2094844918,2,1,2,1,3,13,3
38271,3,13,,3,2,3,1971,2,7,,9,,11,,,3,,27,1,4,3,2,0.2094844918,2,0,7,3,5,13,3
38272,1,9,,1,2,1,1938,2,3,,,,2,,9,1,,60,4,3,2,2,0.343254513,1,1,2,1,3,12,2
38316,1,5,,6,1,1,1957,1,7,,3,,6,,9,1,,41,3,2,1,2,0.6789933712,2,1,4,2,3,5,1
38316,2,5,,6,2,2,1958,1,7,,3,,6,,9,2,,40,2,2,1,2,0.6789933712,2,1,4,2,3,5,1
38316,3,5,,6,1,3,1985,2,2,,,,17,,,3,,13,1,2,1,2,0.6789933712,2,0,7,3,5,5,1
38316,4,5,,6,1,3,1988,2,1,,,,17,,,4,,10,1,2,1,2,0.6789933712,2,0,7,3,5,5,1
38316,5,5,,6,1,3,1990,2,1,,,,17,,,5,,8,1,2,1,2,0.6789933712,2,0,7,3,5,5,1
38316,6,5,,6,2,3,1995,2,1,,,,18,,,6,,3,1,2,1,2,0.6789933712,2,0,7,3,5,5,1
38319,1,5,,2,1,1,1952,3,3,,,,1,,9,1,,46,3,2,1,1,0.6952295277,2,1,1,1,3,5,1
38319,2,5,,2,2,3,1980,2,4,,,,17,,,4,,18,1,2,1,1,0.6952295277,2,1,7,3,5,5,1
38321,1,5,,4,2,1,1951,1,3,,,,13,,,1,,47,3,2,1,1,0.4767140033,3,1,7,3,5,5,1
38321,2,5,,4,1,2,1952,1,3,,,,2,,2,2,,46,3,2,1,1,0.4767140033,3,1,2,1,2,9,2
38321,3,5,,4,1,3,1974,2,5,2,,,1,,4,3,,24,1,2,1,1,0.4767140033,3,1,1,1,4,5,1
38321,4,5,,4,1,3,1984,2,2,,,,17,,,4,,14,1,2,1,1,0.4767140033,3,0,7,3,5,5,1
38328,1,5,,3,1,1,1947,1,5,2,,,6,,4,1,,51,4,2,1,1,0.655348235,3,1,4,2,4,5,1
38328,2,5,,3,2,2,1951,1,4,,,,2,,4,2,,47,3,2,1,1,0.655348235,3,1,2,1,4,5,1
38328,3,5,,3,2,3,1977,2,5,3,,,2,,4,3,,21,1,2,1,1,0.655348235,3,1,2,1,4,5,1
38329,1,5,,3,2,1,1925,1,2,,,,13,,,1,,73,5,2,1,1,0.814037761,3,1,7,3,5,5,1
38329,2,5,,3,1,2,1921,1,2,,,,15,1,1,2,,77,5,2,1,1,0.814037761,3,1,6,3,5,5,1
38329,3,5,,3,1,3,1963,2,5,2,,,2,,4,3,,35,2,2,1,1,0.814037761,3,1,2,1,4,5,1
38330,1,5,,4,1,1,1955,1,5,4,,,8,,2,1,,43,3,2,1,1,0.8510950258,1,1,5,2,2,5,1
38330,2,5,,4,2,2,1963,1,3,,,,13,,,2,,35,2,2,1,1,0.8510950258,1,0,7,3,5,,
38330,3,5,,4,2,3,1987,2,2,,,,17,,,3,,11,1,2,1,1,0.8510950258,1,0,7,3,5,5,1
38330,4,5,,4,1,3,1990,2,1,,,,17,,,4,,8,1,2,1,1,0.8510950258,1,0,7,3,5,5,1
38333,1,9,,4,1,1,1949,1,2,,,,8,,2,1,,49,3,3,2,2,0.2877742659,1,1,5,2,2,15,3
38333,2,9,,4,2,2,1952,1,2,,,,13,,,2,,46,3,3,2,2,0.2877742659,1,0,7,3,5,15,3
38333,3,9,,4,1,3,1976,2,5,2,,,17,,,3,,22,1,3,2,2,0.2877742659,1,0,7,3,5,9,2
38333,4,9,,4,1,3,1984,2,3,,,,17,,,4,,14,1,3,2,2,0.2877742659,1,0,7,3,5,9,2
38335,1,3,,4,2,1,1944,1,7,,9,,15,5,2,1,,54,4,1,1,3,0.67927844,4,1,6,3,5,3,1
38335,2,3,,4,1,2,1939,1,7,,7,,6,,7,2,,59,4,1,1,3,0.67927844,4,1,4,2,4,3,1
38335,3,3,,4,1,3,1972,2,7,,4,,19,,,3,,26,1,1,1,3,0.67927844,4,1,7,3,5,3,1
38335,4,3,,4,1,3,1975,2,5,3,,,19,,,4,,23,1,1,1,3,0.67927844,4,1,7,3,5,3,1
38339,1,3,,2,1,1,1951,1,5,2,,,4,,9,1,,47,3,1,1,3,0.6142458862,2,1,3,1,3,3,1
38339,2,3,,2,2,2,1952,1,5,1,,,2,,4,2,,46,3,1,1,3,0.6142458862,2,1,2,1,4,3,1
38340,1,3,,1,2,1,1938,4,5,5,,,15,3,9,1,,60,4,1,1,3,0.7167475274,1,1,6,3,5,3,1
38349,1,8,,3,1,1,1939,1,5,2,,,2,,5,1,,59,4,2,1,2,0.6421228817,2,1,2,1,4,8,1
38349,2,8,,3,2,2,1943,1,3,,,,13,,,2,,55,4,2,1,2,0.6421228817,2,0,7,3,5,8,1
38349,3,8,,3,1,3,1969,2,5,2,,,2,,7,3,,29,1,2,1,2,0.6421228817,2,1,2,1,4,8,1
38362,1,8,,2,1,1,1933,1,3,,,,15,2,2,1,,65,4,2,1,2,1.4312684314,2,1,6,3,5,8,1
38362,2,8,,2,2,2,1932,1,3,,,,15,2,4,2,,66,5,2,1,2,1.4312684314,2,1,6,3,5,8,1
38409,1,7,,4,1,1,1953,1,5,3,,,2,,9,1,,45,3,1,1,0,0.5797091504,2,1,2,1,3,1,1
38409,2,7,,4,2,2,1958,1,3,,,,13,,,2,,40,2,1,1,0,0.5797091504,2,0,7,3,5,7,1
38409,3,7,,4,2,3,1983,2,3,,,,17,,,3,,15,1,1,1,0,0.5797091504,2,1,7,3,5,7,1
38409,4,7,,4,2,3,1987,2,2,,,,17,,,4,,11,1,1,1,0,0.5797091504,2,0,7,3,5,7,1
38412,1,7,,3,1,1,1964,1,5,1,,,3,,9,1,,34,2,1,1,0,0.553388277,2,1,2,1,3,7,1
38412,2,7,,3,2,2,1965,1,5,1,,,2,,9,2,,33,2,1,1,0,0.553388277,2,1,2,1,3,7,1
38412,3,7,,3,1,3,1991,2,1,,,,17,,,3,,7,1,1,1,0,0.553388277,2,0,7,3,5,7,1
38426,1,7,,3,1,1,1943,1,3,,,,9,,4,1,,55,4,1,1,0,0.4606054476,3,1,5,2,4,7,1
38426,2,7,,3,2,2,1945,1,2,,,,9,,4,2,,53,4,1,1,0,0.4606054476,3,1,5,2,4,5,1
38426,3,7,,3,2,3,1971,2,7,,10,,2,,9,3,,27,1,1,1,0,0.4606054476,3,1,2,1,3,7,1
38431,1,7,,3,1,1,1934,1,4,,,,15,2,2,1,,64,4,1,1,0,0.4765979956,2,1,6,3,5,7,1
38431,2,7,,3,2,2,1941,1,2,,,,8,,4,2,,57,4,1,1,0,0.4765979956,2,1,5,2,4,7,1
38431,3,7,,3,2,3,1971,2,7,,10,,11,,,3,,27,1,1,1,0,0.4765979956,2,0,7,3,5,7,1
38440,1,6,,4,1,1,1945,1,5,3,,,3,,9,1,,53,4,2,1,0,0.4589477926,3,1,2,1,3,6,1
38440,2,6,,4,2,2,1942,1,3,,,,13,,,2,,56,4,2,1,0,0.4589477926,3,0,7,3,5,,
38440,3,6,,4,1,3,1978,2,3,,,,19,,,3,,20,1,2,1,0,0.4589477926,3,1,7,3,5,6,1
38440,4,6,,4,2,3,1980,2,3,,,,17,,,4,,18,1,2,1,0,0.4589477926,3,1,7,3,5,6,1
38442,1,6,,5,1,1,1944,1,3,,,,1,,2,1,,54,4,2,1,0,0.4081613467,4,1,1,1,2,6,1
38442,2,6,,5,2,2,1950,1,2,,,,1,,9,2,,48,3,2,1,0,0.4081613467,4,1,1,1,3,6,1
38442,3,6,,5,2,6,1974,2,5,3,,,1,,2,3,,24,1,2,1,0,0.4081613467,4,1,1,1,2,6,1
38442,4,6,,5,2,3,1984,2,3,,,,17,,,4,,14,1,2,1,0,0.4081613467,4,0,7,3,5,6,1
38442,5,6,,5,2,4,1914,4,2,,,,16,,,5,,84,5,2,1,0,0.4081613467,4,1,6,3,5,6,1
38449,1,6,,2,1,1,1930,1,3,,,,15,2,4,1,,68,5,2,1,1,0.1060256602,2,1,6,3,5,6,1
38449,2,6,,2,2,2,1938,1,3,,,,16,,,2,,60,4,2,1,1,0.1060256602,2,1,6,3,5,6,1
38453,1,3,,3,1,1,1934,1,5,2,,,15,4,6,1,,64,4,1,1,3,0.6527494555,2,1,6,3,5,11,2
38453,2,3,,3,2,2,1946,1,3,,,,13,,,2,,52,4,1,1,3,0.6527494555,2,0,7,3,5,11,2
38453,3,3,,3,1,3,1973,2,5,2,,,2,,6,3,,25,1,1,1,3,0.6527494555,2,1,2,1,4,11,2
38469,1,3,,5,2,1,1945,1,5,5,,,15,4,9,1,,53,4,1,1,3,0.6725507655,2,1,6,3,5,3,1
38469,2,3,,5,1,2,1943,1,5,3,,,5,,2,2,,55,4,1,1,3,0.6725507655,2,1,3,1,2,8,1
38469,3,3,,5,1,3,1971,2,5,2,,,17,,,3,,27,1,1,1,3,0.6725507655,2,0,7,3,5,3,1
38469,4,3,,5,2,3,1973,2,5,3,,,17,,,4,,25,1,1,1,3,0.6725507655,2,0,7,3,5,3,1
38469,5,3,,5,2,3,1979,2,5,3,,,17,,,5,,19,1,1,1,3,0.6725507655,2,0,7,3,5,3,1
38473,1,3,,1,2,1,1941,3,3,,,,15,4,9,1,,57,4,1,1,3,0.7848743846,1,1,6,3,5,3,1
38475,1,3,,4,1,1,1948,1,5,3,,,2,,9,1,,50,3,1,1,3,0.6155087354,2,1,2,1,3,12,2
38475,2,3,,4,2,2,1949,1,7,,9,,2,,9,2,,49,3,1,1,3,0.6155087354,2,1,2,1,3,3,1
38475,3,3,,4,1,3,1980,2,3,,,,17,,,3,,18,1,1,1,3,0.6155087354,2,0,7,3,5,3,1
38475,4,3,,4,1,3,1985,2,2,,,,17,,,4,,13,1,1,1,3,0.6155087354,2,0,7,3,5,3,1
38481,1,8,,1,2,1,1924,4,2,,,,15,1,2,1,,74,5,2,1,1,0.2870672443,1,1,6,3,5,8,1
38489,1,8,,3,1,1,1960,1,3,,,,2,,2,1,,38,2,2,1,1,0.227753226,2,1,2,1,2,3,1
38489,2,8,,3,2,2,1961,1,3,,,,1,,2,2,,37,2,2,1,1,0.227753226,2,1,1,1,2,8,1
38489,3,8,,3,1,3,1983,2,3,,,,17,,,3,,15,1,2,1,1,0.227753226,2,0,7,3,5,8,1
38493,1,8,,3,1,1,1937,1,5,2,,,15,4,9,1,,61,4,2,1,1,0.1858075333,3,1,6,3,5,8,1
38493,2,8,,3,2,2,1939,1,5,5,,,15,3,9,2,,59,4,2,1,1,0.1858075333,3,1,6,3,5,8,1
38493,3,8,,3,1,3,1965,2,5,3,,,2,,6,3,,33,2,2,1,1,0.1858075333,3,1,2,1,4,8,1
38495,1,8,,4,1,1,1952,1,5,2,,,2,,2,1,,46,3,2,1,1,0.2303075451,2,1,2,1,2,8,1
38495,2,8,,4,2,2,1954,1,5,5,,,3,,9,2,,44,3,2,1,1,0.2303075451,2,1,2,1,3,3,1
38495,3,8,,4,2,3,1978,2,5,3,,,17,,,3,,20,1,2,1,1,0.2303075451,2,0,7,3,5,8,1
38495,4,8,,4,1,3,1983,2,3,,,,17,,,4,,15,1,2,1,1,0.2303075451,2,0,7,3,5,8,1
38496,1,8,,3,1,1,1940,1,2,,,,15,1,4,1,,58,4,2,1,1,0.2227952004,2,1,6,3,5,8,1
38496,2,8,,3,2,2,1944,1,1,,,,13,,,2,,54,4,2,1,1,0.2227952004,2,0,7,3,5,16,3
38496,3,8,,3,1,3,1977,2,3,,,,1,,7,3,,21,1,2,1,1,0.2227952004,2,1,1,1,4,8,1
38499,1,8,,2,1,1,1925,1,2,,,,15,1,3,1,,73,5,2,1,1,0.2858591399,2,1,6,3,5,8,1
38499,2,8,,2,2,2,1933,1,2,,,,15,1,1,2,,65,4,2,1,1,0.2858591399,2,1,6,3,5,8,1
38510,1,9,,2,2,1,1932,4,2,,,,15,1,2,1,,66,5,3,2,2,1.0585205419,2,1,6,3,5,9,2
38510,2,9,,2,2,5,1933,4,2,,,,15,1,1,2,,65,4,3,2,2,1.0585205419,2,1,6,3,5,9,2
38524,1,9,,3,1,1,1935,1,2,,,,15,1,4,1,,63,4,3,2,2,0.2986128638,3,1,6,3,5,18,3
38524,2,9,,3,2,2,1938,1,2,,,,15,1,4,2,,60,4,3,2,2,0.2986128638,3,1,6,3,5,12,2
38524,3,9,,3,1,3,1975,2,3,,,,1,,2,3,,23,1,3,2,2,0.2986128638,3,1,1,1,2,10,2
38525,1,9,,4,1,1,1948,1,5,1,,,2,,9,1,,50,3,3,2,2,0.3424476652,2,1,2,1,3,10,2
38525,2,9,,4,2,2,1952,1,2,,,,13,,,2,,46,3,3,2,2,0.3424476652,2,0,7,3,5,10,2
38525,3,9,,4,2,3,1974,2,5,4,,,1,,2,3,,24,1,3,2,2,0.3424476652,2,1,1,1,2,9,2
38525,4,9,,4,1,3,1983,2,3,,,,17,,,4,,15,1,3,2,2,0.3424476652,2,0,7,3,5,9,2
38530,1,9,,3,1,1,1948,3,6,,10,,5,,9,1,,50,3,3,2,2,0.3028731362,3,1,3,1,3,19,3
38530,2,9,,3,2,4,1921,4,2,,,,15,2,1,2,,77,5,3,2,2,0.3028731362,3,1,6,3,5,19,3
38530,3,9,,3,1,5,1939,2,2,,,,16,,,3,,59,4,3,2,2,0.3028731362,3,1,6,3,5,19,3
38552,1,9,,5,2,1,1948,1,3,,,,13,,,2,,50,3,3,2,2,0.2941025775,3,1,7,3,5,9,2
38552,2,9,,5,1,2,1943,1,5,5,,,1,,5,1,,55,4,3,2,2,0.2941025775,3,1,1,1,4,9,2
38552,3,9,,5,1,3,1979,2,5,3,,,11,,,3,,19,1,3,2,2,0.2941025775,3,0,7,3,5,9,2
38552,4,9,,5,2,3,1985,2,2,,,,17,,,4,,13,1,3,2,2,0.2941025775,3,0,7,3,5,9,2
38552,5,9,,5,2,4,1919,4,2,,,,15,1,2,6,,79,5,3,2,2,0.2941025775,3,1,6,3,5,9,2
38554,1,9,,5,1,1,1925,1,1,,,,15,1,3,1,,73,5,3,2,2,0.2492276624,3,1,6,3,5,10,2
38554,2,9,,5,2,2,1945,1,2,,,,13,,,2,,53,4,3,2,2,0.2492276624,3,0,7,3,5,14,3
38554,3,9,,5,1,3,1967,1,3,,,,1,,2,3,,31,2,3,2,2,0.2492276624,3,1,1,1,2,9,2
38554,4,9,,5,2,5,1974,1,3,,,,1,,2,4,,24,1,3,2,2,0.2492276624,3,1,1,1,2,9,2
38554,5,9,,5,1,5,1996,2,1,,,96,18,,,,2,2,1,3,2,2,0.2492276624,3,0,7,3,5,9,2
38558,1,11,,4,1,1,1948,1,4,,,,6,,4,1,,50,3,3,2,1,0.1614192764,2,1,4,2,4,11,2
38558,2,11,,4,2,2,1947,1,5,2,,,2,,6,2,,51,4,3,2,1,0.1614192764,2,1,2,1,4,11,2
38558,3,11,,4,1,3,1975,2,5,2,,,17,,,3,,23,1,3,2,1,0.1614192764,2,0,7,3,5,11,2
38558,4,11,,4,2,3,1979,2,5,2,,,11,,,4,,19,1,3,2,1,0.1614192764,2,0,7,3,5,11,2
38567,1,11,,2,1,1,1937,1,2,,,,15,1,2,1,,61,4,3,2,1,0.2353218345,2,1,6,3,5,11,2
38567,2,11,,2,2,2,1941,1,2,,,,15,1,2,2,,57,4,3,2,1,0.2353218345,2,1,6,3,5,11,2
38568,1,11,,3,1,1,1938,1,5,2,,,8,,9,1,,60,4,3,2,1,0.2347259468,3,1,5,2,3,11,2
38568,2,11,,3,2,2,1942,1,2,,,,15,1,2,2,,56,4,3,2,1,0.2347259468,3,1,6,3,5,11,2
38568,3,11,,3,2,4,1911,4,1,,,,16,,,,,87,5,3,2,1,0.2347259468,3,1,6,3,5,11,2
38572,1,11,,4,1,1,1948,1,5,2,,,2,,9,1,,50,3,3,2,2,0.5130523744,2,1,2,1,3,11,2
38572,2,11,,4,2,2,1949,1,5,2,,,2,,7,2,,49,3,3,2,2,0.5130523744,2,1,2,1,4,11,2
38572,3,11,,4,2,3,1975,2,5,2,,,17,,,3,,23,1,3,2,2,0.5130523744,2,0,7,3,5,11,2
38572,4,11,,4,1,3,1983,2,3,,,,17,,,4,,15,1,3,2,2,0.5130523744,2,0,7,3,5,11,2
38587,1,9,,4,2,1,1960,1,5,2,,,2,,9,2,,38,2,3,2,2,0.4294172146,2,1,2,1,3,9,2
38587,2,9,,4,1,2,1955,1,5,2,,,6,,7,1,,43,3,3,2,2,0.4294172146,2,1,4,2,4,15,3
38587,3,9,,4,1,3,1987,2,2,,,,17,,,3,,11,1,3,2,2,0.4294172146,2,0,7,3,5,9,2
38587,4,9,,4,2,3,1991,2,1,,,,17,,,4,,7,1,3,2,2,0.4294172146,2,0,7,3,5,9,2
38630,1,7,,1,2,1,1910,4,2,,,,15,1,8,1,,88,5,1,1,3,0.9212948146,1,1,6,3,5,7,1
38701,1,7,,2,1,1,1937,2,3,,,,8,,1,1,,61,4,1,1,0,0.4855999696,2,1,5,2,1,7,1
38701,2,7,,2,2,4,1911,4,2,,,,15,8,1,2,,87,5,1,1,0,0.4855999696,2,1,6,3,5,1,1
38707,1,7,,2,1,1,1916,1,1,,,,15,8,1,1,,82,5,1,1,0,0.7497727207,2,1,6,3,5,13,3
38707,2,7,,2,2,2,1924,1,1,,,,15,8,1,2,,74,5,1,1,0,0.7497727207,2,1,6,3,5,13,3
38708,1,7,,2,1,1,1937,3,5,2,,,5,,9,1,,61,4,1,1,0,0.4605648332,1,1,3,1,3,7,1
38708,2,7,,2,2,3,1974,2,5,4,,,17,,,2,,24,1,1,1,0,0.4605648332,1,0,7,3,5,7,1
38709,1,7,,2,1,1,1930,1,5,2,,,15,3,9,1,,68,5,1,1,0,0.4853412026,2,1,6,3,5,12,2
38709,2,7,,2,2,2,1935,1,2,,,,8,,4,2,,63,4,1,1,0,0.4853412026,2,1,5,2,4,7,1
38712,1,7,,2,1,1,1936,1,3,,,,8,,6,1,,62,4,1,1,0,0.6085790748,2,1,5,2,4,7,1
38712,2,7,,2,2,2,1939,1,5,2,,,15,2,9,2,,59,4,1,1,0,0.6085790748,2,1,6,3,5,7,1
38726,1,3,,4,1,1,1965,1,7,,6,,4,,2,1,,33,2,1,1,3,0.7534699602,2,1,3,1,2,3,1
38726,2,3,,4,2,2,1966,1,7,,6,,4,,2,2,,32,2,1,1,3,0.7534699602,2,1,3,1,2,3,1
38726,3,3,,4,2,3,1996,2,1,,,96,18,,,,2,2,1,1,1,3,0.7534699602,2,0,7,3,5,3,1
38726,4,3,,4,2,3,1998,2,1,,,98,18,,,,2,0,1,1,1,3,0.7534699602,2,0,7,3,5,3,1
38739,1,3,,3,2,1,1946,1,3,,,,13,,,1,,52,4,1,1,3,0.8162874069,3,1,7,3,5,5,1
38739,2,3,,3,1,2,1948,1,3,,,,2,,4,2,,50,3,1,1,3,0.8162874069,3,1,2,1,4,3,1
38739,3,3,,3,1,3,1977,2,5,1,,,1,,7,3,,21,1,1,1,3,0.8162874069,3,1,1,1,4,3,1
38754,1,3,,2,2,1,1940,1,2,,,,15,2,4,1,,58,4,1,1,3,0.5716189316,2,1,6,3,5,3,1
38754,2,3,,2,1,2,1939,1,2,,,,8,,3,2,,59,4,1,1,3,0.5716189316,2,1,5,2,2,3,1
38770,1,19,,3,1,1,1933,1,5,2,,,7,,3,1,,65,4,5,3,2,0.822257594,2,1,4,2,2,19,3
38770,2,19,,3,2,2,1933,1,5,3,,,13,,1,2,,65,4,5,3,2,0.822257594,2,0,7,3,5,19,3
38770,3,19,,3,1,3,1960,3,7,,4,,3,,9,3,,38,2,5,3,2,0.822257594,2,1,2,1,3,19,3
38774,1,1,,2,1,1,1935,1,3,,,,1,,4,1,,63,4,1,1,2,0.4741756831,2,1,1,1,4,1,1
38774,2,1,,2,2,2,1941,1,3,,,,1,,4,2,,57,4,1,1,2,0.4741756831,2,1,1,1,4,1,1
38797,1,3,,1,2,1,1938,4,2,,,,16,,,1,,60,4,1,1,1,1.1512600776,1,1,6,3,5,3,1
38800,1,3,,1,2,1,1939,2,7,,9,,3,,9,1,,59,4,1,1,1,1.0513310539,1,1,2,1,3,3,1
38812,1,5,,2,2,1,1951,3,2,,,,1,,8,1,,47,3,2,1,1,0.6095309434,2,1,1,1,4,16,3
38812,2,5,,2,1,3,1969,2,3,,,,1,,8,2,,29,1,2,1,1,0.6095309434,2,1,1,1,4,1,1
38829,1,4,,3,1,1,1943,1,3,,,,8,,7,2,,55,4,2,1,2,1.2743906235,1,1,5,2,4,4,1
38829,2,4,,3,2,2,1946,1,3,,,,13,,,3,,52,4,2,1,2,1.2743906235,1,0,7,3,5,4,1
38829,3,4,,3,1,3,1972,2,5,2,,,17,,,4,,26,1,2,1,2,1.2743906235,1,0,7,3,5,4,1
38841,1,12,,4,1,1,1952,1,3,,,,1,,5,1,,46,3,3,2,2,0.285870459,1,1,1,1,4,11,2
38841,2,12,,4,2,2,1957,1,3,,,,13,,,2,,41,3,3,2,2,0.285870459,1,0,7,3,5,12,2
38841,3,12,,4,2,3,1978,2,5,3,,,17,,,3,,20,1,3,2,2,0.285870459,1,0,7,3,5,12,2
38841,4,12,,4,1,3,1980,2,5,3,,,17,,,4,,18,1,3,2,2,0.285870459,1,0,7,3,5,12,2
38844,1,12,,2,1,1,1912,1,3,,,,15,2,5,1,,86,5,3,2,3,1.8502537258,1,1,6,3,5,12,2
38844,2,12,,2,2,2,1920,1,4,,,,13,,,2,,78,5,3,2,3,1.8502537258,1,0,7,3,5,12,2
38860,1,12,,4,1,1,1948,1,3,,,,8,,4,1,,50,3,3,2,2,0.2892177537,2,1,5,2,4,12,2
38860,2,12,,4,2,2,1951,1,2,,,,8,,4,2,,47,3,3,2,2,0.2892177537,2,1,5,2,4,12,2
38860,3,12,,4,1,3,1977,2,3,,,,11,,,3,,21,1,3,2,2,0.2892177537,2,0,7,3,5,12,2
38860,4,12,,4,2,3,1984,2,3,,,,17,,,4,,14,1,3,2,2,0.2892177537,2,0,7,3,5,12,2
38869,1,13,,3,1,1,1970,1,3,,,,1,,3,1,,28,1,4,3,2,0.3475668452,1,1,1,1,2,13,3
38869,2,13,,3,2,2,1973,1,3,,,,12,1,2,2,,25,1,4,3,2,0.3475668452,1,0,7,3,5,13,3
38869,3,13,,3,2,3,1997,2,1,,,97,18,,,,2,1,1,4,3,2,0.3475668452,1,0,7,3,5,13,3
38871,1,13,,1,2,1,1928,4,2,,,98,13,,,,2,70,5,4,3,2,0.3002653675,1,1,7,3,5,13,3
38873,1,13,,5,1,1,1940,1,5,2,,,7,,2,1,,58,4,4,3,2,0.2495770936,2,1,4,2,2,13,3
38873,2,13,,5,2,2,1946,1,5,5,,,3,,9,2,,52,4,4,3,2,0.2495770936,2,1,2,1,3,13,3
38873,3,13,,5,1,3,1969,2,5,3,,,17,,,3,,29,1,4,3,2,0.2495770936,2,0,7,3,5,13,3
38873,4,13,,5,1,3,1971,2,5,3,,,17,,,4,,27,1,4,3,2,0.2495770936,2,0,7,3,5,13,3
38873,5,13,,5,2,3,1974,2,5,3,,,17,,,5,,24,1,4,3,2,0.2495770936,2,0,7,3,5,13,3
38877,1,13,,3,1,1,1947,1,5,2,,,2,,10,1,,51,4,4,3,2,0.2665073505,2,1,2,1,4,13,3
38877,2,13,,3,2,2,1951,1,5,2,,,13,,,2,,47,3,4,3,2,0.2665073505,2,0,7,3,5,13,3
38877,3,13,,3,1,3,1974,2,5,2,,,1,,2,3,,24,1,4,3,2,0.2665073505,2,1,1,1,2,13,3
38880,1,13,,4,1,1,1953,1,5,5,,,2,,9,1,,45,3,4,3,2,0.2030457484,2,1,2,1,3,13,3
38880,2,13,,4,2,2,1956,1,7,,9,,2,,9,2,,42,3,4,3,2,0.2030457484,2,1,2,1,3,13,3
38880,3,13,,4,1,3,1980,2,3,,,,17,,,3,,18,1,4,3,2,0.2030457484,2,0,7,3,5,13,3
38880,4,13,,4,2,3,1986,2,2,,,,17,,,4,,12,1,4,3,2,0.2030457484,2,0,7,3,5,13,3
38885,1,13,,4,1,1,1944,1,4,,,,15,,,1,,54,4,4,3,2,0.1409222999,2,1,6,3,5,13,3
38885,2,13,,4,2,2,1951,1,3,,,,7,,4,2,,47,3,4,3,2,0.1409222999,2,1,4,2,4,13,3
38885,3,13,,4,1,3,1974,2,5,2,,,17,,,3,,24,1,4,3,2,0.1409222999,2,0,7,3,5,13,3
38885,4,13,,4,2,3,1984,2,3,,,,17,,,4,,14,1,4,3,2,0.1409222999,2,0,7,3,5,13,3
38901,1,20,,2,1,1,1940,1,2,,,,15,2,9,1,,58,4,5,3,0,0.6644627968,1,1,6,3,5,20,3
38901,2,20,,2,2,2,1943,1,2,,,,13,,,2,,55,4,5,3,0,0.6644627968,1,0,7,3,5,20,3
38902,1,20,,1,1,1,1914,4,2,,,,15,1,1,1,,84,5,5,3,0,1.157693116,1,1,6,3,5,20,3
38903,1,20,,4,1,1,1932,1,2,,,,15,1,3,1,,66,5,5,3,0,0.83821105,2,1,6,3,5,20,3
38903,2,20,,4,2,2,1933,1,1,,,,13,,,2,,65,4,5,3,0,0.83821105,2,0,7,3,5,20,3
38903,3,20,,4,2,3,1966,2,3,,,97,8,,7,,2,32,2,5,3,0,0.83821105,2,1,5,2,4,20,3
38903,4,20,,4,2,3,1968,2,3,,,,11,,,5,,30,1,5,3,0,0.83821105,2,0,7,3,5,20,3
38905,1,20,,3,2,1,1963,1,3,,,,12,1,1,2,,35,2,5,3,0,0.9898238371,2,1,7,3,5,20,3
38905,2,20,,3,1,2,1958,1,2,,,,1,,3,1,,40,2,5,3,0,0.9898238371,2,1,1,1,2,20,3
38905,3,20,,3,1,3,1984,2,3,,,,17,,,3,,14,1,5,3,0,0.9898238371,2,0,7,3,5,20,3
38906,1,20,,3,1,1,1958,1,5,2,,,1,,2,1,,40,2,5,3,0,0.6802206461,2,1,1,1,2,20,3
38906,2,20,,3,2,2,1961,1,5,2,,,2,,9,2,,37,2,5,3,0,0.6802206461,2,1,2,1,3,20,3
38906,3,20,,3,1,3,1984,2,3,,,,17,,,3,,14,1,5,3,0,0.6802206461,2,0,7,3,5,20,3
38909,1,20,,2,2,1,1960,2,5,2,,,3,,9,2,,38,2,5,3,0,0.8364478757,2,1,2,1,3,20,3
38909,2,20,,2,1,4,1917,4,2,,,,15,1,9,1,,81,5,5,3,0,0.8364478757,2,1,6,3,5,20,3
38910,1,20,,1,2,1,1922,4,1,,,98,16,,,,2,76,5,5,3,1,0.4898075809,1,1,6,3,5,20,3
