NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YM3,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
50812,60108,55000,52000,3000,4800,0,0,0,4800,0,0,4800,0,0,0,0,308,0,0,0,308,308,0,0,0
50818,35606.211892,0,0,0,0,0,0,0,0,0,0,0,20991.669112,21000,8.330887851,0,14614.54278,14400,0,14400,214.54277972,214.54277972,0,0,0
50819,41570.503516,15000,15000,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,7070.5035158,0,0,0,7070.5035158,2970.5035158,4100,0,0
50853,25247.139606,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,5747.1396062,4800,0,4800,947.13960618,947.13960618,0,0,0
50868,27914.684642,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,7114.6846419,6000,0,6000,1114.6846419,1114.6846419,0,0,0
50874,44254.007744,27000,27000,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,5254.0077441,4800,0,4800,454.0077441,454.0077441,0,0,0
50913,23182.790501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23182.790501,14100,4500,9600,9082.7905006,9082.7905006,0,0,0
50914,35428.678174,0,0,0,0,0,0,0,0,0,0,0,35000,45000,10000,0,428.67817437,0,0,0,428.67817437,428.67817437,0,0,0
50926,20444.885576,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,944.88557555,0,0,0,944.88557555,944.88557555,0,0,0
50941,20004.137634,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,4404.1376341,3600,0,3600,804.13763408,804.13763408,0,0,0
50942,69694.005534,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,9694.0055335,8700,300,8400,994.00553353,994.00553353,0,0,0
50993,10700,0,0,0,6500,0,0,0,6500,0,0,6500,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
50999,12854,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,3754,3600,0,3600,154,154,0,0,0
51000,9244,3500,3500,0,0,0,0,0,0,0,0,0,3900,4000,100,0,1844,1800,0,1800,44,44,0,0,0
51001,13867.601662,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,6067.6016616,6067.6016616,0,6067.6016616,0,0,0,0,0
51013,69398,62000,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,7398,7200,0,7200,198,198,0,0,0
51051,16000,0,0,0,11284,11284,11284,0,0,0,0,0,0,0,0,0,4716,4100,0,4100,616,616,0,0,0
51052,10618.69253,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,3618.69253,3000,0,3000,618.69253005,618.69253005,0,0,0
51054,31864,0,0,0,7280,7280,7280,0,0,0,0,0,10000,10000,0,0,14584,14600,0,14600,-16,1584,0,0,1600
51055,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
51056,17840,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,4840,4400,0,4400,440,440,0,0,0
51057,29480,0,0,0,23140,23140,23140,0,0,0,0,0,0,0,0,0,6340,6700,0,6700,-360,440,0,0,800
51058,28200,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
51059,21573.122022,12000,12000,0,6000,0,0,0,6000,0,0,6000,0,0,0,0,3573.122022,2716.5384716,0,2716.5384716,856.58355044,856.58355044,0,0,0
51063,98620,84000,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,14620,14400,0,14400,220,220,0,0,0
51066,68258.271938,0,0,0,29458,29458,29458,0,0,0,0,0,30000,30000,0,0,8800.2719381,6000,0,6000,2800.2719381,920.27193808,0,1880,0
51070,52409,0,0,0,39365,39365,31365,8000,0,0,0,0,7000,10000,3000,0,6044,6000,0,6000,44,44,0,0,0
51072,11500,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0
51078,34522,31000,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,6000,0,6000,-2478,88,0,1034,3600
51089,78981.574746,36800,35000,1800,28470,28470,28470,0,0,0,0,0,0,0,0,0,13711.574746,11400,0,11400,2311.5747462,2311.5747462,0,0,0
51094,62598,24220,22620,1600,35750,35750,35750,0,0,0,0,0,0,0,0,0,2628,0,0,0,2628,748,0,1880,0
51148,28422.438322,18000,18000,0,9300,9300,9300,0,0,0,0,0,0,0,0,0,1122.4383221,1107.9867047,0,1107.9867047,14.451617418,14.451617418,0,0,0
51153,23100,0,0,0,19200,19200,19200,0,0,0,0,0,0,0,0,0,3900,3900,0,3900,0,0,0,0,0
51185,69565.205649,61000,57000,4000,0,0,0,0,0,0,0,0,0,0,0,0,8565.205649,8400,0,8400,165.20564903,165.20564903,0,0,0
51186,37632,37500,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,132,132,0,0,0
51193,69704,53000,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,16704,17600,0,17600,-896,704,0,0,1600
51199,61248,11000,11000,0,12220,12220,12220,0,0,0,0,0,30000,0,0,30000,8028,7200,0,7200,828,264,0,564,0
51201,79033.113487,0,0,0,24830,24830,24830,0,0,0,0,0,34000,0,0,34000,20203.113487,20200.121487,2000.1214871,18200,2.992,2.992,0,0,0
51210,16108,0,0,0,12090,12090,12090,0,0,0,0,0,0,0,0,0,4018,3600,0,3600,418,418,0,0,0
51297,29376,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,8576,8400,0,8400,176,176,0,0,0
51298,27400,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,14400,14400,0,14400,0,0,0,0,0
51314,42438,4000,4000,0,27000,27000,27000,0,0,0,0,0,0,0,0,0,11438,9600,0,9600,1838,198,1640,0,0
51351,73808.8,38000,38000,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,8508.8,6000,0,6000,2508.8,264,2132,112.8,0
51352,45740,40500,40000,500,0,0,0,0,0,0,0,0,0,0,0,0,5240,4800,0,4800,440,440,0,0,0
51355,35979.523325,0,0,0,18122,18122,18122,0,0,0,0,0,0,0,0,0,17857.523325,12400,0,12400,5457.5233255,840.31409894,4617.2092265,0,0
51363,40953.607744,0,0,0,33800,33800,20800,13000,0,0,0,0,0,0,0,0,7153.6077439,4200,0,4200,2953.6077439,697.60774387,0,2256,0
51364,92309.646543,0,0,0,0,0,0,0,0,0,0,0,44409.646543,0,0,44409.646543,47900,39700,15000,24700,8200,2596,4100,1504,0
51366,41546.720116,18000,18000,0,14883.093589,14883.093589,14883.093589,0,0,0,0,0,0,0,0,0,8663.6265269,6000,0,6000,2663.6265269,2663.6265269,0,0,0
51381,45373.865256,40200,39000,1200,3600,3600,3600,0,0,0,0,0,0,0,0,0,1573.8652563,800,0,800,773.86525632,773.86525632,0,0,0
51386,116041.36206,0,0,0,92300,92300,92300,0,0,0,0,0,0,0,0,0,23741.362056,4150,0,4150,19591.362056,791.36205557,0,18800,0
51388,74250,26000,26000,0,14300,14300,14300,0,0,0,0,0,22000,22000,0,0,11950,9650,0,9650,2300,660,1640,0,0
51389,53803.568477,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,27803.568477,24000,0,24000,3803.5684773,993.86452317,0,2809.7039541,0
51392,104722.56999,40200,40000,200,48140,48140,48140,0,0,0,0,0,0,0,0,0,16382.569995,14200,0,14200,2182.5699947,1900.5699947,0,282,0
51394,54242.236943,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,8242.2369428,5300,0,5300,2942.2369428,2942.2369428,0,0,0
51399,173426,115000,103000,12000,15530,14430,14430,0,1100,1100,0,0,0,0,0,0,42896,19400,6000,13400,23496,1056,0,24440,2000
51412,75760,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,20760,18000,0,18000,2760,880,0,1880,0
51420,57017.051196,23000,23000,0,0,0,0,0,0,0,0,0,24000,24000,0,0,10017.051196,9600,0,9600,417.0511956,417.0511956,0,0,0
51438,18504.680496,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,304.68049596,0,0,0,304.68049596,624.68049596,0,0,320
51444,38940,38720,38000,720,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,220,220,0,0,0
51467,27786.75845,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,6986.7584502,6100,0,6100,886.75845016,886.75845016,0,0,0
51479,39199.142134,37700,37700,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.1421338,0,0,0,1499.1421338,1499.1421338,0,0,0
51523,62996.399909,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,12996.399909,12000,0,12000,996.39990859,2116.3999086,0,0,1120
51525,24690.572616,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,1290.5726155,0,0,0,1290.5726155,0,0,1290.5726155,0
51544,25830.355304,4000,4000,0,2500,0,0,0,2500,2500,0,0,13000,20000,7000,0,6330.3553041,6000,0,6000,330.35530407,330.35530407,0,0,0
51545,53312.650685,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,17312.650685,14400,0,14400,2912.6506847,0,0,2912.6506847,0
51562,43171.625878,0,0,0,32800,25300,25300,0,7500,7500,0,0,0,0,0,0,10371.625878,9600,0,9600,771.62587752,771.62587752,0,0,0
51619,27945.6,20000,20000,0,2700,0,0,0,2700,0,0,2700,0,0,0,0,5245.6,6000,0,6000,-754.4,88,0,0,842.4
51620,47024,0,0,0,0,0,0,0,0,0,0,0,23000,28000,5000,0,24024,20500,4800,15700,3524,704,0,2820,0
51624,56600,50600,48600,2000,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
51639,193045.69169,0,0,0,32500,32500,32500,0,0,0,0,0,120000,0,0,120000,40545.691692,37000,0,37000,3545.6916915,3545.6916915,0,0,0
51651,105690.06016,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,53690.060162,34200,12600,21600,19490.060162,1006.8257419,0,18483.23442,0
51714,27683.052457,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,683.05245726,0,0,0,683.05245726,683.05245726,0,0,0
51719,128049.74676,0,0,0,75400,75400,75400,0,0,0,0,0,0,0,0,0,52649.746759,24600,0,24600,28049.746759,2343.8952314,2778.8205523,22927.030975,0
51733,149569.0099,46000,46000,0,25480,25480,25480,0,0,0,0,0,0,0,0,0,78089.009898,30000,0,30000,48089.009898,4312,4100,41277.009898,1600
51737,81372.980967,34500,34500,0,16200,16200,16200,0,0,0,0,0,5918.980967,6000,81.019033042,0,24754,24050,0,24050,704,704,0,0,0
51739,146942,107000,107000,0,0,0,0,0,0,0,0,0,0,0,0,0,39942,18000,0,18000,21942,792,0,21150,0
51740,86476,20000,20000,0,0,0,0,0,0,0,0,0,50000,60000,10000,0,16476,12000,0,12000,4476,836,820,2820,0
51748,36110,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,12110,12000,0,12000,110,110,0,0,0
51761,30400,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,9600,9600,0,9600,0,0,0,0,0
51765,47092,0,0,0,30550,30550,30550,0,0,0,0,0,0,0,0,0,16542,9600,0,9600,6942,792,6150,0,0
51766,117584.62265,35000,35000,0,7500,0,0,0,7500,0,0,7500,51000,51000,0,0,24084.622651,14400,0,14400,9684.6226514,122.62265135,820,8742,0
51773,80560.456597,43000,43000,0,0,0,0,0,0,0,0,0,24449.58732,24449.58732,0,0,13110.869278,12000,0,12000,1110.8692776,1110.8692776,0,0,0
51781,68841.064096,30000,30000,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,18041.064096,13600,0,13600,4441.0640962,2494.7502604,0,1946.3138358,0
51792,13059.036227,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,59.036227261,0,0,0,59.036227261,59.036227261,0,0,0
51794,46324.113682,36200,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,10124.113682,21600,0,21600,-11475.88632,524.11368172,0,0,12000
51811,17244,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,7244,7200,0,7200,44,44,0,0,0
51818,57028,28000,28000,0,28500,19500,9750,9750,9000,9000,0,0,0,0,0,0,528,0,0,0,528,528,0,0,0
51819,56300,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,30300,24000,0,24000,6300,660,0,5640,0
51833,50052,28000,28000,0,21200,20800,20800,0,400,400,0,0,0,0,0,0,852,500,0,500,352,352,0,0,0
51837,73953.547423,63000,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,10953.547423,10800,0,10800,153.54742297,513.54742297,0,0,360
51847,333233.89727,0,0,0,55900,55900,55900,0,0,0,0,0,0,0,0,0,277333.89727,20400,6000,14400,256933.89727,880,4920,251133.89727,0
51867,13800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
51870,56522.644228,0,0,0,0,0,0,0,0,0,0,0,25000,35000,10000,0,31522.644228,21600,0,21600,9922.6442284,9922.6442284,0,0,0
51881,474866.64798,0,0,0,0,0,0,0,0,0,0,0,58000,70000,12000,0,416866.64798,291000,15000,276000,125866.64798,125866.64798,0,0,0
51891,28260,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,12660,12000,0,12000,660,660,0,0,0
51895,38754.496052,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,7554.4960522,8400,0,8400,-845.5039478,114.49605217,0,0,960
51900,72666.807608,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,40166.807608,30000,0,30000,10166.807608,10166.807608,0,0,0
51908,39352,26000,26000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,352,0,0,0,352,352,0,0,0
51955,84742.109832,0,0,0,-20000,0,0,0,-20000,0,0,-20000,80000,40000,0,40000,24742.109832,9600,0,9600,15142.109832,4400,5547.4596087,5194.6502229,0
51967,44750.884245,0,0,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,10950.884245,7200,0,7200,3750.8842452,1185.8419383,2565.0423069,0,0
52001,70723.44628,49000,49000,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,3723.4462803,3000,0,3000,723.44628026,723.44628026,0,0,0
52003,47815.691186,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,15315.691186,6200,0,6200,9115.6911862,3572.8,5542.8911862,0,0
52018,19640,0,0,0,14400,14400,14400,0,0,0,0,0,0,0,0,0,5240,4800,0,4800,440,440,0,0,0
52031,13244,0,0,0,13200,13200,13200,0,0,0,0,0,0,0,0,0,44,0,0,0,44,44,0,0,0
52047,43060,0,0,0,36240,36240,36240,0,0,0,0,0,0,0,0,0,6820,6000,0,6000,820,0,820,0,0
52050,30310,0,0,0,24600,24600,24600,0,0,0,0,0,0,0,0,0,5710,5050,0,5050,660,660,0,0,0
52064,60000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52082,27800,17000,17000,0,10800,10800,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52087,54290,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,2290,880,0,1410,0
52089,21536.424815,0,0,0,18600,18600,18600,0,0,0,0,0,0,0,0,0,2936.4248153,2056.4248153,0,2056.4248153,880,880,0,0,0
52110,45966.710502,0,0,0,0,0,0,0,0,0,0,0,40000,40000,0,0,5966.7105017,5400,0,5400,566.71050168,566.71050168,0,0,0
52135,23081.8,0,0,0,18785,18785,18785,0,0,0,0,0,0,0,0,0,4296.8,4200,0,4200,96.8,96.8,0,0,0
52137,13570,7500,7500,0,2700,0,0,0,2700,2700,0,0,0,0,0,0,3370,3150,0,3150,220,220,0,0,0
52194,28000,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
52197,21820,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,12220,12000,0,12000,220,220,0,0,0
52234,123189.97899,95000,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,28189.97899,26300,12000,14300,1889.9789904,1889.9789904,0,0,0
52236,43258.348083,28000,28000,0,3480,3480,3480,0,0,0,0,0,0,0,0,0,11778.348083,6000,0,6000,5778.3480832,1078.3480832,0,4700,0
52265,-3392,0,0,0,-42800,7200,7200,0,-50000,0,0,-50000,0,0,0,0,39408,38000,0,38000,1408,1408,0,0,0
52285,54938.479103,22000,22000,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,3038.4791028,2400,0,2400,638.47910278,638.47910278,0,0,0
52298,22750,9750,9750,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52365,46192,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,3192,3600,0,3600,-408,792,0,0,1200
52380,22552,0,0,0,0,0,0,0,0,0,0,0,15000,25000,10000,0,7552,7200,0,7200,352,352,0,0,0
52383,38232.347216,0,0,0,0,0,0,0,0,0,0,0,29800,30000,200,0,8432.3472156,7200,0,7200,1232.3472156,1232.3472156,0,0,0
52389,160475.97039,58000,58000,0,-1200,0,0,0,-1200,0,0,-1200,18000,20000,2000,0,85675.970386,24700,6000,18700,60975.970386,2995.9703858,21320,36660,0
52400,13580,12700,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0,0,0,880,880,0,0,0
52418,40597.038318,900,900,0,32400,32400,32400,0,0,0,0,0,0,0,0,0,7297.0383184,5800,0,5800,1497.0383184,1497.0383184,0,0,0
52433,46135.932039,0,0,0,32985,32985,23985,9000,0,0,0,0,0,0,0,0,13150.932039,12000,0,12000,1150.9320391,1150.9320391,0,0,0
52435,31830,0,0,0,13650,13650,13650,0,0,0,0,0,11500,12000,500,0,6680,5800,0,5800,880,880,0,0,0
52452,48184.761658,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,36000,12184.761658,6000,0,6000,6184.7616581,3440.228452,0,2744.5332061,0
52453,82961.658727,76000,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,6961.6587273,8800,0,8800,-1838.341273,1201.6587273,0,0,3040
52454,50242.019467,33500,33500,0,7700,7150,7150,0,550,550,0,0,0,0,0,0,9042.0194668,7200,0,7200,1842.0194668,3442.0194668,0,0,1600
52455,27672,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,4272,3700,0,3700,572,572,0,0,0
52465,111710,0,0,0,17550,17550,17550,0,0,0,0,0,47000,47000,0,0,47160,34400,0,34400,12760,4400,11480,11280,14400
52473,32666.53276,23000,23000,0,9000,0,0,0,9000,9000,0,0,0,0,0,0,666.53275976,0,0,0,666.53275976,666.53275976,0,0,0
52475,56174,14000,14000,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,3174,9600,0,9600,-6426,374,0,0,6800
52478,50666,36000,36000,0,0,0,0,0,0,0,0,0,7000,7000,0,0,7666,8400,0,8400,-734,66,0,0,800
52505,31288,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,7288,7200,0,7200,88,88,0,0,0
52512,8196,0,0,0,8196,8196,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52520,46360,0,0,0,40700,43200,43200,0,-2500,0,0,-2500,0,0,0,0,5660,5000,0,5000,660,660,0,0,0
52523,20800,0,0,0,16000,0,0,0,16000,16000,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
52538,37300.441942,0,0,0,30940,30940,30940,0,0,0,0,0,0,0,0,0,6360.4419424,6000,0,6000,360.44194243,360.44194243,0,0,0
52547,36634.135896,0,0,0,27675,28275,28275,0,-600,0,0,-600,0,0,0,0,8959.1358963,7250,0,7250,1709.1358963,1709.1358963,0,0,0
52613,16097.350258,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1097.350258,0,0,0,1097.350258,1097.350258,0,0,0
52670,69104,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,12104,12000,0,12000,104,132,0,0,28
52671,13730,0,0,0,8710,8710,8710,0,0,0,0,0,0,0,0,0,5020,4800,0,4800,220,220,0,0,0
52677,8320,0,0,0,8320,8320,8320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52687,11400,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
52696,16800,0,0,0,13200,13200,13200,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
52697,34515.763195,0,0,0,0,0,0,0,0,0,0,0,22500,25000,2500,0,12015.763195,12800,0,12800,-784.2368052,1615.7631948,0,0,2400
52700,30618.152493,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,6618.1524929,6000,0,6000,618.15249291,618.15249291,0,0,0
52716,14560,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,0,5200,5200,0,5200,0,0,0,0,0
52717,20800,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
52718,64108,18000,18000,0,0,0,0,0,0,0,0,0,28800,30000,1200,0,17308,17000,0,17000,308,308,0,0,0
52732,42016,20000,20000,0,13440,13440,13440,0,0,0,0,0,0,0,0,0,8576,8400,0,8400,176,176,0,0,0
52733,18742.432185,0,0,0,12840,12840,12840,0,0,0,0,0,0,0,0,0,5902.4321854,4800,0,4800,1102.4321854,1102.4321854,0,0,0
52736,20832,0,0,0,14100,14100,14100,0,0,0,0,0,0,0,0,0,6732,6600,0,6600,132,132,0,0,0
52776,16200,0,0,0,16200,16200,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52790,60090,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,10090,0,0,0,10090,220,0,9870,0
52791,89164,15000,15000,0,17550,17550,17550,0,0,0,0,0,30000,40000,10000,0,26614,26350,0,26350,264,264,0,0,0
52799,32896.319283,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,12096.319283,12000,0,12000,96.319282865,0,0,96.319282865,0
52811,94604,22000,22000,0,42900,42900,42900,0,0,0,0,0,0,0,0,0,29704,24000,0,24000,5704,440,0,5264,0
52813,48022,3600,3600,0,29224,29224,29224,0,0,0,0,0,0,0,0,0,15198,12000,0,12000,3198,660,0,2538,0
52820,43034,8000,8000,0,21400,23400,23400,0,-2000,0,0,-2000,0,0,0,0,13634,12050,0,12050,1584,1584,0,0,0
52851,125496.41288,113232.41288,111000,2232.4128776,0,0,0,0,0,0,0,0,0,0,0,0,12264,12000,0,12000,264,264,0,0,0
52893,27160,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,10260,9600,0,9600,660,660,0,0,0
52894,164937,36000,36000,0,15670,15670,14170,1500,0,0,0,0,90000,0,0,90000,23267,15600,0,15600,7667,1760,4920,987,0
52903,10656,0,0,0,7904,7904,7904,0,0,0,0,0,0,0,0,0,2752,2400,0,2400,352,352,0,0,0
52968,46398.770721,6000,6000,0,0,0,0,0,0,0,0,0,30000,0,0,30000,10398.770721,7500,5000,2500,2898.770721,2898.770721,0,0,0
52975,27836,0,0,0,13260,13260,13260,0,0,0,0,0,0,0,0,0,14576,14400,0,14400,176,176,0,0,0
52979,24056,0,0,0,23660,23660,23660,0,0,0,0,0,0,0,0,0,396,0,0,0,396,396,0,0,0
52985,99992.2439,21000,21000,0,0,0,0,0,0,0,0,0,60000,60000,0,0,18992.2439,10800,0,10800,8192.2438996,2309.5688783,1746.9061443,4135.768877,0
52989,45369.445188,34000,34000,0,0,0,0,0,0,0,0,0,11000,12000,1000,0,369.44518803,0,0,0,369.44518803,369.44518803,0,0,0
52992,92080.39378,0,0,0,46150,46150,46150,0,0,0,0,0,9300,10000,700,0,36630.39378,27000,0,27000,9630.3937803,1087.0591419,5707.9688714,2835.365767,0
53006,96558,52200,51000,1200,27600,27600,27600,0,0,0,0,0,0,0,0,0,16758,12000,0,12000,4758,1232,3526,0,0
53008,84830.490886,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,19830.490886,12000,0,12000,7830.4908862,1194.5462202,4679.0225144,1956.9221516,0
53013,124356.72586,86700,86700,0,11700,11700,11700,0,0,0,0,0,2000,2000,0,0,23956.725862,11600,0,11600,12356.725862,3237.6789929,4708.1408989,4410.9059705,0
53028,8840,0,0,0,5240,4940,4940,0,300,300,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
53029,152902,0,0,0,62140,62140,62140,0,0,0,0,0,30000,30000,0,0,60762,50000,0,50000,10762,4576,2050,4136,0
53042,53095.033574,27000,27000,0,11700,11700,11700,0,0,0,0,0,10000,10000,0,0,4395.0335741,7200,0,7200,-2804.966426,1195.0335741,0,0,4000
53044,181370.28776,39000,39000,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,108570.28776,30000,0,30000,78570.287762,2200,8200,68170.287762,0
53062,25303.571902,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,303.57190193,0,0,0,303.57190193,303.57190193,0,0,0
53066,62107.604822,20800,20800,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,10107.604822,9600,0,9600,507.60482239,507.60482239,0,0,0
53081,86324.24736,0,0,0,31200,31200,31200,0,0,0,0,0,29243.739262,30000,756.26073782,0,25880.508098,21600,0,21600,4280.5080983,845.89532427,0,3434.612774,0
53082,54327.510653,0,0,0,28340,28340,28340,0,0,0,0,0,0,0,0,0,25987.510653,22900,0,22900,3087.5106535,946,2141.5106535,0,0
53085,31396,31000,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,396,396,0,0,0
53086,33880,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0,0,0,880,880,0,0,0
53095,94288,81000,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,13288,18000,0,18000,-4712,88,0,0,4800
53099,11000,0,0,0,5000,0,0,0,5000,5000,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
53108,106610,82000,80000,2000,0,0,0,0,0,0,0,0,0,0,0,0,24610,19000,0,19000,5610,440,0,5170,0
53109,54311.838901,20000,20000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,18711.838901,12500,0,12500,6211.8389014,221.83890142,820,5170,0
53193,204050.87719,18000,18000,0,45650,25650,25650,0,20000,0,0,20000,93386.613435,95000,1613.3865645,0,47014.263759,38000,2000,36000,9014.2637587,4094.2637587,4920,0,0
53202,83172.8,41000,41000,0,3900,0,0,0,3900,3900,0,0,26000,0,0,26000,12272.8,12000,0,12000,272.8,272.8,0,0,0
53225,66635.096425,53000,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,13635.096425,12000,0,12000,1635.0964252,671.85116771,0,963.24525747,0
53226,55480,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,35480,30000,0,30000,5480,2200,3280,0,0
53234,75172.589065,40000,40000,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,15672.589065,14400,0,14400,1272.5890655,1272.5890655,0,0,0
53373,68983.736693,55000,55000,0,0,0,0,0,0,0,0,0,500,500,0,0,13483.736693,9600,0,9600,3883.7366927,2123.7366927,820,940,0
53376,68778.4,0,0,0,0,0,0,0,0,0,0,0,60000,70000,10000,0,8778.4,8400,0,8400,378.4,378.4,0,0,0
53380,21895,0,0,0,17095,17095,17095,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
53381,51083,0,0,0,28613,28613,28613,0,0,0,0,0,0,0,0,0,22470,11400,0,11400,11070,1100,5740,4230,0
53412,36964.033932,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,7064.0339323,6600,0,6600,464.03393226,464.03393226,0,0,0
53413,61720,18000,18000,0,18720,18720,18720,0,0,0,0,0,0,0,0,0,25000,25000,0,25000,0,0,0,0,0
