NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YM3,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
507182,45776,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,9776,9600,0,9600,176,176,0,0,0
507183,19500,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507184,39571,0,0,0,27131,27131,27131,0,0,0,0,0,0,0,0,0,12440,12000,0,12000,440,440,0,0,0
507185,74180,48000,48000,0,10140,10140,10140,0,0,0,0,0,0,0,0,0,16040,15600,0,15600,440,440,0,0,0
507186,28952,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,352,0,0,0,352,352,0,0,0
507188,126914.15881,0,0,0,0,0,0,0,0,0,0,0,112482.15881,0,0,112482.15881,14432,15600,0,15600,-1168,1232,0,0,2400
507190,38260,0,0,0,600,600,600,0,0,0,0,0,25000,25000,0,0,12660,10900,0,10900,1760,1760,0,0,0
507199,69971.244848,61000,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,8971.2448477,8400,0,8400,571.24484767,571.24484767,0,0,0
507204,28286,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,286,286,0,0,0
507228,17503.647341,0,0,0,12550,17550,17550,0,-5000,0,0,-5000,0,0,0,0,4953.6473414,0,0,0,4953.6473414,459.94685528,1744.8287987,2748.8716874,0
507229,187500,0,0,0,0,0,0,0,0,0,0,0,30000,80000,50000,0,157500,89000,46000,43000,68500,1760,0,66740,0
507232,60813.946132,55602,55602,0,300,0,0,0,300,300,0,0,0,0,0,0,4911.9461315,0,0,0,4911.9461315,335.73781907,2799.7924761,1776.4158363,0
507239,68132.446555,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,13132.446555,7200,0,7200,5932.4465546,2642.4465546,0,3290,0
507243,30741.146465,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,741.14646466,0,0,0,741.14646466,741.14646466,0,0,0
507246,49806.554488,12000,12000,0,24050,24050,11050,13000,0,0,0,0,0,0,0,0,13756.554488,12000,0,12000,1756.5544883,1756.5544883,0,0,0
507248,71977.645964,0,0,0,-20000,0,0,0,-20000,0,0,-20000,27461.378454,29706.21027,2244.8318166,0,64516.26751,57950,0,57950,6566.2675101,3742.1552963,0,6024.1122139,3200
507255,59710,38200,38200,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,7860,7200,0,7200,660,660,0,0,0
507256,23936.737103,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,12236.737103,12000,0,12000,236.73710328,236.73710328,0,0,0
507259,19500,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507260,33995.656473,23800,23800,0,0,0,0,0,0,0,0,0,0,0,0,0,10195.656473,9600,0,9600,595.65647341,595.65647341,0,0,0
507263,17373.21411,0,0,0,0,0,0,0,0,0,0,0,10000,35000,25000,0,7373.2141101,7200,0,7200,173.21411011,173.21411011,0,0,0
507267,58488.579197,22003.854085,22003.854085,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,15034.725112,9600,0,9600,5434.7251123,5434.7251123,0,0,0
507270,72066.753704,10000,10000,0,16760,16760,16760,0,0,0,0,0,30000,30000,0,0,15306.753704,14400,0,14400,906.75370424,906.75370424,0,0,0
507279,56383.87303,20600,20600,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,13683.87303,12200,0,12200,1483.8730302,1483.8730302,0,0,0
507282,66504.383077,0,0,0,0,0,0,0,0,0,0,0,56870.711034,35420.671085,549.96005132,22000,9633.672043,9600,0,9600,33.672042959,33.672042959,0,0,0
507285,52840,19000,19000,0,0,0,0,0,0,0,0,0,25000,25000,0,0,8840,8400,0,8400,440,440,0,0,0
507287,44898.247587,17000,17000,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,10998.247587,8400,0,8400,2598.2475869,2598.2475869,0,0,0
507291,84796.718258,0,0,0,71500,71500,71500,0,0,0,0,0,0,0,0,0,13296.718258,9650,0,9650,3646.7182581,847.8546273,2798.8636308,0,0
507292,53432,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,5432,9600,0,9600,-4168,572,0,940,5680
507294,90781.065558,55000,55000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,20181.065558,13200,0,13200,6981.0655584,2180.1741422,1792.9125761,3007.9788401,0
507295,40253.47802,0,0,0,16445,16445,16445,0,0,0,0,0,0,0,0,0,23808.47802,23500,4500,19000,308.47801984,308.47801984,0,0,0
507296,56772.611809,0,0,0,19500,19500,19500,0,0,0,0,0,28872.611809,28872.611809,0,0,8400,8400,0,8400,0,0,0,0,0
507299,65571.876472,53000,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,12571.876472,8400,0,8400,4171.8764723,2244.8261699,1927.0503024,0,0
507302,26544.284422,0,0,0,0,0,0,0,0,0,0,0,17091.884422,18000,908.11557797,0,9452.4,7200,0,7200,2252.4,202.4,2050,0,0
507303,76640,59600,59000,600,0,0,0,0,0,0,0,0,0,0,0,0,17040,16600,0,16600,440,440,0,0,0
507304,47368.232574,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,12368.232574,6800,0,6800,5568.2325736,573.47669796,0,4994.7558756,0
507305,30772,23000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,7772,7200,0,7200,572,572,0,0,0
507313,45000,0,0,0,28600,28600,28600,0,0,0,0,0,2500,2500,0,0,13900,11000,1200,9800,2900,550,0,2350,0
507315,32420,14000,14000,0,0,0,0,0,0,0,0,0,11000,12000,1000,0,7420,7200,0,7200,220,220,0,0,0
507316,46652,10000,10000,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,11952,11050,0,11050,902,902,0,0,0
507319,31350,0,0,0,17030,17030,17030,0,0,0,0,0,0,0,0,0,14320,11150,4500,6650,3170,1760,0,1410,0
507322,39259.2,27500,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,11759.2,10800,0,10800,959.2,959.2,0,0,0
507324,25666,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,4866,4800,0,4800,66,66,0,0,0
507329,75471,51000,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,24471,22000,0,22000,2471,224.4,0,2246.6,0
507331,94691.073066,0,0,0,0,0,0,0,0,0,0,0,80000,80000,0,0,14691.073066,14400,0,14400,291.07306598,291.07306598,0,0,0
507332,89996,62000,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,27996,27600,0,27600,396,396,0,0,0
507336,68522,44000,44000,0,13910,13910,13910,0,0,0,0,0,0,0,0,0,10612,9600,0,9600,1012,1012,0,0,0
507341,48954,0,0,0,27690,27690,27690,0,0,0,0,0,9000,10000,1000,0,12264,12000,0,12000,264,264,0,0,0
507345,64036,58000,58000,0,-5000,0,0,0,-5000,0,0,-5000,0,0,0,0,11036,8400,0,8400,2636,176,2460,0,0
507349,84691.413797,45400,44800,600,0,0,0,0,0,0,0,0,26735.00167,33270.404606,6535.4029361,0,12556.412127,6000,0,6000,6556.4121272,3642.927446,2913.4846812,0,0
507350,140693.32971,80300,80000,300,0,0,0,0,0,0,0,0,28433.32971,28433.32971,0,0,31960,40000,0,40000,-8040,440,0,7520,16000
507351,27167.2,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,167.2,0,0,0,167.2,167.2,0,0,0
507353,29898.852249,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,19498.852249,19498.852249,0,19498.852249,0,0,0,0,0
507355,74032,49000,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,25032,14400,0,14400,10632,1232,0,9400,0
507356,107547.03855,50000,50000,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,27647.038552,25500,0,25500,2147.038552,2147.038552,0,0,0
507357,36766,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,0,0,0,4266,506,0,3760,0
507358,22191.275987,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,13091.275987,12000,0,12000,1091.2759867,1091.2759867,0,0,0
507359,91529.800235,0,0,0,75738,75738,75738,0,0,0,0,0,-961.4484569,29038.551543,30000,0,16753.248692,14400,0,14400,2353.2486922,1273.2486922,0,1880,800
507360,74294.706639,24000,24000,0,0,0,0,0,0,0,0,0,20000,30000,10000,0,30294.706639,29000,0,29000,1294.706639,1294.706639,0,0,0
507361,60782,43200,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,17582,15600,0,15600,1982,572,0,1410,0
507362,36240,16000,16000,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,12440,12000,0,12000,440,440,0,0,0
507364,56510,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,10510,9600,0,9600,910,440,0,470,0
507366,35266,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,14466,14400,0,14400,66,66,0,0,0
507367,43506.999472,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,17506.999472,14400,0,14400,3106.9994724,1226.9994724,0,1880,0
507368,152980,0,0,0,71760,71760,71760,0,0,0,0,0,0,0,0,0,81220,67300,11300,56000,13920,2640,0,11280,0
507369,94040,0,0,0,65000,65000,65000,0,0,0,0,0,0,0,0,0,29040,26400,8400,18000,2640,2640,0,0,0
507372,65436.028524,0,0,0,0,0,0,0,0,0,0,0,34000,40000,6000,0,31436.028524,9600,0,9600,21836.028524,2295.7657273,0,19540.262796,0
507373,35084.577059,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,8084.5770595,7200,0,7200,884.57705947,884.57705947,0,0,0
507374,37600,0,0,0,12000,12000,12000,0,0,0,0,0,16000,20000,4000,0,9600,9600,0,9600,0,0,0,0,0
507375,43220,25000,25000,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,1320,0,0,0,1320,1320,0,0,0
507376,93190.423916,25000,25000,0,0,0,0,0,0,0,0,0,27000,30000,3000,0,41190.423916,14400,0,14400,26790.423916,2166.2651504,3960.8166586,20663.342107,0
507377,63137.641555,63000,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,137.64155503,0,0,0,137.64155503,137.64155503,0,0,0
507379,74323.307529,0,0,0,0,0,0,0,0,0,0,0,50000,60000,10000,0,24323.307529,12000,0,12000,12323.307529,2154.4356553,0,10168.871873,0
507385,32424.718871,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,10424.718871,9600,0,9600,824.71887077,824.71887077,0,0,0
507393,27100,0,0,0,27100,27100,27100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507397,45536.264904,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,13536.264904,9600,0,9600,3936.2649041,2585.3049143,0,1350.9599898,0
507398,37576.518772,0,0,0,7200,7200,7200,0,0,0,0,0,30000,40000,10000,0,376.51877224,0,0,0,376.51877224,616.51877224,0,0,240
507399,45624,36000,35000,1000,0,0,0,0,0,0,0,0,0,0,0,0,9624,9600,0,9600,24,264,0,0,240
507400,35464,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,7464,7200,0,7200,264,264,0,0,0
507401,28046,0,0,0,0,0,0,0,0,0,0,0,24000,25000,1000,0,4046,4800,0,4800,-754,440,1230,376,2800
507402,31864,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,36000,-4136,8400,0,8400,-12536,264,0,0,12800
507403,87672,58500,58500,0,0,0,0,0,0,0,0,0,10000,0,0,10000,19172,19600,0,19600,-428,132,0,0,560
507404,37759,0,0,0,29619,29619,29619,0,0,0,0,0,0,0,0,0,8140,7200,0,7200,940,0,0,940,0
507405,47008,11500,11500,0,0,0,0,0,0,0,0,0,23000,0,0,23000,12508,9300,0,9300,3208,748,2460,0,0
507409,41970,0,0,0,16900,16900,16900,0,0,0,0,0,20000,20000,0,0,5070,0,0,0,5070,2200,2870,0,0
507413,21400,0,0,0,15400,15600,15600,0,-200,0,0,-200,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
507418,27360,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,7860,7200,0,7200,660,660,0,0,0
507419,44318,28000,28000,0,-100,0,0,0,-100,0,0,-100,0,0,0,0,16418,14950,0,14950,1468,528,0,940,0
507420,48872,0,0,0,38246,38246,38246,0,0,0,0,0,0,0,0,0,10626,8400,0,8400,2226,176,2050,0,0
507421,72645.613932,0,0,0,35720,35720,31720,4000,0,0,0,0,28845.613932,29845.613932,1000,0,8080,7200,0,7200,880,880,0,0,0
507424,32760,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,5460,4800,0,4800,660,660,0,0,0
507425,74480.464467,35000,35000,0,0,0,0,0,0,0,0,0,20990.464467,0,0,20990.464467,18490,8400,0,8400,10090,880,4510,4700,0
507426,33778,0,0,0,25610,25610,25610,0,0,0,0,0,0,0,0,0,8168,6000,0,6000,2168,528,1640,0,0
507427,22780,0,0,0,13900,13900,13900,0,0,0,0,0,0,0,0,0,8880,3600,0,3600,5280,5280,0,0,0
507431,41988.867942,32000,30000,2000,0,0,0,0,0,0,0,0,3900,3900,0,0,6088.8679422,8400,0,8400,-2311.132058,88,2400.8679422,0,4800
507432,49869.334768,0,0,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,16069.334768,9200,2000,7200,6869.3347678,267.59902489,4443.4546791,2158.2810638,0
507435,29224,0,0,0,18720,18720,18720,0,0,0,0,0,0,0,0,0,10504,8600,0,8600,1904,264,1640,0,0
507436,30548,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,548,220,328,0,0
507438,71716,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,31716,30000,0,30000,1716,1716,0,0,0
507441,44400,0,0,0,0,0,0,0,0,0,0,0,29000,30000,1000,0,15400,3600,0,3600,11800,6160,0,5640,0
507442,58960,25000,25000,0,0,0,0,0,0,0,0,0,14000,18000,4000,0,19960,9000,0,9000,10960,8140,0,2820,0
507443,52440,24200,24200,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,8740,7200,0,7200,1540,1540,0,0,0
507444,32484,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,484,484,0,0,0
507446,29738,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,6338,4800,0,4800,1538,308,1230,0,0
507451,40661.161956,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.1619561,6000,0,6000,-4338.838044,861.16195614,0,0,5200
507455,90648,0,0,0,28600,28600,28600,0,0,0,0,0,33000,35000,2000,0,29048,27200,18800,8400,1848,1848,0,0,0
507457,42738.348663,38300,38300,0,0,0,0,0,0,0,0,0,0,0,0,0,4438.3486633,8400,0,8400,-3961.651337,38.348663296,0,0,4000
507462,65380,57000,45000,12000,0,0,0,0,0,0,0,0,0,0,0,0,8380,7500,0,7500,880,880,0,0,0
507464,24527.483754,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,24000,527.48375384,0,0,0,527.48375384,527.48375384,0,0,0
507466,58265.980744,45500,45000,500,0,0,0,0,0,0,0,0,0,0,0,0,12765.980744,7200,0,7200,5565.980744,286,410,4869.980744,0
507469,81548,8000,8000,0,49400,49400,49400,0,0,0,0,0,0,0,0,0,24148,23400,15000,8400,748,748,0,0,0
507475,44494,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,31494,18000,6000,12000,13494,1584,5330,6580,0
507477,40996,20000,20000,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,1496,0,0,0,1496,1496,0,0,0
507480,46436,29000,29000,0,0,0,0,0,0,0,0,0,9000,9000,0,0,8436,8200,0,8200,236,726,1230,1880,3600
507482,76578,58000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,18578,17800,0,17800,778,308,0,470,0
507488,92000,24000,24000,0,9100,9100,9100,0,0,0,0,0,43000,45000,2000,0,15900,6000,0,6000,9900,880,9020,0,0
507490,54328,23000,23000,0,0,0,0,0,0,0,0,0,19000,23000,4000,0,12328,13200,0,13200,-872,88,0,0,960
507498,24020,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,9720,8400,0,8400,1320,1320,0,0,0
507500,47168,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,8168,7200,0,7200,968,968,0,0,0
507501,47212,22000,22000,0,0,0,0,0,0,0,0,0,17000,0,0,17000,8212,7200,0,7200,1012,1012,0,0,0
507502,44122,0,0,0,34710,34710,34710,0,0,0,0,0,0,0,0,0,9412,8400,0,8400,1012,1012,0,0,0
507503,47272,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,19272,14400,0,14400,4872,1232,820,2820,0
507504,37040,0,0,0,27936,27936,27936,0,0,0,0,0,0,0,0,0,9104,8400,0,8400,704,704,0,0,0
507505,44676.145125,0,0,0,9646,9646,9646,0,0,0,0,0,27798.145125,38000,10201.854875,0,7232,6000,0,6000,1232,1232,0,0,0
507506,18080,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,8080,7200,0,7200,880,880,0,0,0
507507,61740,0,0,0,28600,28600,28600,0,0,0,0,0,22000,25000,3000,0,11140,9600,0,9600,1540,1540,0,0,0
507508,22600,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
507509,17536,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,3236,2400,0,2400,836,836,0,0,0
507510,15666,0,0,0,9490,9490,9490,0,0,0,0,0,0,0,0,0,6176,6000,0,6000,176,176,0,0,0
507513,45260,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,10260,9600,0,9600,660,660,0,0,0
507514,76100,69000,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,7100,6000,0,6000,1100,1100,0,0,0
507515,83072,73000,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,10072,8400,0,8400,1672,1672,0,0,0
507518,63368,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,9368,8400,0,8400,968,968,0,0,0
507519,131204,70000,70000,0,26000,26000,26000,0,0,0,0,0,25000,25000,0,0,10204,8400,0,8400,1804,1804,0,0,0
507520,59808,49000,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,10808,9400,0,9400,1408,1408,0,0,0
507526,33127.5515,20000,20000,0,6400,0,0,0,6400,6400,0,0,0,0,0,0,6727.5514997,6000,0,6000,727.55149972,727.55149972,0,0,0
507527,12373.48885,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.4888499,0,0,0,1373.4888499,1373.4888499,0,0,0
507528,20392.762844,0,0,0,15340,15340,15340,0,0,0,0,0,0,0,0,0,5052.7628442,4800,0,4800,252.76284417,252.76284417,0,0,0
507529,62795.152124,43000,43000,0,13700,13700,11700,2000,0,0,0,0,0,0,0,0,6095.1521238,6000,0,6000,95.152123833,95.152123833,0,0,0
507532,28594.512496,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.5124957,7200,0,7200,-4605.487504,1794.5124957,0,0,6400
507534,47074.690185,24000,24000,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,10724.690185,9600,0,9600,1124.6901849,1124.6901849,0,0,0
507538,58800,18000,18000,0,800,0,0,0,800,800,0,0,40000,0,0,40000,0,0,0,0,0,0,0,0,0
507541,54745.88026,47000,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,7745.8802597,7200,0,7200,545.88025973,545.88025973,0,0,0
507542,32056.927424,25500,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,6556.9274236,6000,0,6000,556.92742355,556.92742355,0,0,0
507543,123591.90678,6000,6000,0,99000,91000,91000,0,8000,8000,0,0,0,0,0,0,18591.906779,4800,0,4800,13791.906779,4787.2628169,7669.4570857,1335.1868765,0
507544,67876.484646,49000,49000,0,0,0,0,0,0,0,0,0,10000,10000,0,0,8876.4846461,7200,0,7200,1676.4846461,388.0013723,0,1288.4832738,0
507547,13516,0,0,0,9828,9828,9828,0,0,0,0,0,0,0,0,0,3688,3600,0,3600,88,88,0,0,0
507548,26699.343856,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,5249.3438557,4800,0,4800,449.3438557,449.3438557,0,0,0
507551,20400,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
507552,27831.145233,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,6831.1452325,6000,0,6000,831.14523252,249.6707257,0,581.47450683,0
507554,35170.589218,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,13070.589218,12000,0,12000,1070.5892176,130.58921755,0,2820,1880
507556,26874.133841,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,7374.1338412,7200,0,7200,174.13384124,174.13384124,0,0,0
507557,36614,10000,10000,0,19370,19370,19370,0,0,0,0,0,0,0,0,0,7244,7200,0,7200,44,44,0,0,0
507559,41243.166519,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,7243.1665191,7200,0,7200,43.166519079,43.166519079,0,0,0
507565,74197.269288,26000,26000,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,22197.269288,12000,0,12000,10197.269288,424.01027084,6928.0678562,2845.1911611,0
507573,117788.04527,90000,90000,0,0,0,0,0,0,0,0,0,24000,24000,0,0,3788.0452742,14400,0,14400,-10611.95473,595.45244134,1866.4323962,526.16043666,13600
507580,76846.748417,59500,55000,4500,5000,0,0,0,5000,0,0,5000,0,0,0,0,12346.748417,13200,0,13200,-853.2515829,1146.7484171,0,0,2000
507583,92817.593472,35000,35000,0,0,0,0,0,0,0,0,0,28982.081278,32239.767932,3257.6866533,0,28835.512194,24000,0,24000,4835.5121939,123.38954555,0,4712.1226484,0
507584,56328.04414,17000,17000,0,15210,15210,15210,0,0,0,0,0,17962.730354,18000,37.269645882,0,6155.3137861,6000,0,6000,155.31378612,155.31378612,0,0,0
507587,17223.307199,0,0,0,11100,11100,11100,0,0,0,0,0,0,0,0,0,6123.3071993,6000,0,6000,123.30719932,123.30719932,0,0,0
507588,15396.858637,0,0,0,9400,9400,9400,0,0,0,0,0,0,0,0,0,5996.8586372,4800,0,4800,1196.8586372,234.4318919,0,962.42674526,0
507590,37248,21500,21500,0,0,0,0,0,0,0,0,0,15000,15000,0,0,748,550,0,550,198,198,0,0,0
507592,50433.043461,22000,22000,0,0,0,0,0,0,0,0,0,22000,22000,0,0,6433.0434614,6000,0,6000,433.04346137,433.04346137,0,0,0
507593,29545.768493,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,11545.768493,10915.768493,0,10915.768493,630,220,410,0,0
507594,39950,0,0,0,24258,24258,24258,0,0,0,0,0,0,0,0,0,15692,9600,0,9600,6092,352,5740,0,0
507595,39560.886736,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,6560.8867357,6000,0,6000,560.88673566,560.88673566,0,0,0
507596,86800,76000,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,6000,0,6000,4800,528,1640,2632,0
507597,37666,19000,19000,0,0,0,0,0,0,0,0,0,19000,22500,3500,0,-334,6000,0,6000,-6334,66,0,0,6400
507598,53334,44000,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,9334,8850,450,8400,484,484,0,0,0
507599,30592,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,14992,14200,0,14200,792,792,0,0,0
507602,37838,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,6638,6000,0,6000,638,638,0,0,0
507604,45677.242358,33000,33000,0,500,0,0,0,500,500,0,0,0,0,0,0,12177.242358,8200,0,8200,3977.2423581,949.5043734,1960.5113682,1067.2266164,0
507605,52636.030912,22000,22000,0,24180,24180,24180,0,0,0,0,0,0,0,0,0,6456.0309118,6200,0,6200,256.03091177,256.03091177,0,0,0
507606,30255.998233,0,0,0,23200,23200,18200,5000,0,0,0,0,0,0,0,0,7055.998233,6000,0,6000,1055.998233,1055.998233,0,0,0
507607,28132,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,132,132,0,0,0
507611,43666,40000,40000,0,3600,3600,3600,0,0,0,0,0,0,0,0,0,66,0,0,0,66,66,0,0,0
507612,48952,22000,22000,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,7452,6000,0,6000,1452,1452,0,0,0
507613,40273.593423,22000,22000,0,0,0,0,0,0,0,0,0,12000,12000,0,0,6273.5934235,6000,0,6000,273.59342349,273.59342349,0,0,0
507615,42658.251094,37500,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,5158.2510944,4800,0,4800,358.25109436,358.25109436,0,0,0
507616,23080,0,0,0,16200,16200,16200,0,0,0,0,0,0,0,0,0,6880,6000,0,6000,880,880,0,0,0
507617,35764,33500,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,8400,0,8400,-6136,264,0,0,6400
507618,71138,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,14138,9600,0,9600,4538,308,0,4230,0
507621,78960.939899,20000,20000,0,18720,18720,18720,0,0,0,0,0,34810.939899,35000,189.06010126,0,5430,5800,0,5800,-370,110,0,0,480
507622,64874.288079,18000,18000,0,0,0,0,0,0,0,0,0,40000,40000,0,0,6874.2880789,6000,0,6000,874.28807892,874.28807892,0,0,0
507623,40235.515955,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,235.51595528,6500,0,6500,-6264.484045,135.51595528,0,0,6400
507624,78920,15600,15600,0,22100,22100,22100,0,0,0,0,0,35000,35000,0,0,6220,6000,0,6000,220,220,0,0,0
507625,57598,27000,27000,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,21498,20200,0,20200,1298,1298,0,0,0
507626,50528,44000,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,6528,6000,0,6000,528,528,0,0,0
507627,62661.694264,26000,26000,0,0,0,0,0,0,0,0,0,30000,30000,0,0,6661.6942638,9600,0,9600,-2938.305736,261.6942638,0,0,3200
507629,14742,0,0,0,7410,7410,7410,0,0,0,0,0,0,0,0,0,7332,7200,0,7200,132,132,0,0,0
507631,59240,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,7240,8400,0,8400,-1160,440,0,0,1600
507632,41730,18500,18500,0,23010,23010,23010,0,0,0,0,0,0,0,0,0,220,0,0,0,220,220,0,0,0
507634,36340,9000,9000,0,0,0,0,0,0,0,0,0,18000,0,0,18000,9340,9120,0,9120,220,220,0,0,0
507635,56464,0,0,0,54392,54392,54392,0,0,0,0,0,0,0,0,0,2072,0,0,0,2072,1320,0,752,0
507636,81237.431613,61500,61000,500,0,0,0,0,0,0,0,0,0,0,0,0,19737.431613,18000,0,18000,1737.4316128,797.43161281,0,940,0
507637,52002,0,0,0,14850,14850,12350,2500,0,0,0,0,29600,30000,400,0,7552,7200,0,7200,352,352,0,0,0
507638,33660,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,6660,6000,0,6000,660,660,0,0,0
507640,51960,13800,13800,0,25440,25440,25440,0,0,0,0,0,0,0,0,0,12720,9600,0,9600,3120,660,2460,0,0
507643,45720,25500,25500,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,8520,7200,0,7200,1320,1320,0,0,0
507644,52740,22000,22000,0,18510,18510,8710,9800,0,0,0,0,0,0,0,0,12230,11100,0,11100,1130,660,0,470,0
507647,50884,22000,22000,0,0,0,0,0,0,0,0,0,20000,0,0,20000,8884,8400,0,8400,484,484,0,0,0
507648,59128,23000,23000,0,18848,18848,18848,0,0,0,0,0,0,0,0,0,17280,6500,0,6500,10780,440,0,10340,0
507650,40600,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,7600,7600,0,7600,0,0,0,0,0
