NQUEST,DEPBANC,NDEPBANC,IDEPBANC,DEPBANR,NDEPBANR,IDEPBANR,DEPPOSR,NDEPPOSR,IDEPPOSR,DEPPOSC,NDEPPOSC,IDEPPOSC,UNABAN,BANCHE,INTERMED,NINTERME,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,NASSBAN2,ASSBANE1,ASSBANE2,ASSBANE3,ASSBANE4,ASSBANE5,ASSBANE6,ASSBANE0,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BONIFIE4,BONIFIE5,BONIFIE6,BONIFIE0,BANCOMAT,NBANCOMA,NPREL1,NPREL1AN,BANCOME1,BANCOME2,BANCOME3,BANCOME4,BANCOME5,BANCOME6,BANCOME0,PRELMED1,PAGAM4U,PAGAM4,PAGAM4AN,POSE1,POSE2,POSE3,POSE4,POSE5,POSE6,POSE0,CARTA,CARTE,CARTARAT,PCARTE,NPAGCART,NPAGCAAN,CARTEE1,CARTEE2,CARTEE3,CARTEE4,CARTEE5,CARTEE6,CARTEE0,MINCON,NPREL2,NPREL2AN,PRELE1,PRELE2,PRELE3,PRELE4,PRELE5,PRELE6,PRELE0,PRELMED2,VERSAM,NVERS,VERSE1,VERSE2,VERSE3,VERSE4,VERSE5,VERSE6,VERSE0,VERSMED,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,SCORTA,SCORE1,SCORE2,SCORE3,SCORE4,SCORE5,SCORE6,SCORE0,SPESECON,SPESECE1,SPESECE2,SPESECE3,SPESECE4,SPESECE5,SPESECE6,SPESECE0,INTERNET,ACQINTER,TAXCC
509869,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,2,,1,6,,2,3,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,0,0,,,,,,,1,,1,3,,,,,,,1,500,70,,30,,,1,2,1,2,2,600,,,,,,,1,1000,,,,,,,1,2,,2.5
509871,1,1,2,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,1,0,0,0,0,0,,1,3600,1,5,,2,3,4,5,,,0,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,,2,3,4,5,,,0,100,1,,2,3,4,5,,,0,1500,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1300,,,,,,,1,2,,0
509872,1,1,1,1,1,1,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,2,,,,,,,,1,300,2,,,,,,,,,,40,50,10,,,1,1,1,2,2,500,,,,,,,1,1000,,,,,,,1,2,,0.3
509875,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,2,2,1,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,
509876,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,1,,3,4,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,3,,2,3,4,,,,0,500,2,,,,,,,,,,,,100,,,2,2,1,2,2,800,,,,,,,1,800,,,,,,,1,2,,2
509877,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,2,,1,12,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,1,,,,,,,,1,1500,2,,,,,,,,,,,100,,,,2,1,2,2,2,600,,,,,,,1,600,,,,,,,1,2,,0
509882,1,1,2,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,6,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,4,,,,,,,,1,600,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,1500,,,,,,,1,2,,
509883,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,7,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,2000,,,,,,,1,2000,,,,,,,1,2,,3
509888,1,1,1,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,0,0,,,,,,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,500,0,0,,,,,,,1,,2,,,,,,,,,,,,,100,,2,2,2,1,2,500,,,,,,,1,500,3,,,,,,0,2,,0.25
509889,2,,,1,2,1,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,,,,,,,,1,500,1,7,,,,,,,1,1500,,,100,,,2,2,1,2,2,1000,,,,,,,1,1200,,,,,,,1,2,,
509891,2,,,2,,,2,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,0,,,,,,,1,,2,,,,,,,,,,100,,,,,1,2,2,2,2,700,,,,,,,1,700,,,,,,,1,2,,
509892,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1700,,,,,,,1,1700,,,,,,,1,2,,
509896,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,2000,,,,,,,1,2000,,,,,,,1,2,,
509897,1,1,1,1,1,1,1,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,2,,1,4,,,,,,,,1,2,2,1,2,0,0,0,0,0,0,0,1,0,1,3,3,,,,,,0,1,2,2,,3,,,,,,0,300,1,4,,3,,,,,,0,1,2,1,2,7,,3,,,,,,0,1500,2,,3,,,,,,0,1000,1,50,3,,,,,,0,2000,60,,20,20,,1,2,1,1,2,1500,,,,,,,1,1000,,,,,,,1,2,,2.6
509908,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,1,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,30,,,,,,,,1,100,2,,,,,,,,,,100,,,,,1,2,2,2,2,100,,,,,,,1,1500,,,,,,,1,2,,10
509911,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2000,,,,,,,1,2500,,,,,,,1,2,,
509913,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,
509915,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,100,2,,,,,,0,180,3,4,,,,,0,2,,
509919,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,,,,,,,1,100,2,,,,,,,,,,2,,,,,,,,,,,,,200,2,,,,,,,,1,100,2,,,,,,,,,,,100,,,,2,1,2,2,2,100,,,,,,,1,250,,,,,,,1,2,,0
509922,1,1,2,1,1,2,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,10,,3,,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,15,,3,,,,,,0,100,2,,,,,,,,,,2,,,,,,,,,,,,,0,0,0,3,,,,,,0,,1,12,3,,,,,,0,400,,100,,,,2,1,2,2,2,100,3,,,,,,0,300,,,,,,,1,2,,4
509925,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1000,,,,,,,1,1000,,,,,,,1,2,,
509931,1,1,2,1,1,2,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,1,0,0,0,0,0,0,1,0,0,1,2,3,4,,,,,0,1,1,24,,3,4,,,,,0,100,2,,,,,,,,,,2,,,,,,,,,,,,,200,0,0,3,4,,,,,0,,1,12,3,4,,,,,0,900,50,,50,,,1,2,1,2,2,300,3,4,,,,,0,900,,,,,,,1,1,2,2
509937,1,1,1,2,,,2,,,2,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,,1,1,,2,3,4,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,1,12,2,3,4,,,,0,1,1,0,0,2,3,4,,,,0,,1,1,,2,3,4,,,,0,1,1,1,,15,,2,3,4,,,,0,1000,1,,2,3,4,,,,0,200,1,6,2,3,4,,,,0,2000,10,85,,,5,1,1,2,2,1,1000,2,3,4,,,,0,1000,2,3,4,,,,0,2,,0.5
509938,1,1,1,1,,,1,,,2,,,1,1,2,,2,0,0,0,0,0,0,1,0,0,0,0,,3,,1,3,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,2,2,,,,,,0,1,1,4,,,,,,,,1,500,2,,,,,,,,,,1,1,2,,4,,3,,,,,,0,400,3,,2,,,,,,0,400,1,12,2,,,,,,0,2000,100,,,,,1,2,2,2,2,400,2,,,,,,0,1000,,,,,,,1,2,,1
509939,1,2,1,2,,,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,70000,1,10,,2,,,,,,0,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,5,,2,,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,500,5,,2,,,,,,0,500,1,10,2,,,,,,0,500,100,,,,,1,2,2,2,2,2000,2,,,,,,0,3000,2,,,,,,0,2,,1
509941,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,2,,,,,,0,600,2,,,,,,0,2,,
509943,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,1,0,0,0,0,0,0,0,0,,2,,1,2,,2,,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,2,,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,2,,,,,,0,,2,,,,,,,,,,10,90,,,,1,1,2,2,2,1000,2,,,,,,0,2000,2,,,,,,0,2,,1
509944,1,1,1,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,1,0,0,0,0,,1,2,1,1,,2,,,,,,0,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,2,,4,,,,,,0,400,2,,,,,,,,,,2,,,,,,,,,,,,,500,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,2,,,,,,0,2000,,,,,,,1,2,,12
509945,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,400,,,,,,,1,1400,,,,,,,1,2,,
509946,2,,,1,1,2,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,,2,,,,,,0,100,1,3,2,,,,,,0,500,,,100,,,2,2,1,2,2,300,2,,,,,,0,300,2,,,,,,0,2,,
509947,2,,,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,,,,,,,,1,1000,2,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,1,1000,,,,,,,1,2,,
509951,1,1,1,2,,,1,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,3,,1,10,,2,3,4,5,6,,0,2,2,1,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,1,1000,0,0,,,,,,,1,,1,100,2,,,,,,0,2000,100,,,,,1,2,2,2,2,2000,,,,,,,1,3000,2,,,,,,0,2,,0.5
509952,1,1,1,1,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,1,0,0,0,0,,2,,1,1,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,,,,,,,1,300,2,,,,,,,,,,2,,,,,,,,,,,,,1000,0,0,2,,,,,,0,,1,6,2,,,,,,0,500,100,,,,,1,2,2,2,2,1000,2,,,,,,0,300,2,,,,,,0,2,,2
509953,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,150000,1,20,,2,3,4,5,,,0,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,6,,2,,,,,,0,500,1,100,2,3,4,5,,,0,20000,100,,,,,1,2,2,2,2,2000,2,,,,,,0,2000,2,,,,,,0,2,,1
509954,2,,,1,1,2,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,,2,,,,,,0,200,1,12,2,,,,,,0,1500,,,100,,,2,2,1,2,2,200,2,,,,,,0,1500,2,,,,,,0,2,,
509956,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,200,2,3,,,,,0,200,2,3,,,,,0,2,,
509957,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,100,,,,,,,1,700,3,,,,,,0,2,,
509958,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,300,2,,,,,,,,,,2,,,,,,,,,,,,,100,2,,,,,,,,1,300,2,,,,,,,,,,,,100,,,2,2,1,2,2,500,,,,,,,1,1500,,,,,,,1,2,,2.3
509963,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,5000,1,0,5,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,1,,,,,,,,1,700,2,,,,,,,,,,2,,,,,,,,,,,,,800,0,2,,,,,,,1,500,2,,,,,,,,,,10,85,5,,,1,1,1,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,1
509964,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,600,,,,,,,,1000,,,,,,,,2,,
509965,1,1,1,2,,,2,,,2,,,1,1,2,,2,0,1,0,0,0,0,1,0,0,0,0,2,1,5000,1,1,,,,,,,,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,1,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,300,0,1,,,,,,,1,500,1,4,,,,,,,1,700,80,,20,,,1,2,1,2,2,500,,,,,,,1,1800,2,,,,,,0,2,,
509966,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,600,,,,,,,1,1400,,,,,,,1,2,,
509968,1,1,1,1,1,1,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,1,0,0,1,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,,,,,,,1,300,2,,,,,,,,,,2,,,,,,,,,,,,,400,0,3,,,,,,,1,500,2,,,,,,,,,,45,55,,,,1,1,2,2,2,500,,,,,,,1,1700,,,,,,,1,2,,
509969,1,1,1,2,,,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,1,0,0,0,0,,2,,1,0,4,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,0,8,,,,,,,1,600,2,,,,,,,,,,2,,,,,,,,,,,,,300,1,,,,,,,,1,1700,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,2300,,,,,,,1,2,,0.1
509970,1,1,1,2,,,2,,,2,,,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,1,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,0,3,,,,,,,1,500,1,4,,,,,,,1,1000,100,,,,,1,2,2,2,2,500,,,,,,,1,1200,,,,,,,1,2,,1
509971,1,1,1,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,0,5,,,,,,,1,600,1,6,,,,,,,1,1000,100,,,,,1,2,2,2,2,400,,,,,,,1,1500,,,,,,,1,2,,2
509972,2,,,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0,4,,,,,,,1,800,1,5,,,,,,,1,1000,30,70,,,,1,1,2,2,2,600,,,,,,,1,2000,,,,,,,1,2,,
509977,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1200,,,,,,,1,2500,,,,,,,1,2,,
509978,1,1,1,1,1,1,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,1,0,0,0,0,,1,5000,1,3,,,,,,,,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,,,,,,,1,500,1,0,10,,,,,,,1,1,1,2,,0,5,,,,,,,1,500,0,0,,,,,,,1,,2,,,,,,,,,,70,30,,,,1,1,2,2,2,1000,,,,,,,1,2500,,,,,,,1,2,,2
509982,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,1,0,5,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,0,4,,,,,,,1,700,1,8,,,,,,,1,1000,90,,10,,,1,2,1,2,2,900,,,,,,,1,2000,,,,,,,1,2,,1
509983,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,300,,,,,,,,1000,,,,,,,,2,,
509984,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,1,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,2,,,,,,,,,500,2,,,,,,,,,,100,,,,,1,2,2,2,2,400,,,,,,,,1000,,,,,,,,2,,1
509985,1,2,3,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,1,0,0,,2,,1,2,,,,,,,,1,1,1,2,2,,,,,,,,,,1,3,,,,,,,1,1,2,5,,,,,,,,1,700,1,0,5,,,,,,,1,2,,,,,,,,,,,,,500,0,3,,,,,,,1,500,2,,,,,,,,,,,95,5,,,2,1,1,2,2,800,,,,,,,1,3600,,,,,,,1,1,2,0.5
509988,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,1,0,6,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,1000,0,2,,,,,,,1,500,2,,,,,,,,,,40,60,,,,1,1,2,2,2,1000,,,,,,,1,1800,,,,,,,1,2,,1.2
509990,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,2200,,,,,,,1,3000,,,,,,,1,2,,
509991,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,800,,,,,,,1,1000,,,,,,,1,2,,
509994,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,800,0,2,,,,,,,1,500,1,2,,,,,,,1,700,100,,,,,1,2,2,2,2,1000,,,,,,,1,1200,,,,,,,1,2,,0.5
509997,1,2,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,1,0,0,0,0,,2,,1,0,4,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,700,0,2,,,,,,,,800,1,10,,,,,,,,1000,100,,,,,1,2,2,2,2,1000,,,,,,,,1300,,,,,,,,2,,2
509998,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,1,1,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,,,,,,,1,600,2,,,,,,,,,,2,,,,,,,,,,,,,1400,0,2,,,,,,,1,500,2,,,,,,,,,,53,47,,,,1,1,2,2,2,1300,,,,,,,1,2800,,,,,,,1,2,,1
510001,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,1200,,,,,,,1,2,,
510007,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,300,,,,,,,,500,,,,,,,,2,,
510009,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,400,,,,,,,,700,,,,,,,,2,,
510010,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,700,,,,,,,1,1000,,,,,,,1,2,,
510011,2,,,2,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,2,,,,,,,,,500,1,2,,,,,,,,1000,10,,,,90,1,2,2,2,1,700,,,,,,,,700,,,,,,,,2,,
510012,1,2,1,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,1,,1,10000,1,5,,,,,,,,,2,2,1,1,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,2,,,,,,,,,500,1,0,3,,,,,,,,1,1,2,,15,,,,,,,,,500,1,,,,,,,,,1500,1,2,,,,,,,,3000,,,100,,,2,2,1,2,2,1000,,,,,,,,1000,,,,,,,,2,,2
