NQUEST,NORD,YL2,YL1,YTP1,YTP2,YTA1,YTA2,YM3,YL,YTP,YTA3,YTA,YT,YM1,YM2,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
501442,2,0,0,0,0,0,15000,0,0,0,3000,18000,18000,12000,700,11300,0,0,0,0,0,0,0,0,0,29300
501443,1,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,44,18044
501443,2,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
501444,1,600,24000,0,0,0,0,0,24600,0,0,0,0,0,0,0,0,13100,13100,440,2460,0,2400,500,13600,38200
501444,2,600,22000,0,0,0,0,0,22600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22600
501448,1,0,0,9100,0,0,0,0,0,9100,0,0,9100,40000,3000,37000,0,12000,12000,660,0,45120,6800,38980,50980,97080
501448,2,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
501449,1,0,0,14950,0,0,0,0,0,14950,0,0,14950,50000,4000,46000,0,100,100,220,0,0,0,220,320,61270
501451,1,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,7200,7200,447.66804486,0,0,0,447.66804486,7647.6680449,31047.668045
501455,1,1800,40000,0,0,0,0,0,41800,0,0,0,0,0,0,0,0,14400,14400,846.19432368,0,12701.787359,560,12987.981683,27387.981683,69187.981683
501455,2,2700,24000,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26700
501458,1,0,50000,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,12000,12000,258.8536703,0,8473.5026838,0,8732.3563541,20732.356354,70732.356354
501458,2,0,45000,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000
501459,1,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,18000,0,2660.758515,2660.758515,1540.3342841,0,1069.2453452,0,2609.5796293,5270.3381444,23270.338144
501459,2,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400
501470,1,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,683.83095213,0,0,0,683.83095213,683.83095213,26683.830952
501473,1,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,238.62711899,0,0,0,238.62711899,238.62711899,26238.627119
501481,1,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,6000,6000,0,0,0,0,0,6000,16400
501485,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,1000,11000,0,13000,13000,221.54836955,0,0,0,221.54836955,13221.54837,24221.54837
501485,2,0,0,0,0,0,0,0,0,0,0,0,0,12000,1000,11000,0,0,0,0,0,0,0,0,0,11000
501485,3,0,0,8400,0,0,0,0,0,8400,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400
501487,1,0,0,9490,0,0,0,0,0,9490,0,0,9490,0,0,0,0,6000,6000,66,0,0,0,66,6066,15556
501492,1,0,22000,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,7200,7200,35.293038039,0,0,0,35.293038039,7235.293038,29235.293038
501495,1,0,70000,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,9600,9600,1721.3738786,0,5754.0239826,0,7475.3978613,17075.397861,87075.397861
501499,1,0,0,11102,0,0,0,0,0,11102,0,0,11102,0,0,0,0,8400,8400,0,0,0,0,0,8400,19502
501504,1,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,8400,8400,1466.4314343,0,3646.8705458,0,5113.30198,13513.30198,38513.30198
501504,3,0,29000,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
501504,4,0,28000,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
501505,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,12000,12000,247.60146115,2524.4545169,4755.2898884,2000,5527.3458664,17527.345866,47527.345866
501505,2,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
501508,1,0,0,12000,0,0,0,0,0,12000,0,0,12000,0,0,0,0,0,0,440,0,0,0,440,440,12440
501508,2,0,0,9000,0,0,0,0,0,9000,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9000
501514,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,5000,35000,0,13200,13200,1320,0,0,0,1320,14520,49520
501514,2,0,0,0,0,0,0,0,0,0,0,0,0,44000,0,44000,0,0,0,0,0,0,0,0,0,44000
501519,1,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,50000,0,8400,8400,39.27899059,0,0,0,39.27899059,8439.2789906,58439.278991
501519,3,0,19000,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
501521,1,0,0,22100,0,0,0,0,0,22100,0,0,22100,0,0,0,0,7200,7200,140.39362859,0,0,0,140.39362859,7340.3936286,29440.393629
501528,1,0,0,36400,0,0,0,0,0,36400,0,0,36400,0,0,0,0,0,0,1100,0,0,0,1100,1100,37500
501529,1,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,90000,0,33480.463676,33480.463676,396,0,6580,0,6976,40456.463676,130456.46368
501529,4,0,21000,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
501530,1,0,40000,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,14400,14400,796.2663232,0,0,0,796.2663232,15196.266323,55196.266323
501531,1,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,7200,7200,0,0,0,0,0,7200,30600
501534,1,0,0,0,0,0,0,0,0,0,0,0,0,29119.138424,0,29119.138424,0,0,0,143.77877444,0,0,0,143.77877444,143.77877444,29262.917199
501535,1,0,0,28600,0,0,0,0,0,28600,0,0,28600,0,0,0,0,8400,8400,138.82059958,0,0,0,138.82059958,8538.8205996,37138.8206
501536,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,88,0,0,0,88,88,15688
501536,2,0,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
501538,1,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,23100,23100,660,1173.798403,0,0,1833.798403,24933.798403,44433.798403
501539,1,0,0,20800,0,0,0,0,0,20800,0,0,20800,0,0,0,0,7200,7200,2166.9090187,0,0,0,2166.9090187,9366.9090187,30166.909019
501540,1,0,0,1690,0,0,0,0,0,1690,0,0,1690,11000,0,11000,0,4800,4800,853.29181517,0,0,0,853.29181517,5653.2918152,18343.291815
501540,3,0,4500,0,0,0,0,0,4500,0,0,0,0,13000,0,13000,0,0,0,0,0,0,0,0,0,17500
501541,1,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,45000,0,24000,24000,134.45280329,0,0,0,134.45280329,24134.452803,69134.452803
501541,2,0,32000,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000
501543,1,1000,29900,0,0,0,0,0,30900,0,0,0,0,0,0,0,0,7200,7200,220,0,940,0,1160,8360,39260
501543,2,0,19500,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500
501546,1,0,36000,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000
501548,1,0,0,10270,0,0,0,0,0,10270,0,0,10270,0,0,0,0,4555.2873009,4555.2873009,48.516182289,0,0,0,48.516182289,4603.8034832,14873.803483
501550,1,2549.6864755,40000,0,0,0,0,0,42549.686476,0,0,0,0,0,0,0,0,18000,18000,827.51346314,2425.2971047,2297.0933271,0,5549.903895,23549.903895,66099.59037
501550,2,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
501553,1,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,0,9137.1939024,9137.1939024,0,0,0,0,0,9137.1939024,15137.193902
501558,1,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,12000,12000,440,0,940,0,1380,13380,37380
501558,2,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
501559,1,0,16000,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,4800,4800,135.46860261,0,0,0,135.46860261,4935.4686026,20935.468603
501564,1,0,0,18200,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,18200
501564,2,0,0,8400,0,0,0,0,0,8400,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400
501567,1,0,0,12000,0,0,0,0,0,12000,0,0,12000,0,0,0,0,1698.6451691,1698.6451691,528,0,0,0,528,2226.6451691,14226.645169
501569,1,0,27000,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,12700,12700,218.4679129,0,0,0,218.4679129,12918.467913,39918.467913
501569,2,0,22000,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
501570,1,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,12000,12000,1909.8276789,0,0,0,1909.8276789,13909.827679,39909.827679
501570,3,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
501572,1,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,7200,7200,220,1640,0,0,1860,9060,32460
501573,1,0,0,18200,0,0,0,0,0,18200,0,0,18200,0,0,0,0,4200,4200,128.18443112,0,0,480,-351.8155689,3848.1844311,22048.184431
501573,2,0,0,9048,0,0,0,0,0,9048,0,0,9048,0,0,0,0,0,0,0,0,0,0,0,0,9048
501575,1,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,8400,8400,132,0,0,0,132,8532,32532
501575,2,0,0,0,0,0,0,0,0,0,0,0,0,15000,2000,13000,0,0,0,0,0,0,0,0,0,13000
501576,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,34600,23300,57900,587.94955412,0,46317.501339,0,46905.450893,104805.45089,119805.45089
501577,1,0,0,12000,0,0,0,0,0,12000,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
501580,1,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,176,0,0,0,176,176,18176
501580,3,0,7000,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
501580,4,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
501582,1,0,0,7800,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,136.53846862,0,0,0,136.53846862,136.53846862,7936.5384686
501583,1,0,0,0,0,0,0,0,0,0,0,0,0,35000,5000,30000,0,20000,20000,665.72170201,0,0,2400,-1734.278298,18265.721702,48265.721702
501583,2,0,22000,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
501585,1,0,0,13000,0,0,0,0,0,13000,0,0,13000,15000,0,15000,0,9600,9600,470.07386827,0,0,0,470.07386827,10070.073868,38070.073868
501586,1,0,0,32500,0,0,0,0,0,32500,0,0,32500,0,0,0,0,7200,7200,748.59940283,0,0,0,748.59940283,7948.5994028,40448.599403
501588,1,0,0,16250,0,0,0,0,0,16250,0,0,16250,0,0,0,0,7200,7200,122.24566509,0,0,160,-37.75433491,7162.2456651,23412.245665
501588,3,0,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
501588,4,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
501589,1,0,0,16900,0,0,0,0,0,16900,0,0,16900,0,0,0,0,12000,12000,306.31146282,0,5834.4472374,0,6140.7587003,18140.7587,35040.7587
501591,1,0,20400,0,0,0,0,0,20400,0,0,0,0,0,0,0,0,9600,9600,290.88788219,0,0,4000,-3709.112118,5890.8878822,26290.887882
501591,2,0,19800,0,0,0,0,0,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19800
501592,1,0,0,22100,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,676.16178748,0,713.50124747,0,1389.663035,1389.663035,23489.663035
501595,1,0,0,12610,0,0,0,0,0,12610,2500,2500,15110,0,0,0,0,7510.4747977,7510.4747977,49.612990227,0,0,0,49.612990227,7560.0877879,22670.087788
501596,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,2400,2400,0,0,0,0,0,2400,18000
501599,1,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,7700,7700,528,0,0,0,528,8228,31628
501600,1,0,0,4550,0,0,0,0,0,4550,0,0,4550,0,0,0,58000,8400,66400,10193.118498,515.21363689,556.91538837,0,11265.247523,77665.247523,82215.247523
501601,1,0,0,13000,0,0,0,0,0,13000,0,0,13000,0,0,0,0,9600,9600,149.37427484,1295.0747349,5043.1126207,0,6487.5616305,16087.561631,29087.561631
501602,1,2146.6187197,22362.048467,0,0,0,0,0,24508.667186,0,0,0,0,0,0,0,0,8400,8400,848.99932975,0,5365.1973656,960,5254.1966953,13654.196695,38162.863882
501603,1,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,6000,6000,122.12966359,0,0,0,122.12966359,6122.1296636,25622.129664
501604,1,0,34000,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,9600,9600,5107.3729554,0,0,0,5107.3729554,14707.372955,48707.372955
501607,1,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,1136.9877164,2733.5272386,0,0,3870.514955,3870.514955,27270.514955
501608,1,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
501609,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,7200,7200,443.29998792,0,0,0,443.29998792,7643.2999879,23243.299988
501611,1,0,100000,0,0,0,0,0,100000,0,0,0,0,0,0,0,14000,0,14000,660,5740,3760,0,10160,24160,124160
501611,2,0,28000,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
501616,1,0,38000,0,0,0,0,0,38000,0,0,0,0,0,0,0,0,9400,9400,993.41649544,0,5626.845561,0,6620.2620564,16020.262056,54020.262056
501616,2,0,27000,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000
501617,1,0,0,22100,0,0,0,0,0,22100,0,0,22100,0,0,0,0,7200,7200,132,0,0,0,132,7332,29432
501617,2,0,0,14300,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
501619,1,0,0,0,0,0,0,0,0,0,0,0,0,24000,10000,14000,0,14400,14400,601.6810327,0,0,0,601.6810327,15001.681033,29001.681033
501619,2,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
501620,1,1400,55000,0,0,0,0,0,56400,0,0,0,0,0,0,0,0,0,0,421.63535802,0,6496.7161387,0,6918.3514968,6918.3514968,63318.351497
501621,1,0,0,0,0,0,0,0,0,0,-12000,-12000,-12000,50000,10000,40000,0,2200,2200,5124.7363815,2312.8140171,5906.7032791,0,13344.253678,15544.253678,43544.253678
501622,1,0,0,18850,0,0,0,0,0,18850,0,0,18850,0,0,0,0,0,0,244.76550202,0,0,0,244.76550202,244.76550202,19094.765502
501623,1,500,16900,10400,0,0,0,0,17400,10400,0,0,10400,0,0,0,0,0,0,127.78746933,0,0,0,127.78746933,127.78746933,27927.787469
501625,1,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,8400,8400,0,0,0,0,0,8400,18800
501627,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,7593.205456,7593.205456,247.09078889,0,0,0,247.09078889,7840.2962449,23440.296245
501632,1,0,0,0,0,0,0,50000,0,0,0,0,0,40000,0,90000,0,14400,14400,440,1230,1880,0,3550,17950,107950
501632,2,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
501635,1,1500,18000,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,6000,6000,137.62007523,888.76651551,0,0,1026.3865907,7026.3865907,26526.386591
501638,1,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,10800,10800,3520,0,6580,0,10100,20900,46900
501641,1,0,0,0,0,0,0,0,0,0,0,0,0,48000,6000,42000,0,12000,12000,777.98244233,0,0,0,777.98244233,12777.982442,54777.982442
501641,2,1000,45000,0,0,0,0,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46000
501641,4,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
501643,1,0,0,13000,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
501643,4,0,10000,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
501643,5,0,8000,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
501644,1,0,32000,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,9600,9600,452.47391986,0,0,0,452.47391986,10052.47392,42052.47392
501646,1,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
501647,1,0,0,0,0,0,0,0,0,0,0,0,0,18000,10000,8000,0,14400,14400,88,0,1974,0,2062,16462,24462
501647,2,150,24000,0,0,0,0,0,24150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24150
501648,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,590.69963013,0,0,6400,-5809.30037,-5809.30037,14190.69963
501648,2,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,25000,0,0,0,0,0,0,0,0,0,25000
501650,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600
501651,1,0,0,39000,0,0,0,0,0,39000,0,0,39000,0,0,0,0,12000,12000,440,3280,940,0,4660,16660,55660
501651,3,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
501652,1,0,35000,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,7200,7200,236.13559385,472.24310081,0,0,708.37869466,7908.3786947,42908.378695
501652,3,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
501652,4,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
501653,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,711.40321731,0,0,0,711.40321731,711.40321731,30711.403217
501656,1,0,21000,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
501657,1,0,0,32500,0,0,0,0,0,32500,0,0,32500,0,0,0,0,9600,9600,820.56440834,2630.0315607,1012.4630366,0,4463.0590057,14063.059006,46563.059006
501664,1,0,22164.511059,0,0,0,0,0,22164.511059,0,0,0,0,0,0,0,0,7200,7200,38.658758056,0,0,0,38.658758056,7238.6587581,29403.169818
501664,2,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
501667,1,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,9600,9600,264,2460,1880,0,4604,14204,40204
501669,1,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,18000,18000,352,0,0,0,352,18352,44352
501670,1,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,150,150,519.43153857,4501.8596362,2516.3288012,0,7537.6199759,7687.6199759,31687.619976
501670,2,0,0,32500,0,0,0,0,0,32500,0,0,32500,0,0,0,0,0,0,0,0,0,0,0,0,32500
501671,1,0,0,21600,0,0,0,0,0,21600,0,0,21600,0,0,0,0,9600,9600,1487.0778024,0,8005.1101016,0,9492.187904,19092.187904,40692.187904
501671,2,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
501671,3,0,0,9600,0,0,0,0,0,9600,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,9600
501676,1,0,27000,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,595.96611726,0,0,0,595.96611726,595.96611726,27595.966117
501676,2,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
501679,1,0,0,0,0,0,0,0,0,0,-1200,-1200,-1200,0,0,0,0,0,0,57.2,0,0,0,57.2,57.2,-1142.8
501679,2,0,0,0,0,0,0,0,0,0,1200,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,1200
501680,1,0,0,23400,0,0,0,0,0,23400,0,0,23400,0,0,0,0,12000,12000,0,0,0,0,0,12000,35400
501680,2,0,0,22100,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,0,0,0,0,0,0,22100
501682,1,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,7200,7200,178.96673801,0,994.15387789,0,1173.1206159,8373.1206159,22373.120616
501682,2,0,13000,0,0,0,0,0,13000,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,14000
501684,1,0,0,19890,0,0,0,0,0,19890,0,0,19890,0,0,0,0,7200,7200,198,410,2350,0,2958,10158,30048
501685,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,9600,9600,843.31589526,0,0,0,843.31589526,10443.315895,26043.315895
501685,5,1000,60000,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000
501686,1,0,0,0,0,0,0,0,0,0,0,0,0,55000,25000,30000,0,10800,10800,420.71637812,0,12580.832677,2400,10601.549055,21401.549055,51401.549055
501686,2,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
501688,1,0,0,39000,0,0,0,0,0,39000,-3000,-3000,36000,0,0,0,0,13800,13800,5901.2882837,4100,14277.803026,0,24279.09131,38079.09131,74079.09131
501688,2,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
501690,1,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,352,0,0,0,352,352,20352
501691,1,0,0,14300,0,0,0,0,0,14300,0,0,14300,0,0,0,0,3600,3600,0,0,0,0,0,3600,17900
501692,1,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,2400,2400,0,0,0,0,0,2400,12800
501694,1,0,19000,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,415.59305725,0,0,320,95.593057255,95.593057255,19095.593057
501694,2,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
501695,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,9600,9600,220,2870,0,0,3090,12690,42690
501696,1,0,0,4108,3000,0,0,0,0,7108,0,0,7108,0,0,0,0,6000,6000,653.99422099,0,0,0,653.99422099,6653.994221,13761.994221
501697,1,0,25400,0,0,0,0,0,25400,0,0,0,0,0,0,0,0,6000,6000,440,0,0,0,440,6440,31840
501697,2,500,25600,0,0,0,0,0,26100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26100
501697,3,0,15000,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
501698,1,0,0,27300,0,0,0,0,0,27300,0,0,27300,0,0,0,0,6000,6000,639.66871455,0,21214.436345,0,21854.105059,27854.105059,55154.105059
501701,1,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
501703,1,0,0,0,0,0,0,0,0,0,0,0,0,6000,5000,1000,0,0,0,195.36140555,0,0,0,195.36140555,195.36140555,1195.3614056
501703,2,300,26000,0,0,0,0,0,26300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300
501707,1,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,10800,10800,917.17198741,0,0,0,917.17198741,11717.171987,31717.171987
501708,1,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,0,8400,8400,1100,0,0,0,1100,9500,109500
501711,1,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,8400,8400,503.01278362,0,0,0,503.01278362,8903.0127836,28403.012784
501713,1,0,0,0,0,0,0,0,0,0,0,0,0,800000,1000,799000,0,12000,12000,31898.305819,53041.136181,190982.37333,13600,262321.81533,274321.81533,1073321.8153
501716,1,0,0,23220,0,0,0,0,0,23220,0,0,23220,0,0,0,0,9600,9600,0,0,0,0,0,9600,32820
501719,1,0,0,13000,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,794.70746253,0,0,0,794.70746253,794.70746253,13794.707463
501722,1,0,70000,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,8400,8400,5460.2395356,0,0,0,5460.2395356,13860.239536,83860.239536
501723,1,0,0,0,0,0,0,0,0,0,0,0,0,55000,5000,50000,0,12000,12000,1363.1792912,0,572.02411249,0,1935.2034037,13935.203404,63935.203404
501723,2,0,45000,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000
501740,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,12000,0,18000,18000,446.37686168,0,1265.848751,0,1712.2256127,19712.225613,31712.225613
501740,2,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,36000,0,0,0,0,0,0,0,0,0,36000
501749,1,450,40000,0,0,0,0,0,40450,0,0,0,0,40000,4000,36000,1800,0,1800,1291.5756623,0,2708.5237858,0,4000.099448,5800.099448,82250.099448
501749,2,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,0,2000
501763,1,0,38000,0,0,0,0,0,38000,0,0,0,0,0,0,0,0,9600,9600,1331.3516315,0,0,0,1331.3516315,10931.351632,48931.351632
501769,1,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,30.240081154,0,0,0,30.240081154,30.240081154,10430.240081
501769,2,0,21500,0,0,0,0,0,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21500
501769,3,0,22000,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
501773,1,0,0,11050,0,0,0,0,0,11050,0,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,11050
501776,1,0,0,0,0,0,0,0,0,0,2000,2000,2000,0,0,0,0,0,0,802.33571008,0,0,0,802.33571008,802.33571008,2802.3357101
501776,2,0,0,28600,0,0,0,0,0,28600,2000,2000,30600,0,0,0,0,0,0,0,0,0,0,0,0,30600
501776,3,0,0,0,0,0,0,0,0,0,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,2000
501777,1,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,24000,0,10800,10800,437.44678728,781.63553108,0,0,1219.0823184,12019.082318,36019.082318
501777,2,0,4000,0,0,2700,0,0,4000,0,0,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,6700
501779,1,0,15000,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,57.111022558,0,0,0,57.111022558,57.111022558,15057.111023
501779,2,0,0,0,0,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000
