NQUEST,NORD,YL2,YL1,YTP1,YTP2,YTA1,YTA2,YM3,YL,YTP,YTA3,YTA,YT,YM1,YM2,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
31682,2,1400,25000,0,0,0,0,0,26400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26400
31685,1,0,55000,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,20600,20600,1056,0,0,8000,-6944,13656,68656
31685,2,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
31690,1,0,0,10140,0,0,0,0,0,10140,0,0,10140,0,0,0,0,7200,7200,220,0,0,0,220,7420,17560
31693,1,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,6673.3665588,6673.3665588,352,820,1692,0,2864,9537.3665588,18637.366559
31695,1,0,34000,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,18000,18000,374,0,0,2400,-2026,15974,49974
31695,3,0,0,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,200
31695,4,0,0,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,200
31701,1,0,0,22100,0,0,0,0,0,22100,0,0,22100,40000,0,40000,0,6000,6000,88,0,0,0,88,6088,68188
31704,1,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,6000,6000,118.8,0,0,0,118.8,6118.8,31118.8
31707,1,0,0,13000,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,880,0,0,0,880,880,13880
31707,2,0,0,5200,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,5200
31708,1,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,1000,7300,8300,4840,2870,9870,0,17580,25880,49880
31708,2,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
31710,1,0,0,28002,0,0,0,0,0,28002,0,0,28002,0,0,0,0,7200,7200,528,3280,0,0,3808,11008,39010
31715,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,132,0,0,0,132,132,30132
31715,2,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
31716,1,0,0,13000,0,0,0,0,0,13000,0,0,13000,37000,6000,31000,0,3600,3600,1100,0,0,1760,-660,2940,46940
31716,3,0,15000,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
31723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,242,0,235,0,477,6477,6477
31724,1,0,35000,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,12842.983154,12842.983154,536.8,0,1974,0,2510.8,15353.783154,50353.783154
31724,2,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
31725,1,0,60000,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,18000,18000,145.2,0,6580,0,6725.2,24725.2,84725.2
31726,1,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,1500,0,0,0,616,0,0,0,616,616,2116
31726,2,0,27000,0,0,800,0,0,27000,0,0,800,800,0,0,0,0,0,0,0,0,0,0,0,0,27800
31735,1,0,0,20800,200,0,0,0,0,21000,0,0,21000,0,0,0,0,0,0,5720,0,0,0,5720,5720,26720
31735,2,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
31737,1,0,0,13650,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,490.41389551,0,0,0,490.41389551,490.41389551,14140.413896
31737,2,0,0,16250,0,0,0,0,0,16250,0,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,16250
31741,1,0,0,18200,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,660,0,0,0,660,660,18860
31741,2,0,0,0,0,10000,0,0,0,0,0,10000,10000,4000,1000,3000,0,0,0,0,0,0,0,0,0,13000
31744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31745,1,0,31000,0,0,0,0,0,31000,0,0,0,0,0,0,0,0,0,0,391.6,0,0,0,391.6,391.6,31391.6
31751,1,0,32000,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,8400,8400,294.8,820,0,3200,-2085.2,6314.8,38314.8
31751,2,0,0,13000,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
31757,1,0,0,13468,0,0,0,0,0,13468,0,0,13468,6000,0,6000,0,9600,9600,880,4920,0,0,5800,15400,34868
31762,1,0,0,23400,0,0,0,0,0,23400,-10000,-10000,13400,7564.5373323,0,7564.5373323,0,25200,25200,880,0,0,0,880,26080,47044.537332
31762,2,0,0,14125,0,0,0,0,0,14125,0,0,14125,0,0,0,0,0,0,0,0,0,0,0,0,14125
31785,1,1500,35000,0,0,0,0,0,36500,0,0,0,0,0,0,0,0,12000,12000,1320,0,5922,800,6442,18442,54942
31785,2,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
31785,3,0,0,0,0,0,0,0,0,0,0,0,0,28720.255977,5000,23720.255977,0,0,0,0,0,0,0,0,0,23720.255977
31791,1,0,0,0,0,0,0,0,0,0,0,0,0,80000,900,79100,0,0,0,2200,1640,5170,0,9010,9010,88110
31797,1,0,23000,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,6000,6000,15.501012808,0,0,0,15.501012808,6015.5010128,29015.501013
31797,3,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
31797,4,0,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
31798,1,0,0,16900,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,1320,0,0,0,1320,1320,18220
31798,2,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
31798,3,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
31799,1,0,0,29250,0,0,0,0,0,29250,0,0,29250,0,0,0,0,13200,13200,132,10250,0,0,10382,23582,52832
31815,1,0,0,18000,0,0,0,0,0,18000,0,0,18000,0,0,0,0,4800,4800,0,0,0,0,0,4800,22800
31815,2,0,0,7200,0,0,0,0,0,7200,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,7200
31816,1,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,22000,0,2400,2400,0,0,0,0,0,2400,24400
31859,1,0,0,33800,0,0,0,0,0,33800,0,0,33800,0,0,0,0,8400,8400,497.04232966,0,0,0,497.04232966,8897.0423297,42697.04233
31860,1,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,440,0,0,0,440,440,26440
31860,2,0,28000,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
31868,1,0,23000,0,0,2000,0,0,23000,0,0,2000,2000,0,0,0,0,0,0,176,0,0,0,176,176,25176
31869,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,500,11500,0,0,0,748,0,0,0,748,748,12248
31891,1,0,70000,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,12000,12000,1320,4100,9400,1200,13620,25620,95620
31891,2,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
31891,3,0,0,0,0,0,0,0,0,0,0,0,0,25000,1000,24000,0,0,0,0,0,0,0,0,0,24000
31912,1,0,0,9600,0,0,0,0,0,9600,0,0,9600,0,0,0,0,12000,12000,880,0,0,0,880,12880,22480
31912,2,0,0,14400,0,0,0,0,0,14400,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,14400
31912,3,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
31913,1,0,0,8400,0,0,0,0,0,8400,0,0,8400,0,0,0,0,6000,6000,440,0,0,0,440,6440,14840
31914,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,12000,12000,660,1640,0,0,2300,14300,44300
31918,1,0,0,19320,0,0,0,0,0,19320,0,0,19320,0,0,0,0,10600,10600,880,0,0,0,880,11480,30800
31918,2,0,0,8400,0,0,0,0,0,8400,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400
32001,1,0,0,14300,0,0,0,0,0,14300,0,0,14300,0,0,0,0,12000,12000,968,0,0,0,968,12968,27268
32001,2,0,0,17940,0,0,0,0,0,17940,0,0,17940,0,0,0,0,0,0,0,0,0,0,0,0,17940
32012,1,0,0,0,0,0,0,0,0,0,0,0,0,45000,10000,35000,1000,0,1000,1320,0,0,0,1320,2320,37320
32012,2,0,20000,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
32014,1,0,0,0,0,0,0,40000,0,0,0,0,0,40000,12000,68000,0,12000,12000,3124.3086917,2473.294766,0,0,5597.6034577,17597.603458,85597.603458
32014,2,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,4000,0,0,0,0,0,0,0,0,0,4000
32015,1,0,0,12155,0,0,0,110000,0,12155,0,0,12155,200000,2898.4058422,307101.59416,0,10200,10200,2684,0,0,0,2684,12884,332140.59416
32015,2,0,0,9360,0,0,0,0,0,9360,0,0,9360,0,0,0,0,0,0,0,0,0,0,0,0,9360
32016,1,0,0,36400,0,0,0,0,0,36400,0,0,36400,0,0,0,0,8650,8650,5652.5158208,0,0,0,5652.5158208,14302.515821,50702.515821
32016,2,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,30000
32019,1,0,0,26400,0,0,0,0,0,26400,0,0,26400,0,0,0,0,17050,17050,289.02333186,1545.0781024,0,0,1834.1014342,18884.101434,45284.101434
32019,3,0,0,8400,0,0,0,0,0,8400,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400
32028,1,0,35000,0,0,0,0,0,35000,0,0,0,0,0,0,0,1700,12000,13700,176,592.75179406,2325.2253976,0,3093.9771916,16793.977192,51793.977192
32028,2,0,35000,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000
32031,1,0,0,10140,0,0,0,0,0,10140,0,0,10140,0,0,0,0,12000,12000,176,0,0,0,176,12176,22316
32031,2,0,2800,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800
32032,1,0,0,10270,0,0,0,0,0,10270,0,0,10270,0,0,0,0,0,0,341.89528176,0,0,0,341.89528176,341.89528176,10611.895282
32033,1,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,6000,17800,23800,132,1230,2820,0,4182,27982,53982
32033,2,0,14500,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500
32034,1,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,6000,6000,308,0,0,0,308,6308,32308
32041,1,0,0,25103,0,0,0,0,0,25103,0,0,25103,0,0,0,0,18000,18000,132,0,0,0,132,18132,43235
32043,1,0,0,30290,0,0,0,0,0,30290,0,0,30290,0,0,0,0,9600,9600,220,1230,0,0,1450,11050,41340
32044,1,0,0,15600,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600
32047,1,0,0,12600,0,0,0,0,0,12600,0,0,12600,0,0,0,0,0,0,44,0,0,0,44,44,12644
32052,1,0,0,27300,0,0,0,0,0,27300,0,0,27300,0,0,0,0,16350,16350,264,0,2820,0,3084,19434,46734
32052,2,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
32052,3,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
32056,1,0,0,0,0,0,0,0,0,0,0,0,0,14000,10000,4000,0,8800,8800,220,2023.1249006,0,0,2243.1249006,11043.124901,15043.124901
32057,1,0,0,0,0,0,0,0,0,0,0,0,0,35000,4000,31000,4200,6000,10200,264,0,0,0,264,10464,41464
32057,3,0,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
32059,1,0,0,16640,0,0,0,0,0,16640,0,0,16640,0,0,0,0,6000,6000,299.568607,0,0,0,299.568607,6299.568607,22939.568607
32063,1,0,0,19240,0,0,0,0,0,19240,0,0,19240,0,0,0,0,2500,2500,220,0,0,1200,-980,1520,20760
32065,1,0,0,12324,0,0,0,0,0,12324,0,0,12324,0,0,0,80,4250,4330,0,0,0,0,0,4330,16654
32066,1,0,0,24960,0,0,0,0,0,24960,0,0,24960,0,0,0,1800,10050,11850,198,0,3353.4525072,0,3551.4525072,15401.452507,40361.452507
32066,2,0,0,8944,0,0,0,0,0,8944,0,0,8944,0,0,0,0,0,0,0,0,0,0,0,0,8944
32067,1,0,0,16310,0,0,0,0,0,16310,0,0,16310,0,0,0,0,2400,2400,352,0,0,0,352,2752,19062
32068,1,0,0,0,0,0,0,0,0,0,0,0,0,32000,2000,30000,0,9600,9600,852.52005553,0,0,1600,-747.4799445,8852.5200555,38852.520056
32068,2,0,0,4680,0,0,0,0,0,4680,0,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,4680
32068,3,0,0,0,0,0,0,0,0,0,0,0,0,30000,2000,28000,0,0,0,0,0,0,0,0,0,28000
32128,1,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,34800,34800,1540,0,0,0,1540,36340,55840
32138,1,0,0,0,0,0,0,0,0,0,0,0,0,34269.06095,0,34269.06095,0,800,800,264,0,0,0,264,1064,35333.06095
32138,2,0,14500,0,0,0,0,0,14500,0,0,0,0,2774.0547728,0,2774.0547728,0,0,0,0,0,0,0,0,0,17274.054773
32139,1,0,28000,0,0,0,0,0,28000,0,0,0,0,1500,0,1500,0,9600,9600,706.9304988,0,0,3360,-2653.069501,6946.9304988,36446.930499
32139,2,0,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
32140,1,0,27000,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,800,800,1056,0,2820,0,3876,4676,31676
32140,2,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
32144,1,0,0,22100,0,0,0,0,0,22100,0,0,22100,0,0,0,8000,8000,16000,1417.4607503,10660,6580,0,18657.46075,34657.46075,56757.46075
32145,1,1300,25000,9360,0,1560,0,0,26300,9360,0,1560,10920,0,0,0,1000,8682.4771891,9682.4771891,3681.1868536,29480.289791,0,0,33161.476644,42843.953833,80063.953833
32145,2,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,7000,0,0,0,0,0,0,0,0,0,7000
32166,1,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,88,0,0,0,88,88,18088
32180,1,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,900,900,730.83650829,0,2667.8758347,0,3398.712343,4298.712343,28298.712343
32180,2,0,10200,0,0,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200
32190,1,0,40000,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,6000,6000,176,0,141,0,317,6317,46317
32197,1,0,9300,0,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,0,66,0,0,0,66,66,9366
32197,2,0,18000,0,0,0,0,0,18000,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,18500
32198,1,0,0,31200,0,0,0,0,0,31200,0,0,31200,0,0,0,38400,16900,55300,440,0,43710,0,44150,99450,130650
32198,2,0,0,32500,0,0,0,0,0,32500,0,0,32500,0,0,0,0,0,0,0,0,0,0,0,0,32500
32204,1,0,0,26000,9500,0,0,0,0,35500,0,0,35500,10000,0,10000,0,29300,29300,1056,0,0,0,1056,30356,75856
32204,3,0,0,0,0,0,0,0,0,0,0,0,0,22000,3000,19000,0,0,0,0,0,0,0,0,0,19000
32204,4,0,0,0,0,0,0,0,0,0,0,0,0,22000,7500,14500,0,0,0,0,0,0,0,0,0,14500
32206,1,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,25000,0,0,0,264,0,0,0,264,264,25264
32207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,3600
32207,2,0,0,9750,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750
32207,6,0,18000,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
32209,1,0,0,32500,0,0,0,0,0,32500,0,0,32500,0,0,0,0,10441.147701,10441.147701,449.55850234,0,2820,0,3269.5585023,13710.706203,46210.706203
32209,3,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
32209,4,0,22000,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
32210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32210,2,0,5000,0,0,0,0,0,5000,0,14000,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,19000
32220,1,0,13000,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,500,13500
32220,2,0,0,0,0,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000
32229,1,0,0,32500,0,0,0,0,0,32500,0,0,32500,0,0,0,0,9600,9600,880,0,0,0,880,10480,42980
32233,1,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,621.1575553,0,0,0,621.1575553,621.1575553,9721.1575553
32233,2,0,0,6500,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500
32235,1,0,23000,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,442.20646516,0,0,0,442.20646516,442.20646516,23442.206465
32252,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,12000,12000,146.56110481,0,0,4800,-4653.438895,7346.5611048,37346.561105
32252,3,0,17000,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
32257,1,0,0,39000,0,0,0,0,0,39000,0,0,39000,0,0,0,0,25000,25000,1100,0,0,0,1100,26100,65100
32257,2,0,0,17550,0,0,0,0,0,17550,0,0,17550,0,0,0,0,0,0,0,0,0,0,0,0,17550
32260,1,0,62000,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,12000,12000,704,16400,14886.02547,0,31990.02547,43990.02547,105990.02547
32260,2,0,60000,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
32262,1,0,0,9750,0,0,0,0,0,9750,0,0,9750,18000,1000,17000,0,12000,12000,1299.3568474,0,0,0,1299.3568474,13299.356847,40049.356847
32262,2,0,17000,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
32271,1,0,0,9178,0,0,0,0,0,9178,0,0,9178,0,0,0,0,13200,13200,1363.0158862,0,0,0,1363.0158862,14563.015886,23741.015886
32272,1,0,32000,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,10800,10800,220,0,0,8000,-7780,3020,35020
32272,2,0,24000,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
32275,1,0,0,63700,0,0,0,0,0,63700,0,0,63700,0,0,0,0,15600,15600,493.79426989,0,37873.934995,0,38367.729265,53967.729265,117667.72927
32275,2,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
32276,1,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,911.85933253,911.85933253,44,0,0,0,44,955.85933253,10055.859333
32279,1,0,0,0,0,0,0,0,0,0,0,0,0,60000,10000,50000,120000,19600,139600,880,820,2632,0,4332,143932,193932
32279,2,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
32279,3,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
32280,1,0,27000,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,176,0,0,0,176,176,27176
32283,1,0,0,20800,0,0,0,0,0,20800,0,0,20800,0,0,0,0,0,0,3828,0,0,0,3828,3828,24628
32283,2,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
32285,1,0,0,16510,5100,0,0,0,0,21610,0,0,21610,0,0,0,0,24000,24000,1760,17220,2820,0,21800,45800,67410
32285,2,0,9000,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
32288,1,3000,27000,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,189.2,0,0,0,189.2,189.2,30189.2
32288,2,0,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200
32288,3,0,0,0,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,300
32292,1,0,22000,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,4800,4800,790.93498743,0,0,0,790.93498743,5590.9349874,27590.934987
32298,1,0,0,26000,0,0,0,0,0,26000,0,0,26000,0,0,0,0,18000,18000,866.48395811,0,0,0,866.48395811,18866.483958,44866.483958
32303,1,0,0,24700,0,0,0,0,0,24700,0,0,24700,0,0,0,0,12550,12550,149.6,0,0,0,149.6,12699.6,37399.6
32303,3,0,0,0,0,0,0,0,0,0,0,0,0,6087.9985304,0,6087.9985304,0,0,0,0,0,0,0,0,0,6087.9985304
32303,6,0,11800,0,0,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800
32313,1,0,0,29250,0,0,0,0,0,29250,0,0,29250,0,0,0,0,9600,9600,836,0,0,0,836,10436,39686
32318,1,0,0,11700,0,0,0,0,0,11700,0,0,11700,0,0,0,0,12000,12000,137.49308108,0,0,0,137.49308108,12137.493081,23837.493081
32320,1,0,60000,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,1255.726955,0,2331.6429677,0,3587.3699227,3587.3699227,63587.369923
32320,2,0,26000,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
32327,1,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,2982.2526377,2982.2526377,352,0,0,0,352,3334.2526377,12434.252638
32328,1,0,0,14690,0,0,0,0,0,14690,0,0,14690,0,0,0,0,4565.5857408,4565.5857408,154,0,0,0,154,4719.5857408,19409.585741
32331,1,0,0,22750,0,0,0,0,0,22750,0,0,22750,0,0,0,0,4800,4800,228.8,0,0,0,228.8,5028.8,27778.8
32331,2,0,0,7800,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
32334,1,0,0,18200,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,700.08863989,2050,0,0,2750.0886399,2750.0886399,20950.08864
32334,2,0,25000,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
32339,1,0,0,19500,0,0,0,0,0,19500,0,0,19500,0,0,0,0,7100,7100,506,0,0,0,506,7606,27106
32339,3,0,0,5070,0,0,0,0,0,5070,0,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,5070
32340,1,0,35000,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,6000,6000,880,0,0,0,880,6880,41880
32349,1,0,40000,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,7200,7200,606.08398434,0,3008,2400,1214.0839843,8414.0839843,48414.083984
32352,1,0,0,61100,0,0,0,0,0,61100,0,0,61100,0,0,0,0,9065.5863409,9065.5863409,968,0,19270,0,20238,29303.586341,90403.586341
32363,1,0,6500,0,0,5000,0,22538.448546,6500,0,0,5000,5000,0,0,22538.448546,0,6000,6000,2244,0,0,2800,-556,5444,39482.448546
32363,2,0,23500,0,0,0,0,0,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500
32428,1,0,0,16900,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,16900
32438,1,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,48.731267919,0,0,0,48.731267919,48.731267919,9148.7312679
32438,2,0,0,8450,0,0,0,0,0,8450,0,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450
32439,1,0,0,24700,0,0,0,0,0,24700,0,0,24700,0,0,0,0,3000,3000,30.625884342,0,0,0,30.625884342,3030.6258843,27730.625884
32439,3,0,20000,0,0,500,0,0,20000,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,20500
32442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32442,2,0,25000,0,0,7500,0,0,25000,0,0,7500,7500,0,0,0,0,0,0,0,0,0,0,0,0,32500
32464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,0,0,0,0,2900,2900
32464,2,0,0,7800,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
32465,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,3824.7306491,11175.269351,0,12000,12000,1848,0,0,0,1848,13848,25023.269351
32465,2,0,0,8450,0,0,0,0,0,8450,0,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450
32466,1,0,0,9750,0,0,0,0,0,9750,0,0,9750,0,0,0,0,7200,7200,264,0,0,0,264,7464,17214
32466,2,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
32467,1,0,0,22100,0,0,0,0,0,22100,0,0,22100,0,0,0,4100,18000,22100,1100,4920,0,0,6020,28120,50220
32467,2,0,0,9750,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750
32470,1,0,0,38350,0,0,0,0,0,38350,0,0,38350,0,0,0,0,4800,4800,484,0,0,0,484,5284,43634
32470,2,0,5000,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
32471,1,0,0,14300,5000,0,0,0,0,19300,0,0,19300,12000,2000,10000,0,3400,3400,0,0,0,0,0,3400,32700
32479,1,0,25000,0,0,0,0,0,25000,0,-4000,-4000,-4000,0,0,0,1500,8500,10000,550,0,0,0,550,10550,31550
32480,1,0,0,10400,0,0,0,0,0,10400,0,0,10400,0,0,0,0,13500,13500,264,0,0,0,264,13764,24164
32480,2,0,0,9100,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
32481,1,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,45000,0,6000,6000,709.15090683,0,2256.2432731,0,2965.3941799,8965.3941799,53965.39418
32481,2,0,23500,0,0,0,0,0,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500
32484,1,600,32000,0,0,0,0,0,32600,0,0,0,0,0,0,0,502.92688922,9600,10102.926889,1012,0,0,0,1012,11114.926889,43714.926889
32484,2,0,0,8060,3000,0,0,0,0,11060,0,0,11060,0,0,0,0,0,0,0,0,0,0,0,0,11060
32486,1,0,31000,0,0,0,0,0,31000,0,0,0,0,0,0,0,0,11200,11200,286,0,1880,0,2166,13366,44366
32486,2,0,29000,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
