NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ASCLIMA,ASSISMA,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,TRASFAB,TRASFAB_MOT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,DETRIMM1,DETRIMM2,DETRIMM3,DETRIMM4,DETRIMM5,DETRIMM6,DETRIMM7,PROBCLIMA,REDCLIMA,PATCLIMA,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,FONDGAR,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR2_BIS,FMUTRIF2_BIS,MUTUOE2_BIS,MUTUORIF,REAPMUT2_BIS,MUTUORIC2_BIS,PARMUTUO1,PARMUTUO2,PARMUTES1,PARMUTES2,PARFRA1,PARFRA2,NUMFRA1,NUMFRA2,PARANN,PARDEC,PARDUR,PARDUR_1,PARTAS,PARPOSS,PARPOSSCHI,DOCSEZD
34252,1979,1,1,,2,2,1979,1,1,0,0,0,0,0,0,0,3,5000,,,,,,,,500,,100,1950,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
34778,1964,1,1,,2,2,1964,1,1,0,0,0,0,0,0,0,1,2500,,,,,,,,400,,120,1960,1,140000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
34825,1995,1,1,,2,2,1995,1,1,0,0,0,0,0,0,0,1,175000,,,,,,,,600,,200,1995,2,200000,2,,1,2,2,,1,1,2,,1,2,1,2,2,2,2,60,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35022,2019,2,,,,,,,,,,,,,,,,,,,500,2,2,,2,,2,120,1990,1,140000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35234,1973,1,1,,2,2,1973,1,0,0,0,0,0,0,0,0,1,12500,,,,,,,,700,,100,1973,1,170000,1,5,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35322,1962,1,2,33,2,2,1983,1,0,0,0,0,0,0,0,0,1,3000,2,,,,,,,350,,120,1930,2,100000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35323,2014,5,,,,,,,,,,,,,,,,,,,,,,,1,300,,56,1966,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35340,1970,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,25,4,1,150,4,,2,70,1960,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35372,1983,1,1,,1,2,1982,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,250,,100,1930,2,60000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35640,1979,1,1,,2,2,1972,1,1,0,0,0,0,0,0,0,5,5000,,,,,,,,800,,150,1973,2,600000,2,,2,,2,,2,,2,,1,2,2,1,2,2,2,20,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35682,2016,1,1,,2,2,2015,1,1,0,0,0,0,0,0,0,1,55000,,,,,,,,300,,100,1950,2,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
35788,1977,1,1,,2,2,1977,1,1,0,0,0,0,0,0,0,3,140000,,,,,,,,800,,110,1977,2,250000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36130,1986,1,1,,2,2,1986,0,1,0,0,0,0,0,0,0,3,90000,,,,,,,,400,,96,1985,1,100000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,70,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36186,2007,1,1,,2,2,2011,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,200,,60,1963,1,40000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,1,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36250,1988,1,1,,2,2,1988,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,1000,,95,1980,1,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36321,1979,1,1,,2,2,1979,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,400,,68,1979,1,100000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,30,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36333,2013,1,1,,2,2,2013,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,600,,110,1990,2,160000,1,5,1,1,2,,2,,2,,2,2,2,2,2,2,2,5,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36403,1995,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,50,4,2,,4,,2,60,1985,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,15,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
36409,1983,1,1,,2,2,1989,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,700,,82,1963,1,120000,2,,1,2,2,,1,2,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,1,1,1,,,2,,,,,,,,,0,,,,,,,2
36443,2017,1,1,,2,2,2017,1,1,0,0,0,0,0,0,0,1,115000,,,,,,,,600,,126,1970,2,250000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,1,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36697,1997,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,500,1,2,,2,,2,80,1967,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
36893,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,300,,150,1980,2,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
37299,1988,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,4,120000,,,,,,,,550,,75,1980,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
37521,1987,1,1,,1,2,1987,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,600,,110,1927,1,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
37810,1950,1,1,,2,2,1950,1,0,0,0,0,0,0,0,0,3,5000,,,,,,,,150,,20,1800,1,20000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
38014,1982,1,1,,2,2,1996,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,600,,120,1958,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,5,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,1
38095,1985,1,1,,2,2,1985,1,1,0,0,0,0,0,0,0,1,25000,,,,,,,,250,,100,1980,1,65000,1,4,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
38106,1950,1,1,,2,2,1985,1,0,0,0,0,0,0,0,0,3,60000,,,,,,,,700,,120,1950,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
38316,1987,1,1,,2,2,1987,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,700,,120,1975,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,30,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
38877,1979,2,,,,,,,,,,,,,,,,,,,400,1,2,,2,,2,110,1974,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,3,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,1
38885,1973,1,1,,2,2,1973,1,0,0,0,0,0,0,0,0,5,6000,,,,,,,,400,,130,1973,1,120000,1,5,1,1,2,,1,1,2,,2,2,2,2,2,2,2,20,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
38939,1983,1,1,,2,2,1982,0,1,0,0,0,0,0,0,0,1,70000,,,,,,,,1500,,130,1980,2,350000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,50,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
39056,2000,1,1,,2,2,2000,0,1,0,0,0,0,0,0,0,3,190000,,,,,,,,850,,130,1500,2,250000,2,,1,1,2,,2,,2,,2,2,2,1,2,2,2,30,4,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
39086,2000,1,1,,1,2,1990,1,1,0,0,0,0,0,0,0,1,170000,,,,,,,,900,,110,1920,2,170000,2,,1,2,1,2,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,1
39095,1986,1,1,,1,2,2022,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,500,,140,1973,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,25,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
39218,1970,1,1,,2,1,1970,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,500,,120,1970,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
39227,1965,1,1,,1,1,1965,1,0,0,0,0,0,0,0,0,3,35000,,,,,,,,500,,200,1965,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,1,5000,2,,2,,,,,1,,,,,,,,,0,,,,,,,2
39317,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,350,,110,1979,1,180000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
39318,2016,1,1,,1,1,2008,1,0,0,0,0,0,0,0,0,5,80000,,,,,,,,1200,,160,2008,2,400000,2,,1,1,1,2,1,7,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,1
39488,1971,1,1,,2,2,1993,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,700,,130,1971,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
39697,1992,1,1,,2,2,1992,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,500,,105,1973,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
50231,2018,1,1,,2,2,2018,1,1,1,0,0,0,0,0,0,1,80000,,,,,,,,350,,160,1985,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
51895,1967,1,1,,2,2,1966,1,0,0,0,0,0,0,0,0,5,10000,,,,,,,,800,,90,1966,1,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,3,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
52700,1982,1,1,,2,2,1981,1,0,0,0,0,0,0,0,0,1,30000,,,,,,,,400,,80,1970,1,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,1,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
52718,1978,1,1,,2,2,1978,1,0,0,0,0,0,0,0,0,2,50000,,,,,,,,300,,110,1970,1,50000,2,,1,1,2,,1,1,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
52736,2017,1,1,,2,2,2014,1,0,0,0,0,0,0,0,0,4,35000,,,,,,,,300,,50,1957,1,45000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53086,1995,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,400,1,2,,2,,2,40,1970,1,50000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53202,1975,1,1,,2,2,1985,1,0,0,0,0,0,0,0,0,2,180000,,,,,,,,400,,240,1966,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,70,6,6,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53234,1983,1,1,,1,1,1983,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,500,,90,1983,2,160000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53373,1956,1,1,,1,1,1956,1,0,0,0,0,0,0,0,0,3,350000,,,,,,,,700,,85,1956,1,700000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,2,2,2,,2,,,2,,1,1,1,1,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
53380,1955,4,,,,,,,,,,,,,,,,,,,,,,,1,500,,80,1948,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53552,2001,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,74,4,1,300,4,,2,52,1960,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53564,1980,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,3,250000,,,,,,,,900,,180,1980,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
53997,1979,1,2,75,2,2,1979,1,0,0,0,0,0,0,0,0,1,20000,2,,,,,,,600,,105,1934,2,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
55147,1962,1,1,,2,2,1960,1,1,0,0,0,0,0,0,0,5,8000,,,,,,,,500,,65,1962,1,150000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,20,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
55425,1969,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,30,4,1,300,4,,2,78,1958,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
55636,1999,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,5,200000,,,,,,,,600,,300,1998,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
55774,1967,1,1,,2,2,1967,1,0,0,0,0,0,0,0,0,5,8000,,,,,,,,300,,90,1967,2,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
56563,1988,1,1,,2,2,1988,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,400,,90,1988,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
56582,1983,1,1,,2,2,1982,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,700,,140,1920,2,150000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,10,4,3,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
56603,1990,1,1,,2,2,1991,0,1,0,0,0,0,0,0,0,3,80000,,,,,,,,500,,110,1960,1,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,15,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
56677,1966,1,1,,2,2,1966,1,1,0,0,0,0,0,0,0,5,30000,,,,,,,,900,,240,1966,2,400000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
56721,1981,1,1,,2,2,1981,0,1,0,0,0,0,0,0,0,5,100000,,,,,,,,350,,350,1981,2,350000,2,,2,,2,,2,,1,1,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
56761,1969,1,1,,2,2,1969,1,1,0,0,0,0,0,0,0,5,10000,,,,,,,,800,,140,1969,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
56762,1975,1,1,,2,2,1975,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,600,,180,1975,1,150000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,10,3,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
57042,1946,1,1,,2,2,1946,1,0,0,0,0,0,0,0,0,2,80000,,,,,,,,250,,120,1944,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
57138,1991,1,1,,2,2,1991,1,0,0,0,0,0,0,0,0,1,95000,,,,,,,,750,,160,1970,2,180000,2,,1,3,1,2,1,1,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,2,2,,1,5000,1,1,1,,,,,,,,,,,,0,,,,,,,1
57621,1993,4,,,,,,,,,,,,,,,,,,,,,,,1,1000,,140,1984,2,120000,2,,1,1,2,,1,2,1,1,2,2,2,2,2,2,2,30,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
57670,1978,1,1,,2,2,1978,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,650,,110,1957,2,320000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,1,1,3,2,,1,1,2,,2,,2,,2,,1,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
57779,2000,1,1,,2,2,2000,0,1,0,0,0,0,0,0,0,5,500000,,,,,,,,1000,,160,1984,2,800000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
60078,1983,1,1,,2,2,1983,0,1,0,0,0,0,0,0,0,3,100000,,,,,,,,500,,100,1950,2,200000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,10,3,3,2,,2,,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
91071,1995,1,1,,1,2,1995,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,600,,90,1900,2,120000,2,,1,1,2,,2,,2,,1,2,2,2,2,2,2,10,3,3,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
91079,1995,5,,,,,,,,,,,,,,,,,,,,,,,1,300,,90,1902,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
91081,2001,1,1,,2,2,2001,1,0,0,0,0,0,0,0,0,1,135000,,,,,,,,500,,110,2000,2,200000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,10,3,3,2,,1,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,3,,,,,,,0,,,,,,,2
91095,1994,1,1,,2,2,1992,1,0,0,0,0,0,0,0,0,2,80000,,,,,,,,600,,100,1951,2,400000,2,,1,4,2,,1,4,2,,1,2,2,2,2,2,2,60,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
111052,1970,1,1,,2,2,1969,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,85,1969,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
178001,1984,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,500,1,2,,2,,2,90,1950,1,130000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,100,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
213440,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,700,,80,1950,1,190000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,25,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
224048,1964,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,480,1,2,,2,,2,86,1961,1,170000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
230029,1980,1,1,,2,2,1980,1,1,0,0,0,0,0,0,0,5,100000,,,,,,,,500,,90,1980,1,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
230037,1985,1,1,,2,2,1985,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,300,,100,1900,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
237003,1978,1,1,,2,2,1978,0,1,0,0,0,0,0,0,0,4,130000,,,,,,,,450,,140,1950,2,170000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
244013,1980,1,1,,2,2,1980,1,1,0,0,0,0,0,0,0,5,15000,,,,,,,,250,,130,1980,2,160000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
244058,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,3,35000,,,,,,,,300,,90,1956,1,60000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
250010,2018,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,200,3,2,,1,,2,80,1950,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
