NQUEST,NORD,INTPER,NATTIVITA,PARTIME,CONTRATT,TUTTANNO,MESILAV,ATTEST,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,YLNMC,CONTAZ2_1,CONTAZ2_2,AMMCONTAZ_1,AMMCONTAZ_1_1,AMMCONTAZ_2,AMMCONTAZ_2_1
800702,1,1,1,1,1,1,,1,5,45,2,,18500,1,3500,,2,2,,,,
800702,2,1,1,1,1,1,,1,5,40,2,,13500,2,,,2,2,,,,
801202,2,2,1,1,2,2,6,1,2,20,2,,4000,2,,,2,2,,,,
801221,1,1,1,1,1,1,,1,8,38,1,2,21000,1,500,,2,2,,,,
801221,2,1,1,1,1,1,,1,8,24,2,,21000,2,,,2,2,,,,
801279,2,1,1,1,1,2,4,1,6,40,2,,7500,2,,,2,2,,,,
801486,2,1,1,1,1,1,,1,6,40,2,,18000,1,1400,,2,2,,,,
801486,3,1,1,1,2,1,,1,5,40,2,,12000,1,1400,,2,2,,,,
801541,3,1,1,1,2,2,9,1,1,35,2,,8100,2,,,2,2,,,,
801541,3,1,2,1,2,2,1,1,6,40,2,,1400,2,,,2,2,,,,
801955,1,1,1,1,1,1,,1,2,45,2,,12000,2,,,2,2,,,,
801972,1,1,1,2,1,1,,1,8,35,2,,19500,2,,,2,2,,,,
802349,2,1,1,1,1,1,,1,4,40,2,,21600,2,,,2,2,,,,
802905,1,1,1,2,1,1,,1,7,32,1,2,16800,2,,,1,2,,1,,
802905,2,1,1,1,1,1,,1,8,40,1,3,15600,2,,,2,2,,,,
803483,1,1,1,1,1,1,,1,8,39,1,1,28000,2,,,1,2,,1,,
803526,2,1,1,1,1,1,,1,8,36,2,,13500,2,,,2,2,,,,
804209,1,2,1,1,1,1,,1,5,50,1,20,27000,2,,,2,2,,,,
804209,3,2,1,1,1,1,,1,6,18,1,2,20000,2,,,2,2,,,,
804534,1,1,1,2,1,1,,1,4,21,2,,9100,2,,,2,2,,,,
804720,1,1,1,1,1,1,,1,8,30,2,,18000,2,,,2,2,,,,
805264,2,1,1,1,1,1,,1,5,40,2,,25000,1,1200,,2,2,,,,
806563,1,1,1,1,2,2,8,1,3,48,1,8,10400,2,,,2,2,,,,
806563,2,2,1,2,1,2,6,1,8,30,2,,6500,2,,,2,2,,,,
807146,1,1,1,1,1,1,,1,2,40,1,2,18000,1,100,,2,2,,,,
807255,1,2,1,1,1,1,,1,2,40,2,,18200,2,,,2,2,,,,
807255,2,2,1,1,1,1,,1,2,40,2,,18200,2,,,2,2,,,,
807255,4,2,1,1,2,1,,1,2,40,2,,15000,2,,,2,2,,,,
808122,1,1,1,1,1,1,,1,1,40,2,,18000,2,,,2,2,,,,
809488,1,1,1,1,1,1,,1,7,40,2,,24500,2,,,1,1,,1,,1
812015,3,1,1,2,2,1,,1,7,25,2,,8500,2,,,2,2,,,,
812794,1,1,1,1,1,1,,1,1,40,2,,20000,2,,,2,2,,,,
812794,2,1,1,2,1,1,,1,1,20,2,,8000,2,,,2,2,,,,
813246,2,1,1,1,1,1,,1,1,32,2,,13000,2,,,2,2,,,,
813912,1,2,1,1,1,1,,1,3,40,2,,22000,2,,,2,2,,,,
813912,3,2,1,1,2,2,6,1,4,50,2,,16000,2,,,2,2,,,,
814098,1,1,1,1,1,1,,1,6,50,2,,42000,2,,,2,2,,,,
814889,1,1,1,1,1,1,,1,6,60,2,,21000,2,,,2,2,,,,
814889,2,1,1,2,1,1,,1,7,30,1,0,17000,1,1500,,1,1,1248,,,1
815960,2,1,1,1,1,1,,1,8,38,2,,15000,2,,,2,2,,,,
815960,3,1,1,1,2,1,,1,7,40,2,,20000,2,,,2,2,,,,
816001,3,2,1,2,2,2,8,1,2,20,2,,12000,2,,,2,2,,,,
816196,1,1,1,1,1,1,,1,2,36,2,,15000,2,,,2,2,,,,
816249,3,1,1,2,2,1,,1,5,26,2,,11000,1,1000,,2,2,,,,
816433,2,1,1,1,1,1,,1,4,36,2,,16000,2,,,2,2,,,,
816827,2,1,1,2,1,2,6,1,5,20,2,,15000,2,,,2,2,,,,
816847,3,1,1,1,1,1,,1,4,40,2,,22000,2,,,2,2,,,,
816897,2,1,1,1,1,1,,1,2,40,2,,22000,2,,,2,2,,,,
816897,3,1,1,1,2,1,,1,1,40,2,,8400,2,,,2,2,,,,
816919,3,1,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
817160,1,1,1,2,1,1,,1,8,15,2,,7200,2,,,2,2,,,,
817487,2,1,1,1,1,1,,1,4,24,2,,19500,2,,,2,2,,,,
817742,2,1,1,1,2,2,1,1,5,18,2,,700,2,,,2,2,,,,
817967,1,1,1,1,1,1,,1,1,42,2,,13800,2,,,2,2,,,,
819010,1,1,1,1,1,1,,1,2,36,2,,13000,2,,,2,2,,,,
819010,2,1,1,1,1,1,,1,5,18,2,,16900,2,,,2,2,,,,
819156,2,2,1,1,2,2,3,1,3,36,2,,2000,2,,,2,2,,,,
820465,1,1,1,1,1,1,,1,8,18,1,10,16000,2,,,2,2,,,,
820697,2,1,1,1,2,1,,1,6,40,2,,15600,1,150,,2,2,,,,
821727,2,1,1,1,1,1,,1,6,38,2,,14000,2,,,2,2,,,,
821727,3,1,1,1,1,1,,1,5,36,2,,16000,2,,,2,2,,,,
821727,4,1,1,1,1,1,,1,4,36,2,,13000,2,,,2,2,,,,
821844,1,1,1,1,1,1,,1,1,40,2,,17000,2,,,2,2,,,,
823258,1,1,1,1,1,1,,1,5,36,1,10,31000,1,800,,2,1,,,600,
823506,3,1,1,1,2,1,,1,2,38,2,,12000,1,1800,Pasti,2,2,,,,
823506,4,1,1,1,2,1,,1,1,40,2,,13200,2,,,2,2,,,,
824637,3,3,1,1,1,2,2,1,8,35,2,,3000,2,,,2,2,,,,
824735,1,1,1,1,1,1,,1,8,30,2,,23000,2,,,2,2,,,,
824735,2,2,1,2,1,1,,1,2,10,2,,5000,2,,,2,2,,,,
825889,2,1,1,1,1,1,,1,8,42,1,2,21000,2,,,2,2,,,,
826006,2,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
826234,1,1,1,1,1,1,,1,1,40,2,,14000,2,,,2,2,,,,
826234,2,1,1,1,1,1,,1,1,40,2,,19000,2,,,2,2,,,,
826234,3,1,1,1,1,1,,1,1,40,2,,15600,2,,,2,2,,,,
826456,2,1,1,2,1,1,,1,2,30,1,4,14000,1,10,,2,2,,,,
851172,1,1,1,1,1,1,,1,3,40,1,4,40000,2,,,2,2,,,,
851172,2,1,1,1,1,1,,1,2,36,1,2,19000,2,,,2,2,,,,
851703,1,1,1,2,1,1,,1,6,15,2,,5000,2,,,2,2,,,,
851703,2,1,1,1,1,1,,1,6,43,1,3,23000,1,1200,,2,2,,,,
851703,3,1,1,1,2,1,,1,3,40,2,,4500,2,,,2,2,,,,
851968,1,1,1,1,2,3,,1,1,50,2,,3000,2,,,2,2,,,,
851968,1,1,2,1,2,3,,1,1,40,2,,3000,2,,,2,2,,,,
851968,3,1,1,1,1,1,,1,7,40,2,,13000,2,,,2,2,,,,
852070,1,1,1,1,1,1,,1,5,40,2,,16000,1,100,,2,2,,,,
852070,3,1,1,1,2,2,3,1,6,40,2,,3000,2,,,2,2,,,,
852140,1,1,1,1,1,1,,1,6,40,2,,17600,2,,,2,2,,,,
852140,2,1,1,1,1,1,,1,5,40,2,,19500,2,,,2,2,,,,
852283,3,1,1,2,1,3,,1,2,10,2,,4800,2,,,2,2,,,,
852574,3,1,1,1,1,1,,1,3,42,1,2,16250,2,,,2,2,,,,
853318,2,1,1,1,1,1,,1,3,36,2,,20000,2,,,2,2,,,,
853569,3,1,1,2,2,3,,1,1,20,2,,4500,2,,,2,2,,,,
854346,1,1,1,2,2,2,9,1,1,18,2,,5000,2,,,2,2,,,,
854346,2,1,1,1,1,1,,1,2,38,2,,18800,2,,,2,2,,,,
854593,1,1,1,1,1,1,,1,3,38,2,,14400,2,,,2,2,,,,
854730,1,1,1,1,1,1,,1,5,40,2,,25000,1,800,,2,2,,,,
854730,3,1,1,1,2,1,,1,2,18,2,,22000,2,,,2,2,,,,
855111,2,2,1,1,1,1,,1,8,18,2,,25000,2,,,2,2,,,,
855135,2,1,1,1,2,1,,1,2,40,2,,6800,2,,,2,2,,,,
855268,1,1,1,1,1,1,,1,6,42,1,2,19500,2,,,2,2,,,,
855268,3,1,1,1,1,2,6,1,6,40,2,,6600,2,,,2,2,,,,
856759,1,1,1,1,1,1,,1,8,35,2,,23000,2,,,2,2,,,,
857107,1,1,1,1,1,1,,1,4,36,1,6,20000,2,,,2,2,,,,
857107,2,1,1,1,1,2,1,1,7,36,2,,1500,1,56,,2,2,,,,
857273,1,1,1,1,1,1,,1,7,40,2,,25000,2,,,2,2,,,,
857273,2,2,1,2,2,2,7,1,2,42,2,,5000,2,,,2,2,,,,
857273,4,1,1,1,1,1,,1,6,40,2,,15000,2,,,2,2,,,,
857273,5,1,1,2,2,2,7,1,2,80,2,,10000,2,,,2,2,,,,
857466,1,1,1,1,1,1,,1,8,36,2,,17550,2,,,2,2,,,,
857467,1,1,1,1,2,3,,1,6,30,2,,5200,2,,,2,2,,,,
858534,1,1,1,2,1,1,,1,7,30,2,,18000,2,,,2,2,,,,
858534,2,1,1,1,1,1,,1,7,39,1,2,18000,2,,,2,2,,,,
859360,1,1,1,1,1,1,,1,8,36,2,,14000,2,,,2,2,,,,
859360,2,1,1,1,1,1,,1,4,40,2,,16000,2,,,2,2,,,,
859459,1,1,1,1,1,1,,1,6,40,2,,34000,2,,,2,2,,,,
859459,3,1,1,1,1,1,,1,2,40,2,,13000,2,,,2,2,,,,
859459,4,1,1,1,1,1,,1,7,40,2,,21000,1,1900,,2,2,,,,
859507,1,2,1,1,1,1,,1,7,40,1,6,17000,2,,,1,1,,1,,1
859573,1,1,1,1,1,2,6,1,2,45,2,,4800,2,,,2,2,,,,
859573,2,1,1,1,1,2,6,1,2,45,2,,7200,2,,,2,2,,,,
859573,3,1,1,1,2,2,11,1,2,40,2,,12000,2,,,2,2,,,,
859592,3,2,1,1,2,1,,1,7,40,1,0,15600,1,780,,1,2,,1,,
859616,1,1,1,1,1,1,,1,2,40,2,,40000,2,,,2,2,,,,
859920,2,1,1,1,1,1,,1,4,40,2,,19200,2,,,1,2,700,,,
860095,1,1,1,1,1,1,,1,8,40,2,,50000,2,,,2,2,,,,
860127,1,1,1,1,1,1,,1,4,50,1,10,36400,1,2000,,1,1,,1,,1
860573,1,1,1,1,1,1,,1,5,40,2,,24000,2,,,2,2,,,,
860573,3,1,1,1,1,1,,1,5,40,2,,20000,2,,,2,2,,,,
860704,1,1,1,1,1,1,,1,2,40,2,,23500,1,1440,Ticket pasti,1,2,,1,,
860704,2,1,1,1,2,1,,1,2,40,2,,19600,2,,,2,2,,,,
860900,1,2,1,1,1,1,,1,8,36,2,,18200,2,,,2,2,,,,
860985,2,1,1,1,1,1,,1,1,40,2,,21000,2,,,2,2,,,,
860985,3,1,1,1,1,1,,1,4,40,1,4,19500,1,300,,2,2,,,,
861061,1,2,1,1,1,1,,1,8,37,2,,28000,1,385,,2,2,,,,
861061,2,2,1,1,1,1,,1,7,40,2,,28000,1,380,,2,2,,,,
861061,3,2,1,1,1,1,,2,7,50,2,,10000,2,,,2,2,,,,
861581,2,1,1,1,1,1,,1,8,36,2,,24000,2,,,2,2,,,,
861581,3,1,1,1,1,1,,1,3,40,2,,15000,2,,,2,2,,,,
861954,1,1,1,1,1,1,,1,2,40,1,4,22000,2,,,2,2,,,,
862146,2,1,1,1,1,1,,1,5,42,2,,26500,2,,,2,2,,,,
862146,4,4,1,1,1,1,,1,8,36,2,,27500,2,,,2,2,,,,
862150,1,1,1,1,1,1,,1,7,40,2,,17000,2,,,2,2,,,,
862150,2,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
862168,1,1,1,1,2,1,,1,1,42,2,,12500,2,,,2,2,,,,
862302,1,1,1,2,1,1,,1,1,30,2,,6000,2,,,2,2,,,,
862358,2,1,1,1,1,1,,1,1,30,2,,12000,2,,,2,2,,,,
862455,2,1,1,1,1,1,,1,8,18,2,,15000,2,,,2,2,,,,
862462,2,1,1,1,1,1,,1,8,40,2,,19000,2,,,2,2,,,,
862583,1,1,1,1,1,1,,1,4,40,1,5,18600,1,200,,1,2,250,,,
862583,2,1,1,1,1,1,,1,7,40,2,,16800,2,,,1,2,,1,,
862583,3,1,1,2,2,2,5,1,1,30,1,2,3500,2,,,2,2,,,,
862590,1,1,1,1,1,1,,1,3,36,2,,22800,2,,,2,2,,,,
862590,2,1,1,2,1,1,,1,4,20,2,,11000,2,,,2,2,,,,
862590,3,1,1,1,2,2,3,1,4,36,2,,5200,2,,,2,2,,,,
862826,1,1,1,1,1,1,,1,1,25,2,,13975,2,,,2,2,,,,
863387,3,1,1,1,1,1,,1,8,18,2,,19200,2,,,2,2,,,,
863402,2,1,1,1,1,1,,1,8,36,1,2,20000,2,,,2,2,,,,
865481,1,1,1,2,2,2,9,1,1,15,2,,4000,2,,,2,2,,,,
865494,2,1,1,1,1,1,,1,5,40,2,,18200,2,,,2,2,,,,
865500,2,1,1,1,1,1,,1,5,42,2,,16000,2,,,2,2,,,,
865500,3,1,1,1,1,1,,1,2,40,2,,14400,2,,,2,2,,,,
865500,4,1,1,1,1,1,,1,1,42,2,,13000,2,,,2,2,,,,
865780,2,1,1,2,1,1,,1,2,24,2,,9600,2,,,2,2,,,,
865806,1,2,1,1,1,1,,1,6,45,2,,26600,2,,,1,2,,1,,
865806,2,2,1,1,1,1,,1,5,36,1,0,26600,1,1200,,2,2,,,,
867205,2,1,1,1,1,1,,1,5,40,2,,24000,2,,,2,2,,,,
867653,1,1,1,2,1,1,,1,1,30,1,2,13650,2,,,2,2,,,,
867653,1,1,2,1,1,1,,1,1,6,1,0,4550,2,,,2,2,,,,
867653,2,1,1,2,1,1,,1,1,4,2,,1950,2,,,2,2,,,,
867784,1,1,1,1,1,1,,1,2,36,2,,16650,2,,,2,2,,,,
867914,1,1,1,1,1,1,,1,8,36,2,,18200,2,,,2,2,,,,
868093,2,1,1,1,1,1,,1,2,70,1,15,19500,2,,,2,2,,,,
868098,1,1,1,2,1,2,10,1,6,18,1,5,15000,1,600,,1,2,100,,,
868294,1,1,1,1,2,1,,1,2,44,2,,17800,2,,,2,2,,,,
868337,1,1,1,1,1,1,,1,4,40,2,,18000,2,,,2,2,,,,
868337,2,1,1,2,1,1,,1,3,20,2,,10000,2,,,2,2,,,,
868406,1,1,1,1,1,1,,1,6,40,2,,25300,1,1000,,1,2,,1,,
868406,2,1,1,1,1,1,,1,8,36,2,,18000,1,500,,2,2,,,,
868474,1,1,1,1,1,2,4,1,5,36,2,,15000,2,,,2,2,,,,
868805,1,2,1,2,1,1,,1,2,15,2,,9500,2,,,2,2,,,,
868843,2,1,1,1,1,1,,1,3,40,2,,13000,2,,,2,2,,,,
869003,1,1,1,1,1,1,,1,8,30,2,,19000,2,,,2,2,,,,
869043,2,1,1,1,1,1,,1,8,40,2,,54000,2,,,2,2,,,,
871237,3,1,1,2,1,1,,1,1,20,2,,10000,2,,,2,2,,,,
871533,1,1,1,2,1,1,,1,8,24,1,3,14000,2,,,1,2,,1,,
871533,2,1,1,1,2,2,9,1,2,38,1,0,10800,2,,,2,2,,,,
871533,2,1,2,1,2,2,3,1,1,38,1,0,3000,2,,,2,2,,,,
871697,4,1,1,1,1,1,,1,3,45,1,5,19000,2,,,2,2,,,,
871798,1,1,1,2,2,1,,1,1,24,2,,9600,2,,,2,2,,,,
872112,1,1,1,1,1,1,,1,7,36,2,,21000,2,,,2,2,,,,
872122,1,1,1,2,2,3,,1,1,20,2,,5000,2,,,2,2,,,,
872122,2,1,1,2,2,2,6,1,1,18,2,,2400,2,,,2,2,,,,
872190,1,1,1,1,1,1,,1,4,36,2,,18000,2,,,2,2,,,,
872750,2,1,1,2,1,1,,1,1,15,2,,350,2,,,1,2,120,,,
872750,4,1,1,1,1,1,,1,5,40,2,,11700,2,,,2,2,,,,
872781,1,1,1,1,1,1,,1,4,40,2,,20000,2,,,2,2,,,,
872781,3,1,1,1,1,1,,1,4,40,2,,19500,2,,,2,2,,,,
873023,1,1,1,2,1,1,,1,2,36,2,,17550,1,672,,2,2,,,,
873048,3,4,1,1,1,1,,1,1,42,2,,12500,2,,,2,2,,,,
873048,4,4,1,2,1,1,,1,2,24,2,,7200,2,,,2,2,,,,
873052,3,1,1,2,2,1,,1,6,20,2,,7200,2,,,2,2,,,,
874278,2,1,1,1,1,1,,1,2,30,2,,20000,2,,,2,2,,,,
874330,2,2,1,1,1,1,,1,4,40,1,4,19000,2,,,2,2,,,,
874330,3,2,1,1,1,1,,1,1,40,1,10,19000,2,,,2,2,,,,
874375,1,1,1,1,1,1,,1,6,30,2,,65000,2,,,2,2,,,,
874515,1,1,1,1,1,1,,1,4,44,2,,34500,2,,,1,2,168,,,
874515,3,1,1,2,2,1,,1,2,36,2,,16000,2,,,2,2,,,,
874515,4,1,1,1,1,1,,1,2,40,1,3,18000,2,,,2,2,,,,
874607,2,1,1,1,1,1,,1,6,48,2,,20000,2,,,2,2,,,,
874670,1,1,1,1,1,1,,1,3,40,2,,18500,2,,,2,2,,,,
874961,2,2,1,2,1,1,,1,4,17,2,,26000,2,,,2,2,,,,
875088,3,1,1,1,1,1,,1,6,46,1,6,18200,2,,,2,2,,,,
875095,1,1,1,1,1,1,,1,5,25,2,,15800,2,,,2,2,,,,
875095,2,1,1,1,1,1,,1,6,40,2,,22350,1,400,,2,2,,,,
875096,1,1,1,1,1,1,,1,4,40,1,4,19700,2,,,2,2,,,,
875096,2,1,1,1,1,1,,1,6,42,1,6,22900,2,,,2,2,,,,
875126,1,1,1,1,1,1,,1,7,36,1,1,15600,1,1008,,1,1,864,,864,
875126,2,1,1,1,1,1,,1,7,36,2,,15600,1,1008,,1,1,864,,864,
875139,1,1,1,1,1,1,,1,6,40,1,4,17000,2,,,2,2,,,,
875211,1,1,1,1,1,1,,1,2,40,2,,20000,2,,,2,2,,,,
875211,2,1,1,2,2,3,,1,1,15,2,,6000,2,,,2,2,,,,
875214,1,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
875214,2,1,1,1,1,1,,1,3,40,2,,23000,2,,,2,2,,,,
875214,3,1,1,1,1,1,,1,1,36,2,,18000,2,,,2,2,,,,
875221,2,2,1,1,1,1,,1,4,40,2,,23000,2,,,2,2,,,,
875280,1,1,1,1,1,1,,1,7,39,2,,26000,2,,,2,2,,,,
875514,1,1,1,1,1,1,,1,6,40,2,,20000,1,500,,2,2,,,,
875542,1,1,1,2,1,1,,1,6,28,2,,15200,1,2400,,2,2,,,,
875585,2,1,1,1,1,1,,1,4,20,2,,29000,2,,,2,2,,,,
875635,1,1,1,1,1,1,,1,8,42,1,7,24700,2,,,1,1,,1,,1
875635,2,1,1,1,1,1,,1,7,45,1,5,25000,1,840,,1,1,,1,,1
875855,3,3,1,1,2,2,5,1,2,35,2,,2000,2,,,1,2,,1,,
875977,2,1,1,2,1,1,,1,2,20,2,,8400,2,,,2,2,,,,
876093,1,1,1,1,1,1,,1,5,40,2,,25000,2,,,2,2,,,,
876115,1,1,1,1,1,1,,1,3,40,2,,40000,2,,,2,2,,,,
876125,2,1,1,1,1,1,,1,2,40,2,,19500,2,,,1,1,,1,,1
876694,1,1,1,2,1,1,,1,7,25,2,,20000,2,,,2,2,,,,
876694,2,1,1,1,1,1,,1,7,40,2,,35000,1,1500,,2,2,,,,
876820,1,1,1,1,1,1,,1,2,40,1,1,20000,2,,,2,2,,,,
877138,1,1,1,1,1,1,,1,8,40,2,,20000,1,1800,Buoni pasto ticket,1,2,,1,,
877138,2,1,1,1,1,1,,1,4,46,2,,23500,1,1800,Buoni pasto ticket,1,2,,1,,
877285,2,1,1,1,1,1,,1,8,57,2,,26500,2,,,2,2,,,,
877473,1,1,1,1,1,1,,1,7,40,2,,19000,2,,,2,2,,,,
877752,1,2,1,1,2,1,,1,2,40,2,,13000,2,,,2,2,,,,
877752,2,2,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
878103,1,1,1,1,2,2,9,1,8,36,2,,12000,2,,,2,2,,,,
878103,2,1,1,1,2,3,,1,2,0,2,,0,2,,,2,2,,,,
878309,1,1,1,1,1,1,,1,8,18,1,1,21450,2,,,2,2,,,,
878518,1,1,1,1,2,1,,1,8,45,2,,13800,2,,,2,2,,,,
878518,2,1,1,1,1,1,,1,8,36,2,,18000,1,332,,2,2,,,,
878573,1,1,1,1,1,1,,1,2,40,2,,13200,2,,,2,2,,,,
878573,2,1,1,1,1,1,,1,4,40,2,,18000,2,,,1,2,,1,,
878811,2,2,1,1,1,1,,1,8,30,2,,18000,2,,,2,2,,,,
878831,3,1,1,1,1,2,4,1,2,36,2,,5600,2,,,2,2,,,,
878834,1,1,1,1,1,1,,1,5,44,1,1,18600,2,,,2,2,,,,
878834,2,1,1,1,1,1,,1,5,40,1,0,16000,2,,,2,2,,,,
879229,1,1,1,1,1,1,,1,8,36,2,,23912,2,,,2,2,,,,
879257,1,1,1,1,1,1,,1,8,36,1,0,21000,2,,,2,2,,,,
879257,2,1,1,1,1,1,,1,8,36,1,0,26200,2,,,2,2,,,,
879319,1,1,1,1,1,1,,1,8,36,1,2,27300,2,,,2,2,,,,
879319,2,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
879449,1,2,1,1,1,1,,1,5,40,2,,22100,2,,,2,2,,,,
879449,2,2,1,1,1,1,,1,8,36,2,,18200,2,,,2,2,,,,
879487,1,1,1,1,1,1,,1,2,40,1,5,15600,2,,,2,2,,,,
879543,3,1,1,1,1,1,,1,1,48,1,3,13000,2,,,2,2,,,,
879620,1,1,1,1,1,1,,1,8,40,1,0,20000,1,280,,2,2,,,,
879620,3,1,1,1,2,1,,1,8,10,2,,10000,2,,,2,2,,,,
879958,2,1,1,1,2,1,,1,8,36,1,4,15990,2,,,2,2,,,,
879958,3,1,1,1,1,1,,1,1,40,1,0,17550,2,,,2,2,,,,
880040,1,1,1,1,2,2,1,1,2,30,2,,8300,2,,,2,2,,,,
880167,3,1,1,2,2,3,,1,1,8,2,,200,2,,,2,2,,,,
880167,4,1,1,1,1,1,,1,8,35,2,,18200,2,,,2,2,,,,
880271,1,1,1,1,1,1,,1,1,40,2,,16800,2,,,2,2,,,,
880581,1,1,1,1,1,2,4,1,4,8,2,,1600,2,,,2,2,,,,
880827,1,1,1,1,2,1,,1,2,40,2,,16000,2,,,2,2,,,,
880827,2,1,1,2,1,1,,1,1,36,2,,12000,2,,,2,2,,,,
880893,1,1,1,1,1,1,,1,1,48,2,,18000,2,,,2,2,,,,
880893,2,1,1,2,2,3,,1,1,8,2,,400,2,,,2,2,,,,
880898,1,1,1,2,2,1,,1,8,18,1,2,15000,2,,,2,2,,,,
880911,1,1,1,1,1,1,,1,6,50,2,,40000,1,7500,,1,1,750,,,1
880911,2,1,1,1,1,1,,1,8,23,2,,23000,2,,,2,2,,,,
880911,3,1,1,2,2,1,,1,4,30,1,1,15000,2,,,2,2,,,,
880912,1,1,1,1,1,1,,1,6,50,2,,50000,1,10000,,1,1,8000,,1000,
880912,2,1,1,1,2,1,,1,8,26,2,,15000,2,,,2,2,,,,
881095,1,1,1,1,1,1,,1,3,45,2,,15000,2,,,2,2,,,,
881330,3,1,1,2,1,1,,1,7,20,2,,8400,2,,,2,2,,,,
881554,1,1,1,1,1,1,,1,1,40,2,,15600,2,,,2,2,,,,
881765,1,1,1,1,1,1,,1,8,36,2,,17000,1,392,,2,2,,,,
881765,2,1,1,1,2,2,3,1,1,30,2,,3000,2,,,2,2,,,,
881817,1,1,1,2,1,1,,1,7,20,1,0,14000,2,,,2,2,,,,
882066,1,1,1,1,1,1,,1,6,36,2,,18000,2,,,2,2,,,,
882066,3,1,1,1,2,1,,1,2,42,1,2,18000,2,,,2,2,,,,
882067,1,1,1,1,2,1,,1,4,36,2,,13500,2,,,2,2,,,,
882091,1,1,1,1,1,1,,1,5,42,2,,18000,1,1000,,2,2,,,,
882109,1,1,1,1,1,1,,1,2,48,2,,17000,2,,,2,2,,,,
882114,1,2,1,1,1,1,,1,7,56,2,,25000,2,,,2,2,,,,
882203,1,1,1,1,1,1,,1,8,40,2,,19000,2,,,2,2,,,,
882286,1,1,1,1,1,1,,1,5,48,2,,18000,1,800,,2,1,,,,1
882314,2,1,1,1,1,1,,1,6,40,1,0,22000,2,,,2,2,,,,
882618,2,1,1,1,1,1,,1,1,40,2,,18000,2,,,2,2,,,,
882635,1,1,1,2,2,3,,1,1,15,2,,2500,2,,,2,2,,,,
882654,3,1,1,2,2,3,,1,5,30,2,,1400,2,,,2,2,,,,
882654,4,1,1,1,2,2,5,1,7,36,2,,7500,2,,,2,2,,,,
882723,1,1,1,1,1,1,,1,8,35,2,,20000,2,,,2,2,,,,
883225,1,1,1,1,1,1,,1,7,35,1,1,22000,2,,,2,2,,,,
883588,2,1,1,1,2,1,,1,2,42,2,,15000,2,,,2,2,,,,
883588,3,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
883642,1,2,1,1,1,1,,1,5,40,2,,16000,2,,,2,2,,,,
883642,2,2,1,1,1,1,,1,8,25,2,,18000,2,,,2,2,,,,
883762,1,1,1,1,1,2,10,1,1,40,2,,13000,2,,,1,2,,1,,
884032,1,1,1,1,1,1,,1,8,40,2,,14400,2,,,2,2,,,,
884033,1,1,1,1,1,1,,1,8,36,1,2,16800,2,,,2,2,,,,
884053,1,2,1,1,2,1,,1,4,40,2,,16300,2,,,2,2,,,,
884440,2,1,1,2,1,1,,1,1,10,2,,15000,2,,,2,2,,,,
884972,1,1,1,1,1,1,,1,8,36,1,3,24000,2,,,2,2,,,,
885037,1,1,1,1,1,1,,1,8,18,2,,20000,2,,,2,2,,,,
885037,2,1,1,1,1,1,,1,8,18,2,,25000,2,,,2,2,,,,
885045,2,1,1,1,1,1,,1,8,20,2,,23000,2,,,2,2,,,,
885047,1,1,1,1,1,1,,1,7,36,1,1,34000,1,250,,2,2,,,,
885047,3,3,1,2,2,1,,1,8,20,2,,7500,2,,,2,2,,,,
885062,1,1,1,1,2,2,10,1,8,18,2,,20000,2,,,2,2,,,,
885551,3,1,1,1,1,1,,1,1,40,2,,20000,2,,,2,2,,,,
885697,2,2,1,1,1,1,,1,3,32,1,1,16000,2,,,2,2,,,,
885868,2,1,1,1,1,1,,1,8,35,2,,18000,1,1300,,2,2,,,,
885878,3,1,1,1,1,1,,1,7,40,1,1,14500,2,,,2,2,,,,
885878,4,1,1,1,1,1,,1,6,40,1,2,16800,2,,,2,2,,,,
886273,1,1,1,1,1,1,,1,8,48,2,,30000,2,,,2,2,,,,
886419,1,1,1,1,1,1,,1,8,36,2,,19500,1,90,,2,2,,,,
886419,3,1,1,2,2,2,7,1,3,18,2,,3850,2,,,2,2,,,,
886604,1,1,1,1,1,1,,1,2,42,1,2,23000,1,1800,Ticket pasti,1,2,,1,,
886604,2,1,1,1,2,1,,1,1,40,2,,12000,2,,,2,2,,,,
886721,1,1,1,1,1,1,,1,4,36,2,,30000,2,,,1,2,,1,,
886721,3,3,1,2,2,3,,1,2,15,2,,1200,2,,,2,2,,,,
886789,1,1,1,1,1,1,,1,7,36,2,,28000,2,,,2,2,,,,
886789,3,1,1,1,1,1,,1,5,40,2,,16000,2,,,2,2,,,,
886789,4,1,1,1,1,1,,1,4,40,2,,15000,2,,,2,2,,,,
886797,1,2,1,1,1,1,,1,8,36,1,5,32000,1,1300,,1,1,,1,,1
886797,2,2,1,1,1,1,,1,8,36,2,,23000,1,1000,,2,2,,,,
887498,1,1,1,1,1,1,,1,8,20,2,,28000,2,,,2,2,,,,
