NQUEST,NORD,INTPER,NATTIVITA,TIPOPEN,ENTEPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE
955335,1,1,1,1,1,2008,1580,13,2,,100
955335,2,1,1,1,1,2015,1700,13,2,,80
955348,2,1,1,3,1,2018,800,13,2,,
955348,3,1,1,5,1,1985,700,13,2,,
955354,1,1,1,3,1,1987,500,13,2,,
955354,1,1,2,1,1,2021,180,13,2,,25
955425,1,1,1,1,1,2021,1521,13,2,,80
955435,1,1,1,3,1,2021,150,13,2,,
955529,1,1,1,1,1,2020,850,13,2,,40
955544,1,1,1,1,1,2006,1900,13,2,,90
955544,1,1,2,3,1,2022,600,13,2,,
955544,2,1,1,5,1,2015,1230,13,2,,
955555,1,1,1,1,1,2019,1600,13,2,,70
955579,2,2,1,1,1,2019,4000,13,2,,20
955621,1,1,1,1,1,2022,800,13,2,,50
955679,2,1,1,1,1,2022,1500,6,2,,70
955685,2,1,1,1,1,1994,1350,13,2,,85
955710,1,1,1,1,1,2016,2600,12,2,,60
955732,2,1,1,1,1,2020,4000,13,2,,60
955757,1,1,1,3,1,2020,700,12,2,,
955757,2,1,1,3,1,2020,900,12,2,,
955960,1,1,1,5,1,2015,300,13,2,,
955977,1,1,1,1,1,2014,4500,12,2,,60
956081,2,1,1,5,1,2014,500,13,2,,
956098,3,1,1,1,1,2000,1000,13,2,,10
956262,2,1,1,1,1,2017,2500,13,2,,70
956318,1,1,1,3,1,1993,820,13,2,,
956322,1,1,1,1,1,2020,1400,13,2,,60
956326,1,1,1,1,1,2002,2000,13,2,,70
956353,4,1,1,5,1,2019,300,9,2,,
956445,1,1,1,1,1,1960,1200,13,2,,80
956445,2,2,1,1,1,1972,420,13,2,,70
956467,1,1,1,1,1,2005,700,13,2,,25
956467,2,2,1,1,1,2002,1600,13,2,,95
956468,1,1,1,1,1,2006,1100,13,2,,80
956468,2,1,1,1,1,2008,530,13,2,,70
956468,2,1,2,5,1,2020,520,13,2,,
956474,1,1,1,1,1,2019,1850,12,2,,95
956558,1,1,1,1,1,2015,2900,13,2,,80
956558,2,1,1,1,1,2019,1500,13,2,,75
956579,1,1,1,5,1,2016,313,13,2,,
956886,1,1,1,3,1,2007,900,13,2,,
956898,1,1,1,1,1,2019,1450,13,2,,90
956990,1,1,1,1,1,1996,1400,13,2,,70
956990,1,1,2,3,1,2014,250,13,2,,
957002,2,2,1,1,1,2021,2175,13,2,,82
957007,1,1,1,5,1,2003,600,13,2,,
957093,1,1,1,1,1,2015,650,13,2,,60
957093,2,1,1,1,1,2015,700,13,2,,65
957097,1,1,1,2,1,2018,651,13,2,,
957154,1,1,1,1,1,2006,680,13,2,,50
957217,1,1,1,1,1,2004,900,13,2,,70
957217,2,1,1,1,1,2011,750,13,2,,80
957258,1,1,1,1,1,2000,500,12,2,,30
957262,1,1,1,1,1,2000,1000,12,2,,60
957307,1,1,1,1,1,2016,4500,13,2,,100
957313,1,1,1,1,1,2017,1800,13,2,,90
957315,1,1,1,1,1,2021,4100,13,2,,90
957508,1,1,1,1,1,2005,1600,13,2,,90
957589,1,1,1,3,1,1998,1500,13,2,,
957589,1,1,2,3,1,1991,190,13,2,,
957610,1,1,1,1,1,2021,1600,13,2,,80
957610,2,1,1,1,1,2019,380,13,2,,20
957652,1,1,1,2,1,2021,500,12,2,,
957664,1,1,1,1,1,2007,1500,13,2,,70
957664,2,1,1,1,1,1997,3500,13,2,,70
957664,2,1,2,1,2,2006,1600,13,2,,60
957671,1,1,1,1,1,2020,2400,13,2,,90
957671,1,1,2,1,1,2020,900,13,2,,30
957729,1,1,1,1,1,2006,550,13,2,,50
957729,1,1,2,1,3,2005,120,13,2,,50
957729,2,2,1,1,1,2005,1200,13,2,,80
957736,1,1,1,1,1,2020,1900,13,2,,80
957749,2,1,1,1,1,2016,800,12,2,,95
957754,1,1,1,1,1,2005,980,13,2,,70
957754,2,1,1,1,1,2012,480,13,2,,100
957764,1,1,1,1,1,2004,750,13,2,,50
957788,1,1,1,1,1,2011,2000,13,2,,60
957788,2,1,1,1,1,2016,2500,13,2,,80
957909,1,1,1,1,1,1980,1000,13,2,,60
957909,2,2,1,1,1,1980,1224,13,2,,60
957999,1,1,1,1,1,1991,689,13,2,,90
957999,2,1,1,1,1,2018,1130,13,2,,50
958051,1,1,1,1,1,2010,1600,13,2,,99
958056,1,1,1,1,1,2022,480,13,2,,100
958083,1,1,1,1,3,2015,220,12,2,,20
958083,1,1,2,2,1,2016,170,12,2,,
958083,2,1,1,5,1,2010,1500,12,2,,
958112,1,1,1,5,1,2020,500,12,2,,
958114,1,1,1,1,1,2018,900,12,2,,70
959058,1,1,1,1,1,2020,1700,13,2,,90
959134,1,2,1,1,1,2020,1500,13,2,,50
959134,2,2,1,1,1,2019,1300,13,2,,80
959264,1,1,1,1,1,2020,2500,13,2,,80
959264,2,1,1,1,1,2022,1000,13,2,,60
959343,1,1,1,1,1,2018,2800,12,2,,100
959373,1,2,1,1,1,1997,950,13,2,,60
959373,2,2,1,1,1,1997,700,14,2,,35
959392,2,1,1,1,1,2018,1400,13,2,,100
959428,1,2,1,1,1,1993,950,13,2,,80
959428,2,2,1,1,1,1985,600,13,2,,50
960050,1,1,1,1,1,2016,2000,13,2,,3
960065,1,1,1,1,1,2020,1600,13,2,,80
960070,1,1,1,1,1,2011,1700,13,2,,80
960070,2,1,1,5,1,2015,879,3,2,,
960074,1,1,1,1,1,2017,4250,13,2,,40
960085,1,1,1,1,1,2016,3000,13,2,,100
960085,2,1,1,1,1,2018,3000,13,2,,80
960092,1,1,1,1,2,2019,2400,13,2,,15
960119,2,1,1,1,1,2018,4500,13,2,,85
960160,2,1,1,1,1,2019,800,13,2,,60
960299,1,1,1,3,1,1998,1100,13,2,,
960364,1,1,1,1,1,1986,2150,13,2,,100
960382,1,1,1,3,1,2015,1080,13,2,,
960385,1,1,1,1,1,2005,3000,13,2,,80
960385,2,2,1,1,1,2008,2000,13,2,,80
960505,1,1,1,1,1,2017,2000,13,2,,98
960631,1,1,1,1,1,2000,700,12,2,,70
960637,1,1,1,1,1,2022,1000,12,2,,80
960637,2,1,1,1,1,2022,1000,13,2,,70
960774,1,1,1,1,1,2020,4000,13,2,,80
961010,1,1,1,3,1,2010,1600,13,2,,
961021,1,1,1,1,1,2008,1800,13,2,,25
961112,1,1,1,1,1,2011,2100,13,2,,95
961117,1,1,1,1,1,2006,1500,12,2,,90
961117,3,1,1,5,1,1970,490,12,2,,
961150,1,1,1,1,1,2021,1650,13,2,,90
961186,1,1,1,1,1,2014,3500,13,2,,20
961186,2,1,1,1,2,2021,950,13,2,,10
961250,1,1,1,1,1,2000,200,13,2,,20
961250,1,1,2,3,1,2002,600,13,2,,
961272,1,1,1,1,1,1996,1900,13,2,,80
961463,1,1,1,1,1,2020,1400,13,2,,80
961489,1,1,1,1,1,2021,900,12,2,,75
961490,1,1,1,1,1,2019,1400,12,1,15000,75
961525,1,1,1,3,1,2010,640,13,2,,
961589,1,1,1,1,1,2000,1180,13,2,,60
961589,2,2,1,1,1,2018,1130,13,2,,40
961597,1,1,1,1,1,2008,3000,12,2,,80
961597,2,1,1,1,1,1999,1400,12,2,,70
961600,1,1,1,1,1,2018,350,13,2,,60
961600,1,1,2,1,2,2018,590,13,2,,40
961600,2,1,1,1,2,2020,600,13,2,,60
961677,1,1,1,3,1,2003,720,13,2,,
961698,1,1,1,1,1,2008,1900,13,2,,60
964235,1,1,1,1,1,1999,1800,13,2,,95
964235,2,2,1,1,1,2000,1750,13,2,,93
964260,1,1,1,1,1,2002,2100,13,2,,30
964260,1,1,2,4,2,2002,270,12,2,,
964260,2,1,1,1,1,2003,2100,13,2,,30
964260,2,1,2,4,2,2003,270,12,2,,
964307,1,1,1,1,1,2006,1260,13,2,,50
964307,2,2,1,1,1,2018,1100,13,2,,80
964308,1,2,1,1,1,1994,1380,13,2,,80
964310,1,1,1,1,2,2016,4400,12,2,,75
964310,2,1,1,1,1,1982,800,13,2,,60
964311,1,1,1,1,1,2010,1600,13,2,,90
964311,2,1,1,1,1,2014,1900,13,2,,85
964322,1,1,1,1,1,2009,5900,13,2,,70
964322,1,1,2,1,1,2009,130,13,2,,2
964322,2,1,1,1,1,1993,1100,13,2,,55
964345,1,1,1,1,2,2008,5000,12,2,,70
964345,2,1,1,1,1,2005,1300,13,2,,75
964548,1,1,1,1,1,2005,1500,13,2,,40
964843,1,1,1,1,1,2021,3500,13,2,,60
965558,1,1,1,3,1,2014,1400,13,2,,
965563,1,1,1,1,1,2007,1500,13,2,,80
965599,1,1,1,1,1,2016,3400,13,2,,100
965599,2,1,1,1,1,2011,1750,13,2,,90
967093,1,1,1,1,1,2020,3300,13,2,,80
967093,2,1,1,1,1,2006,1200,13,2,,100
967096,1,1,1,1,1,2008,1400,13,2,,85
967108,1,1,1,1,1,2003,890,12,2,,90
967108,2,1,1,1,1,2003,900,12,2,,80
967224,1,1,1,1,1,1996,1650,13,2,,70
967316,1,1,1,1,1,1993,1800,13,1,600,20
967495,2,1,1,1,1,2012,1800,12,2,,90
967560,1,1,1,1,1,2005,2500,13,2,,80
967573,2,1,1,1,1,1991,800,13,2,,60
967573,2,1,2,5,1,2016,500,12,2,,
967648,1,1,1,1,1,2021,2100,13,2,,60
967671,1,1,1,1,1,2021,2000,13,2,,80
967714,1,1,1,1,1,2005,2000,13,2,,80
967714,1,1,2,4,2,2015,1500,12,2,,
967714,2,1,1,1,1,2010,1500,13,2,,75
967719,1,1,1,1,1,2018,2900,13,2,,85
967719,2,1,1,1,1,2018,1250,13,2,,75
967746,1,1,1,1,1,2009,1700,13,2,,80
967746,2,1,1,1,1,2018,1900,13,2,,95
967757,1,1,1,1,1,1999,1400,13,2,,76
967757,2,1,1,1,1,2015,1600,13,2,,75
967780,1,1,1,1,1,1991,2500,13,2,,100
967780,1,1,2,4,2,2011,280,12,2,,
967780,2,1,1,1,1,2011,1950,13,2,,100
967784,1,1,1,1,1,2022,2070,3,2,,85
968178,2,1,1,1,1,2019,3500,13,2,,100
968251,1,2,1,1,1,2016,2700,13,2,,90
968251,2,2,1,1,1,2013,2300,13,2,,90
968254,1,1,1,1,1,2020,3000,13,2,,90
968254,2,2,1,1,1,2021,2100,13,2,,90
968271,1,1,1,1,1,2019,1600,13,2,,100
968274,1,1,1,1,1,2003,900,13,2,,100
968274,1,1,2,3,1,2010,1100,13,2,,
968288,1,1,1,1,1,2004,350,12,2,,70
968288,1,1,2,3,1,2004,3000,13,2,,
968291,1,1,1,1,1,2007,2000,13,2,,100
968352,1,1,1,1,1,2002,800,13,2,,90
968451,1,1,1,1,1,2014,1400,13,2,,75
968678,1,1,1,3,1,2005,1030,13,2,,
968771,1,1,1,1,1,1998,3200,13,2,,100
968771,1,1,2,1,2,1998,120,13,2,,10
968771,2,2,1,1,1,2004,1850,13,2,,100
968914,1,1,1,1,1,1962,900,14,2,,50
968914,1,1,2,5,1,1965,120,12,2,,
968914,2,2,1,2,1,1983,370,13,2,,
968939,3,1,1,3,1,1993,1750,13,2,,
968951,1,1,1,3,2,2018,2200,12,2,,
969175,1,1,1,1,1,2021,1200,13,2,,75
969175,2,2,1,1,1,2020,1100,13,2,,60
970189,1,1,1,1,1,2018,840,13,1,1000,25
970357,1,1,1,1,1,2008,1700,13,2,,80
970357,2,1,1,5,1,2018,498,13,2,,
971161,1,1,1,1,1,2012,1540,13,2,,80
971161,2,1,1,1,1,1990,840,13,2,,90
971161,3,1,1,2,1,1990,840,13,1,150,
971349,1,1,1,1,1,1998,1450,13,2,,80
971527,1,1,1,2,1,2018,660,13,2,,
971646,1,1,1,1,1,2005,1200,13,2,,90
971690,1,1,1,1,1,1987,1600,13,2,,80
971690,2,2,1,1,1,2000,500,13,2,,50
971691,1,1,1,1,1,1992,1650,13,2,,70
971691,2,2,1,1,1,2010,512,14,2,,50
972702,1,1,1,1,1,2007,1200,13,2,,65
972881,1,1,1,5,1,2018,670,13,2,,
973338,1,1,1,1,1,2010,1260,13,2,,80
974022,2,1,1,1,1,1998,1250,12,2,,70
974024,1,1,1,1,1,2010,1250,12,2,,75
974024,2,1,1,1,1,2014,1150,12,2,,70
974045,1,1,1,1,1,2011,1350,12,2,,75
974045,1,1,2,3,1,2016,800,12,2,,
974058,1,1,1,1,1,2008,1000,12,2,,70
974110,1,1,1,1,1,2006,1400,13,2,,90
974110,2,2,1,1,1,2017,1250,13,2,,80
974114,1,1,1,1,1,1999,1350,13,2,,100
974114,2,1,1,1,1,2003,1250,13,2,,100
974119,1,1,1,1,1,1996,1600,13,2,,80
974126,1,1,1,1,1,2019,3000,13,2,,80
974126,2,1,1,1,1,2020,1000,13,2,,75
974134,1,1,1,1,1,2018,1300,13,2,,75
974134,2,1,1,1,1,2008,1200,13,2,,75
974139,1,1,1,1,1,2000,1100,13,2,,100
974139,2,1,1,1,1,2003,950,13,2,,100
974149,1,1,1,1,1,2005,4000,13,2,,60
974149,2,1,1,1,1,2007,1350,13,2,,70
974181,1,1,1,1,1,2008,1050,13,2,,60
974181,2,1,1,1,1,2010,1200,13,2,,80
974221,1,1,1,3,1,2019,950,13,2,,
974446,1,1,1,1,1,2009,1160,13,2,,80
974446,2,2,1,1,1,2019,1060,13,2,,80
974467,1,1,1,1,1,2008,1710,13,2,,95
974497,1,1,1,1,1,2006,1600,13,2,,80
974508,1,1,1,1,1,2003,1200,13,2,,80
974512,1,1,1,1,1,1995,1200,13,2,,70
974512,2,2,1,3,1,1997,850,13,2,,
974514,1,1,1,3,1,2022,690,9,2,,
974517,1,1,1,1,1,2011,3000,13,2,,70
974517,2,2,1,1,1,1993,1200,13,2,,70
974520,1,1,1,1,1,1988,900,13,2,,80
974520,2,2,1,1,1,1984,800,13,2,,80
974521,1,1,1,1,1,1994,1490,13,2,,80
974521,2,1,1,1,1,2013,1200,13,2,,80
974522,1,1,1,3,1,2001,900,13,2,,
974523,1,1,1,1,1,2011,2270,13,2,,90
974525,1,1,1,1,1,1990,1500,13,2,,80
974525,2,1,1,1,1,2003,1000,13,2,,70
974526,1,1,1,1,1,2003,1450,13,2,,80
974527,1,1,1,1,1,2021,970,13,2,,70
974588,1,1,1,1,1,1992,1400,13,2,,70
974590,2,2,1,1,1,2022,1000,13,2,,90
974607,1,1,1,1,1,2017,1200,13,2,,40
974616,1,1,1,1,1,2017,1300,13,2,,80
974616,2,1,1,1,1,2011,600,13,2,,40
974634,1,1,1,1,1,2015,1550,13,2,,80
974674,1,1,1,1,1,2017,2500,13,2,,100
974695,1,1,1,1,1,1984,850,13,2,,100
974861,1,1,1,1,1,2020,320,13,2,,50
974861,2,1,1,1,1,2005,2000,13,2,,80
974913,1,1,1,1,1,2010,1850,13,2,,50
974913,1,1,2,4,2,2010,160,13,2,,
975130,1,1,1,1,1,2009,1800,13,2,,95
975130,2,2,1,1,1,2018,1200,13,2,,90
975139,1,1,1,1,1,1996,1200,13,2,,80
975146,1,1,1,1,1,2020,1600,13,2,,90
975146,2,1,1,1,1,2020,1000,13,2,,95
975371,1,1,1,1,1,2021,900,14,2,,70
975408,1,1,1,1,1,2021,1200,13,2,,40
975408,2,2,1,1,1,2022,523,13,2,,60
975482,1,1,1,1,1,2017,950,12,1,860,70
975482,2,1,1,1,1,2018,1580,12,1,1480,85
980015,1,1,1,1,1,1998,1210,13,2,,75
980015,2,1,1,1,1,1996,430,13,2,,40
980068,1,1,1,1,1,2022,2900,12,2,,70
980070,1,1,1,1,1,2019,750,12,2,,40
980171,1,1,1,1,1,2016,2130,13,2,,95
980195,1,1,1,1,1,2005,900,13,2,,80
980195,1,1,2,3,1,2007,350,13,2,,
980319,2,1,1,1,1,2002,1360,13,2,,60
980331,1,1,1,1,1,1981,1200,13,2,,70
980417,2,1,1,1,1,1990,1000,13,2,,100
980462,1,1,1,1,1,2021,1200,13,2,,80
980462,3,1,1,1,1,1990,700,13,2,,80
980462,3,1,2,3,1,2015,400,13,2,,
980497,1,1,1,1,1,1997,1000,13,2,,80
980497,1,1,2,1,3,2018,300,12,2,,60
980506,1,1,1,1,1,2017,1100,13,2,,50
980506,1,1,2,1,1,2017,540,13,2,,50
980506,2,1,1,1,1,2012,1600,13,2,,90
980508,1,1,1,3,1,2010,1700,13,2,,
980575,1,1,1,1,1,1995,650,14,2,,60
980636,1,1,1,1,1,2003,3200,13,2,,70
980636,2,2,1,1,1,2004,320,13,2,,20
980672,1,1,1,1,1,2004,4100,13,2,,70
980672,2,1,1,1,1,1999,1600,13,2,,80
980682,2,2,1,1,1,1995,1500,13,2,,70
980696,1,1,1,1,1,1992,2100,13,2,,80
980806,1,1,1,1,1,2008,4300,13,2,,60
980806,2,2,1,1,1,2012,2200,13,2,,60
980829,1,1,1,1,1,2003,2300,13,2,,20
980840,1,1,1,1,1,2000,2040,13,2,,80
980879,1,1,1,1,1,2019,1900,13,2,,80
980886,1,1,1,1,1,2003,1308,13,2,,80
980886,2,1,1,1,1,2020,926,13,2,,65
980902,1,1,1,1,1,2010,1260,13,2,,20
980902,1,1,2,1,1,2010,300,13,2,,10
980902,2,1,1,1,1,2002,1600,13,2,,80
980956,1,1,1,1,1,2021,1264,13,2,,50
980977,1,1,1,1,1,2021,3180,13,2,,80
980977,2,2,1,1,1,2019,1240,13,2,,75
981071,1,1,1,2,1,2000,660,13,2,,
981075,2,1,1,1,1,2021,1700,13,2,,80
981075,2,1,2,1,2,2022,1200,12,2,,55
981093,1,1,1,1,1,2019,2100,12,2,,70
981130,1,1,1,1,1,2012,2150,13,2,,100
981226,1,1,1,3,1,1996,562,13,2,,
981235,1,1,1,1,1,2022,1030,10,2,,100
981736,1,1,1,1,1,2013,2200,13,2,,100
981736,2,2,1,1,1,2017,2100,13,2,,100
981753,1,1,1,1,1,2006,1900,13,2,,85
981753,2,1,1,1,1,2014,2250,13,2,,85
981759,1,1,1,1,1,2005,2000,13,2,,80
981759,2,1,1,1,1,1993,800,14,2,,60
981801,1,1,1,1,1,2011,1600,12,2,,60
981801,2,1,1,1,1,2007,1800,12,2,,75
981813,1,1,1,1,1,2016,2300,12,2,,60
981813,2,1,1,1,1,2014,1900,12,2,,70
981825,2,2,1,1,1,2021,900,13,2,,40
982043,2,1,1,1,1,2020,1200,13,2,,65
982043,2,1,2,3,1,2021,800,13,2,,
982050,1,1,1,1,1,2018,1550,13,2,,85
982063,1,1,1,1,1,2008,1600,13,2,,90
982065,1,1,1,1,1,2022,1710,13,2,,90
982065,2,1,1,1,1,2022,1410,9,2,,85
982068,1,1,1,1,1,2022,1560,13,2,,85
982095,1,1,1,1,1,2013,1460,13,2,,80
982095,2,2,1,1,1,2021,1200,13,2,,75
982101,4,1,1,3,1,2001,900,13,2,,
982114,1,1,1,1,1,2017,1456,13,2,,75
982142,1,1,1,1,1,2012,2230,13,2,,85
982188,1,2,1,3,1,1970,1600,13,2,,
982191,1,1,1,1,1,2003,1000,13,2,,80
982193,1,1,1,1,1,1970,700,14,2,,50
982218,1,1,1,1,1,2008,1500,13,2,,70
982218,2,1,1,1,1,2011,1100,13,2,,80
982228,1,1,1,1,1,2001,1500,13,1,500,60
982230,1,1,1,1,1,1996,1300,13,2,,70
982343,1,1,1,3,1,1986,1100,13,2,,
982357,1,1,1,1,1,2020,1600,13,2,,85
982386,1,1,1,1,1,2021,1200,13,2,,70
982386,2,1,1,1,1,2021,1100,13,2,,65
982417,1,2,1,1,1,2008,1750,13,2,,20
982421,1,1,1,1,1,2017,1800,13,2,,70
982421,2,1,1,1,1,2022,1600,13,2,,75
982494,1,1,1,1,1,2018,1200,13,2,,20
982505,1,1,1,1,1,2021,2800,13,2,,80
982505,2,1,1,1,1,2022,800,13,2,,80
982517,2,1,1,1,1,2018,1300,13,2,,70
982548,1,1,1,1,1,2022,600,2,2,,40
982548,1,1,2,3,1,2018,400,13,2,,
982556,1,1,1,1,1,2019,800,13,2,,60
982568,1,1,1,1,1,2014,2000,13,2,,30
982568,2,1,1,1,1,1992,1200,13,2,,50
982594,1,1,1,1,1,1990,650,13,2,,60
982629,1,1,1,1,1,2008,600,13,2,,40
982634,1,1,1,1,1,2011,820,14,2,,60
982634,2,1,1,1,1,2016,1200,13,2,,80
982635,1,1,1,1,1,2004,1150,13,2,,70
982635,2,1,1,1,1,2020,850,13,2,,60
982646,1,1,1,1,1,1990,570,13,2,,80
982659,1,1,1,1,1,2018,1200,13,2,,60
982660,1,1,1,1,1,2004,2300,13,2,,95
982660,2,1,1,1,1,1994,1200,13,2,,70
982665,1,1,1,1,1,2011,1230,13,2,,65
982673,1,1,1,1,1,2008,1500,13,2,,70
982699,1,1,1,5,1,1993,313,13,2,,
982749,1,1,1,1,1,2003,604,13,2,,50
982749,1,1,2,3,1,2012,446,13,2,,
982765,1,1,1,1,1,1998,1600,13,2,,80
982765,2,2,1,1,1,2010,900,13,2,,60
982771,1,1,1,1,1,2007,1100,13,2,,70
982793,1,1,1,1,1,2022,0,1,2,,40
982799,1,1,1,1,1,2020,1200,13,2,,40
982887,1,1,1,1,1,2007,1200,13,2,,90
982887,2,1,1,1,1,2008,700,13,2,,65
982898,1,1,1,1,1,2007,1600,13,2,,90
982898,2,1,1,1,1,2016,2000,13,2,,90
982900,1,1,1,5,1,2007,800,13,2,,
982901,1,1,1,1,1,2002,2200,13,2,,90
982901,1,1,2,3,1,1982,25,13,2,,
982924,2,1,1,1,1,2016,1700,13,2,,80
982931,1,1,1,1,1,2012,520,13,2,,50
982931,2,1,1,1,1,1998,1200,13,2,,80
982993,1,1,1,1,2,2012,1700,13,2,,30
982993,1,1,2,3,1,2008,350,13,2,,
982999,1,1,1,1,1,2010,1180,13,2,,80
983014,2,1,1,1,1,2019,3500,13,2,,100
983016,1,1,1,1,1,2010,1230,13,2,,95
983021,1,2,1,3,1,2005,930,13,2,,
983021,1,2,2,1,1,2005,30,13,2,,10
983022,1,1,1,1,1,2018,1400,13,2,,70
983023,1,1,1,1,1,2016,1120,13,2,,90
983029,1,1,1,1,1,2018,1000,13,2,,50
983029,2,2,1,1,1,2021,500,14,2,,100
983033,1,1,1,1,1,2007,4000,13,2,,90
983033,2,1,1,1,1,2015,2000,13,2,,80
983034,1,1,1,3,1,1998,581,14,2,,
983053,1,1,1,3,1,2010,900,13,2,,
983108,1,1,1,1,1,2005,830,13,2,,70
983108,2,2,1,5,1,2004,510,13,2,,
983117,1,1,1,1,1,1985,635,13,2,,50
983117,1,1,2,3,1,1980,150,13,2,,
983302,1,1,1,1,1,1991,1600,13,2,,20
983400,1,1,1,3,1,2022,1300,6,1,2500,
983408,1,1,1,1,1,2001,2750,13,2,,98
983414,1,1,1,1,1,2008,500,12,2,,50
983414,1,1,2,3,1,2015,500,12,2,,
983504,1,1,1,1,2,2011,3000,12,2,,50
983504,2,1,1,1,1,2011,400,13,2,,40
983511,1,1,1,1,1,2022,1650,13,2,,100
983550,1,1,1,1,1,1998,2000,12,2,,80
983550,1,1,2,1,1,2008,50,12,2,,11
983550,1,1,3,1,1,2018,30,12,2,,20
983550,2,1,1,1,1,2006,100,12,2,,10
983635,1,1,1,1,1,2011,1040,13,2,,50
983635,1,1,2,4,2,2013,98,13,2,,
983643,1,1,1,1,1,2014,3500,13,2,,40
983660,1,1,1,5,1,2022,1000,3,1,2000,
983675,1,1,1,1,1,2013,550,13,2,,50
983675,1,1,2,1,1,2018,200,12,2,,30
983675,2,1,1,1,1,2018,1200,13,2,,75
983742,1,1,1,1,1,1996,530,12,2,,50
983742,2,2,1,1,1,1988,1300,13,2,,65
983828,1,1,1,1,1,2007,2000,12,2,,80
983847,1,1,1,1,1,2021,850,13,2,,80
983847,2,1,1,1,1,2008,1100,13,2,,90
983883,1,1,1,1,1,2012,2600,13,2,,80
983885,1,1,1,1,1,2004,1090,13,2,,50
983885,2,1,1,1,1,1992,900,13,2,,50
983910,1,1,1,1,2,2007,2700,13,2,,40
983910,2,2,1,1,2,2020,380,12,2,,20
983916,1,1,1,1,1,2019,2500,13,2,,150
983916,2,1,1,1,1,2015,1200,13,2,,90
983916,2,1,2,1,1,2019,600,13,2,,55
983926,1,1,1,1,1,1999,1600,13,2,,70
983930,2,1,1,1,1,2020,1600,13,2,,90
983930,3,1,1,5,1,2014,300,13,2,,
983933,1,1,1,1,1,1995,900,13,2,,70
983940,1,1,1,2,1,2012,600,13,2,,
983976,1,1,1,1,1,1990,2200,15,2,,48
983976,2,1,1,1,1,1990,4000,14,2,,60
984010,1,1,1,1,1,2001,1900,13,2,,120
984014,1,1,1,1,1,2012,2000,13,2,,100
984026,1,1,1,1,1,2018,1800,13,2,,100
984026,2,1,1,1,1,2022,750,13,2,,60
984030,1,1,1,1,1,2021,1900,13,2,,90
984030,2,1,1,1,1,2018,1800,13,2,,90
984197,1,1,1,1,1,2018,2195,13,1,4000,110
984197,2,2,1,3,1,2017,946,13,2,,
984276,1,1,1,1,1,2016,2900,13,2,,80
984276,2,2,1,1,1,2011,3300,13,2,,75
984375,1,1,1,1,1,2022,750,13,2,,75
984375,2,2,1,1,1,2020,1900,13,1,300,100
984452,1,1,1,1,1,2012,1780,13,2,,100
984524,1,1,1,1,1,2009,1400,13,2,,80
984658,1,1,1,1,1,2016,1300,13,2,,100
984658,2,1,1,1,1,2018,1700,13,2,,100
984664,1,1,1,3,1,2020,1300,13,2,,
984716,1,1,1,5,1,2007,300,13,2,,
984740,2,1,1,5,1,2015,1200,13,2,,
984803,1,1,1,1,1,2019,2400,13,2,,40
984861,1,1,1,1,1,2021,1400,13,2,,90
984885,1,1,1,1,1,2021,1500,13,2,,80
984924,1,1,1,1,2,2017,1350,13,2,,70
984927,1,1,1,1,1,1995,2300,13,2,,80
984943,1,1,1,1,1,2019,1550,13,2,,70
984964,1,1,1,1,1,2021,1610,13,2,,70
985011,1,1,1,1,1,2007,3000,13,2,,100
985011,2,1,1,1,1,1995,700,13,2,,100
985032,2,1,1,1,1,1983,2600,13,2,,50
985043,1,1,1,1,1,2019,2300,13,2,,85
985043,2,2,1,1,1,1989,700,13,2,,50
985156,1,1,1,1,1,2020,1100,12,2,,80
985188,1,1,1,3,1,2004,1900,13,2,,
985216,1,1,1,5,1,2016,1000,13,2,,
985263,1,1,1,5,1,2010,420,13,2,,
985263,2,2,1,1,1,1992,810,13,2,,65
985266,1,1,1,1,1,2017,420,13,2,,50
985266,2,1,1,1,1,1990,1350,13,2,,80
985282,1,1,1,5,1,2019,200,12,2,,
985282,2,1,1,1,1,2002,1500,13,2,,65
985286,1,1,1,1,1,1983,1400,13,2,,80
985289,1,1,1,1,1,2006,1300,13,2,,75
985289,2,1,1,1,1,2021,850,13,2,,50
985293,1,1,1,1,1,2004,520,13,2,,40
985293,1,1,2,3,1,2013,750,13,2,,
985455,1,1,1,1,1,2016,650,13,2,,50
985455,2,1,1,1,1,2014,750,13,2,,55
985501,2,1,1,1,1,2018,700,13,2,,40
985504,1,1,1,1,1,1998,1350,13,2,,70
985504,2,2,1,1,1,2010,980,13,2,,60
985506,1,1,1,1,1,2009,2200,13,2,,90
985506,2,2,1,1,1,2019,1500,13,1,1000,90
985506,2,2,2,5,1,2021,500,13,2,,
985508,2,2,1,1,1,2007,650,13,2,,100
985540,1,1,1,1,1,2017,1900,14,2,,80
985585,1,1,1,1,1,2018,1800,14,2,,80
985690,1,1,1,1,1,1988,1100,13,2,,90
985690,1,1,2,3,1,2022,550,10,2,,
985752,1,1,1,1,1,2004,1800,13,2,,75
985767,1,1,1,1,1,2019,1300,13,2,,70
985814,1,2,1,1,1,2001,1620,13,2,,90
985814,2,2,1,1,1,2010,1620,13,2,,90
985820,1,1,1,5,1,2020,281,13,1,3000,
985831,1,1,1,1,1,2020,2700,13,2,,70
985831,2,2,1,1,1,2015,2032,13,2,,80
985831,3,1,1,3,1,2003,1200,13,2,,
