NQUEST,CTIT,NCTIT,ICTIT,BANCHE,SCOPER,UTSCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,CARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,PAYLAT,PAYLATCOME1,PAYLATCOME2,PAYLATCOME3,PAYLATCOME4,INTERNET,TWEET,DEPOSIT,NDEPOSIT
1023365,2,,,1,2,,,,,1,1,1,,,1,2,400,2,,,2,,,,,2,,1,3
1023369,2,,,1,1,1,2000,,1,1,2,3,,2,1,1,400,1,3,3,2,,,,,1,2,1,1
1023377,2,,,2,2,,,,,1,1,1,,,1,2,200,2,,,2,,,,,1,2,1,4
1023393,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1023396,2,,,1,1,1,2000,,1,2,,,,,1,2,1100,2,,,2,,,,,2,,1,1
1023399,2,,,1,2,,,,,2,,,,,1,2,900,2,,,2,,,,,2,,1,1
1023401,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,1,2,1,1
1023406,2,,,2,2,,,,,1,1,1,,,1,1,700,1,3,3,2,,,,,1,1,1,2
1023407,,,,1,,,,,,2,,,,,2,2,900,2,,,2,,,,,2,,1,1
1023413,2,,,1,2,,,,,1,1,1,,,1,2,700,1,3,3,2,,,,,1,2,1,1
1023436,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1023456,2,,,2,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,2
1023467,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1023476,2,,,1,1,2,,,,1,2,2,,,1,1,200,1,3,3,2,,,,,1,2,1,2
1023548,2,,,1,1,2,,,,1,4,2,,,1,2,400,1,3,3,2,,,,,1,1,1,4
1023571,2,,,1,2,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,1,1,1
1023576,2,,,1,1,2,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
1023593,2,,,1,2,,,,,1,1,2,,,2,1,150,1,3,3,2,,,,,1,2,1,1
1023595,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
1023599,2,,,2,2,,,,,1,1,1,,,1,2,700,2,,,2,,,,,1,2,1,2
1023609,,,,1,,,,,,2,,,,,2,2,1500,2,,,2,,,,,1,2,1,1
1023611,2,,,2,2,,,,,1,1,1,,,1,2,700,2,,,2,,,,,1,2,1,2
1023613,2,,,3,1,2,,,,1,3,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
1023618,2,,,1,1,2,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,2
1023620,2,,,1,1,2,,,,1,1,2,,,2,1,2000,2,,,2,,,,,1,2,1,1
1023621,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,1
1023628,2,,,1,2,,,,,2,,,,,1,1,150,2,,,2,,,,,1,2,1,2
1023634,2,,,1,1,1,200,0,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
1023650,2,,,2,2,,,,,2,,,,,1,2,800,1,3,3,2,,,,,1,2,1,2
1023688,2,,,1,1,1,3000,2000,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
1023691,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
1023693,2,,,1,2,,,,,1,2,2,,,1,1,1500,1,3,3,2,,,,,1,2,1,3
1023698,,,,1,,,,,,2,,,,,2,2,1000,2,,,2,,,,,1,1,1,1
1023740,2,,,3,1,1,2500,0,,1,2,2,,,1,1,1500,1,3,3,2,,,,,1,2,1,3
1023748,2,,,1,2,,,,,1,1,2,,,1,2,200,2,,,2,,,,,2,,1,1
1023749,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1023751,2,,,1,3,,,,,2,,,,,1,2,1400,2,,,2,,,,,2,,1,1
1023764,1,1,2,1,1,2,,,,1,2,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
1023768,,,,1,,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,2
1023775,2,,,1,1,2,,,,1,2,2,,,1,1,1200,1,3,3,2,,,,,1,2,1,2
1023784,2,,,2,2,,,,,1,2,2,,,1,1,2500,1,3,3,2,,,,,1,2,1,2
1023791,2,,,1,2,,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
1023805,,,,,,,,,,2,,,,,2,2,500,2,,,2,,,,,1,2,2,0
1023810,,,,,,,,,,2,,,,,2,2,400,2,,,2,,,,,2,,2,0
1023864,2,,,2,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,2
1023885,2,,,1,1,2,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
1023887,2,,,1,2,,,,,2,,,,,2,1,800,2,,,2,,,,,1,2,1,1
1023890,2,,,1,2,,,,,2,,,,,2,2,1000,2,,,2,,,,,1,2,1,3
1023895,2,,,2,2,,,,,2,,,,,1,2,1500,1,3,3,2,,,,,1,2,1,2
1023958,2,,,1,2,,,,,2,,,,,1,1,1200,1,3,3,2,,,,,1,2,1,1
1023966,2,,,2,2,,,,,1,1,2,,,1,2,1500,1,3,3,2,,,,,1,2,1,2
1023980,2,,,1,3,,,,,1,1,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,1
1023981,2,,,1,1,2,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
1023986,2,,,1,3,,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
1023996,2,,,1,3,,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
1024061,2,,,2,2,,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,2
1024088,2,,,2,1,2,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,2
1024089,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1024091,,,,1,,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1024094,2,,,1,2,,,,,1,1,1,,,2,2,1200,2,,,2,,,,,2,,1,1
1024107,2,,,1,1,2,,,,1,1,2,,,1,2,2000,2,,,2,,,,,1,2,1,1
1024164,2,,,2,1,1,2000,0,,1,2,2,,,1,1,600,2,,,2,,,,,1,2,1,2
1024165,2,,,1,1,1,8000,5000,,1,1,1,,,1,1,300,2,,,2,,,,,1,2,1,1
1024187,2,,,1,1,2,,,,1,1,2,,,1,2,700,2,,,2,,,,,1,2,1,1
1024191,2,,,2,1,2,,,,1,1,2,,,1,2,1300,2,,,2,,,,,1,2,1,2
1024194,2,,,1,3,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1024203,,,,,,,,,,2,,,,,2,2,350,2,,,2,,,,,2,,2,0
1024207,2,,,1,2,,,,,1,1,2,,,1,2,400,2,,,2,,,,,2,,1,1
1024218,2,,,1,1,2,,,,1,4,2,,,1,1,400,1,3,3,2,,,,,1,2,1,2
1024224,2,,,1,1,2,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
1024236,2,,,1,1,2,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
1024240,2,,,2,1,2,,,,1,1,1,,,1,1,600,1,3,3,2,,,,,1,2,1,2
1024243,2,,,1,2,,,,,1,2,2,,,1,1,200,1,3,3,2,,,,,1,2,1,3
1024247,2,,,1,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
1024261,2,,,2,1,2,,,,1,2,2,,,1,2,300,2,,,2,,,,,1,2,1,2
1024281,,,,,,,,,,2,,,,,2,2,250,2,,,2,,,,,2,,2,0
1024299,2,,,1,1,2,,,,2,,,,,1,2,150,2,,,2,,,,,1,2,1,1
1024318,2,,,1,2,,,,,2,,,,,2,1,750,2,,,2,,,,,1,1,1,2
1024328,,,,1,,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
1024332,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1024337,,,,1,,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
1024345,,,,1,,,,,,2,,,,,2,2,900,2,,,2,,,,,2,,1,1
1024358,,,,,,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,2,0
1024405,2,,,1,2,,,,,2,,,,,2,2,300,2,,,2,,,,,2,,1,1
1024428,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
1024429,2,,,3,2,,,,,1,3,2,,,1,1,1000,1,3,3,2,,,,,1,1,1,3
1024444,2,,,1,2,,,,,2,,,,,1,2,300,1,2,3,2,,,,,1,2,1,1
1024468,,,,1,,,,,,2,,,,,2,2,500,2,,,2,,,,,2,,1,1
1024473,,,,1,,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
1024484,,,,1,,,,,,2,,,,,2,2,516,2,,,2,,,,,2,,1,1
1024488,2,,,1,3,,,,,2,,,,,1,2,800,1,3,3,2,,,,,1,2,1,1
1024495,2,,,1,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
1024499,,,,1,,,,,,2,,,,,2,2,1200,2,,,2,,,,,2,,1,1
1024503,,,,1,,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
1024553,,,,1,,,,,,2,,,,,2,2,1200,2,,,2,,,,,2,,1,1
1024554,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1024555,2,,,1,2,,,,,1,1,2,,,1,2,900,1,2,3,2,,,,,1,2,1,1
1024566,2,,,1,2,,,,,1,2,2,,,1,2,100,2,,,2,,,,,1,2,1,1
1024570,2,,,1,2,,,,,1,1,1,,,1,1,500,1,3,3,2,,,,,1,1,1,1
1024571,2,,,1,2,,,,,1,1,2,,,2,2,300,2,,,2,,,,,1,2,1,1
1024582,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,1,1,1
1024583,2,,,2,1,1,1000,300,,1,1,1,,,1,1,200,1,3,3,2,,,,,1,2,1,2
1024616,2,,,1,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
1024635,2,,,2,2,,,,,1,2,1,,,1,1,100,2,,,2,,,,,1,2,1,2
1024636,2,,,1,2,,,,,1,4,2,,,1,2,200,2,,,2,,,,,1,2,1,1
1024652,2,,,2,1,2,,,,1,3,2,,,1,1,300,1,2,3,2,,,,,1,1,1,3
1024653,2,,,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1024707,2,,,2,1,2,,,,1,1,2,,,1,2,800,1,3,3,2,,,,,1,1,1,2
1024725,2,,,1,2,,,,,1,2,1,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
1024731,2,,,1,2,,,,,1,1,2,,,1,2,600,2,,,2,,,,,1,2,1,1
1024736,2,,,1,2,,,,,2,,,,,2,2,523,2,,,2,,,,,2,,1,1
1024743,2,,,1,4,,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,1
1024745,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1024752,2,,,1,3,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1024760,2,,,1,2,,,,,1,1,2,,,1,2,200,1,3,3,1,2,2,2,1,1,2,1,1
1024762,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
1024773,2,,,2,2,,,,,1,2,2,,,1,1,500,1,2,3,2,,,,,1,1,1,2
1024784,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1024798,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1024813,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1024913,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,1
1024917,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1024965,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1024978,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
1024980,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1024990,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
1025006,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1025007,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1025010,2,,,1,2,,,,,2,,,,,1,2,50,2,,,2,,,,,2,,1,1
1025023,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
1025033,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1025052,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1025053,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1025101,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
1025127,2,,,1,2,,,,,2,,,,,2,2,900,2,,,2,,,,,1,2,1,1
1025155,2,,,1,2,,,,,2,,,,,1,2,150,2,,,2,,,,,2,,1,1
1025162,2,,,2,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,2
1025169,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
1025199,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1025226,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
1025234,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
1025253,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
1025263,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
1025266,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
1025294,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1025336,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
1025338,,,,,,,,,,2,,,,,2,2,400,2,,,2,,,,,2,,2,0
1025400,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,1,2,1,1
1025408,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
1025419,2,,,1,2,,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,1
1025430,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1025465,,,,1,,,,,,2,,,,,2,2,400,2,,,2,,,,,2,,1,1
1025468,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1025483,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,1
1025512,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
1025519,2,,,3,1,2,,,,1,1,2,,,1,2,400,1,3,3,2,,,,,1,2,1,3
1025537,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1025551,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
1025568,2,,,2,2,,,,,1,1,2,,,1,2,800,2,,,2,,,,,1,2,1,3
1025583,2,,,2,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,2
1025585,,,,1,,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1025589,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1025623,,,,1,,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1025641,2,,,1,3,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1025645,2,,,1,3,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1025664,2,,,1,3,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1025794,,,,,,,,,,2,,,,,2,2,250,2,,,2,,,,,1,2,2,0
1025813,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1025822,,,,,,,,,,2,,,,,2,2,500,2,,,2,,,,,1,2,2,0
1025884,,,,,,,,,,2,,,,,2,1,300,2,,,2,,,,,1,2,2,0
1025887,2,,,1,2,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,2
1025899,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1025913,2,,,1,3,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1025920,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1025951,2,,,3,2,,,,,2,,,,,1,2,900,1,3,3,2,,,,,1,2,1,4
1025955,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
1025974,2,,,1,3,,,,,2,,,,,1,2,400,1,3,3,2,,,,,1,2,1,3
1025979,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,1,1,1
1025992,2,,,1,3,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
1025997,2,,,1,2,,,,,2,,,,,1,1,900,2,,,2,,,,,1,2,1,1
1026003,2,,,1,2,,,,,2,,,,,1,1,700,2,,,2,,,,,1,2,1,2
1026021,2,,,2,1,1,1000,1000,,2,,,,,1,1,800,2,,,2,,,,,1,2,1,4
1026042,2,,,1,2,,,,,2,,,,,1,2,850,2,,,2,,,,,2,,1,1
1026059,2,,,1,1,2,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,2
1026060,,,,1,,,,,,2,,,,,2,2,500,2,,,2,,,,,2,,1,1
1026063,,,,1,,,,,,2,,,,,1,2,800,2,,,2,,,,,1,2,1,1
1026084,2,,,1,2,,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1026101,2,,,2,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,2
1026108,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1026109,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
1026135,,,,1,,,,,,2,,,,,2,2,600,2,,,2,,,,,2,,1,1
1026150,2,,,1,2,,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
1026153,,,,,,,,,,2,,,,,2,2,500,2,,,2,,,,,2,,2,0
1026158,2,,,2,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,2
1026160,2,,,3,2,,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,3
1026162,2,,,1,2,,,,,1,2,2,,,1,2,800,2,,,2,,,,,1,2,1,2
1026164,2,,,1,4,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,3
1026174,2,,,1,2,,,,,2,,,,,1,1,200,1,3,3,1,2,2,1,2,1,2,1,3
1026176,,,,1,,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
1026200,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,2
1026204,2,,,1,1,2,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
1026223,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1026231,2,,,2,2,,,,,1,1,2,,,1,2,800,1,3,3,2,,,,,1,2,1,2
1026240,2,,,1,2,,,,,1,2,2,,,1,1,1200,2,,,2,,,,,1,2,1,2
1026244,2,,,1,2,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,1
1026253,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
1026258,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1026276,,,,,,,,,,2,,,,,2,2,2000,2,,,2,,,,,1,2,2,0
1026295,,,,,,,,,,2,,,,,2,2,100,2,,,2,,,,,1,2,2,0
1026299,,,,,,,,,,2,,,,,2,2,300,2,,,2,,,,,1,2,2,0
1026309,2,,,1,2,,,,,1,2,1,,,1,2,600,2,,,2,,,,,2,,1,1
1026310,,,,,,,,,,2,,,,,2,2,200,2,,,2,,,,,1,2,2,0
1026314,2,,,2,1,2,,,,1,2,1,,,1,2,800,1,2,3,2,,,,,1,2,1,2
1026319,,,,,,,,,,2,,,,,2,2,590,2,,,2,,,,,1,2,2,0
1026340,1,1,1,1,2,,,,,1,2,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,1
1026341,,,,1,,,,,,2,,,,,2,2,500,2,,,2,,,,,1,2,1,1
1026345,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
1026348,2,,,2,1,2,,,,1,2,2,,,1,2,3000,1,1,3,2,,,,,1,2,1,2
1026350,2,,,1,2,,,,,1,1,2,,,1,2,400,2,,,2,,,,,2,,1,2
1026375,2,,,1,2,,,,,1,2,1,,,1,2,600,2,,,2,,,,,2,,1,1
1026401,2,,,2,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,3
1026405,2,,,1,2,,,,,1,1,1,,,1,2,300,2,,,2,,,,,1,2,1,1
1026443,2,,,1,2,,,,,2,,,,,1,2,400,1,3,3,2,,,,,1,2,1,1
1026454,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1026459,2,,,2,2,,,,,2,,,,,1,2,1500,2,,,2,,,,,2,,1,2
1026460,2,,,3,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,3
1026487,2,,,1,2,,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,1
1026493,2,,,2,2,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,3
1026503,,,,1,,,,,,2,,,,,2,2,500,2,,,2,,,,,2,,1,1
1026512,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
1026516,2,,,1,2,,,,,2,,,,,1,1,700,2,,,2,,,,,1,1,1,1
1026518,2,,,1,1,2,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1026540,2,,,1,1,2,,,,2,,,,,1,2,400,1,3,3,2,,,,,1,2,1,1
1026551,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
1026562,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
1026565,2,,,2,2,,,,,1,1,2,,,1,2,800,1,3,3,2,,,,,1,2,1,2
1026566,,,,1,,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
1026569,2,,,2,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,2
1026574,2,,,1,1,2,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,1
1026592,2,,,1,1,2,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,1
1026598,2,,,2,2,,,,,1,2,2,,,1,1,500,2,,,2,,,,,1,2,1,3
1026609,2,,,2,1,2,,,,1,1,1,,,1,1,500,1,3,3,2,,,,,1,2,1,2
1026616,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1026618,2,,,2,1,2,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,2
1026623,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,1
1026633,2,,,1,2,,,,,2,,,,,1,1,100,2,,,2,,,,,1,2,1,1
1026637,,,,1,,,,,,2,,,,,2,2,600,2,,,2,,,,,1,2,1,1
1026652,,,,,,,,,,2,,,,,2,2,300,2,,,2,,,,,1,2,2,0
1026655,1,1,1,1,2,,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,2
1026658,2,,,1,2,,,,,1,1,1,,,1,2,700,2,,,2,,,,,1,2,1,2
1026665,2,,,3,3,,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,3
1026676,,,,,,,,,,2,,,,,2,2,700,2,,,2,,,,,1,2,2,0
1026682,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
1026687,2,,,1,1,2,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,1
1026693,2,,,3,2,,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,3
1026696,2,,,2,2,,,,,2,,,,,1,2,300,1,3,3,1,1,2,2,2,1,2,1,2
1026697,2,,,1,2,,,,,1,2,2,,,1,1,500,2,,,2,,,,,1,2,1,1
1026713,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
1026716,2,,,1,1,2,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1026719,,,,,,,,,,2,,,,,2,2,1000,2,,,2,,,,,1,2,2,0
1026729,2,,,2,1,2,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,2
1026738,2,,,1,3,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,1
1026740,2,,,1,2,,,,,1,2,1,,,1,1,500,2,,,2,,,,,1,2,1,2
1026756,,,,,,,,,,2,,,,,2,2,500,2,,,2,,,,,1,2,2,0
1026759,2,,,1,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
1026760,2,,,1,2,,,,,1,1,1,,,1,2,500,2,,,2,,,,,1,1,1,1
1026782,2,,,2,3,,,,,1,1,1,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
1026796,2,,,2,1,2,,,,1,2,2,,,1,1,600,1,3,3,2,,,,,1,2,1,2
1026808,2,,,2,1,1,500,2500,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,3
1026813,2,,,2,2,,,,,1,2,3,,1,1,1,300,2,,,2,,,,,1,2,1,2
1026816,2,,,2,3,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,2
1026834,2,,,1,2,,,,,1,2,1,,,1,2,500,1,2,3,2,,,,,1,1,1,1
1026860,,,,,,,,,,2,,,,,2,1,200,2,,,2,,,,,1,2,2,0
1026884,2,,,1,1,2,,,,1,1,3,,1,1,1,200,1,3,3,2,,,,,1,2,1,2
1026885,2,,,1,2,,,,,1,1,2,,,1,1,100,2,,,2,,,,,1,2,1,2
1026894,1,1,1,1,1,2,,,,1,1,3,,1,1,1,400,1,3,3,2,,,,,1,2,1,4
1026897,2,,,2,2,,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,2
1026925,2,,,2,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,3
1026946,2,,,1,1,2,,,,1,1,3,,1,1,2,500,1,3,3,1,1,2,2,2,1,2,1,2
1026954,2,,,1,2,,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,1
1026957,2,,,1,3,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
1026958,2,,,1,2,,,,,1,2,1,,,1,1,200,1,3,3,2,,,,,1,2,1,2
1026968,,,,,,,,,,2,,,,,2,2,50,2,,,2,,,,,1,2,2,0
1026977,2,,,1,2,,,,,1,1,2,,,1,2,500,2,,,2,,,,,1,2,1,1
1026979,2,,,1,2,,,,,2,,,,,1,2,150,2,,,2,,,,,1,2,1,1
1026987,,,,,,,,,,2,,,,,2,2,100,2,,,2,,,,,2,,2,0
1026993,2,,,1,2,,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,3
1027011,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
1027017,2,,,2,2,,,,,1,2,1,,,1,2,500,2,,,2,,,,,1,2,1,2
1027037,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
1027043,1,1,1,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
1027046,,,,,,,,,,2,,,,,2,1,500,2,,,2,,,,,2,,2,0
