NQUEST,CTIT,NCTIT,ICTIT,BANCHE,SCOPER,UTSCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,CARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,PAYLAT,PAYLATCOME1,PAYLATCOME2,PAYLATCOME3,PAYLATCOME4,INTERNET,TWEET,DEPOSIT,NDEPOSIT
927696,2,,,1,2,,,,,1,1,1,,,1,1,500,1,3,3,1,2,1,2,2,1,2,1,1
927704,2,,,1,1,2,,,,1,1,2,,,1,1,600,1,3,3,2,,,,,1,2,1,2
927709,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
927716,2,,,1,2,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
927721,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,1,1,1
927798,1,1,1,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
927802,2,,,2,2,,,,,1,2,2,,,1,1,400,1,3,3,2,,,,,1,2,1,2
927814,2,,,2,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,2
927836,2,,,2,2,,,,,2,,,,,1,2,500,1,3,3,2,,,,,1,2,1,5
927843,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
927851,2,,,1,2,,,,,2,,,,,1,2,450,2,,,2,,,,,1,2,1,2
927854,2,,,1,1,2,,,,1,1,2,,,1,2,300,2,,,2,,,,,1,2,1,1
927866,2,,,1,2,,,,,2,,,,,2,2,550,2,,,2,,,,,2,,1,1
927880,2,,,1,2,,,,,2,,,,,2,2,400,2,,,2,,,,,1,2,1,1
927882,2,,,2,2,,,,,2,,,,,1,2,350,2,,,2,,,,,2,,1,2
927917,2,,,1,3,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
927941,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
927944,2,,,1,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
927946,2,,,1,1,2,,,,1,1,2,,,1,2,250,1,3,3,2,,,,,1,2,1,1
927983,2,,,1,2,,,,,1,2,2,,,1,2,250,1,3,3,2,,,,,1,2,1,1
927988,2,,,2,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
927994,2,,,1,2,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
928008,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,1
928027,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
928029,2,,,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
928034,2,,,1,2,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,1
928037,2,,,1,2,,,,,2,,,,,1,1,150,1,3,3,2,,,,,1,2,1,1
928068,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
928082,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
928085,2,,,2,2,,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,4
928117,2,,,1,3,,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
928158,2,,,1,1,2,,,,1,2,1,,,1,2,500,2,,,2,,,,,1,2,1,2
928161,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
928162,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
928179,2,,,1,1,2,,,,2,,,,,1,2,650,1,3,3,2,,,,,1,1,1,1
928185,2,,,1,2,,,,,2,,,,,1,2,700,1,3,3,2,,,,,1,2,1,2
928200,2,,,1,1,2,,,,1,2,2,,,1,2,700,1,3,3,2,,,,,1,1,1,1
928204,2,,,1,3,,,,,1,1,2,,,1,2,350,2,,,2,,,,,2,,1,1
928253,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
928256,,,,,,,,,,2,,,,,2,2,200,2,,,2,,,,,2,,2,0
928258,2,,,1,2,,,,,2,,,,,1,2,900,2,,,2,,,,,2,,1,1
928261,2,,,1,2,,,,,2,,,,,1,1,500,2,,,2,,,,,1,2,1,1
928267,2,,,1,2,,,,,2,,,,,2,1,600,2,,,2,,,,,2,,1,1
928296,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
928303,2,,,1,2,,,,,2,,,,,1,2,650,2,,,2,,,,,2,,1,1
928316,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
928322,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
928339,1,1,1,3,2,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,3
928342,2,,,1,2,,,,,1,1,1,,,1,1,500,2,,,2,,,,,1,1,1,2
928363,2,,,1,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,2
928391,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
928392,,,,,,,,,,2,,,,,2,1,100,2,,,2,,,,,1,2,2,0
928394,2,,,1,2,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,1
928439,2,,,2,2,,,,,2,,,,,1,1,200,1,2,3,2,,,,,1,1,1,2
928473,2,,,1,1,2,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,1
928497,2,,,1,1,2,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,1
928501,2,,,1,2,,,,,2,,,,,1,2,150,1,3,3,2,,,,,1,2,1,1
928503,2,,,2,1,1,2000,0,,1,2,2,,,1,1,350,1,3,3,2,,,,,1,2,1,2
930014,2,,,1,2,,,,,1,1,2,,,1,1,250,1,3,3,2,,,,,1,2,1,1
930016,2,,,1,3,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
930021,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
930023,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
930026,2,,,2,2,,,,,2,,,,,1,2,2000,1,3,3,2,,,,,1,2,1,2
930039,1,1,1,2,1,2,,,,2,,,,,1,2,650,1,3,3,2,,,,,1,2,1,5
930082,2,,,1,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
930085,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
930086,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,2
930091,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
930111,1,4,1,4,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,4
930113,2,,,2,1,2,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,3
930120,1,1,1,2,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
930124,1,4,2,2,2,,,,,1,2,2,,,1,2,1500,1,2,3,2,,,,,1,2,1,2
930172,1,1,1,4,1,2,,,,1,5,2,,,1,1,1500,1,3,3,2,,,,,1,2,1,4
930174,2,,,2,2,,,,,1,2,2,,,1,1,600,1,3,3,2,,,,,1,2,1,4
930176,1,4,2,3,1,2,,,,2,,,,,1,1,1200,1,3,3,2,,,,,1,2,1,5
930192,1,1,2,2,2,,,,,1,2,2,,,1,2,300,1,2,3,2,,,,,1,2,1,2
930201,2,,,2,1,2,,,,1,1,1,,,1,2,800,1,3,3,2,,,,,1,2,1,2
930220,1,1,1,2,2,,,,,1,2,2,,,1,1,150,1,3,3,2,,,,,1,2,1,3
930256,1,1,1,2,1,2,,,,1,2,2,,,1,2,700,1,3,3,2,,,,,1,2,1,2
930257,1,3,2,3,1,2,,,,1,3,2,,,1,2,1000,1,2,3,2,,,,,1,2,1,3
930287,2,,,2,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,2
930301,2,,,2,2,,,,,1,1,2,,,1,2,150,1,3,3,2,,,,,1,2,1,2
930323,1,2,2,2,1,2,,,,1,3,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
930336,1,1,2,1,2,,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,1,1,1
930337,1,2,2,2,1,2,,,,1,3,2,,,2,2,3000,1,3,3,2,,,,,1,2,1,3
930413,2,,,1,1,1,500,0,,1,3,2,,,1,2,100,1,3,3,1,2,2,2,1,1,1,1,1
930419,1,1,1,2,3,,,,,1,1,2,,,1,2,300,1,3,3,2,,,,,1,2,1,2
930424,2,,,4,1,2,,,,1,2,2,,,1,1,350,1,3,3,2,,,,,1,2,1,4
930432,1,1,2,1,1,2,,,,1,2,2,,,1,1,800,1,3,3,1,2,1,2,2,1,2,1,1
930452,2,,,1,2,,,,,2,,,,,1,1,800,1,2,3,2,,,,,1,2,1,1
930498,2,,,1,2,,,,,1,1,2,,,2,1,50,1,3,3,2,,,,,1,2,1,1
930528,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
930548,2,,,1,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,1
930571,2,,,2,2,,,,,1,2,2,,,1,1,500,1,1,3,2,,,,,1,2,1,2
930576,2,,,2,2,,,,,1,2,2,,,1,1,300,1,3,1,1,1,2,2,2,1,2,1,4
930577,2,,,1,2,,,,,1,1,1,,,1,1,300,1,3,3,2,,,,,1,2,1,1
930580,2,,,1,2,,,,,2,,,,,1,1,600,1,2,3,2,,,,,1,2,1,1
930586,2,,,2,3,,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,5
930592,1,2,2,4,2,,,,,1,2,2,,,1,1,750,1,2,3,2,,,,,1,2,1,4
930603,2,,,2,2,,,,,1,2,2,,,1,1,500,1,2,3,1,1,2,2,2,1,2,1,4
930605,1,1,1,1,3,,,,,1,2,2,,,1,1,200,1,3,3,2,,,,,1,2,1,4
930606,2,,,1,1,2,,,,1,1,2,,,1,2,600,1,3,3,2,,,,,1,2,1,1
930608,2,,,1,3,,,,,1,2,2,,,1,1,200,1,2,3,2,,,,,1,2,1,2
930632,2,,,1,2,,,,,1,1,2,,,1,1,25,1,3,3,2,,,,,1,1,1,1
930672,2,,,1,2,,,,,2,,,,,1,1,250,2,,,2,,,,,1,2,1,1
930686,2,,,1,2,,,,,2,,,,,1,1,600,2,,,2,,,,,1,2,1,1
930712,2,,,2,2,,,,,1,1,2,,,1,1,400,2,,,2,,,,,1,2,1,2
930722,2,,,1,2,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
930723,2,,,1,3,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
930724,1,1,2,2,2,,,,,1,2,2,,,1,1,400,1,3,3,2,,,,,1,2,1,2
930725,2,,,2,3,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,1,1,2
930726,2,,,1,3,,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
930732,1,1,2,1,2,,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
930743,2,,,2,1,2,,,,1,2,1,,,1,2,1500,2,,,2,,,,,2,,1,2
930749,2,,,1,1,2,,,,1,2,2,,,1,2,150,1,3,3,2,,,,,1,2,1,2
930753,2,,,1,1,2,,,,1,3,2,,,1,1,100,1,3,3,2,,,,,1,2,1,4
930757,2,,,2,3,,,,,1,1,1,,,1,2,100,2,,,2,,,,,1,2,1,2
930759,2,,,1,2,,,,,1,1,2,,,1,2,100,2,,,2,,,,,1,2,1,1
930770,,,,1,,,,,,2,,,,,1,2,30,2,,,2,,,,,2,,1,1
930775,2,,,2,1,2,,,,1,2,2,,,1,1,200,1,3,3,2,,,,,1,2,1,2
930776,2,,,1,2,,,,,2,,,,,1,2,50,2,,,2,,,,,2,,1,1
930793,1,1,2,2,2,,,,,1,2,2,,,1,2,850,1,3,3,2,,,,,1,2,1,2
930831,2,,,1,2,,,,,2,,,,,2,2,700,2,,,2,,,,,1,2,1,2
930845,2,,,1,2,,,,,1,1,2,,,1,2,1000,2,,,2,,,,,1,2,1,1
930846,1,1,1,1,2,,,,,1,1,2,,,1,2,100,2,,,2,,,,,1,2,1,1
930862,2,,,1,3,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
930864,2,,,2,3,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
930865,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,1,2,1,2
930888,1,3,2,3,2,,,,,1,3,2,,,1,2,500,1,3,3,2,,,,,1,2,1,4
930901,2,,,2,1,2,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,2
930914,2,,,4,1,2,,,,1,5,2,,,1,2,200,1,3,3,2,,,,,2,,1,4
930940,1,1,2,1,2,,,,,1,4,2,,,2,2,500,1,2,3,1,2,1,2,2,1,1,1,2
930943,2,,,1,2,,,,,2,,,,,2,2,250,2,,,2,,,,,2,,1,1
930946,2,,,2,2,,,,,1,1,2,,,1,2,200,2,,,2,,,,,1,2,1,2
930953,2,,,4,1,2,,,,1,4,2,,,1,1,1000,1,2,3,2,,,,,1,2,1,4
930960,2,,,1,4,,,,,1,1,2,,,1,2,1000,1,2,3,2,,,,,1,2,1,2
930961,2,,,3,1,2,,,,1,3,2,,,1,1,1500,1,2,3,2,,,,,1,2,1,3
930988,1,2,2,2,1,1,30000,0,,1,2,2,,,1,2,1000,1,1,3,2,,,,,1,2,1,4
930999,1,1,1,1,1,2,,,,1,1,2,,,1,1,1200,1,3,3,2,,,,,1,2,1,1
931003,1,1,2,2,1,2,,,,1,2,2,,,1,1,800,1,3,3,1,2,1,2,2,1,2,1,4
931037,1,2,2,1,2,,,,,1,1,2,,,1,1,300,1,2,3,2,,,,,1,2,1,4
931041,1,1,2,1,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
931049,1,1,1,2,1,2,,,,1,1,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,4
931071,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,2
931083,2,,,1,2,,,,,2,,,,,2,2,2000,2,,,2,,,,,1,2,1,1
931085,2,,,1,2,,,,,2,,,,,2,2,1200,2,,,2,,,,,2,,1,1
931153,1,1,2,2,1,2,,,,1,1,2,,,1,1,800,1,3,3,2,,,,,1,2,1,2
931168,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
931177,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
931184,2,,,2,2,,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
931187,2,,,2,2,,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
931209,1,2,2,2,3,,,,,1,2,2,,,1,2,800,1,2,3,1,2,1,2,2,1,2,1,3
931229,2,,,1,2,,,,,1,2,1,,,1,2,1000,2,,,2,,,,,1,2,1,1
931282,2,,,2,2,,,,,1,2,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,3
931331,2,,,1,1,2,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
931349,2,,,1,1,2,,,,1,1,2,,,1,2,180,1,3,3,2,,,,,1,2,1,1
931377,2,,,1,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
931402,2,,,2,1,2,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,2
931412,2,,,1,3,,,,,1,1,1,,,1,1,500,2,,,2,,,,,1,2,1,1
931418,2,,,2,1,2,,,,1,1,2,,,1,2,400,1,3,3,1,2,1,2,2,1,2,1,2
931426,1,1,1,2,3,,,,,1,2,2,,,1,2,1000,1,2,3,2,,,,,1,2,1,2
931474,2,,,1,1,2,,,,2,,,,,1,2,2000,2,,,2,,,,,2,,1,2
931532,1,1,1,2,2,,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
931553,1,1,2,2,2,,,,,1,2,2,,,1,1,400,1,3,3,2,,,,,1,2,1,3
931554,2,,,1,2,,,,,1,1,1,,,1,2,300,2,,,2,,,,,2,,1,1
931563,1,1,2,2,1,2,,,,1,6,2,,,1,1,500,1,2,3,2,,,,,1,2,1,2
931595,2,,,1,2,,,,,2,,,,,1,2,100,1,3,3,2,,,,,1,2,1,1
931597,1,1,2,1,1,2,,,,1,3,2,,,1,2,400,1,3,3,2,,,,,1,2,1,1
931610,2,,,1,2,,,,,2,,,,,1,2,600,1,3,3,2,,,,,1,2,1,1
931613,2,,,2,1,2,,,,1,2,2,,,1,2,250,1,3,3,2,,,,,1,2,1,2
931615,2,,,2,2,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
931649,1,1,2,2,1,2,,,,1,2,2,,,1,2,600,1,3,3,2,,,,,1,2,1,2
931686,2,,,1,2,,,,,1,1,2,,,1,2,300,2,,,2,,,,,1,2,1,1
931688,1,2,1,2,1,2,,,,1,2,2,,,1,1,50,1,2,3,2,,,,,1,2,1,2
931709,2,,,1,1,2,,,,1,1,2,,,1,1,200,1,3,3,2,,,,,1,2,1,2
931763,2,,,1,2,,,,,1,2,2,,,1,2,200,1,3,3,1,2,1,2,2,1,2,1,2
931766,1,1,2,2,1,2,,,,1,2,2,,,1,1,500,1,2,3,2,,,,,1,2,1,7
931784,2,,,1,2,,,,,1,3,2,,,1,1,300,1,3,3,2,,,,,1,2,1,3
931795,2,,,2,1,2,,,,1,3,2,,,1,2,100,1,3,3,2,,,,,1,2,1,2
931802,2,,,2,1,2,,,,1,2,2,,,1,2,850,1,3,3,2,,,,,1,2,1,2
931834,2,,,4,1,2,,,,1,6,2,,,1,2,1200,1,2,3,2,,,,,1,1,1,6
931840,2,,,1,1,2,,,,1,2,2,,,2,2,1000,2,,,2,,,,,1,2,1,2
931881,1,1,1,2,1,2,,,,1,4,2,,,1,2,2000,1,2,3,2,,,,,1,2,1,2
931921,2,,,3,1,2,,,,1,6,2,,,1,1,500,1,3,3,2,,,,,1,2,1,3
931923,2,,,1,1,2,,,,1,4,2,,,1,2,100,1,3,3,2,,,,,1,1,1,1
931968,1,3,2,3,2,,,,,2,,,,,1,2,750,1,2,3,2,,,,,1,2,1,3
931969,1,3,2,2,1,2,,,,1,2,2,,,1,1,300,1,2,3,2,,,,,1,2,1,5
931993,2,,,5,1,2,,,,1,4,2,,,1,2,2000,1,3,3,2,,,,,1,2,1,7
932021,2,,,2,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,2
932027,2,,,2,1,2,,,,1,3,2,,,1,1,500,1,3,3,2,,,,,1,1,1,2
932061,2,,,2,1,2,,,,1,3,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
932131,2,,,1,1,2,,,,1,1,2,,,1,2,400,1,3,3,1,2,2,2,1,1,2,1,1
932134,1,1,2,3,1,2,,,,1,1,2,,,1,2,100,1,3,3,2,,,,,1,1,1,3
932152,2,,,3,1,2,,,,1,3,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
932162,2,,,3,2,,,,,1,2,2,,,1,2,1000,2,,,2,,,,,1,2,1,4
932169,2,,,2,2,,,,,2,,,,,1,1,200,2,,,2,,,,,2,,1,2
932191,2,,,1,2,,,,,1,1,2,,,1,2,100,2,,,2,,,,,2,,1,2
932225,2,,,2,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,4
932228,2,,,2,1,2,,,,1,3,2,,,1,1,400,1,3,3,2,,,,,1,1,1,2
932238,2,,,1,2,,,,,1,1,1,,,1,2,300,1,3,3,2,,,,,1,2,1,1
932239,2,,,2,2,,,,,1,3,2,,,1,2,200,1,3,3,1,2,1,2,2,1,2,1,2
932282,2,,,2,2,,,,,1,2,2,,,1,1,500,1,2,3,2,,,,,1,2,1,3
932289,2,,,1,3,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,2
932306,2,,,1,2,,,,,1,5,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,5
932311,1,4,1,3,1,2,,,,1,8,2,,,1,1,600,1,2,3,2,,,,,1,2,1,5
932312,2,,,2,2,,,,,1,1,2,,,1,1,400,1,3,3,2,,,,,1,1,1,2
932327,1,1,2,2,3,,,,,1,2,2,,,2,2,4000,1,2,3,2,,,,,1,2,1,2
932328,2,,,1,2,,,,,1,1,1,,,1,1,200,1,2,3,2,,,,,1,2,1,1
932332,2,,,2,1,2,,,,1,4,2,,,1,2,300,1,3,3,2,,,,,1,1,1,8
932341,2,,,3,1,2,,,,1,2,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,3
932358,1,1,2,1,3,,,,,2,,,,,1,2,100,1,2,3,2,,,,,1,2,1,1
932367,2,,,3,1,2,,,,1,2,2,,,1,1,100,1,3,3,2,,,,,1,2,1,3
932377,1,1,2,3,3,,,,,1,3,2,,,1,2,150,1,3,3,2,,,,,1,1,1,4
932381,2,,,2,2,,,,,1,1,2,,,1,2,200,2,,,2,,,,,1,2,1,2
932412,2,,,2,2,,,,,1,1,1,,,1,2,400,1,3,3,2,,,,,1,2,1,2
932431,2,,,1,1,2,,,,2,,,,,1,2,400,1,3,3,2,,,,,1,2,1,1
932465,2,,,2,1,2,,,,1,4,2,,,2,2,300,1,3,3,2,,,,,1,1,1,5
932501,1,1,2,2,1,2,,,,1,3,2,,,2,1,300,1,2,3,2,,,,,1,2,1,2
932532,1,4,1,6,2,,,,,1,5,2,,,1,2,3000,1,3,3,2,,,,,1,2,1,10
932542,2,,,4,2,,,,,1,3,2,,,1,2,750,1,2,2,2,,,,,2,,1,4
932572,2,,,3,1,2,,,,1,3,2,,,1,1,1500,1,3,3,2,,,,,1,2,1,3
932577,2,,,3,2,,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
932579,2,,,2,1,2,,,,1,3,2,,,1,2,100,1,3,3,2,,,,,1,1,1,2
932586,1,1,2,2,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,2
932596,2,,,2,2,,,,,2,,,,,2,2,300,2,,,2,,,,,1,2,1,2
932623,2,,,2,1,2,,,,1,2,2,,,1,1,200,1,3,3,2,,,,,1,1,1,2
932631,1,1,2,1,2,,,,,1,1,1,,,1,1,700,1,3,3,2,,,,,1,2,1,1
932641,1,1,2,3,1,2,,,,1,3,2,,,1,2,150,1,3,3,2,,,,,1,2,1,3
932652,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
932653,2,,,3,1,2,,,,1,3,2,,,1,1,500,1,3,3,2,,,,,1,1,1,3
932663,2,,,1,2,,,,,1,4,2,,,2,1,100,1,3,3,2,,,,,1,2,1,1
932666,2,,,1,2,,,,,1,1,2,,,1,1,100,1,3,3,2,,,,,1,1,1,1
932673,2,,,3,1,2,,,,1,3,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
932694,2,,,1,2,,,,,2,,,,,1,1,600,2,,,2,,,,,1,2,1,1
932717,1,1,1,1,1,2,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
932724,2,,,2,1,2,,,,1,3,2,,,1,2,200,1,3,3,2,,,,,1,2,1,3
932742,2,,,1,2,,,,,1,1,2,,,1,2,250,1,3,3,2,,,,,1,2,1,2
932760,2,,,2,2,,,,,1,2,1,,,1,2,200,1,2,3,2,,,,,1,2,1,2
932773,1,2,2,4,2,,,,,1,3,2,,,1,1,500,1,3,3,2,,,,,1,2,1,8
932777,1,1,1,3,2,,,,,1,3,2,,,1,1,2000,1,3,3,1,2,2,2,1,1,2,1,4
932780,2,,,4,1,2,,,,1,4,2,,,1,1,300,1,3,3,1,2,1,2,2,1,1,1,4
932810,1,2,1,1,1,2,,,,1,3,2,,,1,2,500,1,2,3,2,,,,,1,2,1,2
932826,2,,,1,1,2,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,1,1,2
932832,1,1,2,1,1,2,,,,1,5,2,,,1,2,300,1,3,3,2,,,,,1,2,1,1
932852,2,,,3,2,,,,,1,2,2,,,1,1,1500,1,3,3,2,,,,,1,2,1,3
932864,1,2,2,3,1,2,,,,2,,,,,1,1,1500,1,2,3,2,,,,,1,2,1,8
932883,2,,,2,1,2,,,,1,4,2,,,1,1,700,1,3,3,2,,,,,1,2,1,2
932911,2,,,2,1,2,,,,1,4,2,,,1,1,400,1,3,3,2,,,,,1,1,1,2
932929,2,,,1,1,2,,,,1,3,2,,,1,1,1500,1,2,3,2,,,,,1,2,1,3
932957,2,,,1,2,,,,,1,1,2,,,1,2,100,1,3,3,2,,,,,1,2,1,1
932958,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
932980,2,,,2,1,2,,,,1,2,2,,,1,2,100,1,3,3,2,,,,,1,2,1,2
932997,2,,,3,1,2,,,,1,3,2,,,1,1,400,1,2,3,2,,,,,1,2,1,3
933012,2,,,1,1,2,,,,1,1,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
933025,2,,,3,1,2,,,,1,4,2,,,1,1,500,1,3,3,2,,,,,1,2,1,4
933036,1,1,2,1,1,2,,,,1,5,2,,,1,1,400,1,3,3,2,,,,,1,1,1,3
933043,2,,,1,3,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
933045,2,,,3,1,2,,,,1,3,2,,,1,1,1000,1,3,3,2,,,,,1,1,1,3
933050,2,,,4,1,2,,,,1,5,2,,,1,1,300,1,3,3,2,,,,,1,2,1,4
933057,2,,,1,2,,,,,1,1,1,,,1,2,400,2,,,2,,,,,2,,1,1
933123,2,,,1,2,,,,,1,1,3,,1,1,2,400,1,3,3,1,2,1,2,2,1,2,1,1
933146,1,1,2,1,2,,,,,1,2,2,,,1,2,700,1,3,3,2,,,,,1,2,1,2
933147,2,,,3,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,1,1,3
933244,2,,,2,1,2,,,,1,2,2,,,1,2,250,1,2,3,2,,,,,1,1,1,2
933264,2,,,2,1,2,,,,1,3,2,,,1,1,800,1,3,3,2,,,,,1,1,1,2
933265,1,2,2,3,1,2,,,,1,5,2,,,1,2,100,1,2,3,2,,,,,1,1,1,3
933305,1,2,2,2,1,2,,,,1,7,2,,,1,1,2500,1,3,3,2,,,,,1,2,1,5
933346,2,,,1,1,2,,,,1,1,2,,,1,1,50,1,3,3,2,,,,,1,2,1,1
933357,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
933422,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,1
933476,2,,,2,1,2,,,,1,3,2,,,1,2,500,1,2,3,2,,,,,1,2,1,3
933580,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
933683,2,,,1,1,2,,,,1,5,2,,,1,2,200,1,3,3,2,,,,,1,2,1,1
933774,2,,,4,2,,,,,1,1,2,,,1,1,200,1,3,3,2,,,,,1,2,1,4
933795,1,1,2,3,3,,,,,1,2,2,,,1,2,200,1,3,3,2,,,,,1,1,1,3
933796,2,,,2,1,2,,,,1,3,2,,,1,2,800,1,2,3,2,,,,,1,1,1,3
933812,2,,,1,2,,,,,1,1,3,1000,,1,1,300,1,2,3,2,,,,,1,2,1,1
933851,2,,,1,2,,,,,1,1,3,,1,1,2,2000,2,,,2,,,,,2,,1,1
933854,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,2
933862,2,,,1,2,,,,,2,,,,,1,2,200,1,3,3,2,,,,,1,2,1,1
933865,1,1,2,4,1,2,,,,1,3,2,,,1,2,500,1,3,3,2,,,,,1,2,1,4
933877,2,,,2,1,2,,,,1,4,2,,,1,2,3000,1,3,3,2,,,,,1,2,1,4
