NQUEST,Y,CN,CD1,CD2,CD,C,S
36250,27000.313593,26820,0,0,0,26820,180.31359272
36321,36164.077815,26880,0,0,0,26880,9284.077815
36333,15933.509349,16240,10000,0,10000,26240,-10306.49065
36403,0.6271854332,12370,0,0,0,12370,-12369.37281
36409,43816.798259,36618,0,0,0,36618,7198.7982593
36443,40578.766403,28580,20000,0,20000,48580,-8001.233597
36697,19690.678924,22520,0,0,0,22520,-2829.321076
36893,25455.679636,17550,0,0,0,17550,7905.6796358
37299,20610.097615,19400,0,0,0,19400,1210.0976153
37521,30696.208058,19410,0,499,499,19909,10787.208058
37810,9640,9600,0,0,0,9600,40
38014,30665.85447,25370,0,0,0,25370,5295.8544705
38095,22007.839818,16480,0,0,0,16480,5527.8398179
38106,34425.714603,17840,0,0,0,17840,16585.714603
38316,105986.22093,26700,5000,0,5000,31700,74286.22093
38877,27378.398179,20410,0,0,0,20410,6968.3981792
38885,38332.126325,22500,0,0,0,22500,15832.126325
38939,49594.480722,38100,0,0,0,38100,11494.480722
39056,59702.319985,35220,0,1200,1200,36420,23282.319985
39086,37275.789293,27520,0,0,0,27520,9755.7892925
39095,33172.562608,24410,0,450,450,24860,8312.5626079
39218,32428.946463,11390,0,0,0,11390,21038.946463
39227,20143.672894,25950,0,0,0,25950,-5806.327106
39317,58235.937853,56400,0,0,0,56400,1835.9378534
39318,86964.444827,40020,0,0,0,40020,46944.444827
39488,25970.383527,20240,0,0,0,20240,5730.3835266
39697,49860.672173,17800,0,900,900,18700,31160.672173
50231,40300,19358,0,0,0,19358,20942
51895,39528.223344,40500,0,0,0,40500,-971.7766555
52700,16822.718543,14680,0,0,0,14680,2142.7185433
52718,12878.815563,12200,0,0,0,12200,678.815563
52736,6601.2543709,8460,0,0,0,8460,-1858.745629
53086,28644.951988,16650,0,0,0,16650,11994.951988
53202,32216.913916,15220,0,0,0,15220,16996.913916
53234,51056.796358,26240,0,0,0,26240,24816.796358
53373,48703.135927,25000,13500,0,13500,38500,10203.135927
53380,19009.407781,14800,0,0,0,14800,4209.4077815
53552,12066.318543,9738,0,0,0,9738,2328.3185433
53564,50485.31866,47650,0,1500,1500,49150,1335.3186599
53997,27617.839818,19140,0,0,0,19140,8477.8398179
55147,34771.95149,22600,0,0,0,22600,12171.95149
55425,11009.407781,10860,0,0,0,10860,149.4077815
55636,75021.164741,44550,0,0,0,44550,30471.164741
55774,31062.718543,14790,0,0,0,14790,16272.718543
56563,28247.038907,16160,0,0,0,16160,12087.038907
56582,51479.017988,36586,0,0,0,36586,14893.017988
56603,24002.420055,25400,0,0,0,25400,-1397.579945
56677,42880.407781,24440,0,0,0,24440,18440.407781
56721,33870.75361,18600,0,0,0,18600,15270.75361
56761,74138.840775,28340,4000,0,4000,32340,41798.840775
56762,38779.206405,24890,0,0,0,24890,13889.206405
57042,10200.313593,10435,0,0,0,10435,-234.6864073
57138,48433.997993,32458,0,2000,2000,34458,13975.997993
57621,52612.820771,32570,0,0,0,32570,20042.820771
57670,23536.794811,15800,0,0,0,15800,7736.794811
57779,45315.679636,22300,0,0,0,22300,23015.679636
60078,30256.271854,30650,12000,0,12000,42650,-12393.72815
91071,78577.998668,43460,20000,0,20000,63460,15117.998668
91079,34744.908411,26140,0,0,0,26140,8604.9084107
91081,60034.253917,17900,0,0,0,17900,42134.253917
91095,44263.078121,31160,0,3000,3000,34160,10103.078121
111052,30804.703891,14080,0,0,0,14080,16724.703891
178001,16903.135927,13030,0,0,0,13030,3873.1359272
213440,29208.780503,29100,0,0,0,29100,108.78050314
224048,8650,14060,0,0,0,14060,-5410
230029,30147.214746,15280,0,0,0,15280,14867.214746
230037,46387.920091,15280,0,0,0,15280,31107.920091
237003,52079.401191,49280,0,0,0,49280,2799.4011908
244013,24334.657886,13850,0,0,0,13850,10484.657886
244058,18000,14450,0,0,0,14450,3550
250010,6360.3135927,11210,0,0,0,11210,-4849.686407
250039,9600.3135927,9200,0,0,0,9200,400.31359272
282083,9882.1474999,10110,0,0,0,10110,-227.8525001
310002,17481.567964,14330,0,0,0,14330,3151.5679636
310005,19309.407781,18410,0,700,700,19110,199.4077815
321009,32811.359272,22820,0,450,450,23270,9541.3592717
333081,52378.159272,39800,0,0,0,39800,12578.159272
387029,45702.142775,25040,0,0,0,25040,20662.142775
500090,23378.398179,21490,0,0,0,21490,1888.3981792
500176,22575.017483,21560,0,0,0,21560,1015.0174835
500669,39625.40101,23420,0,0,0,23420,16205.40101
500674,41202.872662,22480,0,0,0,22480,18722.872662
501082,45243.90298,25940,0,0,0,25940,19303.90298
501694,27332.71418,22800,0,0,0,22800,4532.71418
502060,18209.407781,8810,0,150,150,8960,9249.4077815
502355,21519.514902,16370,0,0,0,16370,5149.5149016
502364,22018.474973,13162,0,0,0,13162,8856.4749728
503560,35716.599307,24150,0,0,0,24150,11566.599307
503561,54876.824232,27800,0,0,0,27800,27076.824232
503593,29000.626409,23300,0,0,0,23300,5700.6264092
503674,91371.579697,29520,12300,0,12300,41820,49551.579697
503931,69319.510863,56150,0,0,0,56150,13169.510863
504157,20510.975745,11730,0,0,0,11730,8780.9757451
504363,32808.223344,13370,0,0,0,13370,19438.223344
504395,67503.288614,47750,0,0,0,47750,19753.288614
504453,64352.029835,30750,200,0,200,30950,33402.029835
504584,16204.703891,10300,0,0,0,10300,5904.7038907
504730,71937.308208,47230,0,0,0,47230,24707.308208
504792,47834.855952,28760,0,350,350,29110,18724.855952
504921,46450.859232,32450,0,10000,10000,42450,4000.859232
505022,21002.822334,17980,0,0,0,17980,3022.8223344
505228,39419.442748,27940,0,0,0,27940,11479.442748
505517,33673.518176,17050,0,0,0,17050,16623.518176
505525,71789.998441,42300,0,0,0,42300,29489.998441
505534,32649.834244,30150,0,10000,10000,40150,-7500.165756
505594,23363.187887,15200,0,0,0,15200,8163.1878872
505606,63104.263539,22300,0,0,0,22300,40804.263539
505681,18149.041794,18320,0,0,0,18320,-170.9582059
505806,21603.763113,15068,0,0,0,15068,6535.7631126
505818,105594.21048,69000,0,0,0,69000,36594.210475
505839,48366.307573,30360,0,0,0,30360,18006.307573
506107,32568.881223,20350,0,0,0,20350,12218.881223
506112,17239.19909,16500,0,0,0,16500,739.19908958
506402,17862.718543,11070,0,0,0,11070,6792.7185433
506418,16531.359272,12800,0,0,0,12800,3731.3592717
506565,67331.587834,42000,0,0,0,42000,25331.587834
506628,45463.322373,29578,0,20000,20000,49578,-4114.677627
506736,52859.618693,31650,0,11000,11000,42650,10209.618693
506738,37709.407781,26500,0,0,0,26500,11209.407781
506799,63026.655381,45300,0,0,0,45300,17726.655381
507182,31351.291557,19485,0,550,550,20035,11316.291557
507282,61124.654927,38300,0,900,900,39200,21924.654927
507303,32194.077815,20600,0,0,0,20600,11594.077815
507316,32697.038907,18900,0,0,0,18900,13797.038907
507319,21386.247964,17300,0,0,0,17300,4086.2479636
507336,53978.398179,26834,0,0,0,26834,27144.398179
507419,33473.062953,19600,0,10000,10000,29600,3873.0629527
507444,25084.428026,17244,0,0,0,17244,7840.4280257
507640,21374.893378,23100,0,0,0,23100,-1725.106622
507728,30729.965632,22820,0,0,0,22820,7909.9656321
507905,26281.359272,17066,0,0,0,17066,9215.3592717
507908,25531.359272,17000,0,0,0,17000,8531.3592717
507913,15744.087417,18910,0,0,0,18910,-3165.912583
507924,17231.359272,14950,0,0,0,14950,2281.3592717
508861,28162.718543,19900,0,0,0,19900,8262.7185433
509054,19060.383527,14950,0,0,0,14950,4110.3835266
509057,17096.271854,17900,0,0,0,17900,-803.7281457
509071,29315.679636,27500,0,0,0,27500,1815.6796358
509550,30966.271854,29150,0,0,0,29150,1816.2718543
509601,50407.439491,19350,0,0,0,19350,31057.439491
509689,18006.271854,14870,0,600,600,15470,2536.2718543
509806,18001.567964,17950,0,0,0,17950,51.567963583
509869,16501.567964,15730,0,0,0,15730,771.56796358
510109,12731.042925,11400,0,0,0,11400,1331.0429252
510329,9723.4495199,9660,0,0,0,9660,63.449519883
510345,36623.519454,27660,0,0,0,27660,8963.5194537
510433,38515.679636,29450,0,2500,2500,31950,6565.6796358
511074,17898.50197,15220,0,0,0,15220,2678.5019703
511136,11502.508742,10800,0,0,0,10800,702.50874173
511160,25792.014876,16300,0,0,0,16300,9492.014876
511260,36980.564426,28680,0,0,0,28680,8300.5644258
511352,18125.087417,13140,0,0,0,13140,4985.0874173
511424,26821.95149,23600,0,0,0,23600,3221.9514902
511474,24001.152069,17800,0,0,0,17800,6201.1520687
511494,9600.3135927,7950,0,0,0,7950,1650.3135927
511495,16200.627185,17320,0,0,0,17320,-1119.372815
511501,14400.627185,11738,0,0,0,11738,2662.6271854
511629,25509.407781,13410,0,0,0,13410,12099.407781
511757,30271.063479,13350,0,0,0,13350,16921.063479
512211,10780,10220,0,0,0,10220,560
512368,17085,14850,0,0,0,14850,2235
512372,11160,10520,0,0,0,10520,640
512452,30200.877342,18450,0,0,0,18450,11750.877342
512457,23360,28850,0,0,0,28850,-5490
512517,21733.559085,20510,0,0,0,20510,1223.5590847
512784,35750,30950,3500,1100,4600,35550,200
512843,36351.149221,20350,0,0,0,20350,16001.149221
512887,21333.060784,17000,0,0,0,17000,4333.0607837
512921,56855.639559,34150,41200,0,41200,75350,-18494.36044
512963,31272.777156,24580,0,0,0,24580,6692.7771556
513131,30014.111672,21815,0,0,0,21815,8199.1116722
513369,27744.613906,20020,0,0,0,20020,7724.6139059
513377,20804.703891,15850,0,0,0,15850,4954.7038907
513384,37795.49144,26610,0,0,0,26610,11185.49144
513406,62614.514748,26140,0,0,0,26140,36474.514748
611412,161923.65689,46550,0,0,0,46550,115373.65689
611441,54100.283017,35750,0,0,0,35750,18350.283017
611453,56697.514508,31480,0,0,0,31480,25217.514508
611512,28591.196516,25960,0,0,0,25960,2631.196516
611614,59682.233445,32740,0,1200,1200,33940,25742.233445
611774,39800.349669,27520,0,0,0,27520,12280.349669
614660,16239.623635,8400,0,0,0,8400,7839.6236351
614683,45402.888185,27650,0,1000,1000,28650,16752.888185
614783,28915.679636,22850,0,0,0,22850,6065.6796358
615399,54584.608651,29610,0,0,0,29610,24974.608651
616016,20323.316883,15250,-12000,0,-12000,3250,17073.316883
617023,72015.15107,45018,4500,0,4500,49518,22497.15107
617231,40781.359272,15210,0,0,0,15210,25571.359272
617398,110948.77455,58400,0,0,0,58400,52548.774549
617902,85934.846446,54920,0,20000,20000,74920,11014.846446
620481,72747.762648,33098,0,0,0,33098,39649.762648
620829,39753.047913,21568,0,0,0,21568,18185.047913
621762,4231.3592717,10420,0,0,0,10420,-6188.640728
621766,21731.359272,18950,0,0,0,18950,2781.3592717
621773,31362.718543,19730,0,0,0,19730,11632.718543
622306,23668.786801,21500,0,0,0,21500,2168.7868011
622915,9126.8990398,9350,0,0,0,9350,-223.1009602
623305,23094.077815,24300,0,500,500,24800,-1705.922185
623606,32927.038907,24050,0,0,0,24050,8877.0389075
623614,18209.407781,16250,0,250,250,16500,1709.4077815
623619,10074.390298,8750,0,0,0,8750,1324.390298
624781,25600.313593,13100,0,0,0,13100,12500.313593
625193,41140.767053,16590,0,0,0,16590,24550.767053
625983,46568.398179,24550,0,0,0,24550,22018.398179
626259,70857.041782,34340,0,0,0,34340,36517.041782
627067,20619.615904,12100,0,0,0,12100,8519.6159044
628418,13662.718543,23900,0,0,0,23900,-10237.28146
629458,21600,24850,0,0,0,24850,-3250
630345,37109.438461,19000,8000,0,8000,27000,10109.438461
631016,68982.248897,39950,-5000,1500,-3500,36450,32532.248897
631306,36406.271854,22050,0,0,0,22050,14356.271854
631954,17731.359272,16700,0,1500,1500,18200,-468.6407283
632099,29456.446689,18740,0,150,150,18890,10566.446689
632118,45094.077815,24950,0,2000,2000,26950,18144.077815
633412,52720.832945,24440,0,0,0,24440,28280.832945
633654,46027.715469,41308,0,0,0,41308,4719.7154693
633941,18264.951662,17550,0,0,0,17550,714.95166217
634442,34361.116722,22180,0,0,0,22180,12181.116722
635007,13457.237104,20120,0,0,0,20120,-6662.762896
635112,82127.353048,28365,0,520,520,28885,53242.353048
635513,20403.135927,17700,0,0,0,17700,2703.1359272
635514,15004.703891,14050,0,0,0,14050,954.70389075
636206,16900,12380,0,0,0,12380,4520
636289,55037.213742,18650,0,0,0,18650,36387.213742
636401,18462.718543,17870,0,0,0,17870,592.71854332
636407,19600.087417,21106,0,0,0,21106,-1505.912583
636418,21917.038907,21300,0,0,0,21300,617.03890749
637701,50215.679636,29850,0,0,0,29850,20365.679636
638250,20924.703891,16950,0,500,500,17450,3474.7038907
638339,37295.830587,21900,0,0,0,21900,15395.830587
638360,37554.533596,25690,0,0,0,25690,11864.533596
639013,21141.703891,20370,0,0,0,20370,771.70389075
639331,27761.925036,27150,0,0,0,27150,611.92503565
639575,12579.594325,9500,0,0,0,9500,3079.5943254
639924,12015.679636,19510,2500,700,3200,22710,-10694.32036
639971,23800,20980,0,0,0,20980,2820
640164,73166.801252,25900,0,0,0,25900,47266.801252
641084,12081.567964,11865,0,0,0,11865,216.56796358
648534,16553.130928,16060,0,0,0,16060,493.13092798
648636,10935.679636,9130,0,0,0,9130,1805.6796358
649032,31332.301159,44920,0,1500,1500,46420,-15087.69884
649054,32050.437087,27390,0,2000,2000,29390,2660.4370866
649071,19322.662182,12870,0,0,0,12870,6452.6621818
649089,47567.038907,24940,0,0,0,24940,22627.038907
650027,17315.679636,15570,0,0,0,15570,1745.6796358
650091,31676.89904,14750,0,0,0,14750,16926.89904
670362,38798.902528,17540,0,0,0,17540,21258.902528
670485,39797.587191,30340,0,0,0,30340,9457.5871911
670670,15354.445828,10960,0,0,0,10960,4394.4458278
670711,34841.429617,29850,0,0,0,29850,4991.4296167
670762,19797.038907,15670,0,0,0,15670,4127.0389075
670853,19215.679636,8060,0,0,0,8060,11155.679636
670857,21850.413428,13270,0,0,0,13270,8580.4134277
671152,43135.219104,27280,0,1200,1200,28480,14655.219104
671153,73638.544705,30040,0,0,0,30040,43598.544705
671206,69460.631624,46700,0,2000,2000,48700,20760.631624
671362,36402.538183,26110,0,0,0,26110,10292.538183
671480,31281.359272,24410,0,0,0,24410,6871.3592717
671520,47697.635666,20700,0,0,0,20700,26997.635666
671698,45031.049008,21430,0,0,0,21430,23601.049008
671841,86832.796623,45285,0,0,0,45285,41547.796623
671893,68450.174835,58390,0,0,0,58390,10060.174835
672417,47214.724907,21160,0,0,0,21160,26054.724907
672486,23431.359272,16520,0,0,0,16520,6911.3592717
672541,66803.282246,35570,0,0,0,35570,31233.282246
672620,20115.679636,17280,0,0,0,17280,2835.6796358
672679,41977.519454,37320,0,0,0,37320,4657.5194537
673050,36974.709439,22860,0,0,0,22860,14114.709439
673145,60450.777511,44110,0,480,480,44590,15860.777511
673451,91200.621129,50990,0,0,0,50990,40210.621129
673452,51647.038907,20760,0,0,0,20760,30887.038907
673467,38047.038907,18372,0,0,0,18372,19675.038907
673540,29650.975745,20350,0,0,0,20350,9300.9757451
673661,56515.679636,25800,0,0,0,25800,30715.679636
673816,28496.271854,14560,0,0,0,14560,13936.271854
673847,13000,12380,0,0,0,12380,620
673882,79488.233004,46080,6500,1200,7700,53780,25708.233004
673963,29783.834287,17240,0,800,800,18040,11743.834287
674105,24414.111672,24180,0,0,0,24180,234.11167225
674106,30266.795249,23900,3600,0,3600,27500,2766.7952486
674196,28461.916159,32700,0,3000,3000,35700,-7238.083841
674229,37152.508742,28300,0,0,0,28300,8852.5087417
674239,56044.157648,23840,0,0,0,23840,32204.157648
674281,18007.930967,14650,0,0,0,14650,3357.9309674
674283,15254.360259,10690,0,0,0,10690,4564.360259
674287,24882.583674,16184,0,0,0,16184,8698.5836745
674379,9600,9300,0,0,0,9300,300
674572,12370.718543,10158,0,350,350,10508,1862.7185433
674842,37801.349666,20850,0,0,0,20850,16951.349666
674868,71525.129076,25850,0,600,600,26450,45075.129076
674968,34200,15830,0,0,0,15830,18370
674970,33213.205123,19000,0,0,0,19000,14213.205123
674974,20300,13600,0,0,0,13600,6700
675086,36862.573604,32620,0,1200,1200,33820,3042.5736044
675265,43606.288564,20450,0,0,0,20450,23156.288564
675280,55356.796358,36200,0,0,0,36200,19156.796358
675334,26619.407781,21010,0,0,0,21010,5609.4077815
675667,20407.839818,18940,0,350,350,19290,1117.8398179
675739,44339.837087,26780,0,0,0,26780,17559.837087
675801,51031.359272,28500,0,0,0,28500,22531.359272
676304,22203.292724,22920,0,0,0,22920,-716.7072765
676374,22059.407781,24280,0,0,0,24280,-2220.592219
676521,51580.209412,27110,0,0,0,27110,24470.209412
676557,25937.631126,23300,0,0,0,23300,2637.631126
676580,18947.212632,17290,0,0,0,17290,1657.2126325
676807,12460,12346,0,250,250,12596,-136
676844,379294.95199,13580,0,10500,10500,24080,355214.95199
676851,14957.212632,12618,0,0,0,12618,2339.2126325
676941,9359.0767053,8740,0,0,0,8740,619.07670532
677112,38178.769275,33530,0,500,500,34030,4148.7692754
677167,36936.349669,18420,0,0,0,18420,18516.349669
677195,57018.28881,65300,0,2500,2500,67800,-10781.71119
677474,40684.844868,19525,0,0,0,19525,21159.844868
677475,35063.310762,15120,0,0,0,15120,19943.310762
677476,10493.135927,11850,0,0,0,11850,-1356.864073
677489,71009.757451,23100,0,0,0,23100,47909.757451
677946,94782.160866,48750,0,0,0,48750,46032.160866
678132,4515.3660431,6890,0,0,0,6890,-2374.633957
678160,67009.407781,54950,0,0,0,54950,12059.407781
680143,31129.642329,20180,-7000,1500,-5500,14680,16449.642329
680239,14790.767053,12560,0,0,0,12560,2230.7670532
680244,73871.29689,44783,0,4000,4000,48783,25088.29689
680430,16815.679636,10750,0,0,0,10750,6065.6796358
680537,75453.368818,44440,8000,0,8000,52440,23013.368818
680587,40637.883705,28300,0,0,0,28300,12337.883705
681097,11737.631126,7110,0,0,0,7110,4627.631126
681192,30475.331076,34180,0,0,0,34180,-3704.668924
681349,11570,14800,0,0,0,14800,-3230
681387,15530.645473,14290,0,0,0,14290,1240.6454726
681394,29121.097919,14700,0,0,0,14700,14421.097919
681430,16340.186381,19310,0,0,0,19310,-2969.813619
681499,20311.359272,16714,8500,1200,9700,26414,-6102.640728
681520,20877.194938,15550,0,0,0,15550,5327.1949384
681668,26716.796358,10610,0,0,0,10610,16106.796358
681822,26615.679636,17100,0,0,0,17100,9515.6796358
682006,51057.180327,39450,0,0,0,39450,11607.180327
682169,19012.155613,18050,0,600,600,18650,362.15561349
682192,36775.437087,34900,0,0,0,34900,1875.4370866
682204,31174.293068,20550,0,0,0,20550,10624.293068
682210,21694.077815,12750,0,0,0,12750,8944.077815
682240,40473.946981,19400,0,0,0,19400,21073.946981
682272,23604.344258,16940,0,0,0,16940,6664.3442577
682298,49931.359272,32660,7000,0,7000,39660,10271.359272
682359,44883.765332,26920,0,500,500,27420,17463.765332
682360,30522.475994,19650,0,0,0,19650,10872.475994
682363,31956.446689,25080,0,0,0,25080,6876.446689
682408,42957.380915,29270,0,0,0,29270,13687.380915
682496,27839.65941,22825,0,0,0,22825,5014.6594098
682732,4421.9514902,10250,0,0,0,10250,-5828.04851
682737,69785.186869,31460,0,4700,4700,36160,33625.186869
682782,15681.701178,12892,0,0,0,12892,2789.7011777
682812,48615.679636,16950,0,0,0,16950,31665.679636
682829,31141.748347,25740,22000,0,22000,47740,-16598.25165
682897,61735.968348,23960,0,0,0,23960,37775.968348
682918,41373.988829,17560,0,0,0,17560,23813.988829
682969,23110.975745,22520,0,300,300,22820,290.97574508
683034,57192.883451,51030,0,900,900,51930,5262.8834514
683043,20805.817537,15580,0,0,0,15580,5225.8175366
683119,57900.349669,37740,0,0,0,37740,20160.349669
683121,31672.475994,25350,0,0,0,25350,6322.4759941
683164,86565.553659,50260,0,0,0,50260,36305.553659
683177,21097.038907,17320,0,0,0,17320,3777.0389075
683247,35273.068213,16630,0,0,0,16630,18643.068213
683248,20012.703891,29850,0,0,0,29850,-9837.296109
683349,109868.64325,79530,1000,0,1000,80530,29338.643246
683373,13000,19180,0,0,0,19180,-6180
683399,39303.068802,20300,0,0,0,20300,19003.068802
683472,61877.787351,38800,0,0,0,38800,23077.787351
683645,28121.1357,17084,0,0,0,17084,11037.1357
683650,24980,21100,0,0,0,21100,3880
683661,55446.616551,27100,0,1200,1200,28300,27146.616551
683669,28201.567964,15400,0,0,0,15400,12801.567964
683727,23460.752443,9987,0,0,0,9987,13473.752443
683767,37464.520753,22650,0,0,0,22650,14814.520753
683782,10200,13200,0,0,0,13200,-3000
683785,33731.148637,28606,0,0,0,28606,5125.1486366
683896,29488.969003,13550,0,0,0,13550,15938.969003
683991,20400,23500,0,0,0,23500,-3100
684000,14400,16380,-20000,0,-20000,-3620,18020
684063,27719.514902,24450,0,0,0,24450,3269.5149016
684259,25204.703891,24870,0,0,0,24870,334.70389075
684279,16400.415041,18065,0,0,0,18065,-1664.584959
684359,40833.501859,23700,0,0,0,23700,17133.501859
684434,54997.739742,26310,1200,0,1200,27510,27487.739742
684454,36886.830216,24950,0,0,0,24950,11936.830216
684524,16880.134247,18560,0,0,0,18560,-1679.865753
684525,49238.589029,22600,0,0,0,22600,26638.589029
684671,16300,15570,0,0,0,15570,730
684740,40615.679636,15380,0,0,0,15380,25235.679636
684885,33468.990398,39010,0,800,800,39810,-6341.009602
684937,12001.411167,12190,0,0,0,12190,-188.5888328
685016,20709.407781,20850,0,0,0,20850,-140.5922185
685058,22460.044635,15990,0,0,0,15990,6470.0446352
685130,18503.763113,13180,0,0,0,13180,5323.7631126
685149,29069.327402,19250,5000,0,5000,24250,4819.3274024
685164,128351.49699,33500,0,26000,26000,59500,68851.496988
685296,31842.205381,23040,0,700,700,23740,8102.2053814
685297,42308.365814,20380,0,5000,5000,25380,16928.365814
685299,39975.534817,27640,13000,500,13500,41140,-1164.465183
685300,15187.01383,14300,0,0,0,14300,887.01383027
685301,27209.231515,23050,0,0,0,23050,4159.2315148
685368,28973.135927,20000,20000,0,20000,40000,-11026.86407
685451,14074.495199,11575,0,0,0,11575,2499.4951988
685537,16801.567964,18530,0,0,0,18530,-1728.432036
685560,12065.980795,12216,0,0,0,12216,-150.0192047
685734,24611.811113,29550,0,0,0,29550,-4938.188887
685747,10218.097075,8520,0,0,0,8520,1698.0970749
685780,86480.027859,46900,0,0,0,46900,39580.027859
685812,44562.718543,21550,0,0,0,21550,23012.718543
685891,37225.194537,21415,0,0,0,21415,15810.194537
685895,26315.679636,27800,0,0,0,27800,-1484.320364
685902,49512.158478,23200,0,0,0,23200,26312.158478
685905,39640.36712,21220,12708,0,12708,33928,5712.3671199
685906,11378.794836,11600,0,0,0,11600,-221.2051645
685965,18869.708577,18350,0,0,0,18350,519.70857737
686014,17200,17650,0,0,0,17650,-450
686133,38599.324996,31460,0,0,0,31460,7139.3249962
686185,51847.038907,22168,0,0,0,22168,29679.038907
686190,30231.359272,14450,0,0,0,14450,15781.359272
686429,15115.679636,10550,0,0,0,10550,4565.6796358
686579,15151.567964,15270,0,500,500,15770,-618.4320364
686657,49262.88601,49860,0,0,0,49860,-597.1139902
686717,15000,8860,0,0,0,8860,6140
686806,3900,7700,0,0,0,7700,-3800
686863,20515.850907,18880,0,0,0,18880,1635.8509071
686866,71210.792713,19450,0,0,0,19450,51760.792713
686913,21852.349467,19580,0,0,0,19580,2272.3494674
687007,18810,7320,0,0,0,7320,11490
687018,28589.02973,17780,0,0,0,17780,10809.02973
687022,44498.837882,28662,0,650,650,29312,15186.837882
687039,18087.648609,11500,0,0,0,11500,6587.6486095
687070,29104.503867,18924,21500,0,21500,40424,-11319.49613
687164,25586.830216,17700,0,0,0,17700,7886.8302156
687250,75499.865749,42300,0,200,200,42500,32999.865749
687287,29360,21350,0,400,400,21750,7610
