NQUEST,NORD,SEX,PARENT,ANASC,MOTENT,NORDP,STACIV,STUDIO,TIPODIP,TIPOLAU,SALUTE,CRONIC,INVALID,APQUAL,ASNONOC,APSETT,INTPER,NCOMP,ETA,IREG,AREA5,AREA3,ACOM4C,CLETA,NPERC,PESOFL,NASCREG,NASCAREA
245084,3,1,3,1961,,,2,7,,4,5,2,2,12,6,3,,4,34,11,3,2,2,2,3,0.4077222432,11,2
245084,4,2,4,1903,,,4,1,,,5,1,1,16,,,,4,92,11,3,2,2,5,3,0.4077222432,11,2
246001,1,1,1,1960,,,1,3,,,3,2,2,8,,3,1,5,35,10,3,2,0,2,4,0.2866088572,10,2
246001,2,2,2,1964,,,1,3,,,4,2,2,1,,2,2,5,31,10,3,2,0,2,4,0.2866088572,10,2
246001,3,1,3,1995,,,2,1,,,5,2,2,18,,,,5,0,10,3,2,0,1,4,0.2866088572,10,2
246001,4,1,4,1918,,,1,2,,,4,2,2,15,1,1,,5,77,10,3,2,0,5,4,0.2866088572,10,2
246001,5,2,4,1924,,,1,1,,,4,2,2,16,,,,5,71,10,3,2,0,5,4,0.2866088572,10,2
246003,1,1,1,1961,,,2,3,,,3,2,2,1,,4,1,1,34,10,3,2,0,2,1,0.3142920631,10,2
246005,1,2,1,1937,,,2,3,,,5,2,2,8,,4,1,1,58,10,3,2,0,4,1,0.2314251833,10,2
246006,1,1,1,1933,,,4,1,,,3,1,2,15,1,3,1,3,62,10,3,2,0,4,2,0.2548980519,10,2
246006,2,1,3,1971,,,1,3,,,4,2,2,1,,2,,3,24,10,3,2,0,1,2,0.2548980519,10,2
246006,3,2,5,1972,,,1,3,,,4,2,2,12,1,8,,3,23,10,3,2,0,1,2,0.2548980519,10,2
246007,1,1,1,1920,,,1,2,,,3,1,2,15,8,1,1,2,75,10,3,2,0,5,2,0.2664732663,10,2
246007,2,2,2,1923,,,1,1,,,4,2,2,15,1,8,2,2,72,10,3,2,0,5,2,0.2664732663,10,2
246008,1,2,1,1927,,,4,2,,,3,1,2,15,1,2,1,1,68,10,3,2,0,5,1,0.2700997513,10,2
246009,1,1,1,1960,,,1,3,,,4,2,2,1,,2,1,2,35,10,3,2,0,2,1,0.270626143,10,2
246009,2,2,2,1950,,,1,3,,,4,2,2,13,,,,2,45,10,3,2,0,3,1,0.270626143,,
246012,1,1,1,1904,,,4,2,,,4,2,2,15,2,9,1,1,91,10,3,2,0,5,1,0.2628873377,10,2
246013,1,1,1,1949,,,1,3,,,3,1,2,9,,4,1,5,46,10,3,2,0,3,3,0.2677222924,10,2
246013,2,2,2,1953,,,1,4,,,4,2,2,9,,4,2,5,42,10,3,2,0,3,3,0.2677222924,6,1
246013,3,1,3,1975,,,2,5,2,,5,2,2,17,,,,5,20,10,3,2,0,1,3,0.2677222924,10,2
246013,4,1,3,1981,,,2,3,,,5,2,2,17,,,,5,14,10,3,2,0,1,3,0.2677222924,10,2
246013,5,1,4,1917,,,4,2,,,3,1,2,15,1,1,,5,78,10,3,2,0,5,3,0.2677222924,10,2
246015,1,2,1,1915,,,4,2,,,2,1,2,16,,,1,1,80,10,3,2,0,5,1,0.2700997513,10,2
246016,1,1,1,1921,,,1,2,,,5,2,2,15,8,2,1,2,74,10,3,2,0,5,2,0.2664732663,10,2
246016,2,2,2,1923,,,1,2,,,5,2,2,15,8,2,2,2,72,10,3,2,0,5,2,0.2664732663,10,2
246017,1,2,1,1912,,,4,1,,,3,1,1,15,1,1,1,1,83,10,3,2,0,5,1,0.2700997513,10,2
246025,1,2,1,1914,,,4,1,,,2,1,2,16,,,1,1,81,10,3,2,0,5,1,0.2700997513,10,2
246027,1,1,1,1948,,,1,4,,,4,2,2,8,,1,1,4,47,10,3,2,0,3,2,0.2726034975,10,2
246027,2,2,2,1956,,,1,5,2,,5,2,2,16,,,2,4,39,10,3,2,0,2,2,0.2726034975,10,2
246027,3,2,3,1979,,,2,3,,,5,2,2,17,,,,4,16,10,3,2,0,1,2,0.2726034975,10,2
246027,4,2,3,1995,,,2,1,,,5,2,2,18,,,,4,0,10,3,2,0,1,2,0.2726034975,10,2
246037,1,1,1,1958,,,1,3,,,4,2,2,1,,2,1,3,37,10,3,2,0,2,2,0.3006093789,10,2
246037,2,2,2,1961,,,1,5,2,,4,2,2,2,,9,,3,34,10,3,2,0,2,2,0.3006093789,10,2
246037,3,1,3,1991,,,2,1,,,5,2,2,18,,,,3,4,10,3,2,0,1,2,0.3006093789,10,2
246040,1,1,1,1932,,,4,2,,,4,2,2,15,8,1,1,3,63,10,3,2,0,4,3,0.2395233877,10,2
246040,2,1,5,1943,,,2,3,,,5,2,2,8,,2,2,3,52,10,3,2,0,4,3,0.2395233877,10,2
246040,3,2,4,1911,,,4,1,,,3,1,2,16,,,,3,84,10,3,2,0,5,3,0.2395233877,10,2
246054,1,1,1,1941,,,1,5,3,,4,1,2,4,,9,1,6,54,10,3,2,0,4,5,0.2694676467,10,2
246054,2,2,2,1946,,,1,3,,,4,2,2,9,,4,,6,49,10,3,2,0,3,5,0.2694676467,10,2
246054,3,1,3,1965,,,2,7,,4,4,2,2,6,,3,,6,30,10,3,2,0,1,5,0.2694676467,10,2
246054,4,1,3,1966,,,2,5,2,,4,2,2,12,2,9,,6,29,10,3,2,0,1,5,0.2694676467,10,2
246054,5,2,3,1971,,,2,5,2,,4,2,2,9,,4,,6,24,10,3,2,0,1,5,0.2694676467,10,2
246054,6,1,3,1975,,,2,5,2,,4,2,2,19,,,,6,20,10,3,2,0,1,5,0.2694676467,10,2
246056,1,2,1,1922,,,1,1,,,2,1,2,15,1,2,1,2,73,10,3,2,0,5,2,0.2664732663,10,2
246056,2,1,2,1924,,,1,1,,,2,1,2,15,1,1,,2,71,10,3,2,0,5,2,0.2664732663,10,2
246060,1,1,1,1933,,,1,3,,,4,2,2,2,,9,1,4,62,10,3,2,0,4,3,0.2596148012,10,2
246060,2,2,2,1942,,,1,3,,,4,1,2,2,,9,2,4,53,10,3,2,0,4,3,0.2596148012,10,2
246060,3,1,3,1966,,,2,5,2,,4,2,2,6,,6,3,4,29,10,3,2,0,1,3,0.2596148012,10,2
246060,4,2,3,1971,,,2,5,2,,4,2,2,11,,,,4,24,10,3,2,0,1,3,0.2596148012,10,2
246063,1,1,1,1925,,,4,1,,,3,2,2,15,1,1,1,1,70,10,3,2,0,5,1,0.2628873377,10,2
246084,1,1,1,1960,,,1,2,,,5,2,2,1,,4,1,4,35,10,3,2,0,2,1,0.2938825122,15,3
246084,2,2,2,1962,,,1,4,,,5,1,2,13,,,,4,33,10,3,2,0,2,1,0.2938825122,15,3
246084,3,2,3,1988,,,2,1,,,5,2,2,17,,,,4,7,10,3,2,0,1,1,0.2938825122,15,3
246084,4,1,3,1994,,,2,1,,,5,2,2,18,,,,4,1,10,3,2,0,1,1,0.2938825122,15,3
246086,1,2,1,1940,,,4,1,,,3,1,2,16,,,1,2,55,10,3,2,0,4,1,0.2488536113,15,3
246086,2,1,3,1971,,,2,3,,,4,2,2,11,,,,2,24,10,3,2,0,1,1,0.2488536113,10,2
248001,1,1,1,1923,,,1,5,2,,3,2,2,15,2,9,1,4,72,15,4,3,1,5,4,0.7850403302,15,3
248001,2,2,2,1929,,,1,2,,,3,2,1,16,,,,4,66,15,4,3,1,5,4,0.7850403302,15,3
248001,3,2,3,1963,,,2,5,2,,5,2,2,2,,4,,4,32,15,4,3,1,2,4,0.7850403302,15,3
248001,4,1,3,1970,,,2,5,1,,5,2,2,1,,2,,4,25,15,4,3,1,1,4,0.7850403302,15,3
248003,1,1,1,1968,,,1,3,,,5,2,2,1,,8,1,3,27,15,4,3,1,1,1,0.7730794937,15,3
248003,2,2,2,1973,,,1,3,,,5,2,2,13,,,,3,22,15,4,3,1,1,1,0.7730794937,15,3
248003,3,2,3,1995,,,2,1,,,5,2,2,18,,,,3,0,15,4,3,1,1,1,0.7730794937,15,3
248004,1,1,1,1949,,,1,2,,,4,2,2,1,,8,1,4,46,15,4,3,1,3,1,0.7287605238,15,3
248004,2,2,2,1959,,,1,5,5,,4,2,2,13,,,,4,36,15,4,3,1,2,1,0.7287605238,15,3
248004,3,1,3,1991,,,2,1,,,5,2,2,18,,,,4,4,15,4,3,1,1,1,0.7287605238,15,3
248004,4,2,3,1991,,,2,1,,,5,2,2,18,,,,4,4,15,4,3,1,1,1,0.7287605238,15,3
248006,1,1,1,1956,,,1,3,,,5,2,2,2,,9,1,5,39,15,4,3,1,2,1,0.7802603064,15,3
248006,2,2,2,1965,,,1,5,1,,4,2,2,13,,,,5,30,15,4,3,1,1,1,0.7802603064,15,3
248006,3,1,3,1984,,,2,2,,,5,2,2,17,,,,5,11,15,4,3,1,1,1,0.7802603064,15,3
248006,4,2,3,1985,,,2,1,,,5,2,2,17,,,,5,10,15,4,3,1,1,1,0.7802603064,15,3
248006,5,2,3,1989,,,2,1,,,5,2,2,17,,,,5,6,15,4,3,1,1,1,0.7802603064,15,3
248009,1,1,1,1955,,,1,3,,,4,2,2,9,,4,1,3,40,15,4,3,1,2,2,0.8162807379,15,3
248009,2,2,2,1958,,,1,5,2,,4,2,2,9,,4,,3,37,15,4,3,1,2,2,0.8162807379,15,3
248009,3,2,3,1991,,,2,1,,,5,2,2,18,,,,3,4,15,4,3,1,1,2,0.8162807379,15,3
248010,1,1,1,1945,,,1,5,2,,4,2,2,3,,9,1,6,50,15,4,3,1,3,2,0.6922393601,15,3
248010,2,2,2,1945,,,1,5,5,,4,2,2,3,,9,,6,50,15,4,3,1,3,2,0.6922393601,15,3
248010,3,2,3,1974,,,2,5,3,,4,2,2,17,,,,6,21,15,4,3,1,1,2,0.6922393601,15,3
248010,4,2,3,1975,,,2,5,3,,5,2,2,17,,,,6,20,15,4,3,1,1,2,0.6922393601,15,3
248010,5,2,3,1979,,,2,3,,,5,2,2,17,,,,6,16,15,4,3,1,1,2,0.6922393601,15,3
248010,6,1,3,1985,,,2,2,,,5,2,2,17,,,,6,10,15,4,3,1,1,2,0.6922393601,15,3
248014,1,1,1,1958,,,1,2,,,4,2,2,8,,4,1,4,37,15,4,3,1,2,1,0.7962704583,15,3
248014,2,2,2,1956,,,1,1,,,4,2,2,13,,,,4,39,15,4,3,1,2,1,0.7962704583,15,3
248014,3,2,3,1980,,,2,3,,,5,2,2,17,,,,4,15,15,4,3,1,1,1,0.7962704583,15,3
248014,4,2,3,1989,,,2,1,,,5,2,2,17,,,,4,6,15,4,3,1,1,1,0.7962704583,15,3
248017,1,1,1,1945,,,1,4,,,4,2,2,2,,9,1,5,50,15,4,3,1,3,1,0.6758022972,15,3
248017,2,2,2,1948,,,1,2,,,4,2,2,13,,,,5,47,15,4,3,1,3,1,0.6758022972,15,3
248017,3,1,3,1979,,,2,3,,,5,2,2,17,,,,5,16,15,4,3,1,1,1,0.6758022972,15,3
248017,4,1,3,1981,,,2,3,,,5,2,2,17,,,,5,14,15,4,3,1,1,1,0.6758022972,15,3
248017,5,1,3,1988,,,2,1,,,5,2,2,17,,,,5,7,15,4,3,1,1,1,0.6758022972,15,3
248020,1,1,1,1937,,,1,2,,,3,2,2,15,2,9,1,4,58,15,4,3,1,4,2,0.723606379,15,3
248020,2,2,2,1944,,,1,2,,,5,2,2,13,,,,4,51,15,4,3,1,4,2,0.723606379,15,3
248020,3,1,3,1967,,,2,7,,9,5,2,2,11,,,,4,28,15,4,3,1,1,2,0.723606379,15,3
248020,4,1,3,1969,,,2,5,1,,4,2,2,2,,9,,4,26,15,4,3,1,1,2,0.723606379,15,3
248022,1,1,1,1953,,,1,3,,,5,2,2,2,,9,1,4,42,15,4,3,1,3,1,0.7962704583,15,3
248022,2,2,2,1956,,,1,2,,,5,2,2,13,,,,4,39,15,4,3,1,2,1,0.7962704583,15,3
248022,3,2,3,1980,,,2,3,,,5,2,2,17,,,,4,15,15,4,3,1,1,1,0.7962704583,15,3
248022,4,2,3,1984,,,2,2,,,5,2,2,17,,,,4,11,15,4,3,1,1,1,0.7962704583,15,3
248026,1,1,1,1945,,,1,7,,10,4,2,2,3,,9,1,4,50,15,4,3,1,3,2,0.6745252194,15,3
248026,2,2,2,1942,,,1,7,,9,4,2,2,3,,9,2,4,53,15,4,3,1,4,2,0.6745252194,15,3
248026,3,2,3,1972,,,2,5,3,,4,2,2,17,,,,4,23,15,4,3,1,1,2,0.6745252194,15,3
248026,4,2,3,1981,,,2,3,,,4,2,2,17,,,,4,14,15,4,3,1,1,2,0.6745252194,15,3
248038,1,1,1,1950,,,1,7,,9,5,2,2,3,,9,1,4,45,15,4,3,1,3,1,0.7337054168,15,3
248038,2,2,2,1959,,,1,5,5,,5,2,2,13,,,,4,36,15,4,3,1,2,1,0.7337054168,15,3
248038,3,2,3,1982,,,2,3,,,5,2,2,17,,,,4,13,15,4,3,1,1,1,0.7337054168,15,3
248038,4,2,3,1986,,,2,2,,,5,2,2,17,,,,4,9,15,4,3,1,1,1,0.7337054168,15,3
248040,1,1,1,1958,,,1,3,,,4,2,2,1,,3,1,5,37,15,4,3,1,2,1,0.7719471301,15,3
248040,2,2,2,1963,,,1,5,2,,4,2,2,13,,,,5,32,15,4,3,1,2,1,0.7719471301,15,3
248040,3,1,3,1982,,,2,3,,,5,2,2,17,,,,5,13,15,4,3,1,1,1,0.7719471301,15,3
248040,4,1,3,1985,,,2,2,,,5,2,2,17,,,,5,10,15,4,3,1,1,1,0.7719471301,15,3
248040,5,1,3,1991,,,2,1,,,5,2,2,18,,,,5,4,15,4,3,1,1,1,0.7719471301,15,3
248042,1,1,1,1964,,,1,5,2,,5,2,2,2,,3,1,3,31,15,4,3,1,2,1,0.8162807379,15,3
248042,2,2,2,1965,,,1,3,,,4,2,2,13,,,,3,30,15,4,3,1,1,1,0.8162807379,15,3
248042,3,2,3,1990,,,2,1,,,5,2,2,18,,,,3,5,15,4,3,1,1,1,0.8162807379,15,3
248044,1,1,1,1949,,,1,2,,,3,2,2,8,,1,1,4,46,15,4,3,1,3,2,0.6745252194,15,3
248044,2,2,2,1947,,,1,1,,,2,1,1,16,,,,4,48,15,4,3,1,3,2,0.6745252194,15,3
248044,3,2,3,1979,,,2,3,,,5,2,2,13,,,,4,16,15,4,3,1,1,2,0.6745252194,15,3
248044,4,2,3,1985,,,2,2,,,5,2,2,17,,,,4,10,15,4,3,1,1,2,0.6745252194,15,3
248051,1,1,1,1968,,,1,3,,,5,2,2,8,,4,1,3,27,15,4,3,1,1,1,0.8090825381,15,3
248051,2,2,2,1964,,,1,5,1,,5,2,2,13,,,,3,31,15,4,3,1,2,1,0.8090825381,15,3
248051,3,1,3,1995,,,2,1,,,5,2,2,18,,,,3,0,15,4,3,1,1,1,0.8090825381,15,3
248055,1,1,1,1960,,,1,3,,,5,2,2,1,,3,1,4,35,15,4,3,1,2,2,0.7857135101,15,3
248055,2,2,2,1969,,,1,3,,,5,2,2,1,,4,,4,26,15,4,3,1,1,2,0.7857135101,15,3
248055,3,1,3,1995,,,2,1,,,4,2,2,18,,,,4,0,15,4,3,1,1,2,0.7857135101,15,3
248055,4,1,3,1990,,,2,1,,,4,2,2,17,,,,4,5,15,4,3,1,1,2,0.7857135101,15,3
248058,1,1,1,1955,,,1,3,,,4,2,2,2,,9,1,5,40,15,4,3,1,2,1,0.7802603064,15,3
248058,2,2,2,1958,,,1,2,,,4,2,2,13,,,,5,37,15,4,3,1,2,1,0.7802603064,15,3
248058,3,2,3,1979,,,2,3,,,5,2,2,17,,,,5,16,15,4,3,1,1,1,0.7802603064,15,3
248058,4,1,3,1980,,,2,3,,,5,2,2,17,,,,5,15,15,4,3,1,1,1,0.7802603064,15,3
248058,5,2,3,1992,,,2,1,,,5,2,2,18,,,,5,3,15,4,3,1,1,1,0.7802603064,15,3
248059,1,1,1,1967,,,2,3,,,5,2,2,1,,4,1,2,28,15,4,3,1,1,2,0.7283834174,15,3
248059,2,2,4,1940,,,4,2,,,3,2,2,16,,,,2,55,15,4,3,1,4,2,0.7283834174,15,3
248064,1,2,1,1927,,,2,5,5,,2,2,2,15,3,9,1,1,68,15,4,3,1,5,1,0.7269666474,15,3
248071,1,1,1,1951,,,1,5,3,,5,2,2,3,,9,1,3,44,15,4,3,1,3,2,0.8162807379,15,3
248071,2,2,2,1961,,,1,5,5,,5,2,2,3,,9,,3,34,15,4,3,1,2,2,0.8162807379,15,3
248071,3,2,3,1991,,,2,1,,,5,2,2,18,,,,3,4,15,4,3,1,1,2,0.8162807379,15,3
248083,1,1,1,1950,,,1,3,,,5,2,2,2,,9,1,4,45,15,4,3,1,3,2,0.7287605238,15,3
248083,2,2,2,1955,,,1,5,2,,4,2,2,2,,9,,4,40,15,4,3,1,2,2,0.7287605238,15,3
248083,3,1,3,1976,,,2,5,3,,5,2,2,17,,,,4,19,15,4,3,1,1,2,0.7287605238,15,3
248083,4,2,3,1981,,,2,3,,,4,2,2,17,,,,4,14,15,4,3,1,1,2,0.7287605238,15,3
248085,1,1,1,1961,,,1,3,,,4,2,2,12,1,2,1,3,34,15,4,3,1,2,2,0.8090825381,15,3
248085,2,2,2,1967,,,1,3,,,4,2,2,1,,2,,3,28,15,4,3,1,1,2,0.8090825381,15,3
248085,3,1,3,1989,,,2,1,,,5,2,2,17,,,,3,6,15,4,3,1,1,2,0.8090825381,15,3
249006,1,1,1,1926,,,1,2,,,4,1,2,15,1,3,1,2,69,12,3,2,0,5,2,1.7701051624,11,2
249006,2,2,2,1927,,,1,2,,,3,1,2,15,1,1,,2,68,12,3,2,0,5,2,1.7701051624,11,2
249010,1,1,1,1908,,,1,1,,,2,1,1,15,1,1,1,2,87,12,3,2,0,5,2,1.7701051624,11,2
249010,2,2,2,1915,,,1,1,,,3,1,2,15,1,1,2,2,80,12,3,2,0,5,2,1.7701051624,11,2
249017,1,1,1,1967,,,1,3,,,4,2,2,1,,2,1,2,28,12,3,2,0,1,2,2.1162297438,12,2
249017,2,2,2,1967,,,1,3,,,4,2,2,2,,4,2,2,28,12,3,2,0,1,2,2.1162297438,12,2
249020,1,1,1,1960,,,1,3,,,4,2,1,8,,4,1,6,35,12,3,2,0,2,2,1.9034084104,12,2
249020,2,2,2,1962,,,1,3,,,4,2,2,13,,,2,6,33,12,3,2,0,2,2,1.9034084104,12,2
249020,3,2,3,1983,,,2,2,,,4,2,2,17,,,,6,12,12,3,2,0,1,2,1.9034084104,12,2
249020,4,1,3,1990,,,2,1,,,4,2,2,18,,,,6,5,12,3,2,0,1,2,1.9034084104,12,2
249020,5,2,3,1995,,,2,1,,,4,2,2,18,,,,6,0,12,3,2,0,1,2,1.9034084104,12,2
249020,6,2,4,1927,,,4,1,,,2,1,1,16,,,,6,68,12,3,2,0,5,2,1.9034084104,12,2
249028,1,1,1,1956,,,2,5,2,,3,2,2,2,,9,1,3,39,12,3,2,0,2,3,1.8718513519,12,2
249028,2,1,4,1922,,,1,1,,,3,1,2,15,1,3,,3,73,12,3,2,0,5,3,1.8718513519,13,3
249028,3,2,4,1925,,,1,1,,,3,2,2,15,1,1,3,3,70,12,3,2,0,5,3,1.8718513519,11,2
249029,1,2,1,1947,,,2,1,,,4,2,2,1,,2,1,1,48,12,3,2,0,3,1,1.5372908408,12,2
249031,1,2,1,1952,,,4,2,,,3,2,2,1,,9,1,4,43,12,3,2,0,3,1,1.8741022321,12,2
249031,2,1,3,1975,,,2,3,,,4,2,2,11,,,,4,20,12,3,2,0,1,1,1.8741022321,12,2
249031,3,1,3,1979,,,2,3,,,4,1,2,17,,,,4,16,12,3,2,0,1,1,1.8741022321,12,2
249031,4,2,3,1984,,,2,2,,,4,1,2,17,,,,4,11,12,3,2,0,1,1,1.8741022321,12,2
249032,1,1,1,1943,,,1,3,,,3,2,2,1,,6,1,4,52,12,3,2,0,4,2,1.6533852898,10,2
249032,2,2,2,1944,,,1,3,,,4,2,2,13,,,2,4,51,12,3,2,0,4,2,1.6533852898,12,2
249032,3,1,3,1975,,,2,5,2,,4,2,2,17,,,,4,20,12,3,2,0,1,2,1.6533852898,12,2
249032,4,2,3,1980,,,2,3,,,4,2,2,17,,,,4,15,12,3,2,0,1,2,1.6533852898,12,2
249040,1,1,1,1942,,,1,3,,,4,2,2,1,,9,1,4,53,12,3,2,0,4,1,1.6533852898,12,2
249040,2,2,2,1949,,,1,4,,,4,2,2,13,,,,4,46,12,3,2,0,3,1,1.6533852898,12,2
249040,3,2,3,1976,,,2,5,3,,4,2,2,17,,,,4,19,12,3,2,0,1,1,1.6533852898,12,2
249040,4,1,3,1982,,,2,2,,,4,2,2,17,,,,4,13,12,3,2,0,1,1,1.6533852898,12,2
249052,1,1,1,1961,,,1,5,2,,4,2,2,9,,4,1,4,34,12,3,2,0,2,2,1.9652405879,12,2
249052,2,2,2,1966,,,1,4,,,4,2,2,9,,4,2,4,29,12,3,2,0,1,2,1.9652405879,12,2
249052,3,2,3,1989,,,2,1,,,4,2,2,17,,,,4,6,12,3,2,0,1,2,1.9652405879,12,2
249052,4,2,3,1993,,,2,1,,,4,2,2,18,,,,4,2,12,3,2,0,1,2,1.9652405879,12,2
249054,1,1,1,1954,,,1,3,,,4,2,2,9,,4,1,4,41,12,3,2,0,3,2,1.9652405879,12,2
249054,2,2,2,1958,,,1,3,,,4,2,2,9,,4,2,4,37,12,3,2,0,2,2,1.9652405879,12,2
249054,3,2,3,1981,,,2,3,,,4,2,2,17,,,,4,14,12,3,2,0,1,2,1.9652405879,12,2
249054,4,2,3,1993,,,2,1,,,4,2,2,18,,,,4,2,12,3,2,0,1,2,1.9652405879,12,2
249058,1,2,1,1932,,,2,2,,,2,1,2,15,1,9,1,1,63,12,3,2,0,4,1,1.5372908408,12,2
249062,1,1,1,1956,,,1,5,2,,4,2,2,2,,2,1,4,39,12,3,2,0,2,1,1.9652405879,12,2
249062,2,2,2,1960,,,1,3,,,4,2,2,13,,,2,4,35,12,3,2,0,2,1,1.9652405879,9,2
249062,3,2,3,1989,,,2,1,,,4,2,2,17,,,,4,6,12,3,2,0,1,1,1.9652405879,12,2
249062,4,2,3,1992,,,2,1,,,4,2,2,18,,,,4,3,12,3,2,0,1,1,1.9652405879,12,2
249069,1,1,1,1950,,,1,5,2,,4,2,2,1,,9,1,5,45,12,3,2,0,3,3,1.7839721128,12,2
249069,2,2,2,1952,,,1,4,,,4,2,2,3,,9,2,5,43,12,3,2,0,3,3,1.7839721128,11,2
249069,3,1,3,1975,,,2,5,2,,4,2,2,12,2,7,3,5,20,12,3,2,0,1,3,1.7839721128,12,2
249069,4,1,3,1980,,,2,3,,,4,2,2,17,,,,5,15,12,3,2,0,1,3,1.7839721128,12,2
249069,5,1,3,1992,,,2,1,,,4,2,2,18,,,,5,3,12,3,2,0,1,3,1.7839721128,12,2
249070,1,1,1,1971,,,1,4,,,5,2,2,1,,2,1,2,24,12,3,2,0,1,2,1.7981151002,12,2
249070,2,2,2,1973,,,1,3,,,5,2,2,1,,8,2,2,22,12,3,2,0,1,2,1.7981151002,12,2
249074,1,2,1,1920,,,4,2,,,3,1,1,16,,,1,2,75,12,3,2,0,5,2,1.937129416,12,2
249074,2,1,3,1960,,,2,3,,,4,2,2,1,,4,,2,35,12,3,2,0,2,2,1.937129416,12,2
249076,1,1,1,1966,,,1,5,2,,5,2,2,2,,9,1,3,29,12,3,2,0,1,1,2.0146270912,12,2
249076,2,2,2,1964,,,1,5,2,,5,2,2,13,,,2,3,31,12,3,2,0,2,1,2.0146270912,12,2
249076,3,2,3,1994,,,2,1,,,5,2,2,18,,,,3,1,12,3,2,0,1,1,2.0146270912,12,2
249079,1,2,1,1942,,,3,3,,,3,2,2,13,,,1,2,53,12,3,2,0,4,2,1.6758865223,12,2
249079,2,2,3,1971,,,2,5,4,,3,2,2,17,,,,2,24,12,3,2,0,1,2,1.6758865223,12,2
249084,1,1,1,1917,,,1,3,,,3,1,1,15,1,1,1,2,78,12,3,2,0,5,2,1.7701051624,5,1
249084,2,2,2,1914,,,1,1,,,3,1,2,15,1,1,,2,81,12,3,2,0,5,2,1.7701051624,5,1
250003,1,1,1,1957,,,1,5,1,,4,2,2,4,,10,1,5,38,19,5,3,2,2,1,0.7524362655,19,3
250003,2,2,2,1964,,,1,5,2,,4,2,2,13,,,,5,31,19,5,3,2,2,1,0.7524362655,19,3
250003,3,1,3,1986,,,2,2,,,4,2,2,17,,,,5,9,19,5,3,2,1,1,0.7524362655,19,3
250003,4,2,3,1988,,,2,1,,,4,2,2,17,,,,5,7,19,5,3,2,1,1,0.7524362655,19,3
250003,5,1,3,1995,,,2,1,,,4,2,2,18,,,,5,0,19,5,3,2,1,1,0.7524362655,19,3
250004,1,1,1,1961,,,1,7,,5,4,2,2,6,,3,1,4,34,19,5,3,2,2,2,0.7719972179,19,3
250004,2,2,2,1961,,,1,5,3,,4,2,2,4,,9,,4,34,19,5,3,2,2,2,0.7719972179,19,3
250004,3,2,3,1993,,,2,1,,,4,2,2,18,,,,4,2,19,5,3,2,1,2,0.7719972179,19,3
250004,4,2,3,1995,,,2,1,,,4,2,2,18,,,,4,0,19,5,3,2,1,2,0.7719972179,19,3
250005,1,1,1,1944,,,1,5,2,,4,2,2,6,,3,1,5,51,19,5,3,2,4,1,0.6776152392,19,3
250005,2,2,2,1949,,,1,5,5,,4,2,2,13,,,,5,46,19,5,3,2,3,1,0.6776152392,19,3
250005,3,1,3,1969,,,2,5,2,,4,2,2,11,,,,5,26,19,5,3,2,1,1,0.6776152392,19,3
250005,4,1,3,1971,,,2,5,2,,4,2,2,11,,,,5,24,19,5,3,2,1,1,0.6776152392,19,3
250005,5,1,3,1975,,,2,3,,,4,2,2,17,,,,5,20,19,5,3,2,1,1,0.6776152392,19,3
250007,1,1,1,1964,,,1,3,,,4,2,2,12,8,4,1,2,31,19,5,3,2,2,1,0.8313096548,19,3
250007,2,2,2,1966,,,1,5,1,,4,2,2,13,,,,2,29,19,5,3,2,1,1,0.8313096548,19,3
250009,1,1,1,1916,,,1,2,,,2,1,2,16,,,1,2,79,19,5,3,2,5,2,0.6953429871,19,3
250009,2,2,2,1916,,,1,2,,,2,1,2,16,,,2,2,79,19,5,3,2,5,2,0.6953429871,19,3
250010,1,1,1,1943,,,1,2,,,2,1,1,16,,,1,3,52,19,5,3,2,4,1,0.628347374,19,3
250010,2,2,2,1946,,,1,2,,,2,1,2,13,,,,3,49,19,5,3,2,3,1,0.628347374,19,3
250010,3,1,3,1980,,,2,3,,,4,2,2,17,,,,3,15,19,5,3,2,1,1,0.628347374,,
250012,1,1,1,1933,,,1,1,,,1,1,1,15,1,2,1,2,62,19,5,3,2,4,1,0.5957794388,19,3
250012,2,2,2,1934,,,1,1,,,2,1,2,13,,,,2,61,19,5,3,2,4,1,0.5957794388,19,3
250026,1,1,1,1923,,,1,2,,,2,1,1,16,,,1,2,72,19,5,3,2,5,2,0.6953429871,19,3
250026,2,2,2,1930,,,1,2,,,3,1,2,16,,,2,2,65,19,5,3,2,4,2,0.6953429871,19,3
250037,1,1,1,1923,,,1,1,,,2,1,2,15,8,3,1,2,72,19,5,3,2,5,2,0.6953429871,19,3
250037,2,2,2,1929,,,1,1,,,2,1,1,16,,,,2,66,19,5,3,2,5,2,0.6953429871,19,3
250039,1,2,1,1951,,,4,2,,,3,2,2,16,,,1,3,44,19,5,3,2,3,1,0.7564213152,19,3
250039,2,2,3,1977,,,2,3,,,4,2,2,17,,,,3,18,19,5,3,2,1,1,0.7564213152,19,3
250039,3,2,3,1979,,,2,3,,,4,2,2,17,,,,3,16,19,5,3,2,1,1,0.7564213152,19,3
250054,1,1,1,1940,,,1,1,,,4,2,2,1,,3,1,5,55,19,5,3,2,4,1,0.662418889,19,3
250054,2,2,2,1946,,,1,1,,,2,1,2,13,,,,5,49,19,5,3,2,3,1,0.662418889,19,3
