NQUEST,NORD,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE
124016,1,1,1978,2000,13,2,0,80
124022,1,3,1978,1300,13,2,0,
124029,1,1,1994,670,13,2,0,
124049,1,3,1961,1200,13,2,0,
124058,1,1,1995,1900,8,2,0,80
124058,2,1,1986,1300,13,2,0,
124064,1,3,1981,600,13,2,0,
125002,2,2,1989,550,13,2,0,
125014,1,1,1979,550,13,2,0,60
125026,1,1,1979,600,13,2,0,60
125026,2,1,1980,600,13,2,0,60
125041,1,1,1975,1150,13,2,0,70
125041,2,8,1989,1900,13,2,0,90
125053,1,1,1993,1000,13,2,0,70
125069,1,3,1995,620,13,2,0,
125086,1,1,1983,720,13,2,0,65
125087,1,8,1989,2600,13,2,0,100
126003,1,2,1995,350,12,2,0,
126008,3,11,1992,700,12,2,0,
126024,1,1,1973,900,13,2,0,20
126024,2,1,1971,550,13,2,0,90
126032,1,1,1990,450,13,2,0,100
126044,1,3,1984,720,13,2,0,
126051,1,2,1963,700,12,2,0,
126072,1,1,1974,1400,13,2,0,85
126074,1,8,1991,3000,13,2,0,100
126083,1,2,1951,800,13,2,0,
126083,2,2,1980,750,13,2,0,
126090,1,8,1965,1500,13,2,0,90
126090,1,2,1965,500,12,2,0,
127006,1,1,1993,2600,13,2,0,
127006,2,5,1994,1500,13,2,0,
127008,1,1,1991,550,13,2,0,
127008,1,3,1994,500,13,2,0,
127010,2,1,1987,1400,13,2,0,
127012,1,1,1978,600,13,2,0,
127012,2,1,1973,550,13,2,0,
127015,1,1,1985,580,13,2,0,
127015,2,1,1984,580,13,2,0,
127016,1,1,1983,670,13,2,0,
127016,1,3,1994,1150,13,2,0,
127058,5,8,1994,2200,13,2,0,
127058,5,7,1982,600,13,2,0,
127061,1,1,1991,1600,13,2,0,
127061,1,2,1973,234,13,2,0,
127061,2,1,1991,600,13,2,0,
127062,2,1,1993,1800,13,2,0,
127064,1,1,1993,1800,13,2,0,
127067,1,1,1994,1150,13,2,0,
129016,1,1,1989,900,13,2,0,
129016,2,2,1990,300,13,2,0,
130007,1,3,1974,1100,13,2,0,
130010,1,1,1990,1060,13,2,0,
130013,1,3,1984,500,13,1,1500,
130015,1,2,1992,450,13,2,0,
130015,2,4,1964,550,13,2,0,
130021,1,1,1983,305,13,2,0,
130022,1,1,1987,650,13,2,0,
130026,1,1,1984,2000,13,2,0,70
130041,1,1,1978,200,13,2,0,
130041,2,2,1988,360,13,2,0,
130066,1,8,1954,1500,13,2,0,100
130090,1,1,1982,750,13,2,0,
130090,2,4,1985,350,13,2,0,
131002,1,4,1990,500,13,2,0,
131002,2,4,1992,500,13,2,0,
131004,1,7,1983,3000,13,2,0,
131006,1,3,1988,1800,13,2,0,
131021,1,1,1995,350,13,1,2000,
131027,2,2,1989,360,13,2,0,
131031,1,1,1992,1750,13,2,0,60
131033,1,1,1985,600,13,2,0,60
131033,1,3,1983,160,13,2,0,
131034,1,1,1989,600,13,2,0,60
131034,2,4,1989,600,13,2,0,
131037,1,1,1968,580,13,2,0,
131067,1,3,1993,500,13,2,0,
131081,2,1,1984,900,13,2,0,
131081,3,1,1982,800,13,2,0,
132028,2,4,1994,650,13,2,0,
132038,1,2,1979,650,13,2,0,
132038,2,2,1982,650,13,2,0,
133010,1,1,1978,640,13,2,0,
133010,1,3,1980,140,12,2,0,
134006,1,1,1985,710,13,2,0,
134011,1,1,1993,980,13,2,0,
134017,1,1,1991,630,13,2,0,60
134030,1,1,1981,690,13,2,0,70
134032,1,5,1985,1470,13,2,0,85
134033,1,1,1978,790,13,2,0,80
134035,1,1,1985,890,13,2,0,
134039,1,1,1976,1950,13,2,0,75
134039,2,4,1972,560,13,2,0,
134049,1,15,1983,2700,13,2,0,
134074,1,1,1978,735,13,2,0,
134075,1,1,1974,755,13,2,0,
135018,1,1,1986,650,13,2,0,60
135018,1,3,1992,400,13,2,0,
135020,1,3,1987,1100,13,2,0,
135024,1,1,1980,1200,13,2,0,60
135024,2,4,1989,220,13,2,0,
135032,1,1,1990,900,13,2,0,25
135032,2,8,1985,1700,13,2,0,80
136004,1,1,1977,620,13,2,0,
136009,4,9,1992,700,13,2,0,
136009,5,9,1992,700,13,2,0,
136020,1,3,1968,550,13,2,0,
136039,1,3,1971,700,13,2,0,
136045,1,3,1991,1300,13,2,0,
136072,1,1,1995,1075,13,2,0,
137007,1,1,1985,1400,13,2,0,100
138046,1,1,1989,2200,13,1,10000,80
138046,1,15,1982,2200,13,2,0,
138046,3,2,1992,1000,13,2,0,
138078,1,1,1992,1450,13,2,0,70
138091,1,8,1984,1500,13,2,0,77
138091,2,5,1994,1580,13,2,0,79
138096,1,8,1989,2300,13,2,0,90
138096,2,8,1990,1600,13,2,0,
138110,1,5,1995,1800,13,2,0,90
138111,1,1,1987,1200,13,2,0,60
138111,1,15,1992,2200,12,2,0,60
138111,2,12,1994,635,12,2,0,20
138111,2,1,1994,1900,13,2,0,80
138130,2,1,1987,480,12,1,24,50
138130,2,3,1984,1500,12,1,7,
138141,1,5,1990,1000,13,2,0,20
138150,1,1,1995,1530,13,2,0,72
138150,2,4,1954,630,13,2,0,
138150,2,3,1974,280,13,2,0,
138227,1,1,1980,1700,13,2,0,
138244,1,1,1983,2200,13,2,0,80
138248,1,1,1984,1350,13,2,0,70
138248,2,1,1990,1300,13,2,0,70
138255,1,1,1985,1250,13,2,0,75
138255,2,1,1986,700,13,2,0,
138255,3,3,1966,650,13,2,0,
138265,2,1,1994,749,13,2,0,
138283,1,8,1986,2000,13,2,0,80
138283,2,1,1989,600,13,2,0,
138287,1,1,1977,1800,13,2,0,70
138287,2,1,1985,550,13,2,0,
138292,1,1,1960,1500,13,2,0,
138297,1,2,1959,380,13,2,0,
138297,1,2,1959,900,13,2,0,
138301,2,3,1975,670,13,2,0,
138335,1,1,1986,18,13,2,0,
138335,1,1,1981,370,13,2,0,
138335,1,9,1986,1180,13,2,0,
138380,1,8,1972,2130,13,2,0,88
138380,2,1,1986,600,13,2,0,
138388,1,8,1978,1800,13,2,0,80
138388,2,1,1973,700,13,2,0,60
138391,1,1,1970,1050,13,2,0,45
138396,1,1,1987,1000,13,2,0,70
138396,2,1,1986,600,13,2,0,
138398,1,1,1995,1120,12,2,0,
138398,2,8,1986,1600,13,2,0,70
138412,1,1,1993,700,13,2,0,60
138434,1,8,1992,1000,13,2,0,60
138455,1,1,1988,1400,13,2,0,75
138462,1,1,1982,700,13,2,0,
138462,2,1,1980,300,13,2,0,
138483,1,3,1980,1200,13,2,0,
138489,1,1,1986,1750,13,2,0,60
138489,1,2,1972,1200,12,2,0,
138507,1,1,1994,1100,13,2,0,80
138532,1,1,1979,800,13,2,0,
138532,2,1,1970,623,13,2,0,
138538,1,1,1978,600,13,2,0,50
138538,1,3,1964,80,13,2,0,
138556,1,1,1963,600,13,2,0,
138570,1,9,1968,850,13,2,0,
138574,2,8,1994,1000,13,2,0,70
138585,2,4,1986,375,13,2,0,
138597,1,3,1982,600,13,2,0,
138737,1,1,1991,900,13,2,0,
138737,1,15,1988,1250,13,2,0,
139003,1,3,1975,650,13,2,0,
139006,3,9,1969,1100,13,2,0,
139008,1,1,1977,630,13,2,0,
139014,1,2,1978,670,13,2,0,
139016,2,1,1990,800,13,2,0,70
139016,2,2,1992,200,13,2,0,
139016,3,1,1980,760,13,2,0,60
139023,1,1,1990,600,13,1,900,
139024,2,1,1988,750,13,1,300,70
139027,1,1,1972,790,13,2,0,80
139030,3,1,1963,630,13,2,0,60
139030,3,3,1985,170,13,2,0,
139074,1,1,1988,1500,13,2,0,90
140003,1,1,1995,1600,13,2,0,80
140021,1,3,1983,900,13,2,0,
140026,1,3,1969,570,13,2,0,
140026,1,2,1969,800,13,2,0,
141010,1,1,1980,1200,13,2,0,
141010,2,4,1988,600,13,2,0,
141013,5,3,1975,800,13,2,0,
141013,5,1,1972,200,13,2,0,
141019,2,5,1983,1200,13,2,0,80
141022,1,8,1993,2500,13,2,0,90
141023,1,5,1993,2500,13,2,0,90
141023,2,1,1984,600,13,2,0,
141032,1,1,1988,730,13,2,0,
141043,1,8,1994,2100,13,2,0,98
141044,1,1,1994,2000,13,2,0,70
141046,1,5,1989,1350,13,1,20000,80
141056,2,1,1982,750,13,2,0,
141056,2,2,1985,1000,12,2,0,
141059,1,8,1971,1800,13,1,450,
141062,1,1,1965,1000,13,2,0,
141062,2,2,1955,300,13,2,0,
141071,1,3,1980,650,13,2,0,
141071,1,2,1983,120,13,2,0,
141073,3,1,1980,1000,13,2,0,
141073,3,3,1968,500,13,2,0,
141074,1,1,1972,420,13,2,0,
141074,1,3,1977,1050,13,2,0,
141080,1,3,1992,700,13,2,0,
141086,1,1,1993,600,13,2,0,
141086,1,3,1993,320,13,2,0,
141087,2,5,1989,1600,13,1,200,85
141090,1,5,1995,1100,13,2,0,40
141090,2,14,1983,1500,12,2,0,
143002,1,1,1984,2000,13,2,0,90
143002,2,1,1982,600,13,2,0,35
143011,1,1,1984,700,13,2,0,50
143016,1,1,1979,1560,13,2,0,70
143025,1,1,1982,755,13,2,0,50
143025,1,3,1994,850,13,2,0,
143033,1,1,1976,1860,13,2,0,80
143037,1,1,1976,1620,13,2,0,70
143037,2,1,1991,618,13,2,0,30
143047,1,1,1992,2100,13,2,0,90
143048,1,1,1990,2100,13,2,0,70
143048,2,1,1990,1200,13,2,0,65
143049,1,1,1987,460,13,2,0,40
143049,1,3,1989,800,13,2,0,
143056,1,1,1984,1680,13,2,0,70
143062,1,1,1993,1560,13,2,0,65
143076,1,15,1982,1700,13,2,0,
143090,1,1,1991,1650,13,2,0,75
143090,1,12,1980,436,12,2,0,
144005,1,1,1978,690,13,2,0,
144010,1,1,1994,500,13,2,0,
144015,1,1,1979,700,13,2,0,
144015,1,1,1977,400,13,2,0,
144027,2,1,1990,600,13,2,0,
145004,1,3,1994,1600,13,2,0,
145012,1,8,1983,2500,13,2,0,80
145015,1,1,1970,1000,13,2,0,60
145015,2,4,1981,500,13,2,0,
145076,6,3,1993,600,13,2,0,
145088,1,1,1986,1300,13,2,0,75
146024,1,1,1993,1100,13,2,0,70
146030,1,1,1980,650,13,2,0,
146030,2,1,1970,650,13,2,0,
146031,1,1,1981,1400,13,2,0,80
146036,1,1,1988,356,13,2,0,
146049,1,15,1987,3600,13,2,0,80
146052,1,1,1973,1100,13,2,0,50
146057,1,1,1965,1100,12,2,0,
146057,2,1,1979,300,13,2,0,
146059,1,1,1985,670,13,2,0,
146059,1,6,1989,320,13,2,0,
146059,2,1,1993,650,13,2,0,
146061,1,1,1974,4000,13,2,0,80
147014,1,1,1985,1750,13,2,0,90
147014,2,1,1980,705,13,2,0,
147034,1,5,1983,1500,13,2,0,80
147034,2,5,1991,1300,13,2,0,80
147068,1,1,1990,1200,13,2,0,80
147068,2,1,1988,650,13,2,0,
147073,1,7,1992,700,13,2,0,
147073,4,4,1980,500,13,2,0,
147073,4,15,1992,730,13,2,0,
147078,1,1,1983,680,13,2,0,80
147078,2,1,1981,680,13,2,0,80
147078,3,1,1994,680,13,2,0,80
148043,2,1,1991,1400,13,2,0,60
148081,1,2,1989,630,13,2,0,
148087,1,3,1990,350,13,2,0,
148088,1,1,1995,2800,13,2,0,90
148088,2,1,1994,1850,13,1,27000,90
149003,1,4,1982,620,13,2,0,
149003,2,1,1987,1200,13,2,0,
149004,1,1,1992,620,13,2,0,
149007,1,1,1973,1200,13,2,0,
149007,2,1,1973,640,13,2,0,
149009,1,1,1991,600,13,2,0,
149009,2,1,1990,620,13,2,0,
149010,1,1,1989,600,13,2,0,
149010,1,3,1985,350,13,2,0,
149015,1,1,1983,640,13,2,0,
149015,2,1,1991,620,13,2,0,
149030,1,1,1993,590,13,2,0,
149030,2,1,1992,1700,13,2,0,
149031,1,3,1986,700,13,2,0,
149032,1,1,1978,800,13,2,0,
149032,1,3,1983,700,13,2,0,
149038,1,1,1992,660,13,2,0,60
149038,1,3,1988,170,13,2,0,
149040,2,1,1994,980,13,2,0,
149041,1,2,1975,630,13,2,0,
149050,2,2,1977,700,13,2,0,
149062,1,1,1988,620,13,2,0,
149065,1,1,1994,2500,13,2,0,
149071,1,1,1980,2000,13,2,0,
149071,2,1,1955,600,13,2,0,
149071,3,1,1985,1000,13,2,0,
150004,2,3,1983,130,13,2,0,
150005,1,1,1978,1000,13,2,0,80
150006,1,2,1985,800,13,2,0,
150006,2,2,1987,800,13,2,0,
150006,3,2,1984,50,12,2,0,
150010,1,1,1981,1400,13,2,0,60
150010,2,2,1976,600,13,2,0,
150012,1,1,1990,650,13,2,0,
150012,2,1,1991,650,13,2,0,
150016,1,1,1989,1300,13,2,0,80
150016,2,1,1985,650,13,2,0,
150022,1,1,1985,600,13,2,0,
150022,2,11,1969,650,12,2,0,
151008,1,1,1983,1800,13,2,0,82
151015,1,1,1992,600,13,2,0,80
151018,1,3,1985,580,13,2,0,
151018,1,2,1975,97,13,2,0,
151018,2,2,1991,500,13,2,0,
151018,2,11,1991,340,13,2,0,
151019,1,3,1993,1250,13,2,0,
151022,2,8,1990,1500,13,2,0,
151068,1,1,1988,2500,13,2,0,88
152001,1,1,1982,700,13,2,0,
152001,2,1,1983,490,13,2,0,
152004,1,1,1979,400,13,2,0,
152004,1,3,1990,600,13,2,0,
152006,1,1,1987,550,13,2,0,
152006,1,3,1960,350,13,2,0,
152008,1,1,1952,700,13,2,0,
152008,1,3,1955,300,13,2,0,
152009,1,1,1966,1250,13,2,0,70
152009,2,1,1969,600,13,2,0,
152011,1,1,1988,800,13,2,0,
152018,1,1,1992,700,13,2,0,
152018,2,1,1995,700,8,2,0,
152021,1,1,1988,1100,13,2,0,80
152021,2,1,1992,800,13,2,0,80
152026,1,2,1994,190,13,2,0,
152038,1,1,1988,300,13,2,0,
152050,1,1,1990,1100,13,2,0,80
152050,2,1,1989,630,13,2,0,40
152090,1,1,1968,700,13,2,0,
153003,1,3,1977,550,13,2,0,
153003,1,1,1982,300,13,2,0,
153032,1,1,1984,1500,13,2,0,90
153032,2,4,1990,300,13,2,0,
153034,1,3,1987,1200,13,2,0,
154025,2,1,1970,750,13,2,0,70
154036,1,1,1977,750,13,2,0,70
154053,1,3,1970,650,13,2,0,
154060,1,3,1983,700,13,2,0,
155001,1,1,1989,1430,13,2,0,70
155002,1,1,1983,1250,13,2,0,80
155002,2,1,1989,650,13,2,0,70
155007,1,1,1995,750,13,2,0,50
155018,1,1,1989,620,13,2,0,
155033,1,1,1970,1200,13,2,0,80
155033,1,3,1950,25,13,2,0,
155033,1,10,1985,30,13,2,0,
155037,2,1,1985,520,13,2,0,100
155037,2,3,1985,600,13,2,0,
155046,1,1,1974,1050,13,2,0,
155046,1,3,1975,250,13,2,0,
155050,2,3,1986,700,13,2,0,
155052,1,1,1994,1500,13,2,0,90
155052,2,1,1992,620,13,2,0,90
155070,1,8,1991,2000,13,2,0,70
155070,1,1,1991,200,13,2,0,
155070,1,3,1983,700,13,2,0,
156039,1,8,1991,1500,13,2,0,40
156041,1,14,1990,630,13,2,0,30
156046,1,7,1981,1450,13,2,0,
156056,1,12,1994,144,12,2,0,
156064,1,2,1987,1050,13,2,0,
157009,1,1,1994,1620,13,2,0,74
157010,1,1,1980,1750,13,2,0,80
157013,1,1,1985,1300,13,2,0,60
157014,1,1,1986,750,13,2,0,60
157014,2,1,1986,1450,13,2,0,75
157019,2,8,1987,1000,13,2,0,80
157038,1,9,1976,1000,13,2,0,
157072,2,3,1966,750,13,2,0,
157079,1,1,1994,1200,13,2,0,80
157079,2,1,1993,520,13,2,0,65
158003,2,2,1986,1750,13,2,0,
158060,1,3,1995,1200,13,2,0,
159017,1,1,1989,1450,13,2,0,70
159017,2,1,1990,610,13,2,0,50
159017,4,1,1986,610,13,2,0,50
159020,1,1,1987,1350,13,2,0,72
159020,2,1,1995,620,7,2,0,75
159022,2,3,1984,740,13,2,0,
159027,1,1,1989,680,13,2,0,50
159027,2,1,1986,600,13,2,0,50
159028,2,11,1992,300,12,2,0,
159035,1,1,1961,800,13,2,0,40
159035,2,1,1988,850,13,2,0,40
159043,1,1,1977,1500,13,2,0,90
159045,1,1,1985,850,13,2,0,40
159045,2,11,1966,550,13,2,0,
159070,1,1,1992,960,13,2,0,20
159081,1,1,1982,1150,13,2,0,80
159081,1,12,1956,300,13,2,0,
159081,2,2,1976,750,13,2,0,
159089,1,1,1980,700,13,2,0,60
159089,1,3,1988,600,13,2,0,
160001,1,2,1986,600,13,2,0,
160001,2,2,1984,650,13,2,0,
160002,2,1,1983,1300,13,2,0,80
160002,2,2,1963,1500,13,2,0,
160002,3,1,1968,650,13,2,0,
160003,1,1,1994,1450,13,2,0,
160010,1,3,1995,650,13,2,0,
160011,1,3,1990,750,13,2,0,
160011,1,12,1990,1800,13,2,0,
160039,1,1,,1000,13,2,0,
160039,1,2,,1400,13,2,0,
160039,2,1,1992,550,13,2,0,
160040,2,1,1987,500,13,2,0,
160048,1,8,1992,2000,13,2,0,
160048,1,14,1983,150,12,2,0,
160048,2,14,1985,300,12,2,0,
160048,3,8,1976,1150,13,2,0,
160049,1,8,1984,1900,13,2,0,95
160050,1,1,1965,1000,13,2,0,80
160050,1,3,1993,800,13,2,0,
160058,1,3,1982,180,13,2,0,
160058,1,6,1992,700,13,2,0,
160084,1,1,1990,1080,13,2,0,80
160087,1,1,1993,600,13,2,0,
160087,1,3,1983,600,13,2,0,
161001,1,3,1994,720,13,2,0,
161001,1,1,1979,850,13,2,0,
161007,1,1,1995,600,4,2,0,
161010,1,1,1994,820,13,2,0,50
161010,2,1,1991,900,13,2,0,60
161029,1,1,1978,850,13,2,0,
161032,1,1,1989,1100,13,2,0,40
161032,2,1,1984,2800,13,2,0,90
161035,1,1,1989,1320,13,2,0,60
161035,2,1,1991,940,13,2,0,50
161037,1,1,1988,1200,13,2,0,60
161037,2,1,1990,850,13,2,0,60
161049,1,1,1974,650,13,2,0,
161055,1,3,,325,13,2,0,
161055,1,4,,560,13,2,0,
161060,1,1,1985,1250,13,2,0,
161060,2,4,1979,600,13,2,0,
161068,5,3,1981,750,13,2,0,
161076,1,1,1978,850,13,2,0,
161076,2,1,1988,700,6,2,0,
161080,1,1,1976,1150,13,2,0,
161082,2,1,1988,740,13,2,0,45
162002,1,2,1989,650,13,2,0,
162002,1,3,1990,300,13,2,0,
162002,2,2,1975,650,13,2,0,
162006,1,1,1977,650,13,2,0,
162007,1,1,1990,800,13,2,0,
162007,2,1,1986,650,13,2,0,
162008,1,1,1990,650,13,2,0,
162008,2,1,1985,650,13,2,0,
162018,1,1,1985,800,13,2,0,
162018,1,10,1983,500,13,2,0,
162018,2,1,1982,400,13,2,0,
162020,1,1,1980,650,13,2,0,
162020,2,1,1980,650,13,2,0,
162022,1,2,1988,350,13,2,0,
162023,1,1,1983,900,13,2,0,
162023,2,2,1975,850,13,2,0,
162051,1,1,1970,600,13,2,0,
162058,2,2,1995,600,10,2,0,
162062,1,1,1978,800,13,2,0,
162062,2,2,1992,650,13,2,0,
162067,2,2,1992,650,13,2,0,
162067,3,1,1971,650,13,2,0,
162079,1,2,1966,600,13,2,0,
163006,1,1,1972,650,13,2,0,
163009,1,3,1989,90,13,2,0,
163009,1,2,1975,190,13,2,0,
163012,1,1,1987,600,13,2,0,
163012,2,1,1995,600,13,2,0,
163014,1,3,1990,130,13,2,0,
163014,1,2,1978,600,13,2,0,
163019,1,1,1994,600,13,2,0,
163019,2,1,1994,600,13,2,0,
163022,1,1,1988,650,13,2,0,70
163022,2,4,1976,600,13,2,0,
163053,2,2,1968,600,13,2,0,
163053,2,12,1991,600,12,2,0,
163053,2,3,1990,80,13,2,0,
163058,1,1,1986,200,13,2,0,
163058,1,3,1982,500,13,2,0,
163062,2,1,1977,800,13,2,0,70
163062,2,10,1950,600,13,2,0,
163079,1,1,1982,630,13,2,0,
163079,2,1,1980,620,13,2,0,
163081,1,1,1993,625,13,2,0,
164040,1,8,1982,750,13,2,0,
164085,1,1,1989,720,13,2,0,70
165014,1,1,1991,718,13,2,0,
165014,2,2,1989,600,13,2,0,
165020,1,1,1974,630,13,2,0,80
165020,2,1,1970,600,13,2,0,80
165020,2,2,1995,700,10,2,0,
165022,1,1,1994,588,13,2,0,
165022,2,4,1995,350,3,2,0,
165037,1,5,1985,1480,13,2,0,60
165037,2,1,1989,700,13,2,0,
165039,1,5,1994,600,13,2,0,50
165039,1,3,1980,500,13,2,0,
165044,1,1,1976,700,13,2,0,
165044,1,3,,750,13,2,0,
165048,1,1,1985,1380,13,2,0,40
165048,2,1,1990,600,13,2,0,
165088,1,1,1985,1000,13,2,0,80
165088,2,1,1983,620,13,2,0,
166001,1,1,1986,650,13,2,0,70
166001,2,2,1982,650,13,2,0,
166005,1,1,1986,400,13,2,0,80
166005,2,1,1984,350,13,2,0,80
166050,1,8,1990,2400,13,2,0,
166050,2,8,1988,2000,13,2,0,
166072,2,1,1991,600,13,2,0,
167014,1,5,1979,2181,13,2,0,90
167014,1,1,1970,350,13,2,0,
167074,1,1,1986,1800,13,2,0,80
167074,2,2,1977,800,13,2,0,
167079,6,1,1974,1100,13,2,0,
167085,1,1,1987,1200,13,2,0,80
167085,2,1,1993,600,13,2,0,
168004,1,1,1980,1400,13,2,0,80
168004,2,5,1978,2100,13,2,0,80
168005,3,3,1985,65,13,2,0,
168005,3,4,1971,550,13,2,0,
168014,1,1,1993,2200,13,2,0,72
168016,1,5,1985,2100,13,2,0,90
168032,1,1,1972,1100,13,2,0,
168032,2,4,1980,350,13,2,0,
168043,1,3,1975,750,13,2,0,
168045,2,8,1980,1150,13,2,0,44
168061,1,8,1990,2200,13,2,0,90
168065,1,1,1979,630,13,2,0,
168066,1,2,1977,800,13,2,0,
168067,1,1,1973,558,13,2,0,
168067,1,3,1964,450,13,2,0,
168067,1,11,1987,350,13,2,0,
168068,1,3,1992,900,13,2,0,
168068,2,2,1994,350,13,2,0,
169002,1,1,1990,500,13,2,0,
169033,4,2,1970,550,13,2,0,
170001,1,1,1995,650,13,2,0,
170002,1,15,1992,1650,12,2,0,33
170011,1,15,1990,1500,13,2,0,85
170015,1,8,1970,5100,13,2,0,
170024,1,1,1987,2300,13,2,0,85
170032,1,8,1992,2300,13,2,0,100
170037,1,1,1992,630,13,2,0,
170043,1,1,1979,1500,13,2,0,80
170057,1,1,1995,1600,13,2,0,72
170068,1,1,1975,1000,13,2,0,
170068,1,13,1975,4500,12,2,0,
170068,1,5,1975,1600,13,2,0,
170075,1,12,1970,2850,13,2,0,80
170075,2,5,1976,1800,13,2,0,80
171004,1,2,1983,790,13,2,0,
171019,1,1,1989,640,13,2,0,90
171019,2,1,1983,720,13,2,0,70
171025,1,1,1984,1500,13,2,0,60
171025,2,1,1984,600,13,2,0,50
171033,1,1,1994,1150,13,2,0,98
171033,2,1,1993,600,13,2,0,98
171039,2,1,1991,700,13,2,0,90
171058,1,1,1994,700,13,2,0,98
171077,1,1,1969,1700,13,2,0,
171077,1,3,1990,1100,13,2,0,
171078,2,9,1972,700,12,2,0,
172028,1,3,1990,630,13,2,0,
172035,1,3,1982,350,13,2,0,
172077,3,9,1995,1400,13,2,0,
173005,1,3,1995,600,13,2,0,
173039,1,1,1982,1900,13,2,0,80
173053,1,1,1978,1400,13,2,0,85
173068,1,1,1985,730,13,2,0,
174007,1,3,1978,620,13,2,0,
174010,1,2,1985,1000,13,2,0,
174010,2,1,1994,880,13,2,0,
174010,3,4,1975,560,13,2,0,
174016,1,1,1986,630,13,2,0,
174016,1,3,1992,100,13,2,0,
174016,2,1,1993,720,13,2,0,50
174019,5,1,1973,620,13,2,0,
174020,1,1,1983,1000,13,2,0,70
174023,1,1,1974,665,13,2,0,
174023,1,3,1990,65,13,2,0,
174027,1,1,1991,900,13,2,0,
174027,4,3,1971,500,13,2,0,
174034,1,1,1982,1300,13,2,0,70
174040,1,1,1989,620,13,2,0,
174040,2,4,1991,500,13,2,0,
174045,3,1,1975,630,13,2,0,
174045,4,4,1980,500,13,2,0,
174056,1,3,1979,620,13,2,0,
174075,1,3,1986,700,13,2,0,
174081,1,2,1970,630,13,2,0,
174081,1,3,1995,150,8,2,0,
175007,2,8,1987,1000,13,2,0,
175008,2,2,1990,720,13,2,0,
175008,2,3,1995,600,13,2,0,
175014,1,1,1988,570,13,2,0,
175014,1,3,1993,50,13,2,0,
175015,1,5,1992,2000,13,2,0,95
175025,1,2,1970,1100,13,2,0,
175029,1,1,1992,1600,13,2,0,70
175036,1,1,1970,600,13,2,0,
175036,1,3,1983,120,13,2,0,
175037,2,8,1980,1700,13,2,0,80
175039,1,5,1991,1680,13,2,0,72
175045,1,1,1988,610,13,2,0,
175045,1,3,1995,1100,13,2,0,
175076,1,3,1978,1300,13,2,0,
175077,1,1,1973,800,13,2,0,
175077,2,1,1977,620,13,2,0,
175078,1,8,1985,2244,13,2,0,80
176008,1,1,1993,1400,13,2,0,95
176012,1,9,1973,1500,13,2,0,
176019,1,15,1989,455,13,2,0,90
176054,1,1,1986,2000,13,2,0,
176054,2,1,1989,300,13,2,0,
176057,1,1,1989,1850,13,2,0,80
176058,1,3,1970,847,13,2,0,
176060,1,1,1987,1600,13,2,0,80
176061,1,1,1993,610,13,2,0,90
176073,1,1,1992,1200,13,2,0,50
176082,1,1,1991,2400,13,2,0,80
177002,1,1,1988,2050,13,2,0,85
177002,2,1,1993,650,13,1,13000,
177022,1,2,1990,75,13,2,0,
177023,1,2,1992,600,13,2,0,
177029,2,1,1976,600,13,2,0,
177039,1,1,1980,850,13,1,2000,
177039,2,1,1967,620,13,2,0,
177039,3,1,1962,620,13,2,0,
177039,4,1,1991,620,13,2,0,80
177071,1,8,1977,1950,13,2,0,95
178006,1,2,1976,600,13,2,0,
178042,1,5,1978,1250,13,2,0,
178042,1,10,,450,12,2,0,
178051,1,10,1956,206,12,2,0,
178051,1,1,1980,1600,13,2,0,80
178064,1,1,1980,600,13,2,0,60
179020,1,1,1964,1260,13,2,0,70
179020,2,1,1967,612,13,2,0,30
179031,3,10,1946,500,13,2,0,
179031,3,3,1979,656,13,2,0,
179033,1,2,1993,330,13,2,0,
179066,1,3,1993,300,13,2,0,
180003,1,11,1988,300,13,2,0,
180004,1,2,1966,530,6,2,0,
180010,1,1,1985,700,13,2,0,
180010,2,1,1991,650,13,2,0,
180012,1,2,1970,600,13,2,0,
180013,1,1,1971,600,13,2,0,
180013,2,1,1969,500,13,2,0,
180037,1,2,1968,600,13,2,0,
180051,1,1,1983,600,13,2,0,
180052,1,4,1987,600,13,2,0,
180055,1,1,1984,600,13,2,0,
180065,1,5,1988,1000,6,2,0,
180065,2,5,1991,600,6,2,0,
180067,4,2,1982,300,13,2,0,
180067,4,6,1992,750,13,2,0,
180069,1,1,1985,500,13,2,0,
180069,2,2,1964,300,12,2,0,
180084,1,4,1990,500,13,2,0,
180084,2,4,1992,500,13,2,0,
182010,1,5,1978,1600,13,2,0,
182010,2,5,1974,1400,13,2,0,
182017,1,1,1990,2300,13,2,0,
182028,1,1,1986,460,13,2,0,
182028,1,1,1989,980,13,2,0,
182036,1,1,1977,1250,13,2,0,
182036,2,1,1983,1100,13,2,0,
182049,1,3,1977,630,13,2,0,
183004,1,1,1980,1100,13,2,0,78
183005,1,4,1990,550,13,2,0,
183005,2,4,1990,530,13,2,0,
183014,1,12,1992,250,12,2,0,
183017,1,3,1985,700,13,2,0,
183017,1,4,1979,370,13,2,0,
183018,2,3,1991,730,13,2,0,
183021,1,5,1990,2750,13,2,0,100
183023,1,1,1990,760,12,2,0,
183024,1,1,1976,626,13,2,0,
183024,2,4,1987,482,13,2,0,
183025,1,5,1994,1200,13,2,0,80
183025,2,4,1990,470,13,2,0,
183027,2,3,1987,650,13,2,0,
183027,2,4,1966,350,13,2,0,
