NQUEST,NORD,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE
36410,1,1,1984,400,13,2,0,30
36410,1,9,1985,1350,13,2,0,
36428,2,1,1980,700,13,2,0,70
36428,2,3,1973,300,13,2,0,
36438,1,8,1991,2887,13,2,0,100
36438,2,2,1988,350,13,2,0,
36487,1,1,1971,1200,13,2,0,80
36487,2,1,1975,700,13,2,0,
36489,1,1,1984,950,13,2,0,60
36489,2,2,1972,700,13,2,0,
36492,1,5,1986,2070,13,2,0,87
36493,1,1,1993,600,13,2,0,
36493,2,1,1992,1600,13,2,0,80
36493,4,3,1984,700,13,2,0,
36494,1,1,1994,1080,13,2,0,75
36495,1,3,1991,620,13,2,0,
36495,3,1,1975,620,13,2,0,
36496,1,1,1993,600,13,2,0,
36496,4,1,1979,630,13,2,0,
36496,4,3,1992,175,13,2,0,
36497,1,3,1976,600,13,2,0,
36497,2,1,1968,1200,13,2,0,80
36505,1,1,1979,600,12,2,0,60
36511,1,1,1990,1000,12,2,0,70
36511,2,4,1994,500,12,2,0,
36521,2,5,1994,2200,13,2,0,90
36523,1,5,1993,1400,12,2,0,80
36523,2,5,1989,1350,12,2,0,70
36524,2,5,1994,1500,13,2,0,60
36524,6,3,1980,800,13,2,0,
36527,1,8,1988,2400,13,2,0,100
36531,1,1,1985,100,13,2,0,
36531,1,8,1984,1800,13,2,0,60
36531,2,8,1983,1500,13,2,0,80
36536,1,1,1983,1300,13,2,0,90
36536,2,1,1988,650,13,2,0,
36537,1,8,1975,1800,13,2,0,100
36545,2,1,1994,600,13,2,0,
36549,1,3,1987,1300,13,2,0,
36554,6,4,1974,450,13,2,0,
36565,1,15,1993,1702,13,2,0,
36567,1,8,1994,1800,13,2,0,
36592,1,1,1990,600,13,2,0,60
36594,1,1,1982,880,13,2,0,50
36594,2,1,1977,650,13,2,0,
36596,1,3,1981,600,13,2,0,
36596,2,3,1968,600,13,2,0,
36597,2,2,1980,550,13,2,0,
36622,1,3,1995,1400,4,2,0,
36622,1,11,1990,600,13,2,0,
36627,2,3,1988,750,13,2,0,
36641,1,1,1980,800,13,2,0,50
36641,2,1,1987,750,13,2,0,90
36652,2,1,1983,1300,13,2,0,
36688,2,3,1988,600,12,2,0,
36696,1,1,1976,620,13,2,0,
36696,1,3,1992,88,13,2,0,
36697,1,3,1991,500,13,2,0,
36727,1,1,1991,1300,13,2,0,50
36728,1,1,1983,630,13,2,0,
36728,2,4,1995,315,13,2,0,
36741,1,1,1979,630,13,2,0,50
36741,1,3,1989,48,13,2,0,
36746,1,2,1981,550,13,2,0,
36746,2,1,1991,1800,13,2,0,80
36775,1,12,1988,250,12,2,0,
36787,1,8,1993,1400,13,2,0,90
36803,2,1,1993,1800,13,2,0,90
36813,1,3,1950,500,13,2,0,
36814,1,1,1987,800,13,2,0,70
36814,2,1,1979,650,13,2,0,60
36821,1,3,1995,625,13,2,0,
36821,1,1,1983,350,13,2,0,
36822,1,3,1987,650,13,2,0,
36848,1,1,1977,1200,13,2,0,80
36848,2,4,1986,260,13,2,0,
36849,1,1,1974,1300,13,2,0,100
36849,2,4,1991,225,13,2,0,
36852,1,8,1982,1600,12,2,0,
36867,1,1,1962,750,13,2,0,
36867,2,4,1985,500,12,2,0,
36871,2,1,1987,850,13,2,0,
36871,3,4,1990,350,13,2,0,
36890,1,3,1985,625,12,2,0,
37001,1,12,1976,1800,12,2,0,
37012,1,12,1989,140,12,2,0,
37036,2,2,1993,880,13,2,0,
37042,2,1,1986,600,13,2,0,50
37042,2,3,1991,600,13,2,0,
37044,1,1,1989,1018,13,2,0,45
37064,2,3,1969,750,13,2,0,
37069,1,2,1994,330,13,2,0,
37071,1,9,1988,1200,13,2,0,
37075,1,8,1988,4500,13,2,0,
37092,1,1,1991,1200,13,2,0,95
37092,2,1,1992,600,13,2,0,65
37095,1,3,1990,1400,13,2,0,
37215,1,1,1990,1100,13,2,0,80
37215,1,12,1965,340,12,2,0,
37216,6,9,1986,1500,13,2,0,
37228,1,1,1973,2000,13,2,0,80
37230,1,3,1981,650,13,2,0,
37233,1,8,1995,4000,7,2,0,70
37234,1,9,1988,600,13,2,0,
37245,1,1,1984,1600,13,2,0,
37247,1,1,1974,800,13,2,0,60
37247,2,1,1988,600,13,2,0,70
37250,1,3,1982,850,13,2,0,
37257,1,1,1983,490,13,2,0,60
37258,1,8,1995,1800,13,2,0,
37258,5,3,1976,700,13,2,0,
37266,1,8,1983,1750,13,2,0,80
37266,2,4,1989,650,13,2,0,
37268,1,1,1986,2000,13,2,0,
37302,1,3,1995,2000,13,2,0,
37315,1,3,1983,650,13,2,0,
37327,3,2,1978,650,13,2,0,
37327,3,3,1995,280,10,2,0,
37328,1,1,1982,640,13,2,0,
37330,1,1,1990,750,13,2,0,70
37338,2,3,1988,800,13,2,0,
37339,1,4,1987,600,13,2,0,
37339,1,3,1990,350,13,2,0,
37342,1,2,1974,620,13,2,0,
37342,2,2,1989,700,13,2,0,
37343,5,11,1989,1100,13,2,0,
37348,1,3,1989,725,13,2,0,
37348,1,3,1987,400,13,2,0,
37385,1,1,1992,1100,13,2,0,80
37389,1,3,1979,1200,13,2,0,
37390,7,1,1974,700,13,2,0,70
37391,1,1,1974,1300,13,2,0,70
37391,2,1,1977,1400,13,2,0,70
37396,5,3,1938,1000,13,2,0,
37398,1,1,1989,1100,13,2,0,70
37398,2,1,1992,500,13,2,0,70
37399,1,1,1986,700,13,2,0,60
37399,1,3,1987,750,13,2,0,
37399,2,11,1985,350,13,2,0,
37400,1,1,1988,950,13,2,0,50
37410,5,1,1976,700,13,2,0,80
37504,1,15,1986,3800,13,2,0,70
37504,2,1,1990,650,13,2,0,
37511,2,5,1982,1200,13,2,0,45
37512,1,1,1983,55,13,2,0,
37512,1,3,1982,1700,13,2,0,
37512,2,1,1960,680,13,2,0,
37512,2,3,1985,1400,13,2,0,
37518,1,1,1987,610,13,2,0,100
37518,2,1,1987,1900,13,2,0,80
37523,1,1,1993,180,13,2,0,
37523,1,3,1993,1800,13,2,0,
37546,1,1,1995,2000,10,2,0,90
37578,1,8,1986,1500,13,2,0,100
37578,2,11,1995,350,13,2,0,
37579,1,1,1990,690,13,2,0,31
37579,2,8,1990,1000,13,2,0,62
37584,1,8,1995,3500,4,2,0,100
37604,1,3,1989,700,13,2,0,
37605,1,4,1983,500,13,2,0,
37607,1,1,1984,600,13,2,0,60
37609,1,1,1988,700,12,2,0,60
37609,1,3,1989,110,13,2,0,
37619,1,1,1978,1200,13,2,0,
37619,2,1,1982,790,13,2,0,75
37622,1,1,1968,600,13,1,1000,
37622,1,3,1975,200,13,2,0,
37638,1,1,1994,800,13,2,0,60
37639,1,3,1992,650,13,2,0,
37643,3,2,1983,815,13,2,0,
37659,2,5,1990,1300,13,2,0,60
37665,3,3,1990,350,13,2,0,
37667,2,2,1992,330,13,2,0,
37685,2,1,1984,680,13,2,0,
37685,2,3,1995,750,2,2,0,
37695,1,1,1994,2000,13,2,0,100
37695,2,1,1994,2000,13,2,0,100
37695,4,1,1968,1000,13,2,0,
37695,4,3,1946,200,12,2,0,
37696,1,1,1972,1680,13,2,0,70
37721,1,8,1995,1040,3,2,0,60
37721,1,14,1968,850,12,2,0,
37721,2,1,1994,620,13,2,0,
37754,1,3,1995,600,12,2,0,
37767,1,5,1991,1114,13,2,0,90
37785,1,1,1989,630,13,2,0,
37785,2,1,1985,630,13,2,0,
37810,2,1,1974,600,13,2,0,
37810,3,1,1968,900,13,2,0,80
37810,3,11,1992,750,12,2,0,
37831,1,8,1982,1443,13,2,0,80
37879,1,9,1993,1500,13,1,250,
37880,1,1,1995,2490,13,2,0,82
37892,3,1,1975,400,13,2,0,30
37892,3,3,1981,600,13,2,0,
37929,1,1,1994,600,13,2,0,
38010,1,2,1978,600,13,2,0,
38010,2,1,1989,600,13,2,0,50
38016,1,9,1975,1200,12,2,0,
38018,1,8,1990,1980,12,2,0,80
38024,1,1,1970,620,13,2,0,
38024,2,1,1980,1000,13,2,0,70
38048,1,8,1976,1500,13,2,0,90
38048,1,3,1978,380,13,2,0,
38070,1,3,1980,550,13,2,0,
38071,1,5,1984,1450,13,2,0,60
38077,1,1,1968,413,13,2,0,30
38077,1,3,1985,720,13,2,0,
38117,1,3,1983,680,13,2,0,
38117,1,10,1983,750,13,2,0,
38118,1,5,1985,2450,13,2,0,100
38120,1,1,1983,1200,13,2,0,
38121,1,5,1993,1380,13,2,0,82
38121,1,12,1991,150,13,2,0,
38121,2,1,1991,1150,13,2,0,75
38121,4,4,1983,380,13,2,0,
38135,1,1,1988,1200,13,2,0,66
38135,1,3,1989,624,13,2,0,
38138,1,5,1995,2200,13,2,0,100
38146,1,1,1993,1800,13,2,0,90
38151,1,3,1980,1200,13,2,0,
38152,1,3,1979,570,13,2,0,
38160,1,1,1990,1200,13,2,0,70
38160,2,2,1993,300,13,2,0,
38163,1,3,1966,1260,13,2,0,
38169,1,1,1981,100,13,2,0,10
38169,1,14,1991,1500,12,2,0,50
38169,2,1,1988,700,13,2,0,
38169,2,14,1995,1500,2,2,0,50
38177,1,8,1978,2080,13,2,0,85
38177,1,1,1983,170,13,2,0,
38177,2,4,1990,350,13,2,0,
38179,2,8,1984,1300,13,2,0,
38186,1,1,1992,1100,13,2,0,
38194,1,1,1987,700,13,2,0,
38194,2,2,1975,693,13,2,0,
38200,1,1,1990,1700,13,2,0,85
38213,1,1,1989,650,13,2,0,
38216,1,2,1969,600,13,2,0,
38216,2,2,1977,600,13,2,0,
38217,1,1,1986,600,13,2,0,
38218,1,1,1984,620,13,2,0,
38218,1,3,1992,200,13,2,0,
38228,1,3,1970,700,13,2,0,
38230,1,1,1985,500,13,2,0,
38230,1,3,1977,35,13,2,0,
38231,1,8,1980,1600,13,2,0,90
38231,2,1,1983,600,13,2,0,
38234,1,3,1976,600,13,2,0,
38252,1,1,1983,800,13,2,0,50
38252,2,4,1990,400,13,2,0,
38259,1,11,1970,300,13,2,0,
38261,1,1,1994,2100,13,2,0,80
38262,2,14,1976,400,12,2,0,
38262,2,14,1988,700,12,2,0,50
38262,3,1,1989,600,13,2,0,50
38263,1,5,1988,1300,13,2,0,90
38263,2,1,1988,400,13,2,0,
38264,1,1,1982,680,13,2,0,
38264,2,1,1985,580,13,2,0,
38323,2,1,1991,800,13,2,0,70
38323,3,1,1975,600,13,2,0,60
38323,4,4,1976,480,13,2,0,
38329,2,1,1986,1100,13,2,0,70
38340,1,1,1992,1060,13,2,0,
38340,1,3,1978,360,13,2,0,
38362,1,1,1986,2000,13,2,0,80
38362,2,1,1987,600,13,2,0,30
38431,1,1,1990,1600,13,2,0,81
38432,1,5,1982,1600,12,1,300,80
38433,1,1,1992,1500,13,2,0,72
38433,2,5,1992,1200,13,2,0,80
38442,5,3,1980,800,13,2,0,
38449,1,1,1989,1550,13,2,0,80
38452,1,5,1992,1500,13,2,0,80
38453,1,1,1994,4500,13,2,0,99
38453,1,13,1994,700,13,2,0,
38456,1,4,1993,360,13,2,0,
38469,1,12,1982,1400,13,2,0,
38473,1,1,1982,1300,13,2,0,60
38474,1,1,1967,1000,13,2,0,40
38474,1,3,1990,1300,13,2,0,
38481,1,1,1978,1036,13,2,0,70
38481,1,3,1988,633,13,2,0,
38493,1,1,1993,2700,13,2,0,70
38493,2,1,1994,1600,13,2,0,60
38496,1,1,1992,900,13,2,0,80
38499,1,1,1985,1300,13,2,0,70
38499,2,1,1988,615,13,2,0,70
38510,1,1,1988,400,13,2,0,
38510,1,9,1988,1390,13,2,0,
38510,2,1,1986,1350,13,2,0,70
38510,2,3,1994,180,13,2,0,
38523,1,1,1991,1800,13,2,0,100
38524,1,2,1993,1200,13,2,0,
38524,2,1,1993,1050,13,2,0,40
38530,2,1,1981,600,13,2,0,
38530,2,9,1993,650,13,2,0,
38530,3,11,1976,400,13,2,0,
38550,1,1,1975,1100,13,2,0,
38550,2,2,1980,375,13,2,0,
38552,5,1,1985,650,13,2,0,
38552,6,1,1976,650,13,2,0,
38554,1,1,1985,750,13,2,0,35
38567,1,1,1989,1400,13,2,0,73
38567,2,1,1991,1100,13,2,0,70
38568,1,5,1994,1826,13,2,0,100
38568,2,1,1993,1050,13,2,0,
38603,1,1,1990,1700,13,2,0,90
38603,2,1,1988,700,13,2,0,
38616,1,1,1969,2000,12,2,0,100
38616,1,2,1990,700,12,2,0,
38624,1,1,1981,2100,13,2,0,90
38624,2,8,1982,1700,13,2,0,100
38630,1,1,1970,1000,13,2,0,80
38630,1,2,1994,700,13,2,0,
38631,1,1,1990,1350,12,2,0,80
38631,2,4,1970,350,12,2,0,
38642,1,1,1987,1200,13,2,0,70
38646,2,2,1993,164,13,2,0,
38647,1,1,1975,730,13,2,0,
38654,1,1,1980,1400,13,2,0,90
38654,2,1,1980,650,13,2,0,30
38658,2,3,1984,800,13,2,0,
38675,1,1,1971,1300,13,2,0,80
38701,1,1,1994,730,13,2,0,
38701,2,1,1975,600,13,2,0,
38701,2,3,1980,150,13,2,0,
38705,1,3,1974,700,13,2,0,
38705,1,2,1994,700,13,2,0,
38707,1,1,1966,700,13,2,0,
38707,2,1,1979,700,13,2,0,
38708,1,1,1995,2100,6,2,0,100
38709,1,1,1973,1700,13,2,0,70
38712,2,1,1992,1600,13,2,0,80
38729,1,3,1986,500,13,2,0,
38754,2,1,1992,1130,13,2,0,50
38769,1,5,1990,2000,13,2,0,90
38769,2,5,1989,2100,13,2,0,85
38797,1,3,1984,1100,13,2,0,
38800,1,5,1990,2000,13,2,0,
38813,1,1,1991,800,13,2,0,65
38813,2,1,1992,1200,13,2,0,80
38818,1,3,1966,600,13,2,0,
38829,2,1,1995,1200,13,2,0,70
38830,2,5,1988,4000,13,2,0,90
38844,1,1,1973,1600,13,2,0,80
38844,2,2,1978,580,13,2,0,
38871,1,5,1973,1600,13,2,0,80
38871,2,4,1992,330,13,2,0,
38901,1,5,1988,2000,13,2,0,90
38902,1,1,,615,13,2,0,
38903,1,1,,1200,13,2,0,80
38909,1,1,1984,1300,13,2,0,80
38910,1,3,,700,13,2,0,
38925,1,3,1970,800,13,2,0,
38927,1,8,1980,1600,13,2,0,72
38928,2,8,1991,1600,13,2,0,45
38934,1,2,1989,1070,13,2,0,
38941,1,3,1995,1250,13,2,0,
38942,1,1,1979,150,13,2,0,
38942,1,9,1977,1500,13,2,0,
38957,1,5,1984,2000,13,2,0,
38961,1,8,1985,1500,13,2,0,80
38964,1,6,1982,1300,13,2,0,
38967,1,1,1966,1700,13,2,0,80
38967,2,1,1945,630,13,2,0,80
38974,1,1,1966,600,13,2,0,
38979,1,1,1988,620,13,2,0,
38992,1,8,1992,1400,13,2,0,50
39052,1,1,1994,1224,13,2,0,70
39052,1,3,1990,41,13,2,0,
39053,1,1,1994,953,13,2,0,
39053,2,1,1992,620,13,2,0,
39053,3,3,1967,650,13,2,0,
39053,3,9,1967,814,13,2,0,
39055,1,15,1986,1600,13,2,0,80
39055,1,10,1960,220,13,2,0,
39055,2,1,1993,650,13,2,0,60
39057,1,8,1991,2400,13,2,0,95
39057,2,1,1988,2400,13,2,0,90
39060,1,1,1985,700,13,2,0,60
39061,1,1,1993,2600,13,2,0,85
39063,1,1,1969,1100,13,2,0,80
39063,1,15,1972,1100,13,2,0,
39065,1,1,1991,650,13,2,0,
39066,1,1,1982,1600,13,2,0,76
39078,1,1,1984,650,13,2,0,
39080,1,1,1995,2300,7,2,0,100
39083,1,1,1985,2350,13,2,0,80
39084,1,5,1992,1850,13,2,0,90
39086,2,1,1990,3000,13,2,0,80
39093,2,3,1955,600,13,2,0,
39094,1,1,1990,2100,13,2,0,70
39095,1,1,1987,2100,13,2,0,100
39095,1,13,1987,900,13,2,0,
39096,1,1,1995,1498,8,2,0,90
39096,2,4,1988,640,13,2,0,
39097,1,1,1986,670,13,2,0,
39097,2,4,1990,335,13,2,0,
39099,1,1,1989,2000,13,2,0,100
39108,1,5,1994,2000,13,2,0,15
39111,1,1,1980,890,13,2,0,40
39111,2,1,1975,800,13,2,0,40
39119,1,1,1983,2000,13,2,0,25
39119,2,2,1984,593,13,2,0,
39126,1,1,1993,1028,13,2,0,80
39131,1,3,1978,1100,13,2,0,
39141,1,1,1994,3300,13,2,0,90
39143,1,1,1992,800,13,2,0,90
39143,1,15,1992,800,13,2,0,
39143,2,1,1993,3300,13,2,0,100
39147,1,1,1995,2200,9,2,0,80
39206,2,2,1992,1000,13,2,0,
39206,5,1,1975,500,13,2,0,
39206,5,3,1984,550,13,2,0,
39211,1,1,1983,1800,13,2,0,80
39217,1,1,1992,1400,13,2,0,
39217,1,15,1990,150,13,2,0,
39217,2,1,1982,600,13,2,0,
39219,1,5,1993,1500,13,2,0,85
39222,1,5,1990,1600,13,2,0,100
39224,1,5,1979,2200,13,2,0,80
39226,1,1,1989,1100,13,2,0,80
39226,2,1,1989,650,13,2,0,
39227,1,1,1992,580,13,2,0,
39229,1,1,1989,1700,13,2,0,100
39242,1,1,1992,1200,13,2,0,90
39242,2,2,1972,750,13,2,0,
39242,2,3,1979,850,13,2,0,
39244,1,1,1974,630,13,2,0,
39244,2,1,1972,600,13,2,0,
39255,1,1,1986,1100,13,2,0,
39259,2,1,1992,630,13,2,0,
39261,1,1,1980,347,13,2,0,
39261,1,9,1978,20,13,2,0,
39278,2,1,1984,750,13,2,0,100
39284,1,5,1992,2200,13,2,0,90
39284,2,8,1988,2100,13,2,0,90
39285,1,8,1990,1600,13,2,0,80
39287,1,1,1981,600,13,2,0,
39287,2,2,1976,600,13,2,0,
39291,1,1,1992,615,13,2,0,66
39298,1,2,1975,550,13,2,0,
39298,2,2,1980,550,13,2,0,
39316,1,2,1971,650,13,2,0,
39316,1,3,1989,100,13,2,0,
39320,1,1,1994,660,3,2,0,50
39351,1,2,1987,350,13,2,0,
39351,2,3,1985,600,13,2,0,
39352,1,1,1989,1500,13,2,0,96
39352,1,3,1991,240,13,2,0,
39355,1,1,1985,200,13,2,0,
39355,1,3,1979,1000,13,2,0,
39384,1,1,1988,757,13,2,0,50
39389,1,8,1990,1500,13,2,0,70
39389,2,1,1991,550,13,2,0,100
39401,1,1,1968,1000,13,2,0,40
39402,1,1,1989,1200,13,2,0,
39404,3,11,1985,1100,13,2,0,
39405,1,1,1986,600,13,2,0,50
39405,2,1,1986,600,13,2,0,50
39425,1,1,1988,800,13,2,0,
39425,2,1,1980,530,13,2,0,
39427,2,3,1980,630,13,2,0,
39433,1,1,1978,304,13,2,0,
39433,1,3,1984,1450,13,2,0,
39434,1,1,1968,750,13,2,0,
39434,2,1,1968,700,13,2,0,
39435,1,1,1974,1250,13,2,0,
39441,2,1,1993,1500,13,2,0,
39446,1,1,1980,550,13,2,0,
39446,1,3,1991,650,13,2,0,
39450,1,1,1980,450,13,2,0,
39450,1,3,1989,450,13,2,0,
39451,3,3,1967,800,13,2,0,
39452,1,1,1970,700,13,2,0,
39452,2,1,1966,900,13,2,0,
39457,4,3,1976,700,13,2,0,
39476,1,5,1991,1700,13,2,0,85
39486,1,1,1991,630,13,2,0,
39486,2,1,1979,1800,13,2,0,85
39491,2,1,1993,1500,13,2,0,80
39491,4,4,1981,300,13,2,0,
39496,1,1,1992,1800,13,2,0,90
39496,2,5,1994,2700,13,2,0,90
39533,1,1,1995,1200,13,2,0,
39534,1,1,1990,925,13,2,0,
39539,2,2,1990,600,12,2,0,
39541,1,1,1975,650,12,2,0,70
39541,2,4,1977,650,12,2,0,
39541,3,1,1993,650,13,2,0,
39545,1,4,1990,500,12,2,0,
39545,2,4,1987,600,12,2,0,
39547,1,4,1975,500,12,2,0,
39547,2,4,1979,500,12,2,0,
39601,1,5,1992,1900,13,2,0,30
39606,1,8,1987,4000,13,2,0,90
39606,2,1,1993,1200,13,2,0,50
39618,1,1,1989,600,13,2,0,20
39618,2,1,1965,700,13,2,0,50
39627,1,1,1995,2000,13,2,0,80
39654,1,3,1979,900,13,2,0,
39654,2,4,1977,305,13,2,0,
39661,1,1,1990,2300,13,2,0,
39664,1,1,1992,800,13,2,0,
39668,1,5,1982,1200,13,2,0,
39668,2,1,1980,600,13,2,0,
39684,1,3,1971,600,13,2,0,
39684,1,15,1971,650,13,2,0,
39704,1,8,1976,2000,13,2,0,90
39746,1,1,1978,700,13,2,0,50
39746,2,1,1980,400,13,2,0,30
39769,1,5,1992,1390,13,2,0,70
39802,1,8,1985,800,13,2,0,70
39807,1,1,1981,1300,13,2,0,80
39840,1,1,1994,1200,13,2,0,80
39914,1,8,1985,2600,13,2,0,
39914,3,3,1976,580,13,2,0,
41038,1,1,1991,2000,13,2,0,80
50007,1,1,1992,1600,13,2,0,80
50032,5,3,1966,1100,13,2,0,
50033,1,2,1987,600,13,2,0,
50033,2,11,1990,480,13,2,0,
50052,1,1,1994,375,13,2,0,70
50053,1,5,,1970,13,2,0,90
50084,1,8,1993,2100,13,2,0,90
50084,2,8,1994,2200,13,2,0,90
50135,1,1,1995,1400,3,2,0,75
50142,1,1,1992,1300,12,2,0,70
50146,1,1,1992,1200,12,2,0,70
50171,1,1,1992,1300,12,2,0,80
50178,1,3,1982,350,13,2,0,
50178,1,3,1982,1000,12,2,0,
50193,2,8,1994,2200,13,2,0,90
50195,3,2,1979,365,13,2,0,
50195,5,1,1985,680,13,2,0,
50195,6,2,1978,370,13,2,0,
50199,2,3,1987,1200,13,2,0,
50209,2,2,1982,650,13,2,0,
50213,1,1,1975,960,13,2,0,40
50213,2,2,1972,650,13,2,0,
50227,1,1,1983,750,13,2,0,
50231,2,1,1981,620,13,2,0,
50232,1,2,1974,700,13,2,0,
50232,2,2,1995,350,13,2,0,
50253,1,1,1980,200,13,2,0,70
50253,2,1,1976,600,13,2,0,70
50281,5,4,1986,356,13,2,0,
50284,1,1,1981,2000,13,2,0,45
50284,2,1,1975,600,13,2,0,65
50331,1,1,1984,2500,13,2,0,90
50339,1,2,1994,360,13,2,0,
50344,1,3,1995,400,6,1,800,
50396,1,1,1987,150,13,2,0,30
50396,1,3,1985,1700,13,2,0,
50424,1,1,1992,1500,13,2,0,95
50424,2,1,1995,1400,13,2,0,100
50458,1,1,1982,1600,13,2,0,60
50458,1,1,1985,1460,13,2,0,60
50458,2,1,1985,1460,13,2,0,60
50582,2,5,1995,750,13,2,0,30
50605,2,1,1961,1250,13,2,0,80
50605,2,3,1986,300,13,2,0,
50612,1,1,1989,1400,13,2,0,80
50612,2,1,1989,600,13,2,0,70
50618,1,1,1975,650,13,2,0,80
50618,2,1,1977,650,13,2,0,50
50624,2,3,1993,800,13,2,0,
50624,2,1,1986,600,13,2,0,
50632,1,5,1975,1500,13,2,0,70
50632,2,1,1979,750,13,2,0,50
50637,1,1,1991,1280,13,1,300,80
50639,1,1,1987,760,13,2,0,20
50639,2,1,1991,940,13,2,0,30
50669,1,1,1989,1100,13,2,0,70
50669,2,2,1983,600,13,2,0,
50671,1,5,1987,1390,13,2,0,80
50671,2,1,1991,612,13,2,0,50
50674,2,1,1990,300,13,2,0,
50674,2,3,1980,500,13,2,0,
50680,1,5,1987,1930,13,2,0,90
50680,2,4,1992,626,13,2,0,
50683,1,1,1982,580,13,2,0,60
50683,1,3,1995,390,13,1,900,
50714,1,15,1988,4000,13,2,0,70
50714,2,8,1983,1150,13,2,0,60
50738,1,1,1990,1200,13,2,0,90
50738,2,1,1990,725,13,2,0,40
50740,1,1,1994,1800,13,2,0,50
50740,2,1,1991,1200,13,2,0,60
50757,1,1,1974,1385,13,2,0,60
50819,1,1,1989,1500,13,2,0,80
50853,1,9,1971,1150,12,2,0,
50855,1,1,1966,730,12,2,0,60
50868,1,1,1980,850,12,2,0,70
50868,2,2,1973,600,12,2,0,
50874,2,1,1973,1140,12,2,0,
50903,1,1,1963,600,13,2,0,
50903,1,3,1986,300,13,2,0,
50910,1,1,1975,800,13,2,0,30
50910,2,4,1985,300,13,2,0,
50926,1,1,1978,700,12,2,0,
50931,1,5,1988,1780,13,2,0,100
50935,1,1,1989,1050,12,2,0,75
50935,2,1,1987,850,12,2,0,70
50936,1,1,1976,1100,12,2,0,70
50949,1,3,1968,600,13,1,50,
50995,2,10,1945,500,13,2,0,
50999,1,4,1994,350,13,2,0,
50999,2,1,1985,750,13,2,0,
51001,1,1,1970,600,13,2,0,50
51001,1,3,,50,13,2,0,
51013,2,3,1980,1300,13,2,0,
51051,1,1,1975,800,13,2,0,50
51051,1,14,1993,500,12,2,0,
51051,1,10,1991,30,12,2,0,
51054,1,2,1991,500,13,2,0,
51057,1,1,1989,720,13,2,0,80
51066,2,3,1972,250,13,2,0,
51066,2,8,1995,1700,4,1,2000,100
51070,1,8,1982,2000,13,2,0,80
51072,1,4,1983,350,13,2,0,
51072,1,3,1993,500,13,2,0,
51079,1,9,1994,1300,13,2,0,
51082,1,1,1982,800,13,2,0,50
51082,2,2,1987,325,13,2,0,
51084,1,8,1975,1680,13,2,0,64
51085,1,1,1969,600,13,2,0,
51085,2,1,1977,600,13,2,0,
51089,2,8,1986,1800,13,2,0,80
51089,2,3,1985,180,13,2,0,
51092,1,3,1975,415,13,2,0,
51094,1,1,1975,800,13,2,0,
51099,1,1,1988,1000,13,2,0,
51099,2,2,1990,350,13,2,0,
51146,1,1,1988,2800,13,2,0,70
51148,1,1,1994,650,13,2,0,50
51148,2,1,1995,600,10,1,4000,50
51153,1,1,1987,1000,13,2,0,40
51153,2,1,1993,500,13,2,0,30
51181,3,2,1988,1000,13,2,0,
51181,6,2,1987,1000,13,2,0,
51199,2,1,1994,1380,13,2,0,
51201,1,2,1990,750,13,2,0,
51210,1,1,1972,850,13,2,0,80
51260,1,1,1992,590,13,2,0,30
51260,2,1,1991,620,13,2,0,30
51283,2,15,1993,1900,13,2,0,78
51283,3,3,1975,900,13,2,0,
51283,3,2,1970,550,13,2,0,
51286,1,1,1966,680,13,2,0,
51286,1,3,1953,200,13,2,0,
51294,2,5,1985,1900,13,2,0,80
51297,1,7,1988,1511,13,2,0,
51298,1,1,1975,800,13,2,0,
51314,1,1,1982,1950,13,2,0,78
51351,4,1,1983,800,13,2,0,70
51351,5,1,1987,620,13,2,0,85
51355,1,1,1985,620,13,2,0,
51355,2,1,1980,620,13,2,0,
51358,2,3,1992,1200,13,2,0,
51363,1,1,1988,1250,13,1,500,70
51364,4,1,1992,600,13,2,0,100
51364,4,3,1989,750,13,2,0,
51366,1,3,1978,1000,13,2,0,
51381,1,12,1995,176,13,2,0,
51382,1,14,1990,1800,12,2,0,95
51382,2,2,1990,500,13,2,0,
51386,1,8,,1600,13,2,0,80
51386,2,8,1986,4500,13,2,0,90
51388,3,1,1982,800,13,2,0,
51389,1,5,1988,1900,13,2,0,95
51390,5,1,1963,600,13,2,0,
51390,5,3,1987,400,13,2,0,
51392,4,1,1986,1500,13,2,0,90
51392,5,1,1979,650,12,2,0,40
51398,1,3,1987,600,13,2,0,
51408,1,3,1992,800,13,2,0,
51408,1,4,1993,600,13,2,0,
51415,1,1,1969,635,13,2,0,
51415,1,3,1971,37,13,2,0,
51438,1,1,1989,1300,13,2,0,75
51439,1,1,1982,900,13,2,0,80
51439,2,4,1987,350,13,2,0,
51454,1,3,1962,600,13,2,0,
51463,1,3,1971,600,13,2,0,
51467,1,1,1992,980,13,2,0,
51467,2,1,1990,550,13,2,0,
51476,2,1,1971,1100,12,2,0,80
51476,2,10,1956,200,12,2,0,
51476,3,2,1970,700,12,2,0,
51499,1,1,1983,1280,13,2,0,
51499,1,3,1986,450,13,2,0,
51525,1,1,1995,1520,13,2,0,75
51562,1,1,1975,650,13,2,0,
51562,2,1,1980,550,13,2,0,
51584,1,3,1993,950,13,2,0,
51617,1,1,1988,670,13,2,0,
51617,2,1,1990,880,13,2,0,
51639,1,1,1988,2300,13,2,0,100
51719,1,1,1990,3800,13,2,0,80
