NQUEST,Y,CN,CD1,CD2,CD,C,S
32482,32605.414272,26310.04694,10000,500,10500,36810.04694,-4204.632669
32484,65606.246435,47200,0,0,0,47200,18406.246435
32485,46873.644188,24000,0,0,0,24000,22873.644188
32486,71014.692603,41040,0,4000,4000,45040,25974.692603
32488,17515.050157,15600,0,0,0,15600,1915.0501571
32489,26975.402546,24800,0,0,0,24800,2175.4025458
32492,21892.811342,16800,0,0,0,16800,5092.8113418
32493,22695.985479,18100,0,0,0,18100,4595.9854788
32494,23958.437896,27600,0,300,300,27900,-3941.562104
32496,31261.515256,31600,0,0,0,31600,-338.4847436
32500,33065.607812,27600,0,200,200,27800,5265.6078119
32517,49174.294913,39840,0,0,0,39840,9334.294913
32522,59077.131204,46400,0,1500,1500,47900,11177.131204
32524,169701.21336,68500,0,7000,7000,75500,94201.213362
32552,14845.354373,12600,0,0,0,12600,2245.3543727
32553,29272.825938,12600,0,0,0,12600,16672.825938
32554,9600.1190704,10344,0,880,880,11224,-1623.88093
32556,44630.818912,43200,0,0,0,43200,1430.8189124
32558,73219.691734,37060.31519,0,780,780,37840.31519,35379.376544
32573,38008.125172,28800,250,0,250,29050,8958.1251723
32575,30083.717203,33600,0,500,500,34100,-4016.282797
32579,82268.363654,42000,0,0,0,42000,40268.363654
32583,52819.576333,40151.066945,0,0,0,40151.066945,12668.509388
32588,81354.948398,40200,0,0,0,40200,41154.948398
32590,72213.951387,30000,2500,400,2900,32900,39313.951387
32601,50697.941577,33600,24000,0,24000,57600,-6902.058423
32602,14400,15804,0,0,0,15804,-1404
32628,47750.525127,22800,100,350,450,23250,24500.525127
32630,24500,42000,0,0,0,42000,-17500
32645,83820.559642,61200,-2000,800,-1200,60000,23820.559642
32649,67545.96737,40850.28903,0,0,0,40850.28903,26695.67834
32651,45658.897183,27300,17000,0,17000,44300,1358.8971831
32654,55534.772524,33600,0,0,0,33600,21934.772524
32655,16862.477376,14400,0,0,0,14400,2462.477376
32656,31270.990913,26400,0,0,0,26400,4870.9909129
32658,45765.705585,38600,0,0,0,38600,7165.7055854
32659,29604.226813,24100,0,0,0,24100,5504.2268126
32660,19220.87429,15600,0,0,0,15600,3620.8742898
32663,28948.246289,24000,0,0,0,24000,4948.2462889
32665,52269.508252,39900,0,0,0,39900,12369.508252
32668,37926.271468,28100,0,0,0,28100,9826.2714676
32669,30000,27600,0,0,0,27600,2400
32678,29800,20400,0,0,0,20400,9400
32681,57964.612649,46500,0,0,0,46500,11464.612649
32684,31749.083161,28200,0,0,0,28200,3549.0831615
32685,23200,21804,0,0,0,21804,1396
32691,37738.531425,25415.877541,0,0,0,25415.877541,12322.653884
32701,41176.921595,21900,0,0,0,21900,19276.921595
32703,93776.016505,76800,22000,0,22000,98800,-5023.983495
32704,39911.486436,34400,0,0,0,34400,5511.4864365
32708,147835.85866,103200,0,2000,2000,105200,42635.858661
32709,177769.16861,78000,37000,8000,45000,123000,54769.168607
32711,102091.83361,36000,0,1000,1000,37000,65091.833611
32712,57478.772791,48300,0,0,0,48300,9178.7727914
32713,64563.726363,42600,15000,0,15000,57600,6963.7263627
32714,59216.247498,38580,14500,0,14500,53080,6136.2474978
32716,80977.350318,56820,158000,0,158000,214820,-133842.6497
32718,226638.91631,96000,0,0,0,96000,130638.91631
32719,90037.255365,39000,0,600,600,39600,50437.255365
32720,28353.42697,23200,0,0,0,23200,5153.4269696
32722,17900,16800,0,0,0,16800,1100
32724,182509.15003,53400,0,0,0,53400,129109.15003
32725,33596.541736,26400,7000,2000,9000,35400,-1803.458264
32729,84016.077779,48000,12100,800,12900,60900,23116.077779
32731,102246.53819,53400,0,0,0,53400,48846.538186
32732,51784.727702,34800,0,0,0,34800,16984.727702
32733,43589.840878,38400,0,350,350,38750,4839.8408776
32734,64879.368117,42000,0,1600,1600,43600,21279.368117
32735,110860.33703,78000,0,1500,1500,79500,31360.337033
32737,29001.933294,33500,0,1200,1200,34700,-5698.066706
32738,178585.67347,108000,23000,17000,40000,148000,30585.673467
32742,103331.19257,62400,6000,0,6000,68400,34931.192567
32743,38618.818848,20400,0,0,0,20400,18218.818848
32744,50889.544145,44400,12000,0,12000,56400,-5510.455855
32746,40355.944596,25200,0,0,0,25200,15155.944596
32748,73592.907495,57600,0,3200,3200,60800,12792.907495
32751,96184.754319,53800,22000,600,22600,76400,19784.754319
32754,15780.233099,39341.16261,0,0,0,39341.16261,-23560.92951
32755,72810.432058,33000,0,0,0,33000,39810.432058
32756,19129.860776,18240,0,0,0,18240,889.86077599
32757,22114.479503,19331.824014,0,0,0,19331.824014,2782.6554882
32760,36637.399877,27600,0,0,0,27600,9037.3998774
32764,28517.722324,22800,0,0,0,22800,5717.7223238
32765,65384.221504,64000,0,0,0,64000,1384.2215037
32769,33419.896094,36000,0,0,0,36000,-2580.103906
32772,42704.424734,30090.998742,0,0,0,30090.998742,12613.425992
32773,27614.771389,21600,0,0,0,21600,6014.7713894
32777,-36325.83926,48000,62000,0,62000,110000,-146325.8393
32778,50057.595776,27600,0,300,300,27900,22157.595776
32780,41850.255787,20420.481203,0,0,0,20420.481203,21429.774585
32782,23611.927534,22800,0,0,0,22800,811.9275343
32788,33616.831196,27600,0,0,0,27600,6016.8311961
32789,2302.5858975,26400,3500,700,4200,30600,-28297.4141
32791,16117.613215,21600,0,0,0,21600,-5482.386785
32799,23949.688122,18600,0,0,0,18600,5349.688122
32800,26440.230343,15600,0,0,0,15600,10840.230343
32801,10291.268887,21770.756508,-7000,0,-7000,14770.756508,-4479.487621
32805,18622.122104,14242.348973,0,0,0,14242.348973,4379.7731312
32810,16418.309403,13598.309403,0,0,0,13598.309403,2820
32822,45696.794333,24600,18000,1500,19500,44100,1596.794333
32833,21643.496098,21600,0,0,0,21600,43.496097794
32834,62231.304877,49570.324364,0,0,0,49570.324364,12660.980513
32835,37664.603058,27600,0,0,0,27600,10064.603058
32836,49996.566806,27015.907489,0,400,400,27415.907489,22580.659318
32837,50918.203001,33360,0,0,0,33360,17558.203001
32839,21120.05979,37200,9500,0,9500,46700,-25579.94021
32843,18200,18000,0,0,0,18000,200
32850,42627.643607,37200,14000,0,14000,51200,-8572.356393
32861,65251.591468,48000,0,0,0,48000,17251.591468
32866,27547.509813,31200,4200,500,4700,35900,-8352.490187
32867,42096.468122,37080,0,2000,2000,39080,3016.4681221
32871,93236.147148,64400,0,0,0,64400,28836.147148
32874,14190,13560,0,0,0,13560,630
32875,34485.044092,27600,200,8000,8200,35800,-1314.955908
32878,42538.146067,32400,0,0,0,32400,10138.146067
32880,56093.633843,36000,0,0,0,36000,20093.633843
32882,30865.083377,19800,45000,3000,48000,67800,-36934.91662
32883,10780.120677,7600,0,0,0,7600,3180.1206768
32887,96564.288051,65000,0,60000,60000,125000,-28435.71195
32890,32037.53526,30204,0,0,0,30204,1833.5352599
32891,17390.180083,15400,0,0,0,15400,1990.1800835
32893,43844,27950,0,0,0,27950,15894
32895,5793.7080551,5400,0,0,0,5400,393.70805506
32900,42669.278499,29600,0,0,0,29600,13069.278499
32901,36835.562938,24000,0,0,0,24000,12835.562938
32902,54825.803967,22600,0,1000,1000,23600,31225.803967
32907,48422.729437,26400,17000,0,17000,43400,5022.7294372
32913,20343.379863,20400,0,0,0,20400,-56.62013662
32919,19364.312041,21900,0,0,0,21900,-2535.687959
32921,12448.736094,11400,0,0,0,11400,1048.7360944
32925,36717.105675,16200,0,2000,2000,18200,18517.105675
32930,79815.237185,36000,0,0,0,36000,43815.237185
32936,66625.401203,35696.15104,-5000,0,-5000,30696.15104,35929.250163
32937,35221.553824,33600,0,0,0,33600,1621.5538241
32946,22611.228477,60000,0,0,0,60000,-37388.77152
32958,29749.502534,22100,0,0,0,22100,7649.5025339
32962,49176.206713,27120,6000,10000,16000,43120,6056.2067133
32973,33081.438021,28800,0,0,0,28800,4281.4380206
32978,31605.967187,20400,0,2000,2000,22400,9205.9671873
32979,25402.463216,22800,0,0,0,22800,2602.4632161
32981,62423.603613,43920,0,12000,12000,55920,6503.6036131
32982,69670.265509,45600,10000,0,10000,55600,14070.265509
32986,57829.635615,52800,0,0,0,52800,5029.6356154
32987,31035.511919,20400,0,0,0,20400,10635.511919
32998,30950.788089,24480,0,0,0,24480,6470.7880887
33010,58415.471694,38248.998748,3000,1000,4000,42248.998748,16166.472946
33027,105126.47926,64000,0,0,0,64000,41126.479264
33031,22067.057175,21600,0,0,0,21600,467.05717515
33032,52895.882203,29300,0,0,0,29300,23595.882203
33036,12006.481489,16020,0,0,0,16020,-4013.518511
33038,15076.852924,16800,0,0,0,16800,-1723.147076
33073,26000,24000,0,0,0,24000,2000
33172,24290.916281,18000,0,0,0,18000,6290.9162809
33187,48838.00982,29800,0,0,0,29800,19038.00982
33203,43541.081593,31800,0,1350,1350,33150,10391.081593
33205,122173.01359,51000,0,0,0,51000,71173.013588
33206,80748.38372,46200,16000,0,16000,62200,18548.38372
33207,27610.150034,24000,0,0,0,24000,3610.1500338
33208,24114.537167,19200,0,0,0,19200,4914.5371668
33209,44331.088803,39000,0,0,0,39000,5331.0888035
33211,71028.872089,28950,0,3500,3500,32450,38578.872089
33214,19094.832644,20160,0,600,600,20760,-1665.167356
33219,62302.686382,33600,0,0,0,33600,28702.686382
33220,75288.268422,57600,0,2300,2300,59900,15388.268422
33221,35057.342027,40800,0,0,0,40800,-5742.657973
33222,16139.185458,9708,3000,0,3000,12708,3431.1854584
33225,32799.658999,28200,0,0,0,28200,4599.6589994
33227,10392.310903,9600,0,0,0,9600,792.31090328
33228,119904.25527,47600,0,0,0,47600,72304.255275
33230,26863.330479,20400,0,0,0,20400,6463.3304791
33235,14953.181713,13800,0,0,0,13800,1153.1817135
33236,89386.911732,33600,0,3000,3000,36600,52786.911732
33238,28563.726671,13200,0,0,0,13200,15363.726671
33239,71541.367029,44400,0,0,0,44400,27141.367029
33240,64650.548052,39600,0,0,0,39600,25050.548052
33241,16962.735881,15588,0,0,0,15588,1374.7358809
33245,60539.922594,45600,0,0,0,45600,14939.922594
33247,75516.540806,50400,8500,1000,9500,59900,15616.540806
33250,72474.229589,50300,0,0,0,50300,22174.229589
33252,42964.693549,39600,0,0,0,39600,3364.693549
33268,43611.995991,33600,0,0,0,33600,10011.995991
33273,38924.56382,31200,0,0,0,31200,7724.5638203
33275,65512.454684,54000,0,0,0,54000,11512.454684
33301,21138.76889,19200,0,0,0,19200,1938.7688896
33303,78759.362367,48000,0,0,0,48000,30759.362367
33313,7813.6273307,14400,5500,0,5500,19900,-12086.37267
33314,86522.080408,54000,0,0,0,54000,32522.080408
33325,82802.575878,43800,15000,0,15000,58800,24002.575878
33328,56584.270414,38000,0,550,550,38550,18034.270414
33333,46034.99344,32400,0,0,0,32400,13634.99344
33335,48852.548551,34800,15500,1500,17000,51800,-2947.451449
33336,43835.371188,27100,0,0,0,27100,16735.371188
33340,56159.939689,28900,7000,0,7000,35900,20259.939689
33346,37463.026717,21000,7500,0,7500,28500,8963.0267166
33347,25415.158471,22800,0,0,0,22800,2615.158471
33348,33320.003101,29200,0,0,0,29200,4120.003101
33350,40505.009473,35200,0,0,0,35200,5305.0094728
33354,182854.92112,75120,0,500,500,75620,107234.92112
33361,67174.97636,24000,0,0,0,24000,43174.97636
33373,58301.455624,39973.451524,0,0,0,39973.451524,18328.0041
33382,88659.499471,67700,0,0,0,67700,20959.499471
33412,17190,13200,0,0,0,13200,3990
33417,9100,9336,0,0,0,9336,-236
33419,19950,18000,0,0,0,18000,1950
33427,16073.7112,28200,0,0,0,28200,-12126.2888
33437,8063.161859,22800,0,700,700,23500,-15436.83814
33451,96174.643291,81060,0,1500,1500,82560,13614.643291
33455,28794.92329,21600,0,0,0,21600,7194.9232902
33457,28030.093633,21000,0,0,0,21000,7030.0936334
33479,63708.356958,52800,0,0,0,52800,10908.356958
33484,76055.139335,38400,0,2000,2000,40400,35655.139335
33485,119066.87468,58400,27000,1000,28000,86400,32666.874678
33591,30516.88388,26100,0,0,0,26100,4416.8838799
33595,20607.123395,15600,0,0,0,15600,5007.1233946
33597,18000,17400,0,0,0,17400,600
33600,78940.48838,52400,0,0,0,52400,26540.48838
33601,42428.976959,39628.976959,0,0,0,39628.976959,2800
33604,10858.408093,9600,0,0,0,9600,1258.408093
33608,9475.9007059,10440,0,0,0,10440,-964.0992941
33626,60758.784926,31200,0,0,0,31200,29558.784926
33631,33931.585352,27600,0,0,0,27600,6331.5853523
33633,49571.654325,34600,7000,8000,15000,49600,-28.3456749
33634,49320.939372,31200,0,0,0,31200,18120.939372
33635,85675.201482,43200,8500,600,9100,52300,33375.201482
33636,57542.435319,42000,17000,2000,19000,61000,-3457.564681
33637,42404.435385,33600,0,2000,2000,35600,6804.4353853
33639,23026.170581,52800,22000,7000,29000,81800,-58773.82942
33640,33933.69941,30000,0,0,0,30000,3933.6994105
33642,40343.739756,27600,0,0,0,27600,12743.739756
33643,46770.93233,27000,0,0,0,27000,19770.93233
33644,42572.540856,40800,250,0,250,41050,1522.5408561
33647,47615.687566,48000,8000,320,8320,56320,-8704.312434
33649,7700,7200,0,0,0,7200,500
33678,15000,14400,0,0,0,14400,600
33684,43443.279748,31200,0,0,0,31200,12243.279748
33745,100939.79694,47200,0,0,0,47200,53739.796939
33746,73042.71504,48800,0,2000,2000,50800,22242.71504
33751,85455.156811,55200,15000,3000,18000,73200,12255.156811
33753,16800,25800,0,0,0,25800,-9000
33761,197933.54847,104000,0,0,0,104000,93933.548466
33773,55483.190364,39600,30000,0,30000,69600,-14116.80964
33777,-57966.57557,26200,0,0,0,26200,-84166.57557
33778,60608.567335,33600,3000,0,3000,36600,24008.567335
33780,9246.1588349,8400,0,0,0,8400,846.15883494
33781,12000,18000,0,0,0,18000,-6000
33782,19148.704452,21600,0,0,0,21600,-2451.295548
33783,50600,46100,0,0,0,46100,4500
33786,10957.073649,14400,0,0,0,14400,-3442.926351
33789,39632.43004,37800,0,250,250,38050,1582.4300403
33792,36800,38000,0,50,50,38050,-1250
33796,40279.072743,30000,0,0,0,30000,10279.072743
33814,82897.790444,55995,0,0,0,55995,26902.790444
33816,22698.819695,20400,0,0,0,20400,2298.8196951
33823,124889.69585,61561.6842,0,0,0,61561.6842,63328.011654
33839,31501.411262,30600,0,0,0,30600,901.41126218
33841,41661.037958,27876,3000,0,3000,30876,10785.037958
33853,44883.640802,15800,0,0,0,15800,29083.640802
33860,52438.7009,51600,0,0,0,51600,838.70090042
33865,56254.787512,33600,0,0,0,33600,22654.787512
33877,67700.140823,28800,0,3700,3700,32500,35200.140823
33879,91734.467981,58800,18000,300,18300,77100,14634.467981
33882,38952.014383,22800,0,2000,2000,24800,14152.014383
33884,86881.898728,36000,0,0,0,36000,50881.898728
33885,22761.188582,12000,0,0,0,12000,10761.188582
33888,26478.312467,26400,0,2700,2700,29100,-2621.687533
33889,72896.200399,42000,0,150,150,42150,30746.200399
33890,56387.305755,28000,0,3000,3000,31000,25387.305755
33895,110834.39139,44978.444901,0,0,0,44978.444901,65855.946491
33927,27627.033621,20532,0,0,0,20532,7095.0336205
33931,27452.795145,14400,0,0,0,14400,13052.795145
33934,44479.066954,42000,0,2000,2000,44000,479.06695362
33935,54005.24158,26550,0,700,700,27250,26755.24158
33937,87189.569744,92629.019468,0,0,0,92629.019468,-5439.449724
33938,41229.679472,22800,0,0,0,22800,18429.679472
33941,61736.721729,44400,0,2000,2000,46400,15336.721729
33950,41884.2864,30000,0,0,0,30000,11884.2864
33977,89363.004952,39600,0,0,0,39600,49763.004952
33982,27925.722631,26425.722631,0,0,0,26425.722631,1500
33983,68049.859345,34600,0,0,0,34600,33449.859345
33985,113174.79352,52800,3000,5000,8000,60800,52374.793519
33992,52023.569274,34130.933717,0,0,0,34130.933717,17892.635557
33994,52538.880288,45000,0,0,0,45000,7538.8802884
34002,4600,12000,0,0,0,12000,-7400
34003,24927.371845,22800,0,0,0,22800,2127.3718446
34005,74700,39000,0,0,0,39000,35700
34011,23265.58428,20400,0,0,0,20400,2865.58428
34014,12800,12000,0,0,0,12000,800
34017,21956.462919,20400,0,0,0,20400,1556.4629186
34018,27693.73621,24000,0,500,500,24500,3193.7362103
34019,14200,15000,4000,0,4000,19000,-4800
34023,40842.625427,42000,38000,2000,40000,82000,-41157.37457
34025,11800,11400,0,0,0,11400,400
34028,65569.966317,36000,0,0,0,36000,29569.966317
34029,67843.902256,47002.944366,0,0,0,47002.944366,20840.95789
34031,39474.267707,32000,0,0,0,32000,7474.2677069
34032,97320.884172,48000,0,0,0,48000,49320.884172
34040,120289.61957,48115.863769,0,20000,20000,68115.863769,52173.755797
34051,20800,20400,0,0,0,20400,400
34055,27933.504253,25200,0,0,0,25200,2733.5042535
34056,51458.769297,33600,0,0,0,33600,17858.769297
34057,93333.076348,42600,17000,0,17000,59600,33733.076348
34058,71112.850268,61200,0,1000,1000,62200,8912.8502685
34059,66414.81412,48000,0,2500,2500,50500,15914.81412
34062,45230.69854,33600,0,0,0,33600,11630.69854
34066,47216.559088,32400,1300,969.15595777,2269.1559578,34669.155958,12547.40313
34069,31146.365988,28800,0,0,0,28800,2346.3659876
34099,28174.179,22800,0,0,0,22800,5374.179
34110,12600,12000,0,0,0,12000,600
34124,134947.87081,73200,14000,8000,22000,95200,39747.870806
34131,99410.317499,48700,0,0,0,48700,50710.317499
34132,100390.65313,66700,0,0,0,66700,33690.653126
34133,64396.181929,48900,0,800,800,49700,14696.181929
34134,33108.271148,21500,0,114,114,21614,11494.271148
34153,35471.506498,28800,0,0,0,28800,6671.5064979
34154,32635.092023,30000,0,0,0,30000,2635.0920233
34176,7842.9118307,11400,0,0,0,11400,-3557.088169
34181,30541.525539,10800,0,0,0,10800,19741.525539
34182,43154.169448,28800,0,0,0,28800,14354.169448
34184,32400,30600,0,0,0,30600,1800
34192,190183.71686,89808.957314,0,500,500,90308.957314,99874.759546
34196,44655.222909,30655.222909,0,2800,2800,33455.222909,11200
34198,29355.339483,23300,0,0,0,23300,6055.3394827
34199,55298.258699,36900,0,0,0,36900,18398.258699
34201,57452.742118,45600,0,0,0,45600,11852.742118
34203,51785.176142,40800,28000,4500,32500,73300,-21514.82386
34206,87483.878609,79500,0,0,0,79500,7983.8786092
34211,36198.697123,17430,0,0,0,17430,18768.697123
34212,27000,15600,0,0,0,15600,11400
34215,179732.35639,39400,0,0,0,39400,140332.35639
34216,50000,24000,0,0,0,24000,26000
34218,48254.551184,36000,0,0,0,36000,12254.551184
34220,45245.638084,50800,0,0,0,50800,-5554.361916
34221,64273.624017,42100,0,0,0,42100,22173.624017
34223,49258.044624,31200,0,0,0,31200,18058.044624
34224,14015.003698,37200,0,0,0,37200,-23184.9963
34225,28349.982312,15600,0,0,0,15600,12749.982312
34228,85020.98821,38645.351697,0,0,0,38645.351697,46375.636513
34230,22825.702558,24600,0,0,0,24600,-1774.297442
34235,133750,56500,0,0,0,56500,77250
34241,30205.188824,31000,0,0,0,31000,-794.8111762
34242,84159.907029,39600,0,0,0,39600,44559.907029
34252,26276.711528,18100,0,0,0,18100,8176.7115285
34255,43965.5232,26400,0,0,0,26400,17565.5232
34257,87008.947725,67500,10000,0,10000,77500,9508.9477246
34258,25049.898943,16800,0,0,0,16800,8249.8989426
34260,31000,30000,0,0,0,30000,1000
34261,50628.028689,30300,-5000,0,-5000,25300,25328.028689
34262,10320,9600,0,0,0,9600,720
34264,71606.042523,47000,0,1600,1600,48600,23006.042523
34265,111220.29484,70800,0,0,0,70800,40420.294837
34268,120936.16064,120100,0,0,0,120100,836.16063784
34269,52184.50743,25200,0,0,0,25200,26984.50743
34271,11711.979084,32400,0,0,0,32400,-20688.02092
34272,17595.50314,18240,0,0,0,18240,-644.4968597
34273,44838.430453,34800,0,0,0,34800,10038.430453
34274,48458.118338,26400,0,0,0,26400,22058.118338
34280,82594.732853,59794.732853,0,0,0,59794.732853,22800
34282,36129.039093,22200,0,0,0,22200,13929.039093
34285,17075.144061,16800,0,0,0,16800,275.1440613
34302,34537.137688,25452,0,0,0,25452,9085.1376876
34305,50129.026377,39600,0,0,0,39600,10529.026377
34319,23924.251207,16200,0,3000,3000,19200,4724.2512066
34332,32546.104378,23400,0,0,0,23400,9146.1043781
34340,36299.894152,26400,0,0,0,26400,9899.8941517
34363,29404.427571,26400,0,0,0,26400,3004.4275711
34367,11050,12120,0,0,0,12120,-1070
34377,12000,11760,0,0,0,11760,240
34392,31100,27000,0,200,200,27200,3900
34393,27500,26400,0,0,0,26400,1100
34396,27400,22500,0,300,300,22800,4600
34397,9490,9396,0,0,0,9396,94
34399,38496.112844,27000,0,0,0,27000,11496.112844
34431,9257.7057384,8640,0,0,0,8640,617.70573844
34432,38121.017815,24600,0,0,0,24600,13521.017815
34435,26300,28000,0,0,0,28000,-1700
34452,22904.842743,19200,3000,0,3000,22200,704.84274267
34457,12150,11400,0,0,0,11400,750
34458,27200,25200,0,0,0,25200,2000
34467,29349.398658,25800,0,0,0,25800,3549.3986579
34469,34127.309542,27600,0,0,0,27600,6527.3095417
34470,24105.573827,22800,0,0,0,22800,1305.5738266
34471,22499.830861,20400,0,0,0,20400,2099.8308611
34473,57540,39600,0,3000,3000,42600,14940
34474,24250,26400,0,0,0,26400,-2150
34476,31192,27600,0,0,0,27600,3592
34477,21642.580569,20242.580569,0,0,0,20242.580569,1400
34498,38148.335992,31112.314886,0,0,0,31112.314886,7036.0211061
34499,146070.36576,144000,0,1900,1900,145900,170.36575529
34509,31948.259829,27600,0,250,250,27850,4098.259829
34513,38673.812601,29400,0,250,250,29650,9023.8126009
34525,22700,19740,1600,500,2100,21840,860
34534,25332.188558,21600,0,1250,1250,22850,2482.1885584
34541,35970.083497,28200,0,100,100,28300,7670.0834969
34544,24374.882886,32400,0,0,0,32400,-8025.117114
34555,59199.027088,56400,0,0,0,56400,2799.0270881
34560,18000,11400,0,0,0,11400,6600
34567,60641.930597,32400,0,0,0,32400,28241.930597
34568,33268.405599,29400,0,0,0,29400,3868.4055988
34578,67028.673106,36000,0,0,0,36000,31028.673106
34579,28183.94568,24000,0,0,0,24000,4183.9456795
34584,24000,15600,0,0,0,15600,8400
34592,15650,17520,0,0,0,17520,-1870
34593,39000,24000,0,0,0,24000,15000
34594,59818.679228,36800,0,0,0,36800,23018.679228
34595,46671.505797,38400,4000,0,4000,42400,4271.5057974
34600,62805.071335,32760,0,0,0,32760,30045.071335
34631,59141.202085,34900,0,950,950,35850,23291.202085
34653,29695.644904,27600,0,0,0,27600,2095.6449041
34706,30428.706705,25200,0,0,0,25200,5228.706705
34718,27740,14400,0,0,0,14400,13340
34720,79321.71049,39856.731463,0,0,0,39856.731463,39464.979027
34721,83762.018035,33600,0,0,0,33600,50162.018035
34726,53246.652326,17100,0,0,0,17100,36146.652326
34729,13033.081846,14400,0,300,300,14700,-1666.918154
34731,20698.619647,18000,0,2000,2000,20000,698.61964727
34732,40386.531468,33800,2000,0,2000,35800,4586.5314675
34733,43532.976614,38000,9000,1000,10000,48000,-4467.023386
34736,12034.407904,14000,0,0,0,14000,-1965.592096
34737,21000,20400,0,0,0,20400,600
34738,46967.657146,21539.924551,5000,3000,8000,29539.924551,17427.732595
34739,91794.519604,27800,0,2000,2000,29800,61994.519604
34757,35640,24000,0,0,0,24000,11640
34769,2400,13440,0,0,0,13440,-11040
34775,32572.762017,33372.762017,0,0,0,33372.762017,-800
34778,47117.732812,37400,0,0,0,37400,9717.7328117
34781,5600,14940,0,0,0,14940,-9340
34783,24561.006739,21000,0,0,0,21000,3561.0067395
34785,38048.214698,35400,1000,22000,23000,58400,-20351.7853
34791,49069.201562,45900,0,0,0,45900,3169.2015616
34793,26230.69086,23000,0,0,0,23000,3230.6908602
34796,29400,24800,0,0,0,24800,4600
34797,25701.576572,24000,0,0,0,24000,1701.5765721
34800,32000,24000,0,0,0,24000,8000
34825,67955.655586,50400,0,0,0,50400,17555.655586
34833,70449.204409,60800,0,500,500,61300,9149.2044093
34834,28702.870422,22800,0,0,0,22800,5902.870422
34836,52442.925533,30500,0,0,0,30500,21942.925533
34840,29720.471122,20970.517897,0,0,0,20970.517897,8749.9532252
34841,57916.671829,48600,0,2000,2000,50600,7316.6718293
34844,66729.95631,30000,0,0,0,30000,36729.95631
34845,25548.92675,22853.818436,0,0,0,22853.818436,2695.1083144
34847,116334.37277,78000,0,3000,3000,81000,35334.372772
34852,60380.326084,54000,0,0,0,54000,6380.3260841
34853,113634.86569,68400,0,0,0,68400,45234.865687
34857,42269.776396,39600,0,0,0,39600,2669.7763963
34862,76055.649708,25600,0,0,0,25600,50455.649708
34886,64419.681937,44400,0,500,500,44900,19519.681937
34900,44642.57895,38400,0,4000,4000,42400,2242.5789502
34922,48733.778723,40794.90476,0,0,0,40794.90476,7938.8739636
34925,36590.788763,34800,0,0,0,34800,1790.788763
34926,37296.658381,25800,0,0,0,25800,11496.658381
34927,39543.404948,41500,0,0,0,41500,-1956.595052
34931,33809.610202,28600,0,3000,3000,31600,2209.6102023
34933,26592.943812,22800,0,0,0,22800,3792.9438119
34934,123092.813,87379.025131,0,0,0,87379.025131,35713.787873
34961,36882.67176,37200,0,0,0,37200,-317.3282395
34962,57887.872202,48000,0,0,0,48000,9887.8722022
34982,17431.312037,16800,0,0,0,16800,631.31203675
34983,47781.515391,32600,0,0,0,32600,15181.515391
34988,80252.178796,44900,0,0,0,44900,35352.178796
34993,44193.092241,22800,0,0,0,22800,21393.092241
34994,24181.593414,21360,0,0,0,21360,2821.5934142
35001,108041.61226,45000,0,2500,2500,47500,60541.612261
35005,31709.655899,31528.902238,0,500,500,32028.902238,-319.2463384
35009,34134.707907,16800,0,2000,2000,18800,15334.707907
35012,44636.888277,48200,0,0,0,48200,-3563.111723
35019,16207.972775,19200,0,0,0,19200,-2992.027225
35022,36323.042799,28800,0,400,400,29200,7123.042799
35024,14450,14400,0,0,0,14400,50
35025,26615.973664,26000,0,250,250,26250,365.97366405
35026,71097.005529,45600,0,0,0,45600,25497.005529
35032,39174.017467,36000,0,0,0,36000,3174.0174667
35035,37943.032324,24480,0,0,0,24480,13463.032324
35067,41949.821577,26400,0,0,0,26400,15549.821577
35076,55004.136355,34800,0,0,0,34800,20204.136355
35080,37421.586996,25200,0,0,0,25200,12221.586996
35082,33070.837701,31200,0,0,0,31200,1870.8377014
35103,24000,19200,0,0,0,19200,4800
35106,24065.728028,22028.075072,0,0,0,22028.075072,2037.6529556
35127,9230,12000,0,0,0,12000,-2770
35132,32007.786457,20400,0,0,0,20400,11607.786457
35133,36733.957536,31200,0,0,0,31200,5533.9575363
35134,32193.864455,25200,0,0,0,25200,6993.8644549
35135,33120,21240,0,0,0,21240,11880
35140,10890,9600,0,0,0,9600,1290
35142,8600,16800,0,0,0,16800,-8200
35146,26802.127164,24000,0,0,0,24000,2802.127164
35147,58323.508128,42000,0,0,0,42000,16323.508128
35148,17645.620441,17400,0,0,0,17400,245.62044115
35149,41400,34800,0,0,0,34800,6600
35150,22750,19200,0,0,0,19200,3550
35155,21965.600177,22100,0,200,200,22300,-334.3998231
35157,22208.58647,26760,0,400,400,27160,-4951.41353
35164,17400,22800,0,300,300,23100,-5700
35168,18050,22800,0,0,0,22800,-4750
35169,48221.750161,52200,0,3000,3000,55200,-6978.249839
35202,23661.37608,12960,0,0,0,12960,10701.37608
35203,11000,12000,0,0,0,12000,-1000
35205,28000,16800,0,0,0,16800,11200
35206,12000,9600,0,0,0,9600,2400
35209,32192.129822,18000,0,0,0,18000,14192.129822
35214,74640.811606,48000,0,0,0,48000,26640.811606
35215,7952.5459188,7200,0,0,0,7200,752.54591878
35218,22469.638137,20292,0,0,0,20292,2177.638137
35222,65835.418673,27600,0,0,0,27600,38235.418673
35223,83041.169985,38400,0,0,0,38400,44641.169985
35228,57936.520432,44400,0,28000,28000,72400,-14463.47957
