NQUEST,NORD,YL2,YL1,YTP1,YTP2,YTA1,YTA2,YTA3,YCR1,YL,YTP,YTA,YT,YM1,YM2,YM,YCR2,YCR3,YCR,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
285032,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,600,600,0,0,0,0,0,600,9700
285054,1,0,0,22295,0,0,0,0,0,0,22295,0,22295,0,0,0,2400,3600,6000,1142.5211308,0,0,0,1142.5211308,7142.5211308,29437.521131
285054,2,0,79000,0,0,0,0,0,0,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000
285058,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,2400,2400,0,0,0,0,0,2400,10200
285058,2,0,0,7200,0,0,0,0,0,0,7200,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,7200
285058,3,0,0,3900,0,0,0,0,0,0,3900,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,3900
285061,1,0,0,11050,0,0,0,0,0,0,11050,0,11050,0,0,0,0,3810,3810,105.45077556,0,0,0,105.45077556,3915.4507756,14965.450776
285061,2,0,0,7150,0,0,0,0,0,0,7150,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,7150
285065,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,2400,2400,35.813365856,0,0,0,35.813365856,2435.8133659,10235.813366
285065,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
285065,3,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
285085,1,0,6000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,2400,2400,29.255604422,0,0,0,29.255604422,2429.2556044,8429.2556044
286008,1,1200,40000,0,0,0,0,0,0,41200,0,0,0,0,0,0,0,11300,11300,257.80439068,6747.908595,3539.6009089,0,10545.313895,21845.313895,63045.313895
286008,2,0,0,27300,0,0,0,0,0,0,27300,0,27300,0,0,0,0,0,0,0,0,0,0,0,0,27300
286011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,521.32245043,0,0,0,521.32245043,4121.3224504,4121.3224504
286011,2,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000
286011,3,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000
286011,4,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
286013,1,0,0,1260,0,0,0,0,0,0,1260,0,1260,0,0,0,0,3600,3600,0,0,0,0,0,3600,4860
286013,2,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
286023,1,0,42000,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,8737.5217332,8737.5217332,1216.9701563,2459.461748,0,0,3676.4319043,12413.953638,54413.953638
286025,1,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,150.34717507,0,0,0,150.34717507,150.34717507,28150.347175
286025,2,0,20500,0,0,0,0,0,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20500
286036,1,0,32000,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,6000,6000,576.40740645,0,0,3900,-3323.592594,2676.4074064,34676.407406
286038,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,38.769968729,0,0,0,38.769968729,38.769968729,20038.769969
286038,2,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
286039,1,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,90000,0,0,0,737.08158021,0,1879.8755112,0,2616.9570914,2616.9570914,92616.957091
286039,2,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,90000,0,0,0,0,0,0,0,0,0,90000
286044,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,7200,7200,3645.0177976,0,0,0,3645.0177976,10845.017798,28845.017798
286044,2,0,0,9880,0,0,0,0,0,0,9880,0,9880,0,0,0,0,0,0,0,0,0,0,0,0,9880
286044,3,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
286050,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,6000,6000,439.67904506,0,0,0,439.67904506,6439.6790451,31439.679045
286050,2,0,40000,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
286060,1,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,52.727634373,0,0,0,52.727634373,52.727634373,26052.727634
286062,1,1200,36000,0,0,0,0,0,0,37200,0,0,0,0,0,0,0,7200,7200,228.95375858,0,0,0,228.95375858,7428.9537586,44628.953759
286062,2,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
286062,3,0,0,7150,0,0,0,0,0,0,7150,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,7150
286073,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,8076.3857751,8076.3857751,363.3902978,0,0,0,363.3902978,8439.7760729,35439.776073
286073,2,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
286073,4,0,6000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
286076,1,0,32000,0,0,0,0,0,0,32000,0,0,0,0,0,0,400,10400,10800,345.77156776,0,0,6500,-6154.228432,4645.7715678,36645.771568
286076,2,0,0,9490,0,0,0,0,0,0,9490,0,9490,0,0,0,0,0,0,0,0,0,0,0,0,9490
286076,3,0,34700,0,0,0,0,0,0,34700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34700
286078,1,0,0,0,0,0,0,0,0,0,0,0,0,10000,941.57887027,9058.4211297,0,15200,15200,1059.7491561,1098.2698499,0,0,2158.0190061,17358.019006,26416.440136
286078,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
286078,3,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
286078,4,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
286084,1,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,7200,7200,0,0,0,0,0,7200,21500
286084,2,0,0,7150,0,0,0,0,0,0,7150,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,7150
286089,1,0,45000,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,24000,24000,60.08099868,0,0,13000,-12939.919,11060.080999,56060.080999
286089,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
287019,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,0,7200,7200,1284.7862946,0,0,0,1284.7862946,8484.7862946,24734.786295
287033,1,0,50000,0,0,0,0,0,0,50000,0,0,0,0,0,0,12000,18400,30400,363.09658999,334.99759153,11152.719165,0,11850.813346,42250.813346,92250.813346
287057,1,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,18000,0,6000,6000,322.75034279,0,0,0,322.75034279,6322.7503428,24322.750343
287059,1,0,9000,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,6000,6000,1191.4413213,5238.0932659,0,0,6429.5345871,12429.534587,21429.534587
287059,2,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,0,0,0,0,0,0,0,0,0,15000
287069,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,30000,17000,47000,1630.7659966,0,0,0,1630.7659966,48630.765997,78630.765997
287069,2,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000
287069,3,0,0,13520,0,0,0,0,0,0,13520,0,13520,0,0,0,0,0,0,0,0,0,0,0,0,13520
288001,1,0,0,0,0,0,0,5000,0,0,0,5000,5000,2000,0,2000,0,4200,4200,0,0,0,0,0,4200,11200
288002,1,0,0,0,0,0,0,0,0,0,0,0,0,35000,15000,20000,0,6000,6000,669.29005311,0,0,0,669.29005311,6669.2900531,26669.290053
288002,3,0,0,0,0,0,0,0,0,0,0,0,0,30000,8000,22000,0,0,0,0,0,0,0,0,0,22000
288010,1,0,0,5940,0,0,0,0,0,0,5940,0,5940,0,0,0,0,8000,8000,0,0,0,0,0,8000,13940
288010,2,0,0,4004,0,0,0,0,0,0,4004,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,4004
288011,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,96.233885929,0,0,0,96.233885929,96.233885929,25096.233886
288015,1,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,16000,0,4200,4200,109.9372063,1534.1266389,0,0,1644.0638452,5844.0638452,21844.063845
288018,1,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
288019,1,0,31000,0,0,0,0,0,0,31000,0,0,0,0,0,0,0,0,0,638.7751811,0,0,0,638.7751811,638.7751811,31638.775181
288019,2,0,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
288023,1,0,13000,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
288023,2,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
288024,1,0,0,18200,0,0,0,0,0,0,18200,0,18200,0,0,0,0,2400,2400,0,0,0,0,0,2400,20600
288027,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,6000,6000,615.55371052,0,0,0,615.55371052,6615.5537105,33615.553711
288027,2,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
288028,1,0,0,0,0,0,0,0,0,0,0,0,0,25000,3000,22000,0,4800,4800,190.35707006,0,0,0,190.35707006,4990.3570701,26990.35707
288028,3,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000
288029,1,0,0,8840,0,0,0,0,0,0,8840,0,8840,0,0,0,0,6000,6000,344.05715832,0,0,0,344.05715832,6344.0571583,15184.057158
288029,2,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700
288031,1,0,0,4550,0,0,0,0,0,0,4550,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,4550
288031,2,0,0,0,0,0,0,11000,0,0,0,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,11000
288033,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,15000,0,4800,4800,585.24270674,0,0,0,585.24270674,5385.2427067,20385.242707
288033,2,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
288049,1,0,0,0,0,0,0,0,0,0,0,0,0,25000,171.27006837,24828.729932,0,10000,10000,1159.6995915,0,0,0,1159.6995915,11159.699591,35988.429523
288051,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,3600,3600,277.1802081,0,0,0,277.1802081,3877.1802081,21877.180208
288051,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
288051,3,0,0,3600,0,0,0,0,0,0,3600,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,3600
288051,4,0,0,0,0,0,0,0,0,0,0,0,0,12000,82.706784299,11917.293216,0,0,0,0,0,0,0,0,0,11917.293216
288052,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,1000,19000,0,4800,4800,0,0,0,0,0,4800,23800
288052,2,0,0,0,0,0,0,0,0,0,0,0,0,15000,2000,13000,0,0,0,0,0,0,0,0,0,13000
288053,1,0,0,0,0,0,0,0,0,0,0,0,0,10000,1000,9000,0,0,0,396.19741872,0,0,0,396.19741872,396.19741872,9396.1974187
288053,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
288055,1,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,255.2366468,0,0,0,255.2366468,255.2366468,10255.236647
288055,2,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
288057,1,0,23000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,10200,10200,505.87818095,0,0,0,505.87818095,10705.878181,33705.878181
288057,2,0,13000,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
288058,1,0,0,7020,0,0,0,0,0,0,7020,0,7020,0,0,0,0,3600,3600,345.04216128,0,0,0,345.04216128,3945.0421613,10965.042161
288058,2,0,0,5200,0,0,0,0,0,0,5200,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,5200
288062,1,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,3600,3600,0,0,0,0,0,3600,15300
288069,1,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,4800,4800,802.69981377,0,0,0,802.69981377,5602.6998138,29002.699814
288070,1,0,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,200,200,0,0,0,0,0,200,8200
288070,2,0,0,11050,0,0,0,0,0,0,11050,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,11050
288070,3,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
288074,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,6000,6000,311.11546777,0,0,0,311.11546777,6311.1154678,26311.115468
288078,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,127.06894217,0,0,0,127.06894217,127.06894217,18127.068942
288083,1,0,0,9600,0,0,0,0,0,0,9600,0,9600,0,0,0,0,6000,6000,340.68479293,0,0,0,340.68479293,6340.6847929,15940.684793
288083,2,0,0,9000,0,0,0,0,0,0,9000,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9000
288088,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,6300,6300,521.05808722,0,0,0,521.05808722,6821.0580872,32821.058087
288090,1,0,0,4550,0,0,0,0,0,0,4550,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,4550
288090,2,0,0,19500,0,0,0,0,0,0,19500,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
289002,1,0,40000,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,7200,7200,558.94732568,285.40210625,0,0,844.34943194,8044.3494319,48044.349432
289004,1,0,0,20410,0,0,0,0,0,0,20410,0,20410,0,0,0,0,0,0,0,0,0,0,0,0,20410
289004,2,0,0,16900,0,0,0,0,0,0,16900,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,16900
289005,1,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,3600,3600,0,0,0,0,0,3600,17900
289007,1,0,0,8450,0,0,0,0,0,0,8450,0,8450,0,0,0,0,3600,3600,116.36579824,0,0,0,116.36579824,3716.3657982,12166.365798
289011,1,0,0,8450,0,0,0,0,0,0,8450,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450
289011,2,0,0,4550,0,0,0,0,0,0,4550,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,4550
289019,1,0,7000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,2400,9400
289019,3,0,0,9750,0,0,0,0,0,0,9750,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750
289021,1,0,0,0,0,0,0,0,0,0,0,0,0,22000,800,21200,0,6440.6640453,6440.6640453,959.4236847,0,0,0,959.4236847,7400.08773,28600.08773
289028,1,0,0,4500,0,0,0,0,0,0,4500,0,4500,0,0,0,0,7200,7200,306.80817264,0,0,0,306.80817264,7506.8081726,12006.808173
289029,1,0,20800,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,6000,6000,728.1438401,0,0,0,728.1438401,6728.1438401,27528.14384
289029,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
289029,3,0,6000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
289030,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,29800
289032,1,0,40000,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,12200,12200,3637.3807419,0,0,0,3637.3807419,15837.380742,55837.380742
289032,2,0,40000,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
289038,1,0,10400,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400
289041,1,0,0,11050,0,0,0,0,0,0,11050,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,11050
289057,1,0,37000,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,80.363122523,0,0,0,80.363122523,80.363122523,37080.363123
289057,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
289059,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,9600,9600,14.255889177,0,0,0,14.255889177,9614.2558892,29614.255889
289059,2,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000
289063,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,4800,4800,242.14692202,0,0,0,242.14692202,5042.146922,23042.146922
289073,1,0,0,6760,0,0,0,0,0,0,6760,0,6760,0,0,0,0,4800,4800,0,0,0,0,0,4800,11560
289075,1,0,40000,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,7700,7700,147.16654233,639.49525669,0,0,786.66179902,8486.661799,48486.661799
289075,2,0,32000,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000
289076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,3600
289077,1,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,16000,0,4800,4800,0,0,0,0,0,4800,20800
289082,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,4800,4800,0,0,0,0,0,4800,24800
289084,1,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,21000
289084,3,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
289085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289085,2,0,0,52000,0,0,0,0,0,0,52000,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,52000
289089,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,6191.4755239,6191.4755239,0,0,0,0,0,6191.4755239,13991.475524
290001,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,110.22844543,0,664.4969757,0,774.72542113,774.72542113,25774.725421
290008,1,0,0,19500,0,0,0,1500,0,0,19500,1500,21000,0,0,0,0,8400,8400,112.48170307,0,0,10400,-10287.5183,-1887.518297,19112.481703
290008,2,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
290016,1,0,0,0,0,0,0,0,0,0,0,0,0,22000,140,21860,0,10800,10800,78.667650855,0,0,11700,-11621.33235,-821.3323491,21038.667651
290016,2,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
290017,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,16250
290039,1,2000,35000,0,0,0,0,13500,0,37000,0,13500,13500,0,0,0,0,12000,12000,543.48403636,0,11812.4883,1144,11211.972336,23211.972336,73711.972336
290039,2,0,0,9750,0,0,0,0,0,0,9750,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750
290039,3,0,0,8450,0,0,0,0,0,0,8450,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450
290075,1,0,0,17550,0,0,0,0,0,0,17550,0,17550,0,0,0,0,6000,6000,182.44818294,0,0,0,182.44818294,6182.4481829,23732.448183
291008,1,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,36000,36000,42.63278002,2229.461572,0,0,2272.094352,38272.094352,66272.094352
291008,2,0,0,16900,0,0,0,0,0,0,16900,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,16900
292002,1,0,0,8400,0,0,0,0,0,0,8400,0,8400,0,0,0,0,3600,3600,0,0,0,0,0,3600,12000
292002,2,0,0,8400,0,0,0,0,0,0,8400,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400
292003,1,0,0,8400,0,0,0,0,0,0,8400,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400
292003,2,0,0,7200,0,0,0,0,0,0,7200,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,7200
292005,1,0,0,0,0,0,0,0,0,0,0,0,0,30000,149.04232374,29850.957676,1000,16820.404508,17820.404508,97.878122785,2748.9810012,0,0,2846.859124,20667.263632,50518.221308
292005,2,0,32000,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000
292005,3,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000
292008,1,0,0,0,0,0,0,0,0,0,0,0,0,25000,5000,20000,0,4800,4800,0,0,0,7800,-7800,-3000,17000
292008,2,0,0,0,0,0,0,0,0,0,0,0,0,25000,5000,20000,0,0,0,0,0,0,0,0,0,20000
292014,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,176.19224209,19823.807758,0,6000,6000,416.55485158,0,0,0,416.55485158,6416.5548516,26240.362609
292015,1,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
292016,1,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,0,6000,6000,132.0587889,0,0,0,132.0587889,6132.0587889,12132.058789
292016,4,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,0,5000
292017,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,6600,6600,275.30187635,0,0,0,275.30187635,6875.3018763,24875.301876
292017,2,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000
292020,1,0,11000,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000
292021,1,0,0,13200,0,0,0,0,0,0,13200,0,13200,0,0,0,0,5600,5600,224.3741266,0,0,0,224.3741266,5824.3741266,19024.374127
292021,2,0,0,0,0,0,0,0,0,0,0,0,0,3000,4.7422385347,2995.2577615,0,0,0,0,0,0,0,0,0,2995.2577615
292023,1,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,6000,0,3600,3600,0,0,0,0,0,3600,9600
292025,1,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,7000,0,0,0,0,0,0,0,0,0,7000
292030,1,0,0,8775,15000,0,0,0,0,0,23775,0,23775,0,0,0,0,3600,3600,0,0,0,0,0,3600,27375
292035,1,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,4800,4800,0,0,0,0,0,4800,15200
292041,1,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700
292047,1,0,0,19200,0,0,0,0,0,0,19200,0,19200,0,0,0,10600,4800,15400,354.72668295,0,0,0,354.72668295,15754.726683,34954.726683
292052,1,0,37000,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,6000,6000,1012.0314305,1438.8803533,0,325,2125.9117839,8125.9117839,45125.911784
292058,1,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
292074,1,1500,30000,0,0,0,0,0,0,31500,0,0,0,0,0,0,0,8400,8400,392.84117158,0,0,780,-387.1588284,8012.8411716,39512.841172
292074,3,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
292074,4,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
292086,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,34800
292089,1,0,31000,0,0,0,0,0,0,31000,0,0,0,0,0,0,0,12600,12600,6810.1223002,0,0,0,6810.1223002,19410.1223,50410.1223
292089,2,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000
293010,1,0,0,19500,0,0,0,0,0,0,19500,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
293016,1,0,20400,0,0,0,0,0,0,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20400
293026,1,0,16400,0,0,0,0,0,0,16400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400
293026,3,0,14200,0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200
293031,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,6000,6000,0,0,0,0,0,6000,21600
293032,1,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,12000,12000,0,0,0,0,0,12000,32800
293058,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,30000,-10000,0,9600,9600,256.95971471,0,0,0,256.95971471,9856.9597147,-143.0402853
293058,2,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
293066,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
293075,1,0,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,37.131652514,0,0,0,37.131652514,37.131652514,12037.131653
293075,2,0,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
293078,1,0,0,27300,0,0,0,0,0,0,27300,0,27300,0,0,0,0,12000,12000,27.576571008,0,0,0,27.576571008,12027.576571,39327.576571
293078,2,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
293090,1,0,0,8840,0,0,0,0,0,0,8840,0,8840,0,0,0,0,0,0,0,0,0,0,0,0,8840
293093,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,4800,4800,0,0,0,0,0,4800,12600
293110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.14764573,0,0,0,145.14764573,145.14764573,145.14764573
293110,2,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
293121,1,0,0,0,0,0,0,3000,0,0,0,3000,3000,0,0,0,0,7200,7200,2.2421271737,0,0,0,2.2421271737,7202.2421272,10202.242127
293121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293145,1,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700
293146,1,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,12000,12000,135.33576838,0,0,0,135.33576838,12135.335768,35535.335768
293146,2,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800
