NQUEST,NORD,YL2,YL1,YTP1,YTP2,YTA1,YTA2,YTA3,YCR1,YL,YTP,YTA,YT,YM1,YM2,YM,YCR2,YCR3,YCR,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
39401,1,0,0,13000,0,0,0,0,0,0,13000,0,13000,0,0,0,0,6000,6000,218.65232157,0,0,0,218.65232157,6218.6523216,19218.652322
39402,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,2500,2500,1326.8692957,0,0,0,1326.8692957,3826.8692957,19426.869296
39402,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
39404,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,12000,12000,768.90964745,0,0,0,768.90964745,12768.909647,32768.909647
39404,3,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
39405,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,12000,12000,2506.0397234,0,0,0,2506.0397234,14506.039723,22306.039723
39405,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
39405,3,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
39405,5,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
39405,6,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
39408,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,50000,0,21300,21300,1915.7410647,3131.5619288,263.95168689,4739.2464888,572.00819163,21872.008192,71872.008192
39411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600,16600,111.50559095,2307.0265603,0,0,2418.5321513,19018.532151,19018.532151
39411,2,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
39415,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,6000,6000,1422.1972392,0,0,0,1422.1972392,7422.1972392,25422.197239
39415,2,0,13000,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
39425,1,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,6000,6000,489.28869002,1478.506426,0,0,1967.795116,7967.795116,18367.795116
39425,2,0,0,6890,0,0,0,0,0,0,6890,0,6890,0,0,0,0,0,0,0,0,0,0,0,0,6890
39427,1,2400,50000,0,0,0,0,0,0,52400,0,0,0,0,0,0,3600,8200,11800,1743.891513,8842.6059496,0,0,10586.497463,22386.497463,74786.497463
39427,2,0,0,8190,0,0,0,0,0,0,8190,0,8190,0,0,0,0,0,0,0,0,0,0,0,0,8190
39433,1,0,0,22802,0,0,0,0,0,0,22802,0,22802,0,0,0,0,4800,4800,1338.0225292,2734.5515374,0,0,4072.5740666,8872.5740666,31674.574067
39434,1,0,0,9750,0,0,0,0,0,0,9750,0,9750,0,0,0,0,6000,6000,1499.3149779,0,0,0,1499.3149779,7499.3149779,17249.314978
39434,2,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
39435,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,0,0,0,0,2184.7677935,0,0,2184.7677935,2184.7677935,18434.767794
39436,1,0,42000,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,6000,6000,1814.5908259,2828.1768805,0,0,4642.7677064,10642.767706,52642.767706
39441,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,1035.81745,0,0,0,1035.81745,1035.81745,28035.81745
39441,2,0,0,19500,0,0,0,0,0,0,19500,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
39441,3,0,22100,0,0,0,0,0,0,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22100
39446,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,6000,6000,2917.8686013,0,0,0,2917.8686013,8917.8686013,24517.868601
39447,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,4200,4200,373.26059523,0,0,0,373.26059523,4573.2605952,24573.260595
39450,1,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,6000,6000,889.62479081,0,0,0,889.62479081,6889.6247908,18589.624791
39451,1,0,36000,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,444.9091777,0,0,0,444.9091777,444.9091777,36444.909178
39451,2,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
39451,3,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
39452,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,4800,4800,359.82446434,0,0,0,359.82446434,5159.8244643,14259.824464
39452,2,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700
39457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,11400,505.55787997,1135.4756873,0,0,1641.0335673,13041.033567,13041.033567
39457,2,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
39457,4,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
39459,1,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,18000,0,0,0,751.65497331,0,0,0,751.65497331,751.65497331,18751.654973
39459,2,0,2800,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800
39466,1,0,29000,0,0,0,0,0,0,29000,0,0,0,0,0,0,0,9700,9700,2023.9435885,0,0,0,2023.9435885,11723.943589,40723.943589
39466,3,0,13000,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
39466,5,0,6000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
39467,1,500,28000,0,0,0,0,0,0,28500,0,0,0,0,0,0,0,9100,9100,43.087279258,0,0,650,-606.9127207,8493.0872793,36993.087279
39474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,8400,464.68173943,0,0,0,464.68173943,8864.6817394,8864.6817394
39474,2,0,17400,0,0,0,0,0,0,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17400
39474,3,0,0,0,0,0,0,4000,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,4000
39474,4,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
39476,1,0,0,22100,0,0,0,0,0,0,22100,0,22100,0,0,0,0,0,0,41.913863887,0,0,0,41.913863887,41.913863887,22141.913864
39485,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,19300,19300,366.953262,5716.7005792,0,0,6083.6538412,25383.653841,50383.653841
39485,2,0,17000,0,0,0,0,0,0,17000,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,0,19000
39486,1,0,0,8190,0,0,0,0,0,0,8190,0,8190,0,0,0,0,36600,36600,4893.9582682,865.43718557,0,0,5759.3954537,42359.395454,50549.395454
39486,2,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400
39486,3,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,150000,0,0,0,0,0,0,0,0,0,150000
39487,1,0,23000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,355.40022114,0,0,0,355.40022114,355.40022114,23355.400221
39487,2,0,2400,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400
39487,3,0,7800,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800
39488,1,0,19200,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,6000,6000,84.393580856,0,0,0,84.393580856,6084.3935809,25284.393581
39488,2,0,13400,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400
39488,3,0,13400,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400
39491,1,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,18000,18000,779.10548485,2163.2918806,0,5200,-2257.602635,15742.397365,41742.397365
39491,2,0,0,19500,0,0,0,0,0,0,19500,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
39491,4,0,0,3900,0,0,0,0,0,0,3900,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,3900
39496,1,0,0,23400,0,0,0,0,0,0,23400,0,23400,0,0,0,0,7500,7500,529.47515363,8527.4185527,2663.7902195,0,11720.683926,19220.683926,42620.683926
39496,2,0,0,35100,0,0,0,0,0,0,35100,0,35100,0,0,0,0,0,0,0,0,0,0,0,0,35100
39496,3,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000
39497,1,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,181.67876051,0,0,0,181.67876051,181.67876051,22181.678761
39497,2,0,12500,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500
39497,3,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
39499,1,0,0,0,0,0,0,0,0,0,0,0,0,2500,44.301136375,2455.6988636,0,6300,6300,325.88329554,2143.4499318,0,3380,-910.6667726,5389.3332274,7845.032091
39499,2,0,0,0,0,0,0,0,0,0,0,0,0,2500,44.301136375,2455.6988636,0,0,0,0,0,0,0,0,0,2455.6988636
39499,3,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
39499,4,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
39533,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,12500,12500,2758.630339,10053.59074,0,4875,7937.2210793,20437.221079,36037.221079
39533,2,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
39533,3,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
39534,1,0,0,12025,0,0,0,0,0,0,12025,0,12025,0,0,0,0,10800,10800,362.69524755,3316.6237069,0,0,3679.3189545,14479.318954,26504.318954
39534,2,0,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
39538,1,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,12000,12000,913.15978361,0,0,0,913.15978361,12913.159784,40913.159784
39539,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,2400,22400
39539,2,0,0,7200,0,0,0,0,0,0,7200,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,7200
39540,1,0,0,0,0,0,0,0,0,0,0,0,0,90000,5578.6066433,84421.393357,0,14800,14800,1773.7639313,0,0,0,1773.7639313,16573.763931,100995.15729
39540,3,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
39541,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,7200,7200,0,0,0,0,0,7200,15000
39541,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
39541,3,0,0,8450,0,0,0,0,0,0,8450,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450
39542,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,24800
39542,3,0,21800,0,0,0,0,0,0,21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21800
39543,1,0,18500,0,0,0,0,0,0,18500,0,0,0,0,0,0,0,9600,9600,470.26481278,0,0,0,470.26481278,10070.264813,28570.264813
39543,2,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
39543,3,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
39545,1,0,0,6000,0,0,0,0,0,0,6000,0,6000,0,0,0,0,2400,2400,0,0,0,0,0,2400,8400
39545,2,0,0,7200,0,0,0,0,0,0,7200,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,7200
39546,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,2706.8864012,47293.113599,0,23000,23000,33.206792415,0,0,0,33.206792415,23033.206792,70326.320391
39547,1,0,0,6000,0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000
39547,2,0,0,6000,0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000
39581,1,0,22000,0,0,0,0,0,0,22000,0,0,0,6000,0,6000,0,10000,10000,225.42639385,942.74616673,0,0,1168.1725606,11168.172561,39168.172561
39583,1,0,28000,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,8400,8400,311.83798793,0,0,0,311.83798793,8711.8379879,36711.837988
39583,2,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
39596,1,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,6100,6100,54.961753923,0,0,390,-335.0382461,5764.9617539,23764.961754
39596,2,0,8500,0,0,1500,0,0,0,8500,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,10000
39601,1,0,0,24700,0,0,0,0,0,0,24700,0,24700,0,0,0,0,7200,7200,37.492136377,5322.7496352,169.63248931,65,5464.8742608,12664.874261,37364.874261
39601,3,0,16000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
39606,1,0,0,52000,0,0,0,0,0,0,52000,0,52000,0,0,0,0,27700,27700,510.61442488,14232.171316,1655.9290813,0,16398.714822,44098.714822,96098.714822
39606,2,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600
39606,4,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
39616,1,160,32000,0,0,0,0,0,0,32160,0,0,0,0,0,0,0,12000,12000,25.552194689,0,0,650,-624.4478053,11375.552195,43535.552195
39616,2,0,18000,0,0,2500,0,0,0,18000,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,20500
39616,3,0,19000,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
39618,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,10600,10600,383.70700571,7602.8479671,0,0,7986.5549728,18586.554973,26386.554973
39618,2,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100
39627,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,8400,8400,1126.5834761,0,0,14950,-13823.41652,-5423.416524,20576.583476
39628,1,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,120.16649449,0,0,0,120.16649449,120.16649449,24120.166494
39632,1,2662.0917007,22000,0,0,0,0,0,0,24662.091701,0,0,0,0,0,0,0,0,0,509.89899603,0,0,0,509.89899603,509.89899603,25171.990697
39654,1,0,0,11700,0,0,0,0,0,0,11700,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700
39654,2,0,0,3965,0,0,0,0,0,0,3965,0,3965,0,0,0,0,0,0,0,0,0,0,0,0,3965
39661,1,0,0,29900,0,0,0,0,0,0,29900,0,29900,0,0,0,0,7200,7200,221.49719047,1012.5108777,8057.0953547,0,9291.1034229,16491.103423,46391.103423
39662,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,7200,7200,239.20070458,2400.9201249,5059.6058164,0,7699.7266459,14899.726646,39899.726646
39662,2,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
39664,1,0,0,10400,0,0,0,0,0,0,10400,0,10400,0,0,0,0,4800,4800,877.73433085,2013.5298859,1259.1764846,0,4150.4407014,8950.4407014,19350.440701
39664,3,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
39664,4,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000
39668,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,0,0,119.13082084,0,0,0,119.13082084,119.13082084,15719.130821
39668,2,0,0,7800,0,0,0,0,0,0,7800,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
39684,1,0,0,16250,0,0,0,0,0,0,16250,0,16250,0,0,0,8400,9600,18000,428.57190092,0,0,0,428.57190092,18428.571901,34678.571901
39697,1,1400,40000,0,0,0,0,0,0,41400,0,0,0,0,0,0,0,9600,9600,428.08212866,0,0,22100,-21671.91787,-12071.91787,29328.082129
39697,2,0,8000,0,0,0,0,3000,0,8000,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,11000
39697,3,0,0,0,0,0,0,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000
39697,4,0,0,0,0,0,0,500,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,500
39704,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,7200,7200,1604.8683177,0,0,0,1604.8683177,8804.8683177,34804.868318
39704,3,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
39710,1,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,9600,9600,636.362237,0,0,0,636.362237,10236.362237,36236.362237
39710,2,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,24000,0,0,0,0,0,0,0,0,0,24000
39746,1,0,0,9100,0,0,0,0,0,0,9100,0,9100,0,0,0,0,220,220,0,0,0,52,-52,168,9268
39746,2,0,0,5200,0,0,0,0,0,0,5200,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,5200
39751,1,0,8000,0,0,3000,0,0,0,8000,0,3000,3000,0,0,0,0,3600,3600,19.868772002,0,0,0,19.868772002,3619.868772,14619.868772
39753,1,0,30000,0,0,3000,0,0,0,30000,0,3000,3000,0,0,0,0,3600,3600,83.08694184,0,0,0,83.08694184,3683.0869418,36683.086942
39765,1,0,0,0,0,0,0,0,0,0,0,0,0,23000,5000,18000,0,10300,10300,513.10182703,0,0,2600,-2086.898173,8213.101827,26213.101827
39769,1,0,0,18070,0,0,0,0,0,0,18070,0,18070,0,0,0,0,1300,1300,76.783227323,0,0,0,76.783227323,1376.7832273,19446.783227
39801,1,2000,28000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,328.32935557,0,0,0,328.32935557,328.32935557,30328.329356
39802,1,0,61000,10400,0,0,0,0,0,61000,10400,0,10400,0,0,0,3500,12000,15500,448.88659617,6096.0805369,0,9100,-2555.032867,12944.967133,84344.967133
39802,2,0,48000,0,0,0,0,0,0,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000
39805,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,0,13200,13200,674.59499346,0,0,14300,-13625.40501,-425.4050065,39574.594993
39805,2,0,42000,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000
39806,1,0,0,0,0,0,0,10000,0,0,0,10000,10000,0,0,0,0,4200,4200,0,0,0,0,0,4200,14200
39807,1,0,0,16900,0,0,0,0,0,0,16900,0,16900,0,0,0,0,0,0,992.42650555,0,0,0,992.42650555,992.42650555,17892.426506
39807,2,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
39808,1,0,19500,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,248.38693697,0,0,0,248.38693697,248.38693697,19748.386937
39840,1,0,0,15600,0,0,0,0,0,0,15600,0,15600,0,0,0,0,4800,4800,294.92392628,0,0,0,294.92392628,5094.9239263,20694.923926
39864,1,0,0,0,0,0,0,2400,0,0,0,2400,2400,0,0,0,0,7200,7200,41.303492729,0,0,0,41.303492729,7241.3034927,9641.3034927
39864,2,0,22500,0,0,0,0,0,0,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500
39901,1,0,48000,0,0,0,0,0,0,48000,0,0,0,0,0,0,0,8000,8000,241.98067423,4088.1771675,801.75505452,910,4221.9128963,12221.912896,60221.912896
39901,2,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
39902,1,0,32000,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,6000,6000,171.44828819,0,1839.8821535,0,2011.3304417,8011.3304417,40011.330442
39902,2,0,0,0,0,6200,0,0,0,0,0,6200,6200,0,0,0,0,0,0,0,0,0,0,0,0,6200
39903,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,458.58687646,0,0,0,458.58687646,458.58687646,27458.586876
39903,3,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
39907,1,2454.1432604,21000,0,0,0,0,0,0,23454.14326,0,0,0,0,0,0,0,15600,15600,333.92338969,0,0,0,333.92338969,15933.92339,39388.06665
39907,2,0,26000,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
39914,1,0,0,33800,0,0,0,0,0,0,33800,0,33800,0,0,0,0,18000,18000,1194.3857301,2993.5029048,19781.292441,0,23969.181076,41969.181076,75769.181076
39914,3,0,0,7540,0,0,0,0,0,0,7540,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,7540
39930,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,13400,13400,316.36242233,787.49786399,0,0,1103.8602863,14503.860286,34503.860286
39930,2,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
39951,1,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,427.897974,5284.4354639,0,0,5712.3334379,5712.3334379,29712.333438
39951,2,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
39954,1,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,3.255963476,0,0,0,3.255963476,3.255963476,20003.255963
39955,1,3500,27000,0,0,0,0,0,0,30500,0,0,0,0,0,0,0,9900,9900,343.59483102,5009.9109753,0,0,5353.5058063,15253.505806,45753.505806
39955,3,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000
39961,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,377.28551003,3422.4822041,5166.0846345,0,8965.8523486,8965.8523486,33965.852349
39961,2,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,34000,0,0,0,0,0,0,0,0,0,34000
39966,1,0,19600,0,0,0,0,0,0,19600,0,0,0,0,0,0,0,0,0,232.46735457,0,0,0,232.46735457,232.46735457,19832.467355
41035,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,4800,4800,199.74794241,0,0,0,199.74794241,4999.7479424,29999.747942
41038,1,0,0,26000,0,0,0,0,0,0,26000,0,26000,0,0,0,0,26600,26600,211.02287913,5720.1358438,0,9100,-3168.841277,23431.158723,49431.158723
41038,2,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
41038,3,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000
41038,4,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,0,5000
50007,1,0,0,20800,0,0,0,0,0,0,20800,0,20800,0,0,0,0,8000,8000,887.29449809,0,0,0,887.29449809,8887.2944981,29687.294498
50007,2,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,45000,0,0,0,0,0,0,0,0,0,45000
50031,1,0,0,0,0,0,0,0,0,0,0,0,0,6000,1000,5000,0,15600,15600,957.48039886,0,0,0,957.48039886,16557.480399,21557.480399
50031,2,0,0,0,0,0,0,0,0,0,0,0,0,6000,1000,5000,0,0,0,0,0,0,0,0,0,5000
50032,1,0,24900,0,0,0,0,0,0,24900,0,0,0,0,0,0,0,4200,4200,540.06730798,593.42745093,0,0,1133.4947589,5333.4947589,30233.494759
50032,5,0,0,14300,0,0,0,0,0,0,14300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300
50033,1,0,0,7800,0,0,0,0,0,0,7800,0,7800,8500,0,8500,0,6500,6500,668.83725302,0,0,0,668.83725302,7168.837253,23468.837253
50033,2,0,0,6240,0,0,0,0,0,0,6240,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,6240
50033,3,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
50034,1,0,23000,0,0,0,0,0,0,23000,0,0,0,0,0,0,9600,17800,27400,1412.9510689,0,0,0,1412.9510689,28812.951069,51812.951069
50034,2,0,18000,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
50047,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,0,4800,4800,324.24246334,0,0,1300,-975.7575367,3824.2424633,43824.242463
50047,2,0,27600,0,0,0,0,0,0,27600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27600
50049,1,0,21000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,7200,7200,273.03694581,0,0,0,273.03694581,7473.0369458,28473.036946
50050,1,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,388.75198055,0,0,0,388.75198055,388.75198055,25388.751981
50052,1,0,0,4875,0,0,0,0,0,0,4875,0,4875,8000,0,8000,0,0,0,0,0,0,0,0,0,12875
50052,3,0,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
50053,1,0,0,25610,0,0,0,0,0,0,25610,0,25610,0,0,0,0,0,0,657.19315112,0,0,0,657.19315112,657.19315112,26267.193151
50053,3,0,60000,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
50059,1,0,22000,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,7200,7200,0,0,0,0,0,7200,29200
50060,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,9600,9600,46.664825178,0,0,0,46.664825178,9646.6648252,39646.664825
50079,1,0,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,430.73941944,0,0,0,430.73941944,430.73941944,30430.739419
50079,3,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
50084,1,0,0,27300,0,0,0,0,0,0,27300,0,27300,0,0,0,8600,44277.457113,52877.457113,515.00661419,10265.605629,0,0,10780.612243,63658.069356,90958.069356
50084,2,0,0,28600,0,0,0,0,0,0,28600,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,28600
50085,1,0,0,0,0,0,0,0,0,0,0,0,0,18650,0,18650,0,0,0,0,0,0,0,0,0,18650
50126,1,0,27000,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,9600,9600,348.09103751,0,0,0,348.09103751,9948.0910375,36948.091038
50126,2,0,25000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
