NQUEST,NORD,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM
277038,2,1,1,1,12,4,40,2,,21000,2,0
277038,3,1,1,1,12,4,40,1,4,24000,2,0
277044,1,1,1,1,12,5,40,2,,24000,2,0
277044,2,1,1,1,12,7,40,2,,26000,2,0
278003,1,1,1,1,12,2,40,2,,19000,2,0
278003,3,1,1,1,12,1,50,2,,18200,2,0
278004,1,1,1,1,12,7,36,2,,19000,2,0
278010,1,1,1,1,12,6,45,2,,42000,2,0
278011,1,1,1,1,12,4,45,1,5,25000,2,0
278011,2,1,1,1,12,1,40,2,,18500,2,0
278023,3,1,1,1,12,6,70,1,5,35000,2,0
278051,2,1,1,1,12,7,38,2,,24000,1,600
278053,2,1,1,1,12,2,40,2,,15500,2,0
278055,3,1,1,1,12,2,40,1,0,12500,2,0
278060,1,1,1,1,12,7,36,2,,19000,2,0
278073,1,1,1,1,12,2,40,2,,28000,2,0
278088,1,1,2,2,1,,,2,,750,2,0
279002,1,1,1,1,12,5,52,2,,15600,2,0
279006,1,1,1,1,12,7,38,1,2,25000,2,0
279019,1,1,1,2,7,7,42,1,3,31000,2,0
279024,1,1,1,2,11,2,50,1,2,19000,2,0
279037,1,1,1,2,6,2,50,2,,8000,2,0
279049,1,1,1,1,12,2,40,2,,13000,2,0
279049,2,1,1,2,6,5,55,1,15,9000,2,0
279054,1,1,1,1,12,2,60,2,,16800,2,0
279057,2,1,2,1,12,2,20,2,,10000,2,0
279078,2,1,2,1,12,1,10,2,,4000,2,0
279080,1,1,1,2,6,2,20,2,,9500,2,0
279083,2,1,1,1,12,7,40,2,,20000,2,0
279086,1,1,1,1,12,2,40,2,,26000,2,0
280021,2,1,2,2,4,3,40,2,,3200,2,0
280029,1,1,1,2,7,2,40,2,,18000,2,0
280029,2,1,1,1,12,1,48,2,,8160,2,0
280035,1,1,1,1,12,6,40,1,5,25000,1,1000
280037,1,1,1,1,12,5,40,2,,32000,2,0
280043,1,1,1,2,5,,,2,,12000,2,0
282004,1,1,1,1,12,2,40,2,,20000,2,0
282015,2,1,1,1,12,7,60,2,,26000,2,0
282026,3,1,1,1,12,1,40,1,1,16000,2,0
282048,1,1,1,2,9,7,36,2,,12500,2,0
282048,2,1,1,1,12,2,44,1,2,26000,2,0
282054,3,1,1,2,3,,36,2,,4800,2,0
282054,4,1,1,2,3,,40,2,,5000,2,0
282073,2,1,1,2,1,,36,2,,500,2,0
282083,1,1,1,1,12,1,30,2,,9000,2,0
282084,1,1,1,1,12,6,50,2,,20000,2,0
282084,2,1,1,2,6,6,36,2,,6000,2,0
283009,1,1,1,1,12,5,40,1,2,23000,2,0
283009,2,1,1,1,12,2,40,2,,20000,2,0
283011,1,1,1,1,12,5,42,2,,32000,2,0
283016,1,1,1,1,12,5,40,2,,50000,2,0
283016,2,1,1,2,10,7,35,2,,27000,2,0
283023,1,1,1,1,12,,40,1,8,30000,1,900
283025,3,1,1,1,12,4,36,2,,20000,2,0
283025,4,1,1,2,6,4,20,2,,4500,2,0
283031,1,1,1,1,12,6,40,1,8,37000,1,300
283031,2,1,1,1,12,5,40,2,,23000,1,300
283031,3,1,1,2,6,2,40,2,,5000,2,0
283035,1,1,1,1,12,2,40,1,6,24000,2,0
283039,1,1,1,1,12,6,40,1,1,25000,2,0
283039,2,1,1,1,12,5,40,2,,25000,2,0
283040,2,1,1,1,12,5,39,2,,60000,1,15000
283040,3,1,1,1,12,6,45,2,,50000,1,29000
283048,1,1,1,1,12,6,40,1,10,40000,2,0
283048,2,1,1,1,12,3,36,2,,20000,2,0
283050,1,1,1,1,12,5,50,2,,50000,2,0
283050,2,1,1,1,12,7,24,2,,26000,2,0
283058,3,1,1,1,12,2,40,2,,17000,2,0
283060,1,1,1,1,12,2,50,2,,30000,2,0
283060,2,1,1,1,12,2,40,2,,23000,2,0
283074,1,1,1,1,12,6,40,2,,32690,1,16000
283075,1,1,2,1,12,5,0,2,,12000,2,0
283075,2,1,1,1,12,5,40,2,,15000,2,0
283080,1,1,1,1,12,3,40,1,5,27000,1,16000
283080,2,1,1,1,12,2,40,2,,25000,2,0
283082,1,1,1,1,12,4,48,1,8,24000,1,300
283082,2,1,1,1,12,2,40,2,,24000,1,600
283086,1,1,1,1,12,2,40,2,,28000,2,0
283086,2,1,1,1,12,5,40,2,,21000,2,0
284009,1,1,1,1,12,7,40,1,0,15000,2,0
284014,1,1,1,1,12,7,36,1,0,26000,2,0
284014,2,1,1,1,12,7,36,2,,26000,2,0
284016,1,1,1,1,12,2,38,2,,50000,2,0
284022,1,1,1,1,12,3,40,1,0,22000,2,0
284025,1,1,1,1,12,7,36,2,,18000,2,0
284048,3,1,1,2,3,7,36,2,,4000,2,0
284066,2,1,1,1,12,7,36,2,,18500,2,0
284075,1,1,1,1,12,7,40,2,,22100,2,0
284082,1,2,2,2,5,1,18,1,0,3000,2,0
284086,2,1,1,1,12,7,36,2,,21000,2,0
285016,1,1,1,1,12,7,36,1,2,20000,2,0
285054,2,1,1,1,12,1,40,2,,79000,2,0
285085,1,1,2,2,6,2,20,2,,6000,2,0
286008,1,1,1,1,12,4,41,1,6,40000,1,1200
286011,4,1,1,2,4,3,40,2,,4800,2,0
286011,4,2,1,2,4,5,40,2,,5200,2,0
286013,2,1,1,1,12,7,36,2,,21000,2,0
286023,1,1,1,1,12,7,40,1,2,42000,2,0
286025,1,1,1,1,12,7,40,1,2,28000,2,0
286025,2,1,1,1,12,7,38,2,,20500,2,0
286036,1,1,1,1,12,7,40,1,10,32000,2,0
286038,1,1,1,1,12,4,40,1,4,20000,2,0
286038,2,1,1,1,12,4,40,1,1,29000,2,0
286044,1,1,1,1,12,5,40,1,2,18000,2,0
286044,3,1,1,1,12,4,40,2,,15000,2,0
286050,1,1,1,1,12,5,40,2,,25000,2,0
286050,2,1,1,1,12,5,45,1,8,40000,2,0
286060,1,1,1,1,12,7,36,1,1,26000,2,0
286062,1,1,1,1,12,6,37,1,1,36000,1,1200
286073,1,1,1,1,12,7,45,1,5,27000,2,0
286073,2,1,1,1,12,3,40,1,1,21000,2,0
286073,4,1,1,1,12,1,25,2,,6000,2,0
286076,1,1,1,1,12,7,36,1,2,32000,2,0
286076,3,1,1,1,12,7,36,2,,34700,2,0
286078,4,1,1,2,10,5,40,2,,22000,2,0
286089,1,1,1,1,12,7,40,1,2,45000,2,0
286089,2,1,1,1,12,7,36,1,2,24000,2,0
287033,1,1,1,1,12,7,45,1,4,50000,2,0
287059,1,1,1,1,12,7,15,2,,9000,2,0
287069,1,1,1,1,12,7,36,2,,30000,2,0
287069,2,1,1,1,12,7,27,2,,27000,2,0
288011,1,1,1,1,12,7,40,2,,25000,2,0
288018,1,1,1,2,8,2,40,2,,10000,2,0
288019,1,1,1,1,12,7,40,2,,31000,2,0
288019,2,1,1,2,6,7,40,2,,8000,2,0
288023,1,1,1,1,12,2,40,2,,13000,2,0
288023,2,1,1,1,12,2,49,2,,10000,2,0
288027,1,1,1,1,12,7,30,2,,27000,2,0
288051,1,1,1,1,12,7,20,2,,18000,2,0
288053,2,1,1,1,12,7,30,2,,24000,2,0
288055,2,1,1,1,12,7,30,2,,20000,2,0
288057,1,1,1,1,12,7,40,2,,23000,2,0
288057,2,1,1,1,12,3,40,2,,13000,2,0
288070,1,1,1,1,12,1,40,2,,8000,2,0
288074,1,1,1,1,12,3,40,2,,20000,2,0
288078,1,1,1,1,12,3,40,2,,18000,2,0
289002,1,1,1,1,12,7,60,2,,40000,2,0
289019,1,1,1,1,12,1,25,2,,7000,2,0
289029,1,1,1,1,12,5,40,1,10,20800,2,0
289029,3,1,1,2,5,1,50,2,,6000,2,0
289030,1,1,1,1,12,3,40,2,,25000,2,0
289032,1,1,1,1,12,7,36,1,20,40000,2,0
289032,2,1,1,1,12,7,36,2,,40000,2,0
289038,1,1,2,1,12,3,20,2,,10400,2,0
289057,1,1,1,1,12,7,45,2,,37000,2,0
289063,1,1,1,1,12,3,60,2,,18000,2,0
289075,1,1,1,1,12,7,18,2,,40000,2,0
289075,2,1,1,1,12,7,18,2,,32000,2,0
289084,1,1,1,1,12,2,60,2,,15000,2,0
289084,3,1,1,1,12,2,60,2,,10000,2,0
290001,1,1,1,1,12,7,36,2,,25000,2,0
290016,2,1,1,1,12,2,40,2,,20000,2,0
290039,1,1,1,1,12,3,45,2,,35000,1,2000
291008,1,1,1,1,12,7,38,2,,28000,2,0
292005,2,1,1,1,12,7,22,2,,32000,2,0
292005,3,1,1,1,12,7,40,1,3,27000,2,0
292015,1,1,1,1,12,2,36,2,,19000,2,0
292017,1,1,1,1,12,3,40,2,,18000,2,0
292017,2,1,1,1,12,7,18,2,,21000,2,0
292020,1,1,1,1,12,5,30,2,,11000,2,0
292052,1,1,1,1,12,6,38,2,,37000,2,0
292058,1,1,1,1,12,3,70,1,15,19000,2,0
292074,1,1,1,1,12,6,40,1,2,30000,1,1500
292074,3,1,1,1,12,7,42,1,6,26000,2,0
292074,4,1,1,1,12,7,36,2,,25000,2,0
292086,1,1,1,1,12,2,40,2,,30000,2,0
292089,1,1,1,1,12,7,40,2,,31000,2,0
292089,2,1,1,1,12,7,22,2,,29000,2,0
293016,1,1,1,1,12,7,40,2,,20400,2,0
293026,1,1,1,1,12,1,32,2,,16400,2,0
293026,3,1,1,1,12,2,48,2,,14200,2,0
293058,2,1,2,2,3,7,12,2,,5000,2,0
293066,1,1,1,1,12,7,33,2,,30000,2,0
293075,1,1,1,2,4,2,50,1,5,12000,2,0
293075,2,1,1,1,12,7,15,2,,12000,2,0
293078,2,1,1,1,12,7,36,2,,30000,2,0
293110,2,1,1,1,12,7,30,2,,20000,2,0
293162,1,1,1,2,6,2,35,2,,6500,2,0
293174,1,1,1,1,12,6,40,2,,30000,2,0
293197,1,1,1,2,11,7,36,2,,20000,2,0
293207,1,1,1,1,12,6,98,1,40,40000,2,0
293213,1,1,1,2,5,1,40,2,,7000,2,0
293237,2,1,1,2,4,7,36,2,,2400,2,0
293238,1,1,1,1,12,7,36,1,6,17000,2,0
293238,3,1,1,1,12,2,48,2,,7200,2,0
293241,1,1,1,1,12,7,36,1,6,33000,2,0
293250,1,1,1,1,12,7,60,2,,48000,2,0
293265,1,1,1,1,12,7,36,1,8,80000,2,0
293273,1,1,1,1,12,2,50,2,,15000,1,
293285,1,1,1,1,12,7,42,1,10,25000,2,0
293292,1,1,1,1,12,7,36,1,16,32000,2,0
293292,2,1,1,1,12,7,36,2,,21000,2,0
293332,1,1,1,1,12,7,38,2,,40000,1,3000
293332,2,1,1,1,12,7,36,1,0,23000,2,0
293334,1,1,1,2,11,1,49,2,,16500,2,0
293345,1,1,1,2,5,,40,2,,10000,2,0
293389,3,1,1,1,12,7,36,2,,20280,2,0
293402,1,1,1,2,3,,70,2,,4500,2,0
293414,1,1,1,2,3,4,38,2,,7000,2,0
293432,1,1,1,1,12,7,36,2,,24000,2,0
293432,2,1,1,1,12,7,18,2,,25000,2,0
293435,1,1,1,1,12,7,42,1,3,27000,2,0
293445,2,1,2,2,3,3,16,2,,2000,2,0
293459,1,1,1,1,12,3,40,2,,19200,2,0
293474,1,1,1,1,12,7,36,1,2,25000,2,0
293475,1,1,1,1,12,7,36,2,,26000,2,0
293477,1,1,1,1,12,7,36,1,18,30000,2,0
293511,1,1,1,1,12,2,50,2,,18000,2,0
293527,1,1,1,1,12,1,70,2,,15000,2,0
293533,1,1,2,1,12,2,34,2,,7000,2,0
293533,3,1,1,1,12,2,50,2,,24000,2,0
293542,3,1,1,1,12,7,36,2,,15000,2,0
293542,5,1,1,2,7,2,36,2,,9000,2,0
293549,2,1,2,2,8,,7,2,,3600,2,0
293570,1,1,1,1,12,7,38,2,,40000,2,0
293570,2,1,1,1,12,7,38,2,,30000,2,0
293579,1,1,1,1,12,7,50,2,,60000,1,1000
293579,2,1,1,1,12,7,30,2,,18000,2,0
293592,1,1,1,1,12,7,50,1,13,43000,1,5650
293592,2,1,1,1,12,7,36,1,12,18000,2,0
293602,1,1,1,1,12,6,39,2,,40000,2,0
293621,1,1,2,2,8,2,30,1,6,8000,1,
293640,1,1,1,1,12,1,60,2,,15000,2,0
293655,1,1,1,1,12,7,38,1,1,35000,2,0
293662,2,1,1,1,12,7,36,2,,24000,2,0
293668,1,1,1,1,12,1,25,2,,11700,2,0
293668,2,1,1,1,12,1,48,2,,11700,2,0
293668,3,1,1,1,12,1,25,2,,10400,2,0
293689,1,1,1,1,12,7,34,2,,27560,2,0
293690,3,1,1,1,12,2,60,1,3,9600,2,0
294001,2,1,1,1,12,2,48,2,,26000,2,0
294012,2,1,1,2,1,7,3,2,,800,2,0
294021,1,1,1,1,12,7,36,2,,23000,2,0
294021,2,1,1,2,5,2,52,2,,9000,2,0
294021,3,1,1,2,2,2,40,2,,2500,2,0
294033,3,1,1,1,12,5,40,2,,18000,2,0
294033,4,1,1,1,12,2,40,2,,17000,2,0
294038,3,1,1,2,7,7,36,2,,15000,2,0
294038,4,1,1,1,12,2,40,2,,16000,2,0
294039,4,1,1,1,12,7,36,2,,21000,2,0
294039,5,1,1,1,12,3,40,2,,16500,2,0
294047,1,1,1,1,12,2,50,1,10,30000,2,0
294061,3,1,1,1,12,7,36,2,,19000,2,0
294071,1,1,1,1,12,3,36,2,,17500,2,0
294079,1,1,1,2,9,2,40,2,,14000,2,0
294088,2,1,1,1,12,7,36,2,,22000,2,0
295004,1,1,1,1,12,2,40,1,0,16800,2,0
295004,2,1,2,2,7,,42,2,,2100,2,0
295004,3,1,1,2,7,2,40,2,,10000,2,0
295004,4,1,1,2,10,1,42,2,,9000,2,0
295020,2,1,2,1,12,2,9,2,,5500,2,0
295026,1,1,1,1,12,2,40,1,0,22100,2,0
295026,2,1,1,2,7,2,48,2,,11500,2,0
295027,2,1,1,2,4,7,18,2,,7000,2,0
295030,1,1,1,1,12,7,24,2,,27500,2,0
295032,1,1,1,1,12,7,36,2,,20400,2,0
295032,2,1,1,2,3,7,40,2,,3600,2,0
295043,1,1,1,1,12,7,20,2,,33000,2,0
295043,2,1,2,1,12,3,24,2,,13000,2,0
295046,3,1,1,1,12,,50,2,,42000,2,0
295046,7,1,1,1,12,2,40,2,,30000,2,0
295051,1,1,1,1,12,1,40,2,,19600,2,0
295052,1,1,1,2,10,2,40,1,5,19000,2,0
295055,1,1,1,2,8,2,45,2,,12000,2,0
295075,2,1,1,1,12,2,40,2,,13000,2,0
296046,1,1,1,1,12,7,50,2,,40000,2,0
296046,2,1,1,1,12,7,36,2,,25000,2,0
296047,3,1,1,1,12,6,40,2,,26000,2,0
296048,1,1,1,1,12,5,40,2,,100000,1,5000
296062,2,1,1,2,10,7,40,2,,15000,2,0
296065,1,1,1,1,12,1,40,2,,26000,2,0
296065,2,1,2,1,12,1,25,2,,10400,2,0
296067,3,1,1,1,12,2,40,2,,23400,2,0
297002,2,1,1,1,12,7,40,2,,42000,2,0
297007,1,1,1,1,12,7,36,1,4,30000,2,0
297007,3,1,2,2,9,4,18,2,,14000,2,0
297020,1,1,1,1,12,7,36,1,,48000,2,0
297048,3,1,1,1,12,4,40,2,,25000,2,0
298004,1,1,2,1,12,7,18,2,,8100,2,0
298010,2,1,1,1,12,7,36,2,,20000,2,0
298084,3,1,1,1,12,1,40,2,,10000,2,0
299005,2,1,1,1,12,1,70,2,,24000,2,0
299032,1,1,1,1,12,6,40,1,1,40000,1,1000
299055,1,1,1,1,12,6,38,1,,26000,1,2000
299059,4,1,1,1,12,7,50,2,,70000,2,0
300003,1,1,1,1,12,6,40,1,0,30000,1,2160
300003,2,1,1,1,12,7,36,1,0,27000,2,0
300005,2,1,1,1,12,7,42,2,,16000,2,0
300007,2,1,1,1,12,7,24,2,,24000,2,0
300007,3,1,1,1,12,7,24,2,,18000,2,0
300073,1,1,1,1,12,6,40,2,,30000,2,0
300073,2,1,2,2,6,1,,2,,7000,2,0
302001,4,1,1,1,12,3,40,2,,33000,2,0
302007,1,1,1,1,12,2,40,1,1,25000,2,0
302021,1,1,1,1,12,6,36,2,,23500,2,0
302022,1,1,1,1,12,3,40,2,,23000,2,0
302023,2,1,2,1,12,1,20,2,,8500,2,0
302029,3,1,1,1,12,2,40,2,,12000,2,0
302044,1,1,1,1,12,2,40,2,,18000,2,0
302044,3,1,1,2,3,2,40,2,,6000,2,0
302044,4,1,1,1,12,2,40,2,,15000,2,0
302054,2,1,1,1,12,7,20,2,,30000,2,0
302071,1,1,1,1,12,7,36,1,2,34000,2,0
303005,1,1,2,1,12,7,35,2,,19000,2,0
303012,1,1,1,1,12,6,39,2,,30000,2,0
303014,1,1,1,1,12,7,36,2,,25000,2,0
303014,2,1,1,1,12,7,18,2,,14000,2,0
303017,2,1,1,1,12,4,36,2,,14000,2,0
303027,1,1,1,2,8,7,10,2,,8800,2,0
303027,2,1,1,1,12,7,14,2,,13500,2,0
303034,1,1,1,1,12,3,40,1,5,28000,2,0
303041,1,1,1,1,12,7,36,1,6,20700,2,0
303046,2,1,1,1,12,1,48,2,,24000,2,0
303057,3,1,1,1,12,2,40,2,,20000,2,0
303074,1,1,1,1,12,1,40,2,,22000,2,0
303074,2,1,2,1,12,3,20,2,,10000,2,0
303079,2,1,1,1,12,7,36,2,,28000,2,0
303090,1,1,1,1,12,3,50,1,10,34000,2,0
304017,3,1,1,2,3,7,36,2,,6000,2,0
304017,4,1,1,2,2,2,40,2,,4000,2,0
304027,1,1,1,1,12,1,40,2,,25000,2,0
304027,2,1,2,1,12,1,10,2,,9000,2,0
304034,3,1,1,1,12,7,36,1,0,29000,2,0
304048,3,1,1,1,12,2,40,1,4,16900,2,0
304057,1,1,1,1,12,3,50,1,5,20000,2,0
304057,2,1,2,1,12,2,28,2,,15000,2,0
304058,1,1,1,1,12,2,40,1,3,25000,2,0
304058,2,1,2,1,12,2,19,2,,8000,2,0
304081,1,1,1,1,12,7,40,1,2,25000,2,0
304081,2,1,1,1,12,7,20,2,,22000,2,0
305007,1,1,1,1,12,2,40,1,2,18000,2,0
305009,2,1,1,1,12,2,50,1,9,14500,2,0
305015,4,1,1,1,12,2,40,1,2,15000,2,0
305018,1,1,1,1,12,3,39,2,,19000,2,0
305018,2,1,1,1,12,5,40,2,,19000,2,0
305019,3,1,1,2,4,1,40,1,3,6000,2,0
305028,1,1,1,1,12,5,42,1,1,27000,2,0
305028,2,1,1,1,12,7,36,2,,23500,2,0
305041,1,1,1,2,5,4,40,1,6,10000,2,0
305042,1,1,1,1,12,4,40,1,5,27000,2,0
305042,2,1,1,1,12,7,36,2,,25000,2,0
305044,1,1,1,2,6,1,40,2,,8000,2,0
305044,2,1,1,2,2,2,40,2,,2600,2,0
305066,3,1,1,1,12,7,60,1,6,29000,2,0
305082,1,1,1,1,12,3,36,2,,28000,2,0
305087,3,1,1,1,12,7,40,2,,16000,2,0
305087,4,1,1,1,12,3,40,2,,19000,2,0
306001,1,1,1,1,12,5,40,2,,27000,2,0
306007,2,1,1,1,12,3,40,2,,10000,2,0
306008,1,1,1,1,12,,45,1,4,29000,2,0
306010,1,1,1,1,12,6,40,2,,30000,2,0
306057,1,1,1,1,12,6,48,2,,42500,2,0
306074,1,1,1,1,12,6,48,1,8,29000,2,0
307001,1,1,1,1,12,6,40,2,,18700,2,0
307001,4,1,1,1,12,5,40,2,,17300,2,0
307001,5,1,1,2,1,2,40,2,,1300,2,0
307003,1,1,1,1,12,2,40,1,5,23400,2,0
307003,3,1,1,2,8,6,40,2,,11200,2,0
307003,4,1,1,1,12,2,40,2,,15500,2,0
307004,3,1,1,1,12,6,40,1,1,22000,2,0
307004,4,1,1,1,12,3,40,2,,19000,2,0
307023,2,1,1,1,12,7,24,2,,26000,2,0
307023,3,1,1,1,12,2,40,2,,20000,2,0
307023,4,1,1,2,9,6,40,2,,13000,2,0
308022,1,1,1,1,12,6,40,2,,25000,2,0
308022,2,1,1,1,12,7,40,2,,30000,2,0
308049,3,1,1,1,12,6,60,2,,26000,1,5000
308054,1,1,1,1,12,7,25,2,,25000,2,0
309017,2,1,2,2,1,,48,2,,1300,2,0
309020,1,1,1,1,12,7,36,2,,20000,2,0
309020,3,1,1,1,12,2,45,2,,18000,2,0
309024,1,1,1,1,12,2,48,2,,13000,2,0
309027,1,1,1,1,12,2,40,2,,27000,2,0
309028,1,1,1,1,12,7,18,2,,24700,2,0
309054,5,1,2,2,3,2,40,2,,5400,2,0
309054,6,1,2,2,3,2,40,2,,5400,2,0
309065,1,1,1,1,12,1,60,2,,20800,1,
309066,1,1,1,1,12,1,56,2,,20600,2,0
309077,1,1,1,2,7,5,38,2,,18000,2,0
309079,1,1,1,1,12,1,62,2,,20000,2,0
309087,1,1,1,2,6,5,40,2,,9600,2,0
309087,5,1,1,1,12,7,30,2,,22100,2,0
309088,1,1,1,1,12,7,38,2,,26000,2,0
310005,1,1,1,1,12,6,38,2,,30000,2,0
310040,3,1,1,1,12,2,45,2,,15000,2,0
310040,4,1,1,1,12,2,50,1,,18000,2,0
310051,1,1,1,1,12,2,40,2,,25000,2,0
310077,2,1,1,1,12,7,36,2,,23000,2,0
311002,1,1,1,1,12,3,40,2,,8000,2,0
311010,1,1,1,1,12,7,40,2,,26000,2,0
311012,4,1,1,1,12,2,40,2,,13000,2,0
311013,1,1,1,1,12,7,18,2,,26000,2,0
311013,2,1,1,1,12,7,36,2,,24000,2,0
311032,2,1,1,1,12,7,40,2,,14000,2,0
311046,2,1,1,1,12,2,40,2,,13000,2,0
311069,1,1,1,1,12,7,40,2,,22000,2,0
311080,1,1,1,1,12,2,40,2,,20000,2,0
311080,2,1,1,1,12,7,20,2,,23000,2,0
312003,2,1,1,1,12,2,40,2,,20000,2,0
312010,2,1,2,2,1,,,2,,4800,2,0
312053,1,1,1,1,12,7,36,2,,24000,2,0
313002,4,1,1,1,12,1,40,2,,12000,2,0
313006,1,1,1,1,12,1,40,2,,22100,2,0
314001,1,1,1,1,12,3,48,2,,24000,2,0
314010,3,1,1,1,12,2,40,2,,16500,2,0
314010,4,1,1,1,12,2,40,2,,14500,2,0
314019,1,1,1,1,12,5,40,1,3,41000,2,0
314024,1,1,1,1,12,7,30,2,,26000,2,0
314024,2,1,1,1,12,7,30,2,,25000,2,0
314034,1,1,1,1,12,7,24,1,1,30000,2,0
314060,1,1,1,1,12,5,38,2,,38000,2,0
314060,2,1,1,1,12,7,3,2,,3600,2,0
314071,1,1,1,1,12,2,40,2,,29500,2,0
314072,1,1,1,1,12,7,24,2,,23000,2,0
314072,2,1,1,2,6,7,24,2,,12000,2,0
314084,1,1,1,1,12,7,24,2,,30000,2,0
314084,2,1,1,1,12,7,24,2,,25000,2,0
315002,1,1,1,1,12,7,36,1,0,20000,2,0
315002,3,1,1,1,12,1,40,2,,16500,2,0
315090,2,1,1,1,12,7,42,2,,15500,2,0
316079,2,1,1,1,12,1,30,2,,14000,1,280
317001,1,1,1,1,12,7,36,2,,22000,2,0
317002,2,1,1,2,2,1,40,2,,3000,2,0
317004,2,1,1,1,12,7,18,2,,23000,2,0
317008,3,1,1,2,6,1,40,2,,6000,2,0
317008,4,1,1,1,12,3,40,2,,15000,2,0
317072,1,1,1,1,12,1,40,2,,9000,2,0
317072,4,1,1,1,12,2,12,2,,10000,2,0
317080,1,1,1,2,11,7,32,2,,56000,2,0
318017,2,1,2,1,12,1,24,2,,9700,2,0
318017,3,1,1,1,12,5,36,2,,28000,2,0
318020,2,1,1,1,12,6,40,2,,33800,2,0
318020,4,1,1,1,12,7,36,2,,22100,2,0
318026,2,1,1,1,12,2,40,2,,20000,2,0
318067,1,1,1,1,12,7,40,2,,20000,2,0
318067,2,1,1,1,12,1,40,2,,20000,2,0
318077,3,1,1,1,12,5,40,2,,23400,2,0
319016,1,1,1,1,12,2,40,2,,70000,2,0
319019,1,1,1,1,12,7,40,1,5,23500,2,0
319020,2,1,1,1,12,7,36,2,,19000,2,0
319020,3,1,1,1,12,2,45,2,,14500,2,0
319022,3,1,1,1,12,5,40,1,5,23000,2,0
319023,1,1,1,1,12,7,36,2,,21000,2,0
319023,2,1,1,1,12,7,36,2,,23000,2,0
319023,3,1,1,1,12,5,38,1,5,26000,2,0
319023,4,1,1,2,10,7,36,2,,16000,2,0
319028,1,1,1,1,12,2,65,2,,39000,2,0
319037,1,1,1,1,12,4,40,2,,30000,2,0
319037,2,1,1,1,12,1,20,2,,10000,2,0
319052,1,1,1,1,12,2,45,2,,22000,2,0
319052,2,1,2,1,12,1,30,2,,13000,2,0
319052,3,1,1,2,9,2,40,2,,7000,2,0
319054,3,1,1,1,12,1,40,2,,16000,2,0
319054,4,1,1,1,12,3,45,1,5,28000,2,0
319060,2,1,1,1,12,7,30,2,,21000,2,0
319076,1,1,1,1,12,2,39,1,,26000,2,0
319076,2,1,1,1,12,5,39,1,5,28000,2,0
320005,2,1,1,1,12,7,23,2,,24000,2,0
320009,2,1,2,1,12,1,10,2,,4500,2,0
320012,1,1,1,1,12,7,40,1,4,20000,2,0
320014,4,1,1,1,12,2,50,1,4,13400,2,0
320014,5,1,1,2,8,2,40,1,5,4800,2,0
320015,3,1,2,2,4,2,3,2,,7000,2,0
320020,5,1,1,2,9,1,42,2,,12000,2,0
320025,3,1,1,1,12,3,40,2,,8000,2,0
320026,1,1,1,1,12,7,40,2,,28000,2,0
320064,1,1,1,2,7,1,40,2,,8000,2,0
320064,3,1,1,1,12,1,35,2,,8400,2,0
320079,1,1,1,1,12,7,36,2,,23000,2,0
320084,1,1,1,2,8,4,40,1,3,13000,2,0
321053,1,1,1,1,12,6,38,1,0,35000,2,0
321062,1,1,1,1,12,5,40,1,1,24000,2,0
321067,1,1,2,1,12,7,20,2,,13000,2,0
322005,3,1,1,1,12,3,40,2,,20000,2,0
322018,1,1,1,2,7,3,40,2,,7000,2,0
322018,2,1,2,2,6,2,20,2,,3000,2,0
322028,3,1,1,2,6,2,40,2,,9600,1,
322045,1,1,1,1,12,4,40,2,,50000,2,0
322045,2,1,1,1,12,7,36,2,,26000,2,0
322058,1,1,1,1,12,5,40,2,,20800,1,
322058,3,1,1,1,12,3,40,2,,11050,1,
322063,1,1,1,1,12,2,40,2,,28000,1,
322063,2,1,1,1,12,7,36,2,,28000,1,
323018,1,1,1,1,12,6,40,2,,40000,2,0
323023,1,1,2,1,12,3,40,2,,25000,2,0
323023,4,1,1,1,12,4,40,2,,20000,2,0
323025,1,1,1,1,12,2,40,1,4,21000,2,0
323025,2,1,1,1,12,7,40,2,,19000,2,0
323025,3,1,1,1,12,3,40,1,4,18000,2,0
323041,1,1,1,1,12,4,40,2,,22000,2,0
323046,1,1,1,1,12,7,38,2,,36000,2,0
323051,1,1,1,1,12,5,40,2,,22000,2,0
323055,2,1,1,1,12,7,36,2,,18000,2,0
323068,1,1,1,1,12,5,40,1,5,28000,1,5000
323071,1,1,1,1,12,6,50,2,,108000,1,
323071,3,1,1,1,12,1,40,2,,20000,2,0
323074,1,1,1,1,12,3,40,2,,21000,2,0
323074,2,1,1,1,12,3,40,2,,18000,2,0
323077,1,1,1,1,12,6,40,2,,20000,2,0
323077,2,1,1,1,12,6,40,2,,20000,2,0
324097,1,1,1,1,12,7,36,2,,22000,2,0
324097,2,1,1,1,12,7,40,2,,25000,2,0
324136,1,1,1,1,12,7,36,2,,25000,2,0
324136,2,1,1,1,12,7,46,2,,36000,2,0
324151,4,1,1,1,12,2,40,2,,18000,2,0
324243,2,1,2,2,1,3,1,2,,600,2,0
324244,1,1,1,1,12,,40,2,,26000,2,0
324244,2,1,1,1,12,7,36,2,,18000,2,0
324258,2,1,1,1,12,5,50,2,,32000,2,0
324258,3,1,1,1,12,7,35,2,,20000,2,0
324306,1,1,1,1,12,7,38,1,1,25000,2,0
324330,1,1,1,1,12,7,30,2,,35000,2,0
