NQUEST,NORD,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM
34499,2,1,1,2,5,1,65,2,,7000,2,0
34509,1,1,1,1,12,5,40,2,,24500,2,0
34513,1,1,1,1,12,6,35,2,,36000,2,0
34525,1,1,1,1,12,3,40,2,,22700,2,0
34534,3,1,1,1,12,7,18,2,,5000,2,0
34541,1,1,1,1,12,6,48,2,,30000,2,0
34560,1,1,1,1,12,7,35,2,,18000,2,0
34567,1,1,1,1,12,7,20,2,,32000,2,0
34567,3,1,1,1,12,7,20,2,,28000,2,0
34578,1,1,1,1,12,7,36,2,,30000,2,0
34578,2,1,1,1,12,7,36,2,,22000,2,0
34584,2,1,1,1,12,2,60,2,,12000,2,0
34593,3,1,1,1,12,1,50,2,,13000,2,0
34594,1,1,1,1,12,6,34,1,2,32000,1,2000
34600,4,1,1,1,12,6,40,2,,22650,2,0
34653,1,1,1,1,12,2,39,2,,20000,2,0
34706,1,1,1,1,12,7,18,2,,24000,2,0
34720,3,1,1,1,12,5,40,2,,25000,1,
34720,4,1,1,2,6,7,18,2,,10000,2,0
34721,1,1,1,1,12,7,38,2,,50000,2,0
34721,2,1,1,1,12,7,18,2,,20000,2,0
34726,2,1,2,2,3,2,60,2,,15000,2,0
34726,3,1,1,1,12,5,60,1,10,24000,2,0
34733,1,1,1,1,12,7,40,1,15,35000,2,0
34737,1,1,2,2,7,2,60,2,,15000,2,0
34738,1,1,1,1,12,7,40,1,10,30000,2,0
34739,1,1,1,1,12,,50,2,,50000,2,0
34739,2,1,1,1,12,7,50,2,,40000,2,0
34778,4,1,1,1,12,,50,2,,10200,2,0
34783,2,1,2,1,12,2,24,2,,6000,2,0
34785,1,1,1,1,12,7,18,2,,31000,2,0
34791,1,1,1,2,6,2,40,2,,12000,2,0
34791,3,1,1,1,12,2,40,2,,16000,2,0
34791,4,1,1,1,12,2,40,2,,8000,2,0
34793,1,1,1,2,9,1,40,2,,20000,2,0
34800,1,1,1,2,7,2,39,2,,12000,2,0
34800,3,1,1,2,10,2,36,2,,14000,2,0
34825,1,1,1,1,12,6,38,1,0,30000,2,0
34825,2,1,1,1,12,7,38,1,4,25000,2,0
34833,1,1,1,1,12,3,40,2,,30000,2,0
34833,3,1,1,2,3,5,40,2,,8000,2,0
34833,4,1,1,1,12,3,40,2,,17500,2,0
34836,1,1,1,1,12,7,36,2,,24000,2,0
34841,1,1,1,1,12,5,44,2,,36000,2,0
34841,2,1,1,1,12,7,18,2,,20000,2,0
34847,1,1,1,1,12,6,50,2,,60000,2,0
34847,2,1,1,1,12,7,36,2,,30000,2,0
34853,1,1,1,1,12,2,50,2,,80000,2,0
34900,1,1,1,1,12,5,50,2,,22000,2,0
34900,2,1,1,1,12,3,37,2,,19000,2,0
34922,1,1,1,1,12,6,40,1,8,35000,1,4000
34922,3,1,1,2,3,1,40,2,,3000,2,0
34925,1,1,1,1,12,6,58,2,,30000,2,0
34926,1,1,1,2,10,6,40,1,7,29000,2,0
34926,3,1,2,2,6,2,20,2,,4000,2,0
34927,1,1,1,1,12,1,40,2,,42000,2,0
34931,1,1,1,2,6,6,40,2,,12000,2,0
34931,2,1,1,2,3,6,30,2,,4200,2,0
34933,1,1,1,1,12,5,40,1,8,22750,2,0
34934,1,1,1,2,5,7,38,2,,24000,2,0
34934,2,1,1,1,12,7,20,2,,25000,2,0
34961,2,1,1,1,12,7,38,1,0,26000,2,0
34962,1,1,1,1,12,,40,1,5,30000,2,0
34962,2,1,1,1,12,7,36,1,4,20000,2,0
34983,3,1,1,1,12,3,40,2,,18000,2,0
34988,1,1,1,1,12,7,42,1,6,40000,2,0
34988,2,1,1,1,12,7,24,2,,20000,2,0
34993,2,1,1,2,2,3,40,2,,2000,2,0
35001,3,1,1,1,12,7,26,2,,17500,2,0
35001,5,1,1,1,12,7,50,2,,19500,2,0
35005,1,1,2,1,12,7,25,2,,13000,2,0
35019,1,1,1,1,12,2,60,2,,16000,2,0
35026,3,1,1,1,12,7,36,2,,24000,2,0
35032,1,1,1,1,12,7,36,2,,19500,2,0
35032,2,1,1,1,12,7,36,2,,19500,2,0
35035,2,1,2,1,12,6,20,1,10,13400,2,0
35067,3,1,1,1,12,1,40,2,,14000,2,0
35076,1,1,1,1,12,7,36,1,0,21000,2,0
35076,2,1,1,1,12,7,36,2,,25000,2,0
35080,1,1,1,2,7,7,25,2,,10000,2,0
35080,2,1,1,1,12,7,36,1,0,20000,2,0
35082,1,1,1,1,12,7,36,2,,18000,2,0
35103,1,1,1,1,12,7,36,2,,24000,2,0
35132,1,1,1,1,12,6,38,1,3,26000,2,0
35135,3,1,1,1,12,2,48,2,,17000,2,0
35142,3,1,1,1,12,2,44,2,,8600,2,0
35147,1,1,1,1,12,7,18,1,0,23673,2,0
35157,1,1,1,1,12,7,48,2,,22000,2,0
35164,2,1,1,1,12,3,70,2,,15000,2,0
35168,2,1,1,1,12,3,30,2,,9600,2,0
35202,1,1,1,1,12,7,36,2,,20000,2,0
35203,1,1,1,2,3,1,40,2,,5000,2,0
35205,1,1,1,2,5,1,40,2,,10000,2,0
35209,1,1,1,1,12,7,42,1,2,26000,2,0
35214,1,1,1,1,12,7,40,1,4,28000,2,0
35214,2,1,1,1,12,7,18,2,,34000,2,0
35222,3,1,1,1,12,5,40,1,2,20000,2,0
35222,4,1,1,1,12,5,40,1,2,20000,2,0
35223,2,1,2,1,12,6,20,2,,11000,2,0
35228,1,1,1,1,12,7,36,1,3,23100,2,0
35228,2,1,1,1,12,2,40,2,,16800,2,0
35229,2,1,1,2,6,3,40,1,1,5200,2,0
35231,3,1,1,1,12,7,38,2,,26000,2,0
35231,4,1,1,1,12,7,38,2,,26000,2,0
35232,2,1,1,1,12,1,40,2,,4500,2,0
35234,1,1,1,1,12,7,38,2,,29000,1,1100
35260,1,1,1,1,12,1,40,2,,22000,2,0
35260,2,2,2,2,4,2,30,2,,5000,2,0
35276,2,1,1,1,12,7,36,2,,25000,2,0
35278,1,1,1,1,12,7,36,1,4,30000,2,0
35278,2,1,1,1,12,7,36,2,,21000,2,0
35301,1,1,1,1,12,6,40,2,,24000,2,0
35301,2,1,1,1,12,7,25,2,,25000,2,0
35314,3,1,2,1,12,3,24,2,,15000,2,0
35314,4,1,2,1,12,3,24,2,,15000,2,0
35315,3,1,1,1,12,7,30,2,,18500,2,0
35322,3,1,1,1,12,3,40,2,,20000,2,0
35323,3,1,1,1,12,7,18,2,,16000,2,0
35326,1,1,1,1,12,6,90,2,,18000,2,0
35326,3,1,1,1,12,7,24,2,,24000,2,0
35327,1,1,1,1,12,6,40,2,,40000,2,0
35332,1,1,1,1,12,3,41,1,1,18000,2,0
35340,1,1,1,1,12,,39,1,1,22000,2,0
35340,4,1,1,2,3,7,40,2,,3000,2,0
35353,1,1,1,1,12,7,36,2,,26000,2,0
35354,1,1,1,2,8,3,40,2,,17000,2,0
35354,2,1,1,2,3,6,9,2,,5700,2,0
35366,1,1,1,1,12,7,36,1,4,24000,2,0
35366,2,1,1,1,12,7,27,2,,22000,2,0
35367,1,1,1,1,12,7,36,2,,17000,2,0
35367,3,1,1,2,3,7,24,2,,4500,2,0
35367,4,1,1,2,4,1,40,2,,6000,2,0
35372,1,1,1,1,12,7,36,2,,23000,2,0
35374,2,1,1,1,12,7,24,2,,23000,2,0
35376,2,1,2,2,3,5,5,2,,2500,2,0
35378,1,1,1,1,12,7,38,1,5,26000,2,0
35378,2,1,1,1,12,5,42,2,,22000,2,0
35379,1,1,1,1,12,6,40,1,2,24000,1,2000
35382,1,1,1,1,12,7,36,2,,24000,2,0
35382,2,1,1,1,12,7,36,2,,22000,2,0
35383,1,1,1,1,12,6,48,2,,25000,2,0
35389,2,1,1,1,12,4,30,2,,5000,2,0
35399,1,1,1,1,12,7,40,1,1,28000,1,100
35399,2,1,1,1,12,7,18,2,,22000,2,0
35405,3,1,1,1,12,2,40,2,,19500,2,0
35432,2,1,2,1,12,1,15,2,,8500,2,0
35443,1,1,1,1,12,6,40,2,,25000,1,180
35443,2,1,1,1,12,7,36,2,,21000,2,0
35443,3,1,1,2,6,5,40,2,,8400,2,0
35443,4,1,2,1,12,6,32,2,,24000,1,1200
35450,1,1,1,2,3,3,40,2,,5900,2,0
35454,1,1,1,1,12,7,36,1,0,37000,2,0
35454,2,1,1,1,12,7,25,2,,26000,2,0
35458,1,1,1,1,12,6,40,1,1,29000,2,0
35458,2,1,1,1,12,3,40,1,3,18000,2,0
35486,1,1,1,1,12,7,38,1,4,34000,2,0
35487,1,1,1,1,12,7,40,1,2,43000,1,1200
35487,4,1,1,2,5,5,45,1,5,9300,2,0
35488,3,2,2,1,12,3,14,2,,9000,2,0
35489,2,1,2,2,6,2,25,1,12,15000,2,0
35489,4,1,1,1,12,2,37,1,3,17000,2,0
35497,1,1,1,1,12,5,40,2,,30000,2,0
35497,3,1,1,1,12,5,40,1,0,25000,2,0
35497,4,1,1,1,12,5,36,2,,12000,2,0
35498,3,1,1,1,12,4,40,2,,16000,2,0
35500,3,1,1,1,12,1,44,2,,12000,2,0
35501,1,1,1,1,12,7,60,2,,20000,2,0
35502,1,1,1,1,12,2,48,2,,18000,2,0
35506,1,1,1,1,12,7,36,2,,24000,2,0
35506,2,1,1,1,12,6,40,1,5,30000,2,0
35507,3,1,1,1,12,7,40,2,,28000,2,0
35507,4,1,2,1,12,7,11,2,,6000,2,0
35512,1,1,1,1,12,4,48,2,,23000,2,0
35518,3,1,1,1,12,7,48,2,,26000,2,0
35518,4,1,1,1,12,6,48,2,,30000,2,0
35518,5,1,1,1,12,7,20,2,,18000,2,0
35520,1,1,1,1,12,7,40,2,,28000,2,0
35552,2,1,1,1,12,2,44,1,10,26896,2,0
35553,1,1,1,1,12,6,40,2,,28000,2,0
35555,1,1,1,1,12,7,,2,,42000,2,0
35570,1,1,1,1,12,2,40,2,,27000,2,0
35588,1,1,1,1,12,7,36,2,,24000,2,0
35590,2,1,1,1,12,2,40,2,,20000,2,0
35596,1,1,1,2,5,3,80,1,14,12000,2,0
35614,2,1,1,1,12,2,46,1,6,29000,2,0
35628,2,1,1,1,12,7,36,2,,19500,2,0
35638,1,1,1,1,12,1,40,2,,14000,2,0
35638,2,1,1,1,12,7,40,1,4,24700,2,0
35640,1,1,1,1,12,6,40,1,4,25000,2,0
35641,1,1,1,1,12,1,48,2,,19500,2,0
35643,1,1,1,1,12,7,40,2,,38000,2,0
35643,4,1,1,2,6,1,20,2,,7000,2,0
35647,1,1,1,1,12,7,48,1,5,33000,2,0
35650,1,1,1,1,12,7,40,1,5,36000,2,0
35676,1,1,1,1,12,4,41,1,1,25000,2,0
35676,2,1,1,1,12,5,40,2,,14000,2,0
35676,3,1,1,1,12,3,42,1,2,20000,2,0
35682,1,1,1,1,12,4,40,1,2,20000,2,0
35682,2,1,2,1,12,6,25,2,,25000,2,0
35702,2,1,1,1,12,7,18,2,,20000,2,0
35718,1,1,1,1,12,7,36,2,,22900,2,0
35718,2,1,1,1,12,,40,2,,16700,2,0
35718,3,1,1,1,12,3,36,2,,28000,2,0
35728,3,1,1,1,12,6,45,1,6,35000,2,0
35735,1,1,1,1,12,6,40,1,1,40000,1,
35735,2,1,2,1,12,3,30,2,,25000,2,0
35742,1,1,1,1,12,6,40,2,,32000,2,0
35742,2,1,1,1,12,1,40,2,,36000,2,0
35747,1,1,1,1,12,6,35,2,,65000,1,1400
35781,1,1,1,1,12,6,40,1,0,26000,2,0
35781,3,1,1,1,12,2,40,1,0,15000,2,0
35781,4,1,1,1,12,5,40,2,,15000,2,0
35788,1,1,1,1,12,7,36,2,,27500,2,0
35802,1,1,1,2,5,,,2,,13000,2,0
35802,3,1,1,2,4,3,48,2,,3000,2,0
35802,4,1,1,2,3,,,2,,7000,2,0
35812,1,1,1,1,12,2,50,1,4,35000,2,0
35813,1,1,1,1,12,7,36,1,2,18840,2,0
35819,1,1,1,1,12,3,40,2,,18000,2,0
35820,1,1,1,1,12,7,38,2,,30000,2,0
35820,2,1,1,1,12,7,30,2,,23000,2,0
35851,1,1,1,1,12,5,36,2,,18000,2,0
35851,3,1,1,1,12,4,37,2,,18000,2,0
35851,4,1,1,1,12,2,45,2,,10000,2,0
35862,1,1,1,1,12,7,40,2,,23600,2,0
35864,1,1,1,1,12,3,40,2,,8500,2,0
35867,2,1,1,1,12,3,50,1,5,14000,2,0
35879,1,1,1,1,12,1,55,2,,21000,2,0
35896,2,1,1,1,12,4,36,1,0,26000,2,0
35899,3,1,1,1,12,2,40,2,,13000,2,0
35899,4,1,1,1,12,1,50,2,,10000,2,0
35964,2,1,1,1,12,5,40,2,,40000,2,0
36002,1,1,1,1,12,7,40,2,,26000,2,0
36002,4,1,1,1,12,1,48,2,,4000,2,0
36004,1,1,1,1,12,7,36,2,,22000,2,0
36005,2,1,1,1,12,3,40,2,,12000,2,0
36008,3,1,1,1,12,2,60,2,,9600,2,0
36010,1,1,1,1,12,7,38,2,,31500,1,1900
36011,1,1,1,1,12,7,42,1,2,35000,2,0
36011,3,1,1,1,12,6,40,2,,18000,2,0
36049,1,1,1,1,12,7,50,1,15,30000,2,0
36062,1,1,1,1,12,6,40,1,0,24000,2,0
36062,2,1,2,1,12,1,20,1,0,8000,2,0
36071,1,1,1,1,12,7,35,2,,18000,2,0
36073,2,1,2,1,12,,15,2,,6000,2,0
36074,1,1,1,2,8,2,40,2,,14000,2,0
36101,1,1,1,1,12,6,38,1,2,43000,2,0
36106,2,1,1,1,12,2,40,2,,22000,2,0
36107,1,1,1,1,12,2,50,2,,32000,2,0
36107,3,1,1,1,12,1,40,2,,16800,2,0
36107,7,1,1,1,12,1,45,2,,7000,2,0
36109,1,1,2,1,12,1,24,2,,6000,2,0
36116,3,1,1,1,12,2,40,2,,16000,2,0
36120,1,1,1,1,12,5,40,1,,20000,2,0
36120,2,1,1,1,12,3,38,2,,16000,2,0
36122,1,1,1,1,12,2,60,1,,22000,2,0
36130,1,1,1,1,12,4,55,1,15,30000,2,0
36130,2,1,1,1,12,2,40,2,,13000,2,0
36131,1,1,1,1,12,7,40,2,,20000,2,0
36131,2,1,1,1,12,7,36,2,,20000,2,0
36144,1,1,1,2,10,1,25,2,,15223,2,0
36146,1,1,1,1,12,7,36,2,,26800,2,0
36147,1,1,1,1,12,4,40,1,5,18500,2,0
36147,3,1,1,1,12,4,40,1,5,16000,2,0
36156,1,1,1,1,12,5,46,2,,78000,2,0
36156,2,1,1,1,12,7,25,2,,37000,2,0
36161,3,1,1,1,12,2,40,2,,22000,2,0
36162,3,1,1,1,12,7,38,2,,21000,2,0
36163,2,1,1,1,12,7,30,2,,10000,2,0
36164,1,1,1,1,12,5,40,1,9,23000,2,0
36175,1,1,1,1,12,1,40,1,6,23400,2,0
36184,1,1,1,1,12,1,40,2,,22000,2,0
36184,2,1,1,2,6,1,40,2,,16500,2,0
36187,1,1,1,1,12,6,40,2,,22000,2,0
36236,1,1,1,2,6,2,45,2,,4500,2,0
36250,1,1,1,1,12,,40,1,8,25000,2,0
36250,2,1,1,1,12,7,36,2,,17000,2,0
36253,1,1,2,1,12,1,36,1,0,17000,2,0
36260,1,1,1,1,12,7,32,2,,21000,2,0
36260,2,1,1,2,3,7,32,2,,5500,2,0
36291,3,1,1,2,,,40,2,,6500,2,0
36291,4,1,1,2,6,,40,2,,3500,2,0
36302,1,1,1,1,12,6,50,1,5,32000,2,0
36311,1,1,1,1,12,7,36,1,6,22000,2,0
36321,1,1,1,1,12,7,32,2,,35000,2,0
36323,1,1,1,1,12,7,34,1,0,30000,2,0
36333,1,1,1,2,6,2,60,1,20,10000,2,0
36346,1,1,1,1,12,6,38,2,,42000,2,0
36349,1,1,1,1,12,6,40,1,3,21000,1,300
36373,1,1,1,1,12,7,50,1,10,40000,2,0
36376,2,1,1,1,12,7,24,2,,26000,2,0
36378,4,1,1,2,6,1,40,2,,6500,2,0
36391,1,1,1,2,3,1,40,2,,4000,2,0
36393,1,1,1,1,12,7,18,2,,24000,2,0
36393,2,1,1,1,12,2,40,2,,17000,2,0
36398,1,1,1,1,12,7,37,1,1,45000,2,0
36398,3,1,1,2,6,3,40,2,,7800,2,0
36399,1,1,1,1,12,7,40,1,4,35000,2,0
36399,2,1,2,1,12,6,25,2,,25000,2,0
36402,1,1,1,1,12,3,40,2,,30000,2,0
36403,1,1,1,1,12,3,40,2,,26000,2,0
36403,3,1,1,2,3,2,40,2,,5500,2,0
36406,1,1,1,1,12,6,40,2,,25000,2,0
36409,1,1,1,1,12,7,37,1,6,27000,2,0
36409,2,1,1,1,12,7,40,2,,27000,2,0
36412,1,1,1,2,3,2,40,2,,5000,2,0
36420,1,1,1,1,12,6,40,2,,27000,2,0
36426,1,1,1,1,12,2,40,1,1,27000,2,0
36426,2,1,1,2,10,7,36,2,,16000,2,0
36427,1,1,1,1,12,5,40,2,,21000,2,0
36427,2,1,1,1,12,2,40,1,2,28000,2,0
36428,1,1,1,1,12,5,38,2,,35000,1,5000
36441,1,2,2,1,12,1,20,2,,13000,2,0
36441,1,1,1,1,12,6,36,2,,30000,2,0
36441,2,1,1,1,12,3,40,2,,20000,2,0
36443,1,1,1,1,12,6,38,1,1,22000,2,0
36443,2,1,1,1,12,7,36,2,,21000,2,0
36450,1,1,1,1,12,3,40,1,2,40000,2,0
36450,2,1,1,1,12,7,32,2,,22000,2,0
36493,3,1,1,1,12,7,36,1,0,24000,2,0
36494,4,1,1,1,12,6,40,2,,22000,2,0
36495,1,1,2,1,12,1,11,2,,6000,2,0
36496,2,1,1,1,12,7,40,2,,20000,2,0
36496,3,1,1,1,12,3,40,2,,15000,2,0
36501,1,1,1,1,12,4,40,2,,22000,2,0
36512,1,1,1,1,12,7,40,2,,25000,2,0
36512,3,1,1,1,12,1,40,2,,20000,2,0
36514,1,1,1,1,12,3,38,2,,26000,2,0
36519,3,1,1,1,12,5,40,2,,25000,2,0
36521,1,1,1,1,12,7,40,2,,45000,2,0
36522,1,1,1,1,12,7,36,1,2,19000,2,0
36522,2,1,1,1,12,7,36,1,2,19000,2,0
36524,1,1,1,1,12,7,40,2,,33000,2,0
36527,3,1,1,1,12,2,40,1,5,20000,2,0
36530,1,1,1,1,12,5,40,2,,30000,1,2500
36530,2,1,1,1,12,7,36,2,,30000,2,0
36545,1,1,1,1,12,7,30,2,,29000,2,0
36550,1,1,1,1,12,7,39,2,,50000,2,0
36554,1,1,1,1,12,7,40,1,5,24000,1,200
36558,1,1,1,1,12,7,22,2,,38000,2,0
36566,2,1,1,1,12,7,18,2,,23000,2,0
36595,1,1,1,1,12,7,18,1,1,34000,2,0
36597,1,1,1,1,12,6,36,2,,35000,2,0
36622,2,1,1,1,12,2,38,2,,14000,2,0
36627,1,1,1,1,12,7,25,2,,23000,2,0
36627,2,1,1,1,12,7,25,2,,23000,2,0
36627,3,1,1,1,12,6,40,2,,27000,2,0
36642,1,1,1,1,12,2,48,2,,15600,2,0
36646,1,1,1,1,12,3,40,2,,26000,2,0
36647,1,1,1,1,12,5,32,1,5,16000,2,0
36647,2,1,1,1,12,6,40,2,,24000,2,0
36688,1,1,1,1,12,7,36,2,,18000,2,0
36697,1,1,1,1,12,7,32,2,,25000,2,0
36726,1,1,1,1,12,5,44,2,,26000,2,0
36726,2,1,2,1,12,2,18,2,,8450,2,0
36727,3,1,1,1,12,7,30,2,,16600,2,0
36733,1,1,1,1,12,7,40,1,12,55000,2,0
36739,1,1,1,1,12,7,43,1,3,40000,2,0
36741,2,1,1,1,12,2,40,2,,16900,2,0
36746,4,1,1,2,6,7,24,2,,10500,2,0
36759,1,1,1,1,12,7,38,2,,45000,2,0
36759,2,1,1,1,12,7,38,2,,25000,2,0
36763,1,1,1,1,12,7,24,1,1,36000,2,0
36768,1,1,1,1,12,7,36,1,0,23800,2,0
36768,2,1,1,1,12,7,36,1,0,22000,2,0
36770,1,1,1,1,12,7,40,1,4,35000,2,0
36773,1,1,1,1,12,7,38,1,4,32000,2,0
36773,2,1,1,2,8,7,20,1,1,8000,2,0
36774,1,1,2,1,12,1,30,2,,8000,2,0
36775,1,1,1,1,12,3,50,1,8,22000,2,0
36785,1,1,1,1,12,7,36,2,,36400,2,0
36785,2,1,1,1,12,7,36,2,,29000,2,0
36815,1,1,1,1,12,1,50,2,,24000,2,0
36815,3,1,1,1,12,1,50,2,,14000,2,0
36883,1,1,1,2,9,1,48,2,,20000,2,0
36888,1,1,1,1,12,7,39,2,,32000,2,0
36889,1,1,1,1,12,7,36,1,0,24000,2,0
36891,1,1,1,2,7,1,40,2,,14000,2,0
36892,1,1,1,1,12,7,36,2,,15000,2,0
36892,2,1,1,1,12,7,36,2,,18000,2,0
36893,1,1,1,1,12,7,36,2,,28000,2,0
37001,1,1,1,1,12,6,40,2,,35000,2,0
37011,1,1,1,1,12,7,33,1,1,33000,2,0
37011,2,1,1,1,12,7,40,2,,25000,2,0
37012,1,1,1,1,12,6,40,1,6,33000,2,0
37012,2,1,1,1,12,7,36,2,,27000,2,0
37026,1,1,1,1,12,2,40,1,0,15000,2,0
37034,1,1,1,2,7,5,40,2,,19000,2,0
37036,3,1,1,2,3,1,40,2,,6000,2,0
37042,1,1,1,1,12,7,37,1,0,40000,1,1610
37042,3,1,1,1,12,5,38,1,1,30000,2,0
37043,1,1,1,1,12,3,37,2,,24000,2,0
37044,2,1,1,1,12,1,43,2,,21000,2,0
37044,3,1,1,1,12,2,40,2,,16900,2,0
37064,1,1,1,1,12,2,40,1,1,25948,2,0
37067,1,1,1,1,12,7,40,1,3,26800,2,0
37073,2,1,1,1,12,7,36,2,,26000,2,0
37083,1,1,1,1,12,7,48,2,,36500,2,0
37095,2,1,1,2,9,7,13,2,,5500,2,0
37115,1,1,1,1,12,5,40,1,4,21500,2,0
37205,1,1,1,1,12,6,40,2,,25000,2,0
37211,1,1,1,1,12,6,50,2,,35000,2,0
37216,1,1,1,1,12,6,40,1,5,30000,2,0
37218,1,1,1,1,12,6,40,2,,28000,2,0
37223,1,1,1,2,8,6,30,2,,17000,2,0
37223,2,1,1,1,12,6,40,2,,25000,2,0
37233,1,1,1,2,5,7,40,1,2,21000,1,160
37250,2,1,1,1,12,2,60,2,,26000,2,0
37258,2,1,1,1,12,7,24,2,,20000,2,0
37264,1,1,2,2,6,6,18,2,,15000,2,0
37266,3,1,1,1,12,7,36,2,,30000,2,0
37286,1,1,1,1,12,7,36,2,,21800,2,0
37286,2,1,1,1,12,7,24,2,,20800,2,0
37287,1,1,1,1,12,7,36,2,,21800,2,0
37291,3,1,1,2,6,7,24,1,0,7000,2,0
37291,4,1,1,2,6,7,38,2,,11500,2,0
37294,1,1,1,1,12,4,38,2,,23500,2,0
37295,1,1,1,1,12,7,28,2,,30800,2,0
37295,2,1,1,1,12,7,28,2,,30000,2,0
37299,1,1,1,1,12,1,50,2,,19000,2,0
37300,1,1,1,2,5,1,40,2,,2800,2,0
37300,3,1,1,1,12,1,50,2,,4800,2,0
37302,3,1,1,2,6,6,40,1,1,10800,2,0
37303,1,1,1,1,12,1,35,2,,7200,2,0
37303,2,1,1,1,12,2,48,1,4,19000,2,0
37303,5,1,1,1,12,1,39,2,,12000,2,0
37313,1,1,1,1,12,7,36,2,,19500,2,0
37315,1,2,1,2,5,1,72,2,,5000,2,0
37315,2,1,1,2,10,7,48,2,,4000,2,0
37316,2,1,1,1,12,7,40,2,,26000,2,0
37326,1,1,1,2,8,2,40,2,,15000,2,0
37326,2,1,1,2,8,2,40,2,,10000,2,0
37327,1,1,1,1,12,7,36,1,10,25000,2,0
37327,2,1,1,2,3,2,40,2,,10000,2,0
37328,2,1,1,1,12,7,30,2,,34000,2,0
37329,2,1,1,1,12,7,36,2,,20000,2,0
37329,3,1,1,1,12,4,40,2,,25000,2,0
37330,2,1,2,2,3,2,40,2,,7000,2,0
37339,2,1,1,1,12,7,36,2,,25000,2,0
37342,3,1,1,1,12,1,40,2,,35000,2,0
37343,1,1,1,1,12,7,36,2,,25000,2,0
37343,3,1,1,1,12,7,36,2,,22000,2,0
37343,4,1,1,1,12,7,36,2,,14000,2,0
37349,1,1,1,1,12,7,36,2,,40000,2,0
37349,3,1,1,1,12,2,38,2,,18000,2,0
37349,4,1,1,1,12,7,36,2,,18000,2,0
37350,1,1,1,1,12,7,36,2,,45000,2,0
37350,2,1,1,1,12,7,24,2,,30000,2,0
37385,2,1,1,1,12,7,36,2,,23000,2,0
37386,1,1,2,1,12,7,18,2,,10000,2,0
37386,2,1,2,2,4,7,25,2,,12000,2,0
37387,1,1,1,1,12,7,18,2,,22000,2,0
37387,2,1,1,1,12,7,18,2,,18000,2,0
37389,3,1,1,1,12,2,45,1,5,19000,2,0
37390,2,1,1,2,6,1,40,2,,14000,2,0
37394,1,1,1,1,12,6,40,1,3,30000,2,0
37396,1,1,1,1,12,7,40,1,2,26000,2,0
37410,2,1,1,1,12,7,40,1,2,24000,2,0
37410,3,1,1,2,6,6,35,1,3,9000,2,0
37418,3,1,1,1,12,3,40,2,,16000,2,0
37456,1,1,1,1,12,7,36,2,,30000,2,0
37456,2,1,1,1,12,7,36,2,,50000,2,0
37458,1,1,1,1,12,7,36,2,,18798,2,0
37461,1,1,1,1,12,7,36,1,6,38000,2,0
37461,3,1,2,1,12,1,20,2,,12000,2,0
37465,1,1,2,2,9,2,22,2,,9900,2,0
37465,3,1,1,1,12,2,50,2,,18200,2,0
37509,2,1,1,1,12,7,30,1,1,18000,2,0
37511,1,1,1,1,12,7,39,1,3,30000,2,0
37518,3,1,1,1,12,3,40,1,5,22000,2,0
37521,2,1,1,1,12,7,35,2,,24000,2,0
37523,2,1,1,2,8,4,45,1,5,14400,2,0
37546,1,1,1,2,3,6,45,1,2,7000,2,0
37572,1,1,1,1,12,2,50,2,,32200,2,0
37572,2,1,1,1,12,2,35,2,,18200,2,0
37576,1,1,1,1,12,2,40,2,,22400,2,0
37584,1,1,1,2,8,7,42,1,6,28000,2,0
37621,1,1,1,1,12,6,48,1,8,26000,2,0
37621,2,1,1,1,12,3,40,2,,20000,2,0
37622,2,1,1,1,12,6,40,2,,19500,2,0
37639,1,1,1,1,12,7,36,2,,18000,1,2000
37639,2,1,1,2,4,4,36,2,,6000,2,0
37639,3,1,1,1,12,5,36,2,,20000,2,0
37639,4,1,1,1,12,4,36,2,,20000,2,0
37642,1,1,1,1,12,3,60,1,4,29000,1,1800
37643,1,1,1,1,12,1,45,2,,21823,2,0
37653,1,1,1,1,12,7,36,2,,20000,2,0
37659,1,1,1,1,12,,38,2,,25000,1,
37662,2,1,1,1,12,7,36,2,,24000,2,0
37665,1,1,1,1,12,7,36,2,,20000,2,0
37665,2,1,1,1,12,3,40,1,2,22000,2,0
37667,1,1,1,1,12,1,40,2,,17200,2,0
37677,1,1,1,1,12,6,40,2,,36000,2,0
37685,1,1,1,1,12,3,45,1,6,16560,2,0
37687,1,1,1,1,12,2,40,1,2,22000,2,0
37687,4,1,1,1,12,3,40,2,,19000,2,0
37696,3,1,1,1,12,6,32,1,4,27000,2,0
37698,1,1,1,1,12,7,40,1,2,25000,1,1500
37698,2,1,1,1,12,7,40,1,3,23000,2,0
37721,1,1,1,2,9,7,36,2,,13500,2,0
37751,1,1,1,1,12,7,37,2,,45000,2,0
37776,1,1,1,1,12,6,40,2,,26500,2,0
37776,3,1,1,1,12,6,40,1,8,16400,2,0
37780,1,1,1,1,12,6,40,1,8,29000,1,1500
37784,1,1,1,1,12,6,36,2,,36000,2,0
37786,1,1,1,2,1,,,2,,20000,2,0
37786,2,1,1,2,1,6,36,2,,1400,2,0
37788,1,1,1,1,12,6,40,1,2,29000,1,1500
37788,3,1,1,2,5,5,40,2,,4800,2,0
37789,1,1,1,1,12,6,40,1,2,28000,1,1200
