NQUEST,NORD,LAVORO,PIND1,PIND2,PIND3,PPENS,ALTRED1,ALTRED2,ALTRED3,ALTRED4,ALL1,ALL2,ALL3,ALL4,ALL5,ALL6
29197,4,2,2,2,2,2,2,2,2,2,,,,,,
29280,1,1,2,2,2,2,2,2,2,2,1,,,,,
29280,2,1,2,2,2,2,2,2,2,2,1,,,,,
29280,3,2,2,2,2,1,2,2,2,2,,,,,5,
29280,4,2,2,2,2,1,2,2,2,2,,,,,5,
29280,5,2,2,2,2,2,2,2,2,2,,,,,,
29280,6,2,2,2,2,2,2,2,2,2,,,,,,
29282,1,2,2,2,2,1,2,2,2,2,,,,,5,
29282,2,2,2,2,2,2,2,2,2,2,,,,,,
29282,3,1,2,2,2,2,2,2,2,2,1,,,,,
29282,4,2,2,2,2,1,2,2,2,2,,,,,5,
29283,1,1,2,2,2,2,2,2,2,2,1,,,,,
29283,2,1,2,2,2,2,2,2,2,2,1,,,,,
29283,3,1,2,2,2,2,2,2,2,2,1,,,,,
29283,4,2,2,2,2,2,2,2,2,2,,,,,,
29283,5,2,2,2,2,2,2,2,2,2,,,,,,
29286,1,2,2,2,2,1,2,2,2,2,,,,,5,
29288,1,2,2,2,2,1,2,2,2,2,,,,,5,
29288,2,2,2,1,2,2,2,2,2,2,,,3,,,
29288,3,2,2,1,2,2,2,2,2,2,,,3,,,
29292,1,1,2,2,2,2,2,2,2,2,1,,,,,
29292,2,2,2,2,2,2,2,2,2,2,,,,,,
29292,3,2,2,2,2,2,2,2,2,2,,,,,,
29292,4,2,2,2,2,2,2,2,2,2,,,,,,
29293,1,1,2,2,2,2,2,2,2,2,1,,,,,
29293,2,2,2,2,2,2,2,2,2,2,,,,,,
29293,3,2,2,2,2,2,2,2,2,2,,,,,,
29293,4,2,2,2,2,2,2,2,2,2,,,,,,
29294,1,2,2,2,2,1,2,2,2,2,,,,,5,
29333,1,2,2,2,2,1,2,2,2,2,,,,,5,
29334,1,2,1,2,2,2,2,2,2,2,,2,,,,
29334,2,2,2,2,2,2,2,2,2,2,,,,,,
29334,3,2,2,2,2,2,2,2,2,2,,,,,,
29334,4,2,2,2,2,2,2,2,2,2,,,,,,
29334,5,2,2,2,2,2,2,2,2,2,,,,,,
29335,1,2,1,2,2,2,2,2,2,2,,2,,,,
29335,2,2,2,2,2,2,2,2,2,2,,,,,,
29335,3,1,2,2,2,2,2,2,2,2,1,,,,,
29335,4,2,2,2,2,2,2,2,2,2,,,,,,
29335,5,2,2,2,2,2,2,2,2,2,,,,,,
29341,1,2,2,2,2,2,2,2,2,2,,,,,,
29341,2,2,1,2,2,2,1,2,2,2,,2,,,,6
29341,3,2,2,2,2,2,2,2,1,2,,,,,,6
29341,4,2,1,2,2,2,1,2,2,1,,2,,,,6
29341,5,2,2,2,2,2,2,2,2,1,,,,,,6
29352,1,2,2,2,2,1,2,2,2,2,,,,,5,
29352,2,2,2,2,2,1,2,2,2,2,,,,,5,
29359,1,1,2,2,2,2,2,2,2,2,1,,,,,
29359,2,1,2,2,2,2,2,2,2,2,1,,,,,
29359,3,2,2,2,2,2,2,2,2,2,,,,,,
29359,4,2,2,2,2,2,2,2,2,2,,,,,,
29362,1,2,2,2,2,1,2,2,2,2,,,,,5,
29367,1,2,1,2,2,2,2,2,2,1,,2,,,,6
29367,2,2,2,2,2,2,2,2,2,1,,,,,,6
29421,1,2,1,2,2,2,2,2,2,2,,2,,,,
29421,2,2,2,2,2,2,2,2,2,2,,,,,,
29421,3,2,2,2,2,2,2,2,2,2,,,,,,
29428,1,2,1,2,2,2,2,2,2,2,,2,,,,
29428,2,2,2,2,2,2,2,2,2,2,,,,,,
29428,3,2,2,2,2,2,2,2,2,2,,,,,,
29428,4,2,2,2,2,2,2,2,2,2,,,,,,
29439,1,1,2,2,2,2,2,2,2,1,1,,,,,6
29439,2,2,2,2,2,2,2,2,2,2,,,,,,
29439,3,1,2,2,2,2,2,2,2,2,1,,,,,
29440,1,1,2,2,2,2,2,2,2,2,1,,,,,
29440,2,2,2,2,2,2,2,2,2,2,,,,,,
29440,3,2,2,2,2,2,2,2,2,2,,,,,,
29440,4,2,2,2,2,2,2,2,2,2,,,,,,
29440,5,2,2,2,2,2,2,2,2,2,,,,,,
29440,6,2,2,2,2,2,2,2,2,2,,,,,,
29447,1,1,2,2,2,2,2,2,2,2,1,,,,,
29447,2,2,2,2,2,2,2,2,2,2,,,,,,
29447,3,2,2,2,2,2,2,2,2,2,,,,,,
29450,1,1,2,2,2,2,2,2,2,2,1,,,,,
29452,1,2,2,1,2,2,2,2,2,2,,,3,,,
29452,2,2,2,2,2,2,2,2,2,2,,,,,,
29452,3,2,2,1,2,2,2,2,2,2,,,3,,,
29452,4,2,2,1,2,2,2,2,2,2,,,3,,,
29452,5,2,2,2,2,2,2,2,2,2,,,,,,
29452,6,2,2,2,2,2,2,2,2,2,,,,,,
29452,7,2,2,2,2,2,2,2,2,2,,,,,,
29454,1,2,1,2,2,2,2,2,2,2,,2,,,,
29456,1,1,2,2,2,2,2,2,2,2,1,,,,,
29456,2,2,2,2,2,2,2,2,2,2,,,,,,
29456,3,2,2,2,2,2,2,2,2,2,,,,,,
29456,4,2,2,2,2,2,2,2,2,2,,,,,,
29457,1,1,2,2,2,2,2,2,2,2,1,,,,,
29457,2,2,2,2,2,2,2,2,2,2,,,,,,
29457,3,2,2,2,2,2,2,2,2,2,,,,,,
29457,4,2,2,2,2,2,2,2,2,2,,,,,,
29457,5,2,2,2,2,2,2,2,2,2,,,,,,
29459,1,1,1,2,2,2,2,2,2,2,1,2,,,,
29459,2,2,2,2,2,2,2,2,2,2,,,,,,
29459,3,2,2,2,2,2,2,2,2,2,,,,,,
29463,1,1,2,2,2,2,2,2,2,2,1,,,,,
29463,2,2,2,2,2,2,2,2,2,2,,,,,,
29463,3,2,2,2,2,2,2,2,2,2,,,,,,
29463,4,2,2,2,2,2,2,2,2,2,,,,,,
29463,5,2,2,2,2,1,2,2,2,2,,,,,5,
29464,1,2,2,2,2,1,2,2,2,2,,,,,5,
29464,2,2,2,2,2,1,2,2,2,2,,,,,5,
29507,1,2,2,2,2,1,2,2,2,2,,,,,5,
29507,2,2,2,2,2,2,2,2,2,2,,,,,,
29507,3,1,2,2,2,2,2,2,2,2,1,,,,,
29507,4,1,2,2,2,2,2,2,2,2,1,,,,,
29546,1,2,2,1,2,1,2,2,2,2,,,3,,5,
29546,2,2,2,1,2,1,2,2,2,2,,,3,,5,
29546,3,2,2,2,1,2,2,2,2,2,,,,4,,
29553,1,2,1,2,2,1,2,2,2,2,,2,,,5,
29553,2,2,2,2,2,2,2,2,2,2,,,,,,
29553,3,1,2,2,2,2,2,2,2,2,1,,,,,
29561,1,2,2,2,1,2,2,2,2,2,,,,4,,
29561,2,2,2,2,2,2,2,2,2,2,,,,,,
29561,3,2,2,2,1,2,2,2,2,2,,,,4,,
29564,1,2,1,1,2,1,2,2,2,2,,2,3,,5,
29564,2,2,2,1,2,2,2,2,2,2,,,3,,,
29564,3,2,2,2,2,2,2,2,2,2,,,,,,
29564,4,2,2,2,2,2,2,2,2,2,,,,,,
29565,1,2,2,2,2,1,2,2,2,2,,,,,5,
29570,1,2,2,2,2,1,2,2,2,2,,,,,5,
29592,1,2,1,2,2,2,2,2,2,2,,2,,,,
29592,2,1,1,2,2,2,2,2,2,2,1,2,,,,
29595,1,2,1,2,2,2,2,2,2,2,,2,,,,
29595,2,1,2,2,2,2,2,2,2,2,1,,,,,
29595,3,2,2,2,2,2,2,2,2,2,,,,,,
29595,4,2,2,2,2,2,2,2,2,2,,,,,,
29597,1,2,2,1,2,2,2,2,2,1,,,3,,,6
29597,2,2,2,1,2,2,2,2,2,2,,,3,,,
29597,3,2,2,2,2,2,2,2,2,2,,,,,,
29597,4,2,2,2,2,2,2,2,2,2,,,,,,
29601,1,1,2,2,2,2,2,2,2,2,1,,,,,
29601,2,1,2,2,2,2,2,2,2,2,1,,,,,
29601,3,2,2,2,2,1,2,2,2,2,,,,,5,
29616,1,2,2,1,2,2,2,2,2,2,,,3,,,
29616,2,2,2,1,2,2,2,2,2,2,,,3,,,
29678,1,1,2,2,2,2,2,2,2,2,1,,,,,
29678,2,2,2,2,2,2,2,2,2,2,,,,,,
29678,3,2,2,2,2,2,2,2,2,2,,,,,,
29680,1,1,2,2,2,2,2,2,2,2,1,,,,,
29680,2,2,2,2,2,2,2,2,2,2,,,,,,
29680,3,2,2,2,2,2,2,2,2,2,,,,,,
29680,4,2,2,2,2,2,2,2,2,2,,,,,,
29684,1,1,2,2,1,2,2,2,2,2,1,,,4,,
29684,2,1,2,2,1,2,2,2,2,2,1,,,4,,
29684,3,2,2,2,2,2,1,2,2,2,,,,,,6
29684,4,2,2,2,2,2,2,2,2,2,,,,,,
29687,1,2,1,2,2,2,2,2,2,2,,2,,,,
29687,2,2,2,2,2,2,2,2,2,2,,,,,,
29687,3,2,2,2,2,2,2,2,2,2,,,,,,
29687,4,2,2,2,2,2,2,2,2,2,,,,,,
29703,1,2,2,2,1,2,2,2,2,2,,,,4,,
29703,2,1,1,2,2,2,2,2,2,2,1,2,,,,
29703,3,2,2,2,2,2,2,2,2,2,,,,,,
29703,4,2,2,2,2,2,2,2,2,2,,,,,,
29704,1,1,2,2,2,2,2,2,2,2,1,,,,,
29704,2,1,2,2,2,2,2,2,2,2,1,,,,,
29704,3,2,2,2,2,2,2,2,2,2,,,,,,
29704,4,2,2,2,2,2,2,2,2,1,,,,,,6
29705,1,2,2,2,2,1,2,2,2,2,,,,,5,
29706,1,1,2,2,2,2,2,2,2,2,1,,,,,
29706,2,2,2,2,2,2,2,2,2,2,,,,,,
29706,3,2,2,2,2,2,2,2,2,2,,,,,,
29706,4,2,2,2,2,2,2,2,2,2,,,,,,
29735,1,2,2,2,2,1,2,2,2,2,,,,,5,
29737,1,1,2,2,2,2,2,2,2,2,1,,,,,
29737,2,1,2,2,2,2,2,2,2,2,1,,,,,
29742,1,2,1,2,2,2,2,2,2,2,,2,,,,
29742,2,1,2,2,2,2,2,2,2,2,1,,,,,
29742,3,2,2,2,2,1,2,2,2,2,,,,,5,
29742,4,2,2,2,2,2,2,2,2,2,,,,,,
29742,5,2,2,2,2,2,2,2,2,2,,,,,,
29760,1,2,2,2,2,1,2,2,2,2,,,,,5,
29760,2,2,2,2,2,2,2,2,2,2,,,,,,
29760,3,1,2,2,2,2,2,2,2,2,1,,,,,
29760,4,2,2,2,2,2,2,2,2,2,,,,,,
29763,1,2,2,2,2,1,2,2,2,2,,,,,5,
29764,1,2,2,2,2,1,2,2,2,2,,,,,5,
29773,1,1,2,2,2,2,2,2,2,2,1,,,,,
29773,2,2,2,2,2,2,2,2,2,2,,,,,,
29774,1,2,2,2,2,1,2,2,2,2,,,,,5,
29777,1,2,2,2,2,1,2,2,2,2,,,,,5,
29777,2,2,2,2,2,2,2,2,2,2,,,,,,
29777,3,2,2,2,2,2,2,2,2,2,,,,,,
29798,1,2,2,2,2,1,2,2,2,2,,,,,5,
29798,2,2,2,2,2,1,2,2,2,2,,,,,5,
29798,3,1,2,2,2,2,2,2,2,2,1,,,,,
29802,1,1,2,2,2,2,1,2,2,2,1,,,,,6
29802,2,2,2,2,2,2,2,2,2,2,,,,,,
29802,3,2,2,2,2,2,2,2,2,2,,,,,,
29802,4,2,2,2,2,2,2,2,2,2,,,,,,
29802,5,2,2,2,2,2,2,2,2,2,,,,,,
29805,1,2,2,2,2,1,2,2,2,2,,,,,5,
29805,2,2,2,2,2,2,2,2,2,2,,,,,,
29805,3,2,2,2,2,2,2,2,2,2,,,,,,
29819,1,2,2,2,2,1,2,2,2,2,,,,,5,
29819,2,2,2,2,2,1,2,2,1,2,,,,,5,6
29823,1,2,2,2,2,1,2,2,2,2,,,,,5,
29823,2,2,2,2,2,1,2,2,2,2,,,,,5,
29823,3,2,2,2,2,2,2,2,2,2,,,,,,
29823,4,2,2,2,2,2,2,2,2,2,,,,,,
29823,5,2,2,2,2,2,2,2,2,2,,,,,,
29874,1,2,2,1,2,2,2,2,2,2,,,3,,,
29874,2,2,2,1,2,2,2,2,2,2,,,3,,,
29874,3,2,2,2,2,2,2,2,2,2,,,,,,
29874,4,2,2,2,2,2,2,2,2,2,,,,,,
31001,1,2,2,2,2,1,2,2,2,2,,,,,5,
31002,1,2,2,2,2,1,2,2,2,2,,,,,5,
31003,1,2,2,2,2,1,2,2,2,2,,,,,5,
31003,2,2,2,2,2,2,2,2,2,2,,,,,,
31003,3,1,2,2,2,2,2,2,2,2,1,,,,,
31003,4,2,2,2,2,2,2,2,2,2,,,,,,
31006,1,2,2,2,2,1,2,2,2,2,,,,,5,
31006,2,2,2,2,2,2,2,2,2,2,,,,,,
31008,1,2,2,2,2,1,2,2,2,2,,,,,5,
31008,2,1,2,2,2,2,2,2,2,2,1,,,,,
31025,1,1,2,2,2,2,2,2,2,2,1,,,,,
31025,2,2,2,2,2,1,2,2,2,2,,,,,5,
31030,1,2,2,2,2,1,2,2,2,2,,,,,5,
31030,2,2,2,2,2,2,2,2,2,2,,,,,,
31031,1,1,2,2,2,2,2,2,2,2,1,,,,,
31031,2,2,2,2,2,1,2,2,2,2,,,,,5,
31031,3,2,2,2,2,2,2,2,2,2,,,,,,
31031,4,2,2,2,2,2,2,2,2,2,,,,,,
31033,1,1,2,2,2,2,2,2,2,2,1,,,,,
31033,2,1,2,2,2,2,2,2,2,2,1,,,,,
31033,3,2,2,2,2,2,2,2,2,2,,,,,,
31041,1,2,2,2,2,1,2,2,2,2,,,,,5,
31041,2,2,2,2,2,2,2,2,2,2,,,,,,
31051,1,2,2,2,2,1,2,2,2,2,,,,,5,
31051,2,2,1,2,2,2,2,2,2,2,,2,,,,
31051,3,2,2,2,2,2,2,2,2,2,,,,,,
31051,4,2,2,2,2,2,2,2,2,2,,,,,,
31051,5,2,2,2,2,2,2,2,2,2,,,,,,
31066,1,2,2,2,2,1,2,2,2,2,,,,,5,
31066,2,2,2,2,2,2,2,2,2,2,,,,,,
31066,3,2,2,2,2,2,2,2,2,2,,,,,,
31066,4,2,2,2,2,2,2,2,2,2,,,,,,
31079,1,1,2,2,2,2,2,2,2,2,1,,,,,
31079,2,2,2,2,2,2,2,2,2,2,,,,,,
31079,3,1,2,2,2,2,2,2,2,2,1,,,,,
31079,4,2,2,2,2,2,2,2,2,2,,,,,,
31080,1,1,2,2,2,2,2,2,2,2,1,,,,,
31080,2,1,2,2,2,2,2,2,2,2,1,,,,,
31080,3,2,2,2,2,2,2,2,2,2,,,,,,
31081,1,2,2,2,1,2,2,2,2,2,,,,4,,
31081,2,2,2,2,2,2,2,2,2,2,,,,,,
31081,3,2,2,2,2,2,2,2,2,2,,,,,,
31084,1,2,2,2,2,1,2,2,2,2,,,,,5,
31084,2,2,2,2,2,1,2,2,2,2,,,,,5,
31084,3,2,1,2,2,2,2,2,2,2,,2,,,,
31085,1,2,2,2,2,1,2,2,2,2,,,,,5,
31085,2,2,2,2,2,1,2,2,2,2,,,,,5,
31090,1,2,2,2,2,1,2,2,2,2,,,,,5,
31090,2,1,2,2,2,2,2,2,2,2,1,,,,,
31090,3,1,2,2,2,2,2,2,2,2,1,,,,,
31090,4,2,2,2,2,2,2,2,2,2,,,,,,
31092,1,1,2,2,2,2,2,2,2,2,1,,,,,
31092,2,1,2,2,2,2,2,1,2,2,1,,,,,6
31092,3,2,2,2,2,2,2,2,2,2,,,,,,
31092,4,2,2,2,2,2,2,2,2,2,,,,,,
31093,1,2,2,2,1,2,2,2,2,2,,,,4,,
31094,1,2,2,2,2,1,2,2,2,2,,,,,5,
31094,2,2,2,2,2,1,2,2,2,2,,,,,5,
31094,3,1,2,2,2,2,2,2,2,2,1,,,,,
31095,1,1,1,2,1,2,2,2,2,2,1,2,,4,,
31095,2,1,2,2,2,2,2,2,2,2,1,,,,,
31095,3,2,2,2,2,2,2,2,2,2,,,,,,
31097,1,1,2,2,2,2,2,2,2,2,1,,,,,
31097,2,1,2,2,2,2,2,2,2,2,1,,,,,
31097,3,2,2,2,2,2,2,2,2,2,,,,,,
31097,4,2,2,2,2,2,2,2,2,2,,,,,,
31102,1,2,2,2,2,1,2,2,2,2,,,,,5,
31102,2,2,2,2,2,2,2,2,2,2,,,,,,
31102,3,1,2,2,2,2,2,2,2,2,1,,,,,
31116,1,2,2,2,2,1,2,2,2,2,,,,,5,
31116,2,2,2,2,2,2,2,2,2,2,,,,,,
31117,1,2,2,2,2,1,2,2,2,2,,,,,5,
31118,1,2,2,2,2,1,2,2,2,2,,,,,5,
31118,2,2,2,2,2,1,2,2,2,2,,,,,5,
31119,1,1,2,2,2,2,2,2,2,2,1,,,,,
31119,2,1,2,2,2,2,2,2,2,2,1,,,,,
31119,3,1,2,2,2,2,2,2,2,2,1,,,,,
31119,4,1,2,2,2,2,2,2,2,2,1,,,,,
31120,1,2,2,2,2,2,2,2,2,2,,,,,,
31120,2,2,1,2,2,2,2,2,2,2,,2,,,,
31120,3,1,2,2,2,2,2,2,2,2,1,,,,,
31120,4,2,2,2,2,2,2,2,2,2,,,,,,
31121,1,2,2,2,2,1,2,2,2,2,,,,,5,
31122,1,1,2,2,2,2,2,2,2,2,1,,,,,
31122,2,2,2,2,2,2,2,2,2,2,,,,,,
31122,3,2,2,2,2,2,2,2,2,2,,,,,,
31122,4,2,2,2,2,2,2,2,2,2,,,,,,
31123,1,1,2,2,2,2,2,2,2,2,1,,,,,
31123,2,2,2,2,2,2,2,2,2,2,,,,,,
31123,3,2,2,2,2,2,2,2,2,2,,,,,,
31124,1,2,2,2,2,1,2,2,2,2,,,,,5,
31124,2,2,2,2,2,1,2,2,2,2,,,,,5,
31127,1,2,2,2,2,1,2,2,2,2,,,,,5,
31127,2,1,2,2,2,2,2,2,2,2,1,,,,,
31133,1,2,2,2,2,1,2,2,2,2,,,,,5,
31133,2,2,2,2,2,1,2,2,2,2,,,,,5,
31133,3,2,1,2,2,2,2,2,2,2,,2,,,,
31137,1,1,2,2,2,2,2,2,2,2,1,,,,,
31137,2,1,2,2,2,2,2,2,2,2,1,,,,,
31137,3,2,2,2,2,2,2,2,2,2,,,,,,
31137,4,2,2,2,2,2,2,2,2,2,,,,,,
31138,1,2,1,2,2,2,2,2,2,2,,2,,,,
31138,2,2,2,2,2,2,2,2,2,2,,,,,,
31138,3,2,2,2,2,2,2,2,2,2,,,,,,
31138,4,2,2,2,2,2,2,2,2,2,,,,,,
31142,1,1,2,2,2,2,2,2,2,2,1,,,,,
31142,2,1,2,2,2,2,2,2,2,2,1,,,,,
31142,3,2,2,2,2,2,2,2,2,2,,,,,,
31142,4,2,2,2,2,2,2,2,2,2,,,,,,
31144,1,2,2,2,2,1,2,2,2,2,,,,,5,
31144,2,1,2,2,2,2,2,2,2,2,1,,,,,
31145,1,1,2,2,2,2,2,2,2,2,1,,,,,
31145,2,1,2,2,2,2,2,2,2,2,1,,,,,
31145,3,2,2,2,2,2,2,2,2,2,,,,,,
31145,4,2,2,2,2,2,2,2,2,2,,,,,,
31146,1,2,2,2,2,1,2,2,2,2,,,,,5,
31146,2,1,2,2,2,1,2,2,2,2,1,,,,5,
31146,3,1,2,2,2,2,2,2,2,2,1,,,,,
31149,1,1,2,2,2,2,2,2,2,2,1,,,,,
31149,2,2,2,2,2,2,2,2,2,2,,,,,,
31160,1,1,2,2,2,2,2,2,2,2,1,,,,,
31160,2,2,2,2,2,2,2,2,2,2,,,,,,
31160,3,2,2,2,2,2,2,2,2,2,,,,,,
31160,4,2,2,2,2,2,2,2,2,2,,,,,,
31161,1,1,2,2,2,2,2,1,2,2,1,,,,,6
31161,2,1,2,2,2,2,2,2,2,2,1,,,,,
31161,3,2,2,2,2,2,2,2,2,2,,,,,,
31161,4,2,2,2,2,2,2,2,2,2,,,,,,
31163,1,2,2,1,2,2,2,2,2,2,,,3,,,
31163,2,2,2,1,2,2,2,2,2,2,,,3,,,
31163,3,2,2,2,2,2,2,2,2,2,,,,,,
31163,4,2,2,2,2,2,2,2,2,2,,,,,,
31163,5,2,2,2,2,2,2,2,2,2,,,,,,
31174,1,2,2,2,1,2,2,2,1,2,,,,4,,6
31174,2,1,2,2,2,2,2,2,2,2,1,,,,,
31174,3,2,2,2,2,2,2,2,2,2,,,,,,
31174,4,2,2,2,2,2,2,2,2,2,,,,,,
31180,1,2,2,2,2,1,2,2,2,2,,,,,5,
31183,1,1,2,2,2,2,2,2,2,2,1,,,,,
31183,2,1,2,2,2,2,2,2,2,2,1,,,,,
31183,3,2,2,2,2,2,2,2,2,2,,,,,,
31183,4,2,2,2,2,2,2,2,2,2,,,,,,
31191,1,2,2,2,2,1,2,2,2,2,,,,,5,
31191,2,2,2,2,2,1,2,2,2,2,,,,,5,
31202,1,1,2,2,2,2,2,2,2,2,1,,,,,
31202,2,2,2,2,2,2,2,2,2,2,,,,,,
31202,3,1,2,2,2,2,2,2,2,2,1,,,,,
31202,4,2,2,2,2,2,2,2,2,2,,,,,,
31205,1,1,2,2,2,2,2,2,2,2,1,,,,,
31205,2,1,2,2,2,2,2,2,2,2,1,,,,,
31205,3,1,2,2,2,2,2,2,1,2,1,,,,,6
31205,4,2,2,2,2,2,2,2,2,2,,,,,,
31209,1,1,2,2,2,2,2,2,2,2,1,,,,,
31209,2,1,2,2,2,2,2,2,2,2,1,,,,,
31210,1,2,2,2,2,1,2,2,2,2,,,,,5,
31214,1,1,2,2,2,2,2,2,2,2,1,,,,,
31214,2,2,1,2,2,2,2,2,2,2,,2,,,,
31214,3,2,2,2,2,2,2,2,2,2,,,,,,
31219,1,2,2,2,2,1,2,2,2,2,,,,,5,
31219,2,2,2,2,2,2,2,2,2,2,,,,,,
31219,3,1,2,2,2,2,2,2,2,2,1,,,,,
31220,1,2,2,2,2,1,2,2,2,2,,,,,5,
31220,2,2,1,2,2,2,2,2,2,2,,2,,,,
31221,1,2,2,1,2,1,2,2,2,2,,,3,,5,
31221,2,2,2,1,2,2,2,2,2,2,,,3,,,
31222,1,2,2,2,2,1,2,2,2,2,,,,,5,
31222,2,2,1,2,2,1,2,2,2,2,,2,,,5,
31223,1,2,2,2,2,1,2,2,2,2,,,,,5,
31223,2,2,2,2,2,1,2,2,2,2,,,,,5,
31223,3,2,2,2,2,2,2,2,2,2,,,,,,
31227,1,2,2,2,2,1,2,2,2,2,,,,,5,
31227,2,2,2,2,2,1,2,2,2,2,,,,,5,
31229,1,1,2,2,2,2,2,2,2,2,1,,,,,
31229,2,1,2,2,2,2,2,2,2,2,1,,,,,
31229,3,1,2,2,2,2,2,2,2,2,1,,,,,
31233,1,2,2,2,2,1,2,2,2,2,,,,,5,
31233,2,2,2,2,2,1,2,2,2,2,,,,,5,
31243,1,1,2,2,2,2,2,2,2,2,1,,,,,
31243,2,1,2,2,2,2,2,2,2,2,1,,,,,
31243,3,1,2,2,2,2,2,2,2,2,1,,,,,
31246,1,1,2,2,2,2,2,2,2,2,1,,,,,
31246,2,1,2,2,2,2,2,2,2,2,1,,,,,
31246,3,1,2,2,2,2,2,2,2,2,1,,,,,
31264,1,1,2,2,2,2,2,2,2,2,1,,,,,
31264,2,1,2,2,2,2,2,2,2,2,1,,,,,
31273,1,2,2,2,2,1,2,2,2,2,,,,,5,
31273,2,2,2,2,2,1,2,2,2,2,,,,,5,
31280,1,1,2,2,2,2,2,2,2,2,1,,,,,
31280,2,1,2,2,2,2,2,2,2,1,1,,,,,6
31281,1,2,2,1,2,2,2,2,2,2,,,3,,,
31281,2,2,2,1,2,2,2,2,2,2,,,3,,,
31302,1,2,2,2,2,1,2,2,2,2,,,,,5,
31302,2,2,2,2,2,1,2,2,2,2,,,,,5,
31304,1,2,2,2,2,2,2,2,2,2,,,,,,
31304,2,2,1,2,2,2,2,2,2,2,,2,,,,
31304,3,2,2,2,2,2,2,2,2,2,,,,,,
31308,1,2,1,2,2,1,2,2,2,2,,2,,,5,
31308,2,2,2,2,2,2,2,2,2,2,,,,,,
31309,1,1,2,2,2,2,2,2,2,2,1,,,,,
31309,2,2,2,2,2,2,2,2,2,2,,,,,,
31309,3,2,2,2,2,2,2,2,2,2,,,,,,
31309,4,2,2,2,2,2,2,2,2,2,,,,,,
31309,5,2,2,2,2,1,2,2,2,2,,,,,5,
31311,1,2,2,2,2,1,2,2,2,2,,,,,5,
31311,2,2,2,2,2,1,2,2,2,2,,,,,5,
31313,1,2,2,2,2,1,2,2,2,2,,,,,5,
31313,2,2,2,2,2,1,2,2,2,2,,,,,5,
31313,3,2,2,2,2,1,2,2,2,2,,,,,5,
31313,4,2,2,2,2,1,2,2,2,2,,,,,5,
31313,5,1,2,2,2,2,2,2,2,2,1,,,,,
31316,1,2,1,2,2,2,2,2,2,2,,2,,,,
31316,2,1,2,2,2,2,2,2,2,2,1,,,,,
31316,3,2,2,2,2,2,2,2,2,2,,,,,,
31326,1,2,1,2,2,2,2,2,2,2,,2,,,,
31326,2,1,2,2,2,2,2,2,2,2,1,,,,,
31326,3,2,2,2,2,2,2,2,2,2,,,,,,
31326,4,2,2,2,2,2,2,2,2,2,,,,,,
31334,1,2,2,2,2,1,2,2,2,2,,,,,5,
31341,1,2,2,2,2,1,2,2,2,2,,,,,5,
31341,2,1,2,2,2,2,2,2,2,2,1,,,,,
31342,1,2,2,2,2,1,2,2,2,2,,,,,5,
31342,2,2,2,2,2,1,2,2,2,2,,,,,5,
31344,1,2,2,2,2,1,2,2,2,2,,,,,5,
31345,1,2,2,2,2,1,2,2,2,2,,,,,5,
31345,2,1,2,2,2,2,2,2,2,2,1,,,,,
31345,3,2,2,2,2,2,2,2,2,2,,,,,,
31354,1,2,2,2,2,1,2,2,2,2,,,,,5,
31356,1,2,2,1,2,2,2,2,2,2,,,3,,,
31356,2,2,1,2,2,2,2,2,2,2,,2,,,,
31356,3,2,2,1,2,2,2,2,2,2,,,3,,,
31356,4,2,2,2,2,2,2,2,2,2,,,,,,
31360,1,2,2,2,2,1,2,2,2,2,,,,,5,
31362,1,2,2,2,2,1,2,2,2,2,,,,,5,
31362,2,2,1,2,2,2,2,2,2,2,,2,,,,
31366,1,2,2,2,2,1,2,2,2,2,,,,,5,
31366,2,2,2,2,2,1,2,2,2,2,,,,,5,
31366,3,2,2,2,2,1,2,2,1,2,,,,,5,6
31370,1,2,1,2,2,2,2,2,2,2,,2,,,,
31370,2,1,2,2,2,2,2,2,2,2,1,,,,,
31370,3,2,2,2,2,2,2,2,2,2,,,,,,
31370,4,2,2,2,2,2,2,2,2,2,,,,,,
31370,5,2,2,2,2,1,2,2,2,2,,,,,5,
31370,6,2,2,2,2,1,2,2,2,2,,,,,5,
31372,1,2,1,2,2,2,2,2,2,2,,2,,,,
31372,2,2,2,2,2,2,2,2,2,2,,,,,,
31372,3,2,1,2,2,2,2,2,2,2,,2,,,,
31372,4,2,2,2,2,2,2,2,2,2,,,,,,
31373,1,2,1,2,2,1,2,2,2,2,,2,,,5,
31373,2,2,2,2,2,1,2,2,2,2,,,,,5,
31373,3,1,2,2,2,2,2,2,2,2,1,,,,,
31374,1,2,2,2,2,1,2,2,2,2,,,,,5,
31377,1,2,2,2,2,2,2,2,2,1,,,,,,6
31377,2,2,2,2,2,2,2,2,2,2,,,,,,
31377,3,2,2,2,2,2,2,2,2,2,,,,,,
31380,1,1,2,2,2,2,2,2,2,2,1,,,,,
31380,2,2,2,2,2,2,2,2,2,2,,,,,,
31380,3,2,2,2,2,2,2,2,2,2,,,,,,
31380,4,2,2,2,2,2,2,2,2,2,,,,,,
31382,1,2,2,2,2,1,2,2,2,2,,,,,5,
31382,2,1,2,2,2,2,2,2,2,2,1,,,,,
31382,3,1,2,2,2,2,2,2,2,2,1,,,,,
31383,1,2,2,2,2,1,2,2,2,2,,,,,5,
31383,2,2,2,2,2,1,2,2,2,2,,,,,5,
