NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YC,YCR,YCR1,YCR2,YCR3,YCF,YCF1,YCF2,YCF3,YCF4
276008,15727.246624,0,0,0,14580,8580,8580,0,6000,0,0,6000,0,0,0,1147.2466245,8800,0,1600,7200,-7652.753376,147.24662449,0,0,7800
276010,29070.264698,20200,20200,0,0,0,0,0,0,0,0,0,0,0,0,8870.2646978,7200,0,0,7200,1670.2646978,161.63656652,1508.6281313,0,0
276017,34225.410543,18200,18200,0,15080,15080,15080,0,0,0,0,0,0,0,0,945.41054265,5300,0,0,5300,-4354.589457,195.41054265,0,0,4550
276018,32335.045611,0,0,0,22490,22490,22490,0,0,0,0,0,0,0,0,9845.0456115,9600,0,0,9600,245.04561145,245.04561145,0,0,0
276020,20348.422551,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,198.42255095,0,0,0,0,198.42255095,198.42255095,0,0,0
276022,19805.257792,0,0,0,19630,19630,19630,0,0,0,0,0,0,0,0,175.25779173,0,0,0,0,175.25779173,175.25779173,0,0,0
276024,58851.187685,10000,10000,0,20410,20410,20410,0,0,0,0,0,0,0,0,28441.187685,28000,0,10000,18000,441.18768459,441.18768459,0,0,0
276028,55634.450369,18800,18800,0,28860,28860,28860,0,0,0,0,0,0,0,0,7974.4503689,6300,0,0,6300,1674.4503689,744.32698821,930.12338071,0,0
276030,58401.626973,33000,33000,0,0,0,0,0,0,0,0,0,25000,25000,0,401.62697259,0,0,0,0,401.62697259,401.62697259,0,0,0
276032,178019.79677,67000,67000,0,30940,30940,30940,0,0,0,0,0,50000,50000,0,30079.796775,12000,0,0,12000,18079.796775,1319.0545061,5805.5750618,10955.167207,0
276041,78477.709327,43000,43000,0,0,0,0,0,0,0,0,0,22000,22000,0,13477.709327,8400,0,0,8400,5077.7093271,401.52389448,4676.1854326,0,0
276042,51581.39537,10200,10200,0,0,0,0,0,0,0,0,0,45000,45000,0,-3618.60463,7200,0,0,7200,-10818.60463,751.39537049,0,0,11570
276053,44477.254661,20600,20600,0,20800,20800,20800,0,0,0,0,0,0,0,0,3077.2546608,6000,0,0,6000,-2922.745339,1056.4194619,2650.835199,0,6630
276055,65063.499088,39400,39400,0,19084,19084,19084,0,0,0,0,0,0,0,0,6579.4990885,4800,0,0,4800,1779.4990885,1779.4990885,0,0,0
276069,59462.265561,41500,41500,0,17680,17680,17680,0,0,0,0,0,0,0,0,282.26556093,6500,0,0,6500,-6217.734439,2882.2655609,0,0,9100
276070,36966.00408,36700,36700,0,0,0,0,0,0,0,0,0,0,0,0,266.00408015,0,0,0,0,266.00408015,266.00408015,0,0,0
276071,41034.901574,8500,8500,0,0,0,0,0,0,0,0,0,25000,25000,0,7534.901574,7200,0,0,7200,334.90157396,334.90157396,0,0,0
276074,59246.616859,23800,23800,0,16835,16835,16835,0,0,0,0,0,0,0,0,18611.616859,13200,0,0,13200,5411.6168587,5411.6168587,0,0,0
276082,76710.479027,22500,22500,0,0,0,0,0,0,0,0,0,33000,33000,0,21210.479027,6000,0,0,6000,15210.479027,124.87663457,0,15085.602393,0
276083,75702.888188,45000,45000,0,22100,22100,22100,0,0,0,0,0,0,0,0,8602.8881884,7200,0,0,7200,1402.8881884,700.71397449,1638.1742139,0,936
276086,20163.719315,0,0,0,14040,14040,14040,0,0,0,0,0,0,0,0,6123.7193151,6000,0,0,6000,123.71931506,123.71931506,0,0,0
276090,18033.569016,0,0,0,17810,17810,17810,0,0,0,0,0,0,0,0,223.56901649,0,0,0,0,223.56901649,223.56901649,0,0,0
277005,9234.832259,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,134.83225896,0,0,0,0,134.83225896,134.83225896,0,0,0
277024,40335.281841,23000,23000,0,8138,8138,8138,0,0,0,0,0,0,0,0,9197.2818406,8900,0,0,8900,297.28184058,297.28184058,0,0,0
277026,47944.017258,26000,26000,0,14300,14300,14300,0,0,0,0,0,0,0,0,7644.0172582,7200,0,0,7200,444.01725823,444.01725823,0,0,0
277038,60402.933557,45000,45000,0,13200,0,0,0,13200,13200,0,0,0,0,0,2202.9335574,7200,0,0,7200,-4997.066443,462.9335574,0,0,5460
277044,56624.336311,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,6624.3363106,6000,0,0,6000,624.33631062,624.33631062,0,0,0
277074,29275.936801,0,0,0,21710,21710,21710,0,0,0,0,0,0,0,0,7565.936801,7200,0,0,7200,365.93680101,365.93680101,0,0,0
277077,22094.8891,0,0,0,0,0,0,0,0,0,0,0,17000,25000,8000,5094.8890999,5000,0,0,5000,94.889099903,94.889099903,0,0,0
277079,27167.972819,0,0,0,0,0,0,0,0,0,0,0,27000,30000,3000,167.97281884,0,0,0,0,167.97281884,167.97281884,0,0,0
277082,12184.047747,0,0,0,12000,0,0,0,12000,12000,0,0,0,0,0,184.04774719,0,0,0,0,184.04774719,184.04774719,0,0,0
278003,69390.316236,37200,37200,0,13000,13000,13000,0,0,0,0,0,0,0,0,19190.316236,14600,0,0,14600,4590.3162363,1298.6218061,3291.6944302,0,0
278004,60621.597086,19000,19000,0,33070,24570,24570,0,8500,8500,0,0,0,0,0,8551.5970858,7079.452223,0,0,7079.452223,1472.1448628,1472.1448628,0,0,0
278006,22260.916439,0,0,0,13970,13970,13970,0,0,0,0,0,0,0,0,8290.9164392,7200,0,0,7200,1090.9164392,1090.9164392,0,0,0
278010,66675.840129,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,24675.840129,16800,0,10800,6000,7875.8401285,3021.4045258,4854.4356027,0,0
278011,45783.884573,43500,43500,0,0,0,0,0,0,0,0,0,0,0,0,2283.8845731,1810.9411323,0,0,1810.9411323,472.9434409,472.9434409,0,0,0
278023,73630.773678,35000,35000,0,12220,12220,12220,0,0,0,0,0,0,0,0,26410.773678,24000,0,0,24000,2410.7736782,654.3546863,1756.4189919,0,0
278034,9621.8407828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9621.8407828,9600,0,0,9600,21.840782809,21.840782809,0,0,0
278038,16251.899529,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,1.8995285043,0,0,0,0,1.8995285043,1.8995285043,0,0,0
278045,8164.4276858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8164.4276858,9600,0,0,9600,-1435.572314,124.4276858,0,0,1560
278051,32160,24600,24000,600,0,0,0,0,0,0,0,0,8000,18000,10000,-440,8400,0,0,8400,-8840,0,0,0,8840
278053,24995.070213,15500,15500,0,8190,8190,8190,0,0,0,0,0,0,0,0,1305.0702133,1200,0,0,1200,105.07021331,105.07021331,0,0,0
278055,45248.984191,12500,12500,0,26000,26000,26000,0,0,0,0,0,0,0,0,6748.9841909,14400,0,0,14400,-7651.015809,148.98419085,0,0,7800
278060,26297.309309,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,7297.309309,7200,0,0,7200,97.309308991,97.309308991,0,0,0
278068,13800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,6000,6000,0,0,6000,0,0,0,0,0
278073,38833.3607,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,10833.3607,11753.850205,0,0,11753.850205,-920.4895044,119.51049564,0,0,1040
278076,13481.576892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13481.576892,7200,0,0,7200,6281.5768921,92.82882013,0,6188.748072,0
278088,31603.146122,750,750,0,17128,17128,17128,0,0,0,0,0,0,0,0,13725.146122,12000,0,0,12000,1725.1461223,974.8835139,750.26260843,0,0
279001,23849.353234,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,14749.353234,14500,0,6000,8500,249.35323429,249.35323429,0,0,0
279002,15626.673722,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,26.673721646,0,0,0,0,26.673721646,26.673721646,0,0,0
279006,25042.428729,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,42.428729368,0,0,0,0,42.428729368,42.428729368,0,0,0
279008,41699.578557,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,18299.578557,15600,0,0,15600,2699.5785574,756.25361448,1943.3249429,0,0
279015,20951.45943,0,0,0,15600,0,0,0,15600,15600,0,0,0,0,0,5351.4594298,4200,0,0,4200,1151.4594298,1151.4594298,0,0,0
279019,73223.009189,31000,31000,0,27600,20400,20400,0,7200,7200,0,0,0,0,0,14623.009189,12000,0,0,12000,2623.0091887,483.19554374,2139.813645,0,0
279024,19014.425872,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,14.425871789,0,0,0,0,14.425871789,14.425871789,0,0,0
279037,17119.013269,8000,8000,0,9100,9100,9100,0,0,0,0,0,0,0,0,19.013268845,0,0,0,0,19.013268845,19.013268845,0,0,0
279049,27581.438206,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,5581.4382061,4800,0,0,4800,781.43820613,173.55564967,607.88255645,0,0
279054,31266.50446,16800,16800,0,0,0,0,0,0,0,0,0,9000,9000,0,5466.5044596,5400,0,0,5400,66.504459636,66.504459636,0,0,0
279057,24243.131142,10000,10000,0,0,0,0,0,0,0,0,0,9400,10000,600,4843.1311425,4800,0,0,4800,43.131142465,43.131142465,0,0,0
279071,12960,0,0,0,9360,9360,9360,0,0,0,0,0,0,0,0,3600,3600,0,0,3600,0,0,0,0,0
279078,13812.891158,4000,4000,0,0,0,0,0,0,0,0,0,9812.8911578,10000,187.10884216,0,0,0,0,0,0,0,0,0,0
279080,9500,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279081,7800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279083,39095.622877,20000,20000,0,13000,0,0,0,13000,13000,0,0,0,0,0,6095.6228775,6000,0,0,6000,95.622877486,95.622877486,0,0,0
279084,14000,0,0,0,14000,0,0,0,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279086,29740.639927,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,3740.639927,3600,0,0,3600,140.63992697,140.63992697,0,0,0
280011,26959.628561,0,0,0,21900,21900,18900,3000,0,0,0,0,0,0,0,5059.6285615,4947.1149165,0,0,4947.1149165,112.51364497,112.51364497,0,0,0
280015,8906.0418185,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,456.04181847,0,0,0,0,456.04181847,456.04181847,0,0,0
280021,13600,3200,3200,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280025,15600,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280029,30184.02036,26160,26160,0,0,0,0,0,0,0,0,0,0,0,0,4024.0203605,3600,0,0,3600,424.02036046,424.02036046,0,0,0
280030,28411,0,0,0,26611,26611,26611,0,0,0,0,0,0,0,0,1800,1800,0,0,1800,0,0,0,0,0
280034,25606.377509,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,4806.3775089,4800,0,0,4800,6.3775088668,6.3775088668,0,0,0
280035,47856.076545,26000,25000,1000,7800,7800,7800,0,0,0,0,0,0,0,0,14056.076545,3886.2720175,0,0,3886.2720175,10169.804527,3605.2335583,2355.0094835,4209.5614857,0
280037,35411.730498,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,3411.7304981,6000,0,0,6000,-2588.269502,11.730498081,0,0,2600
280043,17087.194956,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,5087.1949563,4974.6915942,0,0,4974.6915942,112.50336209,112.50336209,0,0,0
280068,30791.634267,0,0,0,20520,20520,19890,630,0,0,0,0,0,0,0,10271.634267,10200,0,0,10200,71.63426682,71.63426682,0,0,0
280075,31702.941825,0,0,0,0,0,0,0,0,0,0,0,27000,30000,3000,4702.9418245,4200,0,0,4200,502.94182451,502.94182451,0,0,0
280077,33086.500037,0,0,0,29250,29250,29250,0,0,0,0,0,0,0,0,3836.5000367,3600,0,0,3600,236.50003668,236.50003668,0,0,0
280084,35653.635838,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,9653.635838,9144.5280733,0,0,9144.5280733,509.10776475,509.10776475,0,0,0
281008,13887.438967,0,0,0,10660,10660,10660,0,0,0,0,0,0,0,0,3227.4389673,3000,0,0,3000,227.43896726,227.43896726,0,0,0
282004,22297.247844,20000,20000,0,0,0,0,0,0,0,0,0,2200,2200,0,97.247843564,0,0,0,0,97.247843564,97.247843564,0,0,0
282015,37326.08544,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,11326.08544,9600,0,0,9600,1726.08544,489.29896959,1236.7864704,0,0
282022,13150,0,0,0,7150,7150,7150,0,0,0,0,0,6000,10000,4000,0,0,0,0,0,0,0,0,0,0
282026,40230,16000,16000,0,17030,17030,17030,0,0,0,0,0,0,0,0,7200,7200,0,0,7200,0,0,0,0,0
282048,46737.948633,38500,38500,0,0,0,0,0,0,0,0,0,0,0,0,8237.9486329,7200,0,0,7200,1037.9486329,81.521264725,956.42736822,0,0
282052,27430,0,0,0,27430,27430,27430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282054,32629.514274,9800,9800,0,10400,10400,10400,0,0,0,0,0,0,0,0,12429.514274,10800,0,4800,6000,1629.5142739,157.85773795,1471.656536,0,0
282073,5900,500,500,0,0,0,0,0,0,0,0,0,600,600,0,4800,4800,0,0,4800,0,0,0,0,0
282074,30402.329579,0,0,0,22900,16900,16900,0,6000,6000,0,0,0,0,0,7502.3295785,7200,0,0,7200,302.32957854,302.32957854,0,0,0
282081,27371.322166,0,0,0,4498,4498,4498,0,0,0,0,0,15634.356747,16000,365.64325328,7238.9654188,7200,0,0,7200,38.965418841,38.965418841,0,0,0
282083,15049.85113,9000,9000,0,6000,0,0,0,6000,0,0,6000,0,0,0,49.85113001,0,0,0,0,49.85113001,49.85113001,0,0,0
282084,33814.583085,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,7814.5830849,7200,0,0,7200,614.58308487,614.58308487,0,0,0
282087,43235.621635,0,0,0,0,0,0,0,0,0,0,0,33000,35000,2000,10235.621635,9600,0,0,9600,635.62163472,635.62163472,0,0,0
282089,33047.387919,0,0,0,0,0,0,0,0,0,0,0,23000,25000,2000,10047.387919,9400,0,0,9400,647.38791913,647.38791913,0,0,0
283008,28779.285605,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,4079.2856048,3600,0,0,3600,479.2856048,479.2856048,0,0,0
283009,71814.605831,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,28814.605831,13000,0,0,13000,15814.605831,15814.605831,0,0,0
283011,32131.931555,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,131.93155466,0,0,0,0,131.93155466,131.93155466,0,0,0
283016,86791.1547,77000,77000,0,0,0,0,0,0,0,0,0,0,0,0,9791.1547004,9610,0,0,9610,181.15470037,166.02252007,2370.7528796,504.37930071,2860
283020,58934.548837,0,0,0,48100,48100,48100,0,0,0,0,0,0,0,0,10834.548837,10800,0,0,10800,34.548836665,34.548836665,0,0,0
283023,27800,30900,30000,900,0,0,0,0,0,0,0,0,0,0,0,-3100,6000,0,0,6000,-9100,0,0,0,9100
283025,50506.869276,24500,24500,0,0,0,0,0,0,0,0,0,11000,16000,5000,15006.869276,12000,0,0,12000,3006.8692762,271.44937312,0,2735.419903,0
283031,86739.016334,65600,65000,600,0,0,0,0,0,0,0,0,0,0,0,21139.016334,18000,0,0,18000,3139.0163344,339.9450712,1850.4328695,948.63839372,0
283035,32954.791234,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,8954.7912343,12000,0,0,12000,-3045.208766,254.67809816,1900.1131362,0,5200
283039,61123.519402,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,11123.519402,7200,0,0,7200,3923.519402,678.02423404,3245.495168,0,0
283040,271979.12756,154000,110000,44000,46800,46800,46800,0,0,0,0,0,30000,30000,0,41179.127564,36000,0,0,36000,5179.1275642,3995.0981094,2301.417491,7462.6119638,8580
283046,53816.688672,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,14816.688672,14400,0,0,14400,416.68867213,416.68867213,0,0,0
283048,61808.262933,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,1808.2629332,12000,0,0,12000,-10191.73707,208.26293322,0,0,10400
283050,114351.50679,76000,76000,0,0,0,0,0,0,0,0,0,0,0,0,38351.506789,19200,0,0,19200,19151.506789,449.10165301,18702.405136,0,0
283053,14135.832118,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,3735.8321179,3600,0,0,3600,135.8321179,135.8321179,0,0,0
283058,53618.541887,17000,17000,0,28990,28990,28990,0,0,0,0,0,0,0,0,7628.5418872,7200,0,0,7200,428.54188723,428.54188723,0,0,0
283060,54249.548577,53000,53000,0,0,0,0,0,0,0,0,0,0,0,0,1249.5485775,10800,0,0,10800,-9550.451423,849.54857747,0,0,10400
283074,55100,48690,32690,16000,0,0,0,0,0,0,0,0,0,0,0,6410,12000,0,0,12000,-5590,0,0,0,5590
283075,33575.016506,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,6575.0165062,9600,0,0,9600,-3024.983494,95.01650621,0,0,3120
283080,88628.202171,68000,52000,16000,10140,10140,10140,0,0,0,0,0,0,0,0,10488.202171,9600,0,0,9600,888.20217144,888.20217144,0,0,0
283082,57862.412665,48900,48000,900,0,0,0,0,0,0,0,0,0,0,0,8962.4126646,7200,0,0,7200,1762.4126646,147.75223027,1614.6604343,0,0
283086,57837.39743,49000,49000,0,0,0,0,0,0,0,0,0,0,0,0,8837.3974296,3600,0,0,3600,5237.3974296,191.77065642,3390.3776402,1655.249133,0
284009,35205.506492,15000,15000,0,7800,7800,7800,0,0,0,0,0,6000,12000,6000,6405.5064921,6200,0,0,6200,205.50649213,205.50649213,0,0,0
284014,59638.087864,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,7638.0878637,6000,0,0,6000,1638.0878637,91.251985101,1546.8358786,0,0
284015,17108.939505,0,0,0,0,0,0,0,0,0,0,0,17000,20000,3000,108.93950501,0,0,0,0,108.93950501,108.93950501,0,0,0
284016,53220.536317,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,3220.5363172,0,0,0,0,3220.5363172,368.62232106,0,2851.9139962,0
284019,39857.598868,0,0,0,33150,33150,33150,0,0,0,0,0,0,0,0,6707.5988678,6050,0,0,6050,657.59886783,657.59886783,0,0,0
284022,32808.12807,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,10808.12807,10800,0,6000,4800,8.1280699783,8.1280699783,0,0,0
284025,33904.2239,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,15904.2239,21600,0,12000,9600,-5695.7761,388.22390045,0,0,6084
284026,94592.792335,0,0,0,72800,72800,72800,0,0,0,0,0,0,0,0,21792.792335,10400,0,800,9600,11392.792335,11392.792335,0,0,0
284035,31675.441645,0,0,0,23660,23660,23660,0,0,0,0,0,0,0,0,8015.4416453,7200,0,0,7200,815.44164532,815.44164532,0,0,0
284048,24500,4000,4000,0,16900,16900,16900,0,0,0,0,0,0,0,0,3600,3600,0,0,3600,0,0,0,0,0
284055,27624.610411,0,0,0,27586,27586,27586,0,0,0,0,0,0,0,0,38.610411342,0,0,0,0,38.610411342,38.610411342,0,0,0
284066,26523.422459,18500,18500,0,0,0,0,0,0,0,0,0,3000,6000,3000,5023.4224593,4800,0,0,4800,223.42245932,223.42245932,0,0,0
284072,13250,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
284075,41049.806575,22100,22100,0,13000,13000,13000,0,0,0,0,0,0,0,0,5949.8065745,4800,0,0,4800,1149.8065745,475.93997471,673.86659981,0,0
284078,21877.798688,0,0,0,0,0,0,0,0,0,0,0,21000,30000,9000,877.79868845,0,0,0,0,877.79868845,533.74370488,344.05498357,0,0
284082,17027.206156,3000,3000,0,9100,9100,9100,0,0,0,0,0,0,0,0,4927.2061556,4800,0,0,4800,127.20615557,127.20615557,0,0,0
284086,26290,21000,21000,0,4290,4290,4290,0,0,0,0,0,0,0,0,1000,1000,0,0,1000,0,0,0,0,0
284087,65024.557603,0,0,0,10400,10400,10400,0,0,0,0,0,31500,33000,1500,23124.557603,22200,0,0,22200,924.55760269,924.55760269,0,0,0
285003,25520,0,0,0,24310,24310,24310,0,0,0,0,0,0,0,0,1210,1210,0,0,1210,0,0,0,0,0
285004,11028.436191,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,1278.436191,1210,0,0,1210,68.436190965,68.436190965,0,0,0
285008,17550,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,1300,1300,0,0,1300,0,0,0,0,0
285009,9410,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,960,960,0,0,960,0,0,0,0,0
285011,10950,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,2500,2500,0,0,2500,0,0,0,0,0
285013,3284.4966964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284.4966964,3000,0,0,3000,284.49669635,284.49669635,0,0,0
285015,36464.614451,0,0,0,28340,28340,28340,0,0,0,0,0,0,0,0,8124.6144513,2400,0,0,2400,5724.6144513,1352.7377024,4371.876749,0,0
285016,24800,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
285017,14319.69653,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,1319.69653,1300,0,0,1300,19.696530001,19.696530001,0,0,0
285032,9700,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,600,600,0,0,600,0,0,0,0,0
285054,108437.52113,79000,79000,0,22295,22295,22295,0,0,0,0,0,0,0,0,7142.5211308,6000,0,2400,3600,1142.5211308,1142.5211308,0,0,0
285058,21300,0,0,0,18900,18900,18900,0,0,0,0,0,0,0,0,2400,2400,0,0,2400,0,0,0,0,0
285061,22115.450776,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,3915.4507756,3810,0,0,3810,105.45077556,105.45077556,0,0,0
285065,25835.813366,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,2435.8133659,2400,0,0,2400,35.813365856,35.813365856,0,0,0
285085,8429.2556044,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,2429.2556044,2400,0,0,2400,29.255604422,29.255604422,0,0,0
286008,90345.313895,41200,40000,1200,27300,27300,27300,0,0,0,0,0,0,0,0,21845.313895,11300,0,0,11300,10545.313895,257.80439068,6747.908595,3539.6009089,0
286011,34121.32245,10000,10000,0,0,0,0,0,0,0,0,0,20000,20000,0,4121.3224504,3600,0,0,3600,521.32245043,521.32245043,0,0,0
286013,25860,21000,21000,0,1260,1260,1260,0,0,0,0,0,0,0,0,3600,3600,0,0,3600,0,0,0,0,0
286023,54413.953638,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,12413.953638,8737.5217332,0,0,8737.5217332,3676.4319043,1216.9701563,2459.461748,0,0
286025,48650.347175,48500,48500,0,0,0,0,0,0,0,0,0,0,0,0,150.34717507,0,0,0,0,150.34717507,150.34717507,0,0,0
286036,34676.407406,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,2676.4074064,6000,0,0,6000,-3323.592594,576.40740645,0,0,3900
286038,49038.769969,49000,49000,0,0,0,0,0,0,0,0,0,0,0,0,38.769968729,0,0,0,0,38.769968729,38.769968729,0,0,0
286039,182616.95709,0,0,0,0,0,0,0,0,0,0,0,180000,180000,0,2616.9570914,0,0,0,0,2616.9570914,737.08158021,0,1879.8755112,0
286044,53725.017798,33000,33000,0,9880,9880,9880,0,0,0,0,0,0,0,0,10845.017798,7200,0,0,7200,3645.0177976,3645.0177976,0,0,0
286050,71439.679045,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,6439.6790451,6000,0,0,6000,439.67904506,439.67904506,0,0,0
286060,26052.727634,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,52.727634373,0,0,0,0,52.727634373,52.727634373,0,0,0
286062,66078.953759,37200,36000,1200,21450,21450,21450,0,0,0,0,0,0,0,0,7428.9537586,7200,0,0,7200,228.95375858,228.95375858,0,0,0
286073,62439.776073,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,8439.7760729,8076.3857751,0,0,8076.3857751,363.3902978,363.3902978,0,0,0
286076,80835.771568,66700,66700,0,9490,9490,9490,0,0,0,0,0,0,0,0,4645.7715678,10800,0,400,10400,-6154.228432,345.77156776,0,0,6500
286078,64016.440136,22000,22000,0,15600,15600,15600,0,0,0,0,0,9058.4211297,10000,941.57887027,17358.019006,15200,0,0,15200,2158.0190061,1059.7491561,1098.2698499,0,0
286084,28650,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,7200,7200,0,0,7200,0,0,0,0,0
286089,80060.080999,69000,69000,0,0,0,0,0,0,0,0,0,0,0,0,11060.080999,24000,0,0,24000,-12939.919,60.08099868,0,0,13000
287019,24734.786295,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,8484.7862946,7200,0,0,7200,1284.7862946,1284.7862946,0,0,0
287033,92250.813346,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,42250.813346,30400,0,12000,18400,11850.813346,363.09658999,334.99759153,11152.719165,0
287057,24322.750343,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,6322.7503428,6000,0,0,6000,322.75034279,322.75034279,0,0,0
287059,36429.534587,9000,9000,0,0,0,0,0,0,0,0,0,15000,15000,0,12429.534587,6000,0,0,6000,6429.5345871,1191.4413213,5238.0932659,0,0
287069,119150.766,57000,57000,0,13520,13520,13520,0,0,0,0,0,0,0,0,48630.765997,47000,0,30000,17000,1630.7659966,1630.7659966,0,0,0
288001,11200,0,0,0,5000,0,0,0,5000,0,0,5000,2000,2000,0,4200,4200,0,0,4200,0,0,0,0,0
288002,48669.290053,0,0,0,0,0,0,0,0,0,0,0,42000,65000,23000,6669.2900531,6000,0,0,6000,669.29005311,669.29005311,0,0,0
288010,17944,0,0,0,9944,9944,9944,0,0,0,0,0,0,0,0,8000,8000,0,0,8000,0,0,0,0,0
288011,25096.233886,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,96.233885929,0,0,0,0,96.233885929,96.233885929,0,0,0
288015,21844.063845,0,0,0,0,0,0,0,0,0,0,0,16000,16000,0,5844.0638452,4200,0,0,4200,1644.0638452,109.9372063,1534.1266389,0,0
288018,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288019,39638.775181,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,638.7751811,0,0,0,0,638.7751811,638.7751811,0,0,0
288023,23000,23000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288024,20600,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,2400,2400,0,0,2400,0,0,0,0,0
288027,46615.553711,27000,27000,0,13000,13000,13000,0,0,0,0,0,0,0,0,6615.5537105,6000,0,0,6000,615.55371052,615.55371052,0,0,0
288028,36990.35707,0,0,0,0,0,0,0,0,0,0,0,32000,35000,3000,4990.3570701,4800,0,0,4800,190.35707006,190.35707006,0,0,0
288029,26884.057158,0,0,0,20540,20540,20540,0,0,0,0,0,0,0,0,6344.0571583,6000,0,0,6000,344.05715832,344.05715832,0,0,0
288031,15550,0,0,0,15550,4550,4550,0,11000,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
288033,30785.242707,0,0,0,10400,10400,10400,0,0,0,0,0,15000,15000,0,5385.2427067,4800,0,0,4800,585.24270674,585.24270674,0,0,0
288049,35988.429523,0,0,0,0,0,0,0,0,0,0,0,24828.729932,25000,171.27006837,11159.699591,10000,0,0,10000,1159.6995915,1159.6995915,0,0,0
