NQUEST,NORD,STA1,STA2,STA3,STB1,STB2,STB3,STB4,STC1,STC2,STC3,STC4,STC5,STC6,STC7,STD1,STD2,STD3,STD4,YTA1,YTA2,YTA3,YTB1,YTB2,YTB3,YTB4,YTC1,YTC2,YTC3,YTC4,YTC5,YTC6,YTC7,YTD1,YTD2,YTD3,YTD4
32901,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0
32925,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0
32973,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0
32986,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0
33187,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0
33221,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
33240,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0
33328,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0
33348,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0
33373,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
33382,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
33427,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,0,0,0
33484,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0
33484,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0
33633,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0
33640,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0
33642,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0
33751,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500
33761,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
33879,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0
34025,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
34271,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0
34272,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,14700,0,0,0,0,0,0,0,0,0,0,0
34274,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0
34282,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
34377,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
34452,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
34499,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0
34499,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0
34592,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0
34595,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0
34595,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34631,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0
34729,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,2000
34757,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
34769,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
34781,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0
34783,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
34785,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0
34796,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
34796,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
34825,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0
34862,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
34886,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18700,0,0,0
34922,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34931,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0
34934,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,159000,0,0,0,0,0,0,0,0,0,0,0
35140,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
35142,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
35150,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
35229,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0
35276,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
35354,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,0
35405,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35450,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
35475,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0
35485,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0
35643,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35712,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
35712,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
35788,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
35813,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
35820,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
36067,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36120,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0
36144,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
36144,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
36279,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0
36333,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0
36389,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,0,0
36398,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
36412,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0
36425,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
36426,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
36488,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
36501,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0
36553,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
36554,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
36567,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0
36616,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0
36628,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30600,0,0
36639,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,0,0
36773,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
36773,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
36774,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0
36785,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36785,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0
37036,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
37044,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
37083,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500
37223,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37233,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,132000,0,0,0,0,0,0,0,0,0,0,0
37302,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0
37410,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
37458,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
37512,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0
37523,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0
37546,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0
37584,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,140000,2000,0,0,0,0,0,0,0,0,0,0
37584,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16800,0,0,0
37653,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0
37685,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37756,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
37777,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,8400,0,0,0,0,0,0,0
37780,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37784,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0
37784,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0
37835,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0
37835,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200
37900,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0
38070,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0
38070,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0
38071,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,49000,0,0,0,0,0,0,0
38077,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,23300,0,0,0,0,0,0,0
38127,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0
38127,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0
38136,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
38138,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0
38144,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
38183,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
38259,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
38335,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
38530,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0
38552,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38554,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
38587,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0
38587,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0
38708,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,9600
38727,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,0
38729,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
38809,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
38812,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0
38830,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,450
38873,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0
38913,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38914,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
38934,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38943,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
38949,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0
38949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
38962,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0
38990,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
39030,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
39032,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0
39053,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0
39055,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,12300,0,0,0,0,0,0,0,0,0,0,0
39056,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
39056,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0
39058,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,19000,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0
39080,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0
39081,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0
39084,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
39096,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0
39147,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0
39219,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
39225,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39457,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39474,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
39596,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
39616,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
39632,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,360,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39697,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
39697,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
39697,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
39751,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
39753,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39806,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
39864,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0
39902,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,5000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
50150,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,0,0,0,4800,0,0,0,6400,0,0,1600,0,0,0,0,0,0,0
50178,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0
50193,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0
50195,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0
50195,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0
50281,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8892,0,0,0,0,0,0,0,0
50300,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12050,0,0,0,0,0,0,0,0,0,0,0,0,0
50372,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0
