NQUEST,NORD,STA1,STA2,STA3,STB1,STB2,STB3,STB4,STC1,STC2,STC3,STC4,STC5,STC6,STC7,STD1,STD2,STD3,STD4,YTA1,YTA2,YTA3,YTB1,YTB2,YTB3,YTB4,YTC1,YTC2,YTC3,YTC4,YTC5,YTC6,YTC7,YTD1,YTD2,YTD3,YTD4
50424,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0
50582,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0
50623,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100
50913,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
50993,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
51052,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
51059,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
51066,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,59500,0,0,0,0,0,0,0,0,0,0,0
51075,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0
51087,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51148,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
51148,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
51186,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0
51199,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0
51346,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1500,0,0,20000,0,0,0,0,0,0,0,0,0,0,0
51399,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8880,0,0,0,0,0,0,0,0
51444,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
51562,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
51619,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51748,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
51761,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0
51773,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0
51773,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0
51781,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
51782,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0
51867,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
51881,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52043,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,2000
52298,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0
52451,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0
52613,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
52715,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
52813,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0
52960,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53044,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0
53062,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
53066,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0
53305,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0
53351,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0
53373,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
53373,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0
53440,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0
53443,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
53443,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
53474,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53485,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0
53486,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
53552,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0
53587,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
53620,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0
53672,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
53672,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
53761,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
53798,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0
53815,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
53817,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0
53844,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54116,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
54116,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
54156,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0
54183,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
54256,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,5000
54278,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0
54279,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0
54346,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0
54410,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0
54502,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
54502,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,5000,0,0
54545,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0
54635,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0
54635,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0
54673,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0
54674,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0
54694,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0
54702,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1600,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
54765,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,87000,0,0,0,0,0,0,0,0,0,0,0
55084,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
55196,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55433,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0
55602,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
55615,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0
55740,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0
55825,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
55826,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0
55828,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0
55829,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
55843,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0
55846,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
55875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
55917,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
55989,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
56041,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0
56093,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56097,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
56175,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0
56204,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56500,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
56508,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0
56577,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0
56593,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0
56610,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0
56706,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3500,5000,0,0,0,0,0,0,0,0,0,0,0
56762,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56888,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56997,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0
57012,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
57138,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
57202,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
57205,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
57232,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
57249,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0
57269,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0
57269,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0
57374,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
57543,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0
57543,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
57670,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0
57670,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
57753,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
57786,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0
57786,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0
57820,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
57911,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
57911,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57960,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
58032,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
58053,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0
58060,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0
58064,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58064,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
58394,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0
60022,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0
60081,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,10000,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0
60081,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60108,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
60138,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
91013,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
91019,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
91021,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
91021,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,2000,0,0
91021,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0
91023,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0
91024,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,130000,0,0
91024,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,0,0
91026,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0
91029,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0
91033,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0
91033,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0
91042,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
91052,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0
91060,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0
91075,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3500
91075,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
91081,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91082,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0
91082,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
91102,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,4000
91102,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000
100008,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0
100031,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,6000
100065,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101061,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102026,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0
103001,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0
103002,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4000,1000,0,0,0,0,0,0,0,0,0,0,0
103008,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103014,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103015,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104042,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
104052,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0
104087,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0
105018,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
106029,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0
106031,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0
106034,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
106041,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
108031,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
