NQUEST,DEPBANC,DEPBANR,DEPPOSC,DEPPOSR,NDEPBANC,NDEPBANR,NDEPPOSC,NDEPPOSR,IDEPBANC,IDEPBANR,IDEPPOSC,IDEPPOSR,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,TAXCC,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,ASSBANE1,ASSBANE2,ASSBANE3,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BANCOMAT,NBANCOMA,NPREL1,PRELMED1,BANCOME1,BANCOME2,BANCOME3,PAGAM4U,PAGAM4,POSE1,POSE2,POSE3,CARTA,CARTE,PCARTE,NPAGCART,CARTEE1,CARTEE2,CARTEE3,MINCON,NPREL2,PRELMED2,PRELE1,PRELE2,PRELE3,VERSAM,NVERS,VERSMED,VERSE1,VERSE2,VERSE3,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,SCORTA,SPESECON
7016,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,100,,,,1,10,200,,,,1,2,2,2,2,100,0,0,0,0,100,600
7089,2,1,2,2,,1,,,,2,,,1,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.5833333333,2000,,,,1,12,2000,,,,1,2,1,2,2,20,0,80,0,0,2500,2500
7091,2,1,2,2,,1,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.25,1500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1500,1800
7097,2,1,2,2,,1,,,,2,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,2000,2000
7098,1,2,2,1,1,,,1,1,,,2,1,1,2,,,,,,1,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,1,300,,,,2,0,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,300,1200
7155,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,5,,3,,1,3,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,0.25,200,,,,2,0,,,,2,0,0,,,,,100,2,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,400,1500
7160,1,2,2,2,2,,,,4,,,,1,1,4,1,,,,,,,,,,4.75,,1,,1,3,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,1,300,,,,2,0,,,,2,0,0,,,,,500,3,2000,,,,1,10,2500,,,,1,2,1,2,2,30,0,70,0,0,1000,4500
7165,1,1,2,2,2,1,,,2,1,,,2,2,2,,,,,,,1,,,,7,,1,4000,1,5,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,4,200,,,,1,1,,,,2,0,0,,,,,0,2,1000,,,,2,0,,,,,2,1,1,2,2,0,50,50,0,0,200,500
7166,1,2,2,2,3,,,,3,,,,2,3,3,,,,,1,,,1,,,3.5,,1,,1,0.5,,,,1,2,2,1,,,,,,,,,,1,2,,,,1,3,12,500,,,,1,0.3333333333,,,,2,0,0,,,,,50,0,,,,,1,3,500,,,,1,1,1,2,2,15,70,15,0,0,200,1500
7781,1,1,2,2,1,1,,,1,1,,,1,1,4,,,,,,1,,,,,,6,1,,1,0.1666666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,0.3333333333,700,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,100,620
7886,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,7,,1,5000,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,5,500,,,,2,0,,,,2,0,0,,,,,500,4,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1500,2500
7895,1,2,2,2,2,,,,2,,,,2,2,4,,,,,,,1,,,,,3,1,10000,1,3,,,,1,1,1,1,,,,,,,,,,2,0,,,,1,2,4,500,,,,2,0,,,,1,2,2,1,,,,300,3,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,800,2800
8168,1,2,2,2,1,,,,2,,,,1,1,4,,,,1,,1,,,,,,6,3,,2,0,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,3,300,,,,2,0,,,,2,0,0,,,,,200,0.25,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1500,1400
8331,1,2,1,2,4,,2,,1,,1,,2,2,4,,,,,,,1,,,,6,,1,20000,1,3,,,,1,2,1,1,,,,,,,,,,1,12,,,,1,4,8,400,,,,1,1,,,,1,4,4,6,,,,800,4,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1500,6000
8332,1,2,2,2,1,,,,1,,,,1,1,1,,,,,1,,,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,400,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,100,800
8481,2,1,2,1,,1,,1,,1,,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1666666667,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,1000
8578,1,2,2,2,1,,,,3,,,,1,1,4,1,,,,,,,,,,7,,2,0,1,0.1666666667,2,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,2,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,750,2,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1600
8591,2,2,1,1,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,6,500,,,,1,2,2,2,2,100,0,0,0,0,2000,2000
8754,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,800,2200
8868,1,1,2,2,2,2,,,2,2,,,2,2,4,,,,,,1,1,,,,6,,1,,1,,,,,2,2,2,2,0,0,1,0,0,0,0,0,0,2,0,,,,1,2,7,500,,,,1,1,,,,2,0,0,,,,,50,0.3333333333,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,3700
8915,1,2,2,2,2,,,,3,,,,2,2,4,,,,,,1,,,,,8,,1,500,1,5,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,3,2000,,,,1,8,800,,,,1,1,1,2,2,20,60,20,0,0,2000,3000
8952,1,2,2,2,1,,,,3,,,,1,1,1,,,,,,1,,,,,,6,2,0,1,1,3,,,2,2,2,2,0,0,0,0,0,0,0,0,1,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,1,1000,,2,,2,0,,,,,1,1,2,2,2,30,70,0,0,0,400,1700
8954,1,1,2,2,1,2,,,2,1,,,1,1,4,1,,,,,,,,,,6.25,,1,,1,0.3333333333,2,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,4,500,2,,,2,0,,,,2,0,0,,,,,100,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2500
8955,1,2,2,2,1,,,,1,,,,1,1,2,,,,,,1,,,,,,6,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,1,6,4000,,,,1,2,2,2,2,100,0,0,0,0,700,2500
9248,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,2,1,35000,1,0.25,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,0,,,,,2,0,,,,1,2,1,5,,,,200,1,1500,,,,1,1,4500,,,,2,1,2,2,2,0,100,0,0,0,700,1400
9249,1,2,2,2,3,,,,1,,,,1,1,3,1,,,,,,,,,,,6,2,0,1,0.25,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,0,0,,,,,1,6,500,,,,1,2,1,2,2,60,0,40,0,0,1000,2500
9402,1,2,2,2,3,,,,3,,,,1,1,4,,1,,,,,1,,,,,6,3,,1,2,,,,1,1,1,2,,,,,,,,,,2,0,,,,1,1,3,500,,,,2,0,,,,1,1,1,2,,,,400,1,200,,,,1,12,500,,,,2,1,2,2,2,0,100,0,0,0,2000,1000
9405,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,700
9411,1,2,2,2,1,,,,2,,,,1,1,4,1,,,1,,,,,,,6,,1,4000,1,1,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,2000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,2000
9526,1,2,2,2,3,,,,3,,,,2,2,4,,1,,1,,,,,,,6,,2,0,1,2,,,,1,2,1,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,1,2,2,0.4166666667,,,,100,2,1500,,,,1,10,2000,,,,1,2,1,2,2,50,0,50,0,0,1500,4000
11810,1,2,2,2,1,,,,2,,,,1,1,3,,1,,,,,,,,,,6,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,1,1200,,,,2,0,,,,,1,1,2,2,2,5,95,0,0,0,1100,1100
11940,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,2,2,0,1,0.3333333333,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,0.25,500,3,,,1,0.25,3,,,2,0,0,,,,,150,1,800,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,800,2500
11972,1,2,2,2,1,,,,1,,,,1,1,4,,,,1,,1,,,,,,2,1,5000,1,10,,,,2,2,2,1,0,1,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,1,400,,,,1,100,300,,,,1,2,2,2,2,100,0,0,0,0,400,1000
20010,1,1,2,2,1,1,,,2,2,,,1,1,4,,1,,,,1,,,,,3,,1,,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,1,2,,,,1,2,2,200,,,,2,0,,,,2,0,0,,,,,0,0,,,,,1,10,500,,,,1,1,1,2,2,65,15,20,0,0,1000,3000
20011,1,1,2,2,1,1,,,2,2,,,1,1,4,,,,,,1,,,,,2.5,,1,,2,0,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,800,0.3333333333,2000,,,,1,6,2500,,,,1,1,2,2,2,86,14,0,0,0,2000,1500
20019,1,2,2,2,2,,,,1,,,,2,2,3,1,,,,,,,,,,6,,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,800
20020,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,4.8,,1,3000,1,1,,,,2,2,1,2,0,0,1,0,0,0,0,0,0,2,0,,,,1,1,2,500,,,,1,1,,,,1,1,1,0.6666666667,,,,100,0.1666666667,3000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,800
20028,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,2,,4.75,,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,0,4,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1000,1800
20033,1,2,2,2,1,,,,1,,,,1,1,1,,,,,1,,,,,,,6,2,0,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,3,400,,,,1,0.1666666667,,,,2,0,0,,,,,50,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,400,1200
20047,1,2,2,2,3,,,,4,,,,1,1,4,,1,,1,,,,,,,6,,1,,1,3,,,,1,2,1,2,,,,,,,,,,1,20,,,,1,3,2,500,,,,2,0,,,,1,1,1,0.5,,,,200,1,1700,,,,2,0,,,,,2,1,1,2,2,0,70,30,0,0,500,1700
20111,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,800,1700
20112,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
20154,1,2,2,2,2,,,,3,,,,2,2,4,1,,,,,,,,,,,6,2,0,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,2,4,500,,,,1,1,,,,2,0,0,,,,,200,0,,,,,1,2,1000,,,,2,1,2,2,2,0,100,0,0,0,300,2000
20169,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,750,600
20170,1,2,2,2,1,,,,2,,,,1,1,4,,1,,1,,,,,,,9,,1,8000,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0.1666666667,500,,,,2,0,,,,2,0,0,,,,,10,1,1500,,,,1,10,500,,,,1,1,2,2,2,20,80,0,0,0,1500,1500
20174,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,8.5,,1,5000,1,2,,,,1,2,2,1,,,,,,,,,,1,6,,,,1,1,3,400,,,,2,0,,,,1,1,1,0,,,,100,2,700,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,2300
20178,1,1,2,2,2,1,,,2,1,,,1,1,3,,,,,,,1,,,,,2,1,10000,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,0,,,,,2,0,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1500
20179,1,1,2,2,2,4,,,2,5,,,2,2,4,,,,,,1,,,,,4,,1,10000,1,8,,,,1,2,1,2,,,,,,,,,,2,0,,,,1,1,2,300,,,,2,0,,,,1,1,1,1,,,,200,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2500
20223,1,2,2,2,2,,,,2,,,,1,1,4,,,,,,,,,,1,5.5,,1,50000,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,300,2,500,,,,2,0,,,,,1,1,1,2,2,35,40,25,0,0,600,2000
20231,1,1,2,2,2,2,,,2,2,,,2,2,3,,1,,,,,,,,,4,,3,,1,0.3333333333,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,2,4,500,,,,1,3,,,,2,0,0,,,,,10,0.3333333333,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2000
20232,1,2,2,2,2,,,,3,,,,1,1,4,1,,,,,,,,,,,6,1,2000,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,2,5,500,,,,2,0,,,,2,0,0,,,,,10,0,,,,,2,0,,,,,1,1,2,2,2,35,65,0,0,0,500,2500
20241,1,2,2,2,2,,,,4,,,,2,2,4,1,,,,,,,,,,,2,1,5000,1,3,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,50,0,,,,,2,0,,,,,2,1,1,2,2,0,70,30,0,0,300,500
20258,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,6,3,,1,0.1666666667,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,1,1,1,0.5,,,,100,2,600,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,400,1200
20277,1,2,2,2,1,,,,2,,,,1,1,1,1,,,,,,,,,,3,,2,0,2,0,,,,1,2,2,2,,,,,,,,,,1,1,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,3,500,,,,2,0,,,,,1,2,1,2,2,15,0,85,0,0,500,1500
20284,1,1,2,2,2,3,,,2,3,,,2,2,2,1,,,1,,,,,,,6.5,,3,,1,,,,,1,2,2,1,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,1,5,2500,,,,1,1,2,2,2,60,40,0,0,0,1000,4000
20285,1,2,2,2,1,,,,1,,,,1,1,4,,,,1,,,,,,,,3,2,0,1,0.25,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,1,1,500,,,,2,0,,,,2,0,0,,,,,100,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,800
20289,1,2,2,1,1,,,1,1,,,1,1,1,3,,1,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,0,,,,,1,10,600,,,,1,2,2,2,2,100,0,0,0,0,400,800
20297,1,1,2,2,1,1,,,2,2,,,1,1,2,,1,,,,,,,,,,6,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,3,300,,,,1,0.5,,,,2,0,0,,,,,100,0,,,,,1,12,1000,,,,1,2,2,2,2,100,0,0,0,0,300,2000
20358,1,1,2,2,1,1,,,2,1,,,1,1,4,,,,,,1,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,950,1900
20365,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,1,,,,,,2,3,,2,0,,,,2,2,2,2,1,0,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,2,700,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,1500
20372,1,2,2,2,1,,,,2,,,,1,1,3,,,,1,,,,,,,,3,1,2000,1,1,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,1,1,5,300,,,,2,0,,,,2,0,0,,,,,300,0.1666666667,1000,,,,2,0,,,,,2,1,1,2,2,0,80,20,0,0,1200,1300
20373,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,200,1500
20375,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,,6,3,,1,0.3333333333,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0.4166666667,200,,,,2,0,,,,2,0,0,,,,,100,1,2500,,,,1,4,1000,,,,2,1,1,2,2,0,95,5,0,0,1750,2500
20380,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,0,0,0,100,0,400,800
20386,1,2,2,2,1,,,,2,,,,1,1,2,,1,,,,,,,,,6,,1,5000,1,,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,30,0.5,1200,,,,2,0,,,,,1,1,2,2,2,52,48,0,0,0,700,1400
20387,2,1,2,2,,2,,,,3,,,1,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.4166666667,1000,,,,1,12,700,,,,2,2,1,2,2,0,0,100,0,0,500,1500
20391,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,700,1400
20393,1,1,2,2,1,1,,,2,1,,,1,1,4,,,,,,,,,,1,,6,2,0,1,2,,,,2,2,2,1,0,0,0,0,0,1,0,0,0,2,0,,,,1,1,4,300,,,,1,4,,,,2,0,0,,,,,50,0.0833333333,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,150,600
20499,1,2,2,2,2,,,,2,,,,1,1,4,,,,,,,,,1,,6,,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,500,,,,1,2,1000,,,,2,1,2,2,2,0,100,0,0,0,300,1000
20503,1,2,2,2,1,,,,2,,,,1,1,4,1,1,,,,,,,,,,6,2,0,1,1,,,,2,1,1,1,0,1,0,0,0,0,0,0,0,2,0,,,,1,1,0.5,200,,,,2,0,,,,2,0,0,,,,,50,0,,,,,1,1,1000,,,,1,2,2,2,2,100,0,0,0,0,500,1000
20697,1,2,2,2,2,,,,3,,,,1,1,4,,,,,,,1,,,,,3,1,1500,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,3,7,300,,,,1,3,,,,2,0,0,,,,,50,15,200,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,100,3000
20704,1,2,2,2,3,,,,3,,,,2,2,2,1,,,,,,,,,,,6,2,0,1,3,,,,2,2,2,2,0,0,0,0,0,0,1,1,0,2,0,,,,1,1,0.25,,,,,2,0,,,,2,0,0,,,,,0,0,,,,,1,8,500,,,,1,2,2,2,2,100,0,0,0,0,2000,3500
20711,1,1,2,2,2,3,,,2,3,,,1,1,5,1,,,,,,,,,,4,,1,12000,1,2,,,,1,2,2,1,,,,,,,,,,1,1,,,,1,1,2,500,,,,1,4,,,,2,0,0,,,,,50,2,200,,,,1,12,5000,,,,2,1,1,2,2,0,15,85,0,0,800,2000
20721,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,6,,1,5000,1,,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,1,3,500,,,,2,0,,,,2,0,0,,,,,100,0.1666666667,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,400,1500
20729,1,2,2,2,2,,,,2,,,,1,1,4,,,,,,,,,,1,3.75,,1,5000,1,3,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,6,500,,,,2,0,,,,2,0,0,,,,,200,0.5,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,600,3500
20766,1,2,2,2,2,,,,2,,,,2,2,4,1,,,,,,,,,,5,,3,,1,0.3333333333,,,,2,2,1,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,8,200,,,,2,0,,,,1,1,1,0,,,,50,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1800
20767,1,1,2,2,1,2,,,2,4,,,1,1,2,,,,,,,,,,1,,3,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0.1666666667,,,,,2,0,,,,2,0,0,,,,,300,0,,,,,1,12,500,,,,1,2,1,2,2,80,0,20,0,0,1000,1000
20770,1,2,2,2,1,,,,2,,,,1,1,3,,1,,,1,,,,,,,2,2,0,1,,,,,1,2,2,1,,,,,,,,,,2,0,,,,1,1,4,300,,,,1,0.4166666667,,,,2,0,0,,,,,100,1,400,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,200,1500
20782,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,,3,2,0,1,0.5,,,,1,2,2,2,,,,,,,,,,1,2,,,,2,0,,,,,,,,,,,2,0,0,,,,,700,2,1500,,,,1,2,4000,,,,2,1,2,2,2,0,100,0,0,0,700,3500
20784,1,2,2,2,1,,,,1,,,,1,1,3,1,,,,,1,,,,,,3,3,,1,3,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,1,1000,,,,2,0,,,,,1,2,1,2,2,20,0,80,0,0,2000,2000
20798,2,1,2,1,,1,,1,,1,,1,1,1,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,400,750
20837,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,6,,1,2000,1,1,,,,1,2,1,2,,,,,,,,,,2,0,,,,1,1,0.25,300,,,,2,0,,,,1,1,1,2,,,,200,4,400,,,,2,0,,,,,1,1,2,2,2,20,80,0,0,0,400,2000
20839,1,1,2,2,2,2,,,2,2,,,2,2,4,,1,,,,1,,,,,5,,1,10000,1,9,,,,2,2,1,2,0,0,0,1,0,0,1,0,0,1,4,,,,1,2,4,500,,,,1,0.25,,,,1,2,2,1,,,,300,0,,,,,2,0,,,,,2,1,1,2,2,0,50,50,0,0,400,2000
20845,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,900
20846,1,1,2,2,2,1,,,2,2,,,1,1,4,1,,,,,1,,,,,5,,1,5000,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,1,500,,,,1,12,350,,,,2,2,1,2,2,0,0,100,0,0,1500,2000
20849,1,2,2,2,2,,,,2,,,,2,2,2,,,,,1,,,,,,6,,1,,1,2,,,,2,2,1,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,6,400,,,,1,10,,,,1,2,2,1,,,,500,0.3333333333,2000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,3000
20862,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,500,1300
20881,2,1,2,2,,1,,,,2,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,700,1400
20920,1,1,2,2,2,1,,,2,2,,,2,2,4,1,1,,,,,,,,,5.3,,3,,1,2,,,,1,2,1,1,,,,,,,,,,1,36,,,,1,1,3,1000,,,,2,0,,,,1,1,1,0,,,,0,0,,,,,1,4,700,,,,2,1,2,2,2,0,100,0,0,0,500,3000
20936,1,1,2,2,2,1,,,2,1,,,2,3,4,,1,,,1,,,,,,,4,1,3000,1,1,,,,1,1,2,2,,,,,,,,,,2,0,,,,1,2,1,500,,,,1,4,,,,1,3,2,2,,,,200,2,1000,,,,1,12,1500,,,,1,1,1,2,2,30,50,20,0,0,450,2500
